,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE LOST SYMBOL;by Dan Brown;14 weeks on the list,THE SHACK;by William P. Young;83 weeks on the list,,GOING ROGUE;by Sarah Palin;5 weeks on the list,THE BLIND SIDE;by Michael Lewis;12 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;14 weeks on the list,"MORE DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;7 weeks on the list",THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;10 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;12 weeks on the list",NARUTO 46;by Masashi Kishimoto;12 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;New this week,THE BOOK THIEF;by Markus Zusak;119 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;124 weeks on the list
2,CROSS FIRE;by James Patterson;5 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;26 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;12 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;151 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;13 weeks on the list","DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;19 weeks on the list",THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;14 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;11 weeks on the list,"BLEACH, VOL.  29;by Tite Kubo;3 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;67 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;48 weeks on the list,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;49 weeks on the list
3,"UNDER THE DOME, PART 1;by Stephen King;6 weeks on the list",PUSH;by Sapphire;17 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;13 weeks on the list",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;17 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;8 weeks on the list,NEW MOON;by Mark Cotta Vaz;11 weeks on the list,PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;8 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;43 weeks on the list,"VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;7 weeks on the list",CATCHING FIRE;by Suzanne Collins;16 weeks on the list,THE TEEN VOGUE HANDBOOK;;New this week,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;25 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;128 weeks on the list
4,THE HELP;by Kathryn Stockett;38 weeks on the list,THE PIANO TEACHER;by Janice Y. K. Lee;5 weeks on the list,,STONES INTO SCHOOLS;by Greg Mortenson;3 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;28 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;56 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;65 weeks on the list,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;4 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;38 weeks on the list,"MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;8 weeks on the list",THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;15 weeks on the list,THIRST NO. 1;by Christopher Pike;20 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;7 weeks on the list",HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;69 weeks on the list
5,U IS FOR UNDERTOW;by Sue Grafton;3 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;33 weeks on the list,,OPEN;by Andre Agassi;6 weeks on the list,BLINK;by Malcolm Gladwell;114 weeks on the list,IT'S YOUR TIME;by Joel Osteen;7 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;125 weeks on the list,BATMAN: BATTLE FOR THE COWL;by Tony Daniel;4 weeks on the list,"BONE, VOL. 1;by Jeff Smith;3 weeks on the list","MAXIMUM RIDE, VOL. 1;by James Patterson and NaRae Lee;2 weeks on the list",FALLEN;by Lauren Kate;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;38 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;14 weeks on the list,THE 39 CLUES;by various authors;32 weeks on the list
6,PIRATE LATITUDES;by Michael Crichton;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;28 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;9 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;157 weeks on the list,GOOD EATS;by Alton Brown;6 weeks on the list,JULIA'S KITCHEN WISDOM;by Julia Child;8 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;41 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;18 weeks on the list,"DEATH NOTE: L, CHANGE THE WORLD;by  M;7 weeks on the list",BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;3 weeks on the list,DARK VISIONS;by L. J. Smith;15 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;14 weeks on the list",THE ALEX RIDER ADVENTURES;by Anthony Horowitz;59 weeks on the list
7,FORD COUNTY;by John Grisham;7 weeks on the list,THE LOVELY BONES;by Alice Sebold;14 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;14 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;11 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;84 weeks on the list,RACHAEL RAY'S BOOK OF 10;by Rachael Ray;7 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;30 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;17 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 21;by Hiromu Arakawa;5 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;7 weeks on the list,GRACELING;by Kristin Cashore;12 weeks on the list,THE LITTLE PRINCE;by Antoine de Saint-Exupéry;2 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart;10 weeks on the list
8,THE LAST SONG;by Nicholas Sparks;15 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;35 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;9 weeks on the list,TIPPING POINT;by Malcolm Gladwell;272 weeks on the list,GOURMET TODAY;by Ruth Reichl;2 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;66 weeks on the list,ASTERIOS POLYP;by David Mazzucchelli;7 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;19 weeks on the list,"SOUL EATER, VOL. 3;by Atsushi Ohkubo;8 weeks on the list",SHIVER;by Maggie Stiefvater;21 weeks on the list,THE PRINCESS AND THE FROG: JUNIOR NOVELIZATION;by Irene Trimble;4 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;7 weeks on the list,HARRY POTTER;by J.K. Rowling;230 weeks on the list
9,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;12 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;27 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;51 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;116 weeks on the list,THE PURPOSE OF CHRISTMAS;by Rick Warren;10 weeks on the list,LEONARD MALTIN’S 2010 MOVIE GUIDE;edited by Leonard Maltin;3 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;16 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;20 weeks on the list","YOTSUBA&!, VOL.7;by Kiyohiko Azuma;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;62 weeks on the list,LOCK AND KEY;by Sarah Dessen;17 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;42 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;34 weeks on the list
10,THE LACUNA;by Barbara Kingsolver;7 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;38 weeks on the list,,OUTLIERS;by Malcolm Gladwell;57 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;62 weeks on the list,AD HOC AT HOME;by Thomas Keller;6 weeks on the list,THE SIBLEY GUIDE TO TREES;by David Allen Sibley;2 weeks on the list,"DARK AVENGERS/UNCANNY X-MEN: UTOPIA;by Matt Fraction, Terry Dodson and others;3 weeks on the list",THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;8 weeks on the list,"D. N. ANGEL, VOL. 13;by Yukiru Sugisaki;3 weeks on the list",MILLION-DOLLAR THROW;by Mike Lupica;7 weeks on the list,GONE;by Michael Grant;2 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;19 weeks on the list,THE IMMORTALS;by Alyson Noël;5 weeks on the list
