,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,CAMINO ISLAND;by John Grisham;New this week,CAMINO ISLAND;by John Grisham;New this week,THE HANDMAID'S TALE;by Margaret Atwood;18 weeks on the list,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;New this week,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;New this week,ON TYRANNY;by Timothy Snyder;15 weeks on the list,MAKE YOUR BED;by William H. McRaven;10 weeks on the list,WONDER;by R.J. Palacio;96 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;2 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;70 weeks on the list,ONCE AND FOR ALL;by Sarah Dessen;New this week,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,PAPI;by David Ortiz with Michael Holley;
2,COME SUNDOWN;by Nora Roberts;2 weeks on the list,INTO THE WATER;by Paula Hawkins;6 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;9 weeks on the list,"AL FRANKEN, GIANT OF THE SENATE;by Al Franken;2 weeks on the list","AL FRANKEN, GIANT OF THE SENATE;by Al Franken;2 weeks on the list",THE ZOOKEEPER’S WIFE;by Diane Ackerman;45 weeks on the list,"THINK SKINNY, FEEL FIT;by Alejandro Chabán;New this week",THE DARK PROPHECY;by Rick Riordan;6 weeks on the list,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;430 weeks on the list,LORD OF SHADOWS;by Cassandra Clare;3 weeks on the list,WOMEN WHO WORK;by Ivanka Trump;,HIDDEN FIGURES;by Margot Lee Shetterly;,THE SECRETS OF MY LIFE;by Caitlyn Jenner with Buzz Bissinger;
3,INTO THE WATER;by Paula Hawkins;6 weeks on the list,COME SUNDOWN;by Nora Roberts;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;61 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;6 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;6 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;27 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;26 weeks on the list,THE MISADVENTURES OF MAX CRUMBLY: MIDDLE SCHOOL MAYHEM;by Rachel Renée Russell;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;173 weeks on the list,HARRY POTTER;by J.K. Rowling;429 weeks on the list,CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;3 weeks on the list,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
4,INDECENT EXPOSURE;by Stuart Woods;New this week,DRAGON TEETH;by Michael Crichton;3 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;15 weeks on the list,THEFT BY FINDING;by David Sedaris;2 weeks on the list,THEFT BY FINDING;by David Sedaris;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;196 weeks on the list,YOU ARE A BADASS;by Jen Sincero;74 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;24 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;89 weeks on the list,DESCENDANTS;by Melissa de la Cruz;3 weeks on the list,THE HATE U GIVE;by Angie Thomas;15 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,TEAMMATE;by David Ross with Don Yaeger;
5,THE HANDMAID'S TALE;by Margaret Atwood;12 weeks on the list,LOVE STORY;by Karen Kingsbury;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;10 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;7 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;7 weeks on the list,THE PERFECT HORSE;by Elizabeth Letts;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;204 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;23 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;26 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;90 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;51 weeks on the list",GRIT;by Angela Duckworth;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
6,LOVE STORY;by Karen Kingsbury;New this week,NO MIDDLE NAME;by Lee Child;4 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;76 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;46 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;46 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;339 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;130 weeks on the list,DOG MAN;by Dav Pilkey;41 weeks on the list,LITTLE EXCAVATOR;by Anna Dewdney;New this week,DORK DIARIES;by Rachel Renée Russell;211 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;31 weeks on the list,ORIGINALS;by Adam Grant;,THE RADIUM GIRLS;by Kate Moore;,SHOE DOG;by Phil Knight;
7,THE WOMAN IN CABIN 10;by Ruth Ware;20 weeks on the list,THE MINISTRY OF UTMOST HAPPINESS;by Arundhati Roy;New this week,THE NIGHTINGALE;by Kristin Hannah;7 weeks on the list,BILL O'REILLY'S LEGENDS AND LIES: THE CIVIL WAR;by David Fisher;New this week,BILL O'REILLY'S LEGENDS AND LIES: THE CIVIL WAR;by David Fisher;New this week,JUST MERCY;by Bryan Stevenson;66 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;87 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;41 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;25 weeks on the list,GIVER QUARTET;by Lois Lowry;143 weeks on the list,GIRLING UP;by Mayim Bialik;5 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,BEHAVE;by Robert M. Sapolsky;,BALLPLAYER;by Chipper Jones with Carroll Rogers Walton;
8,SEE ME;by Nicholas Sparks;14 weeks on the list,NIGHTHAWK;by Clive Cussler and Graham Brown;2 weeks on the list,THE COUPLE NEXT DOOR;by Shari Lapena;2 weeks on the list,ON TYRANNY;by Timothy Snyder;11 weeks on the list,"IF I UNDERSTOOD YOU, WOULD I HAVE THIS LOOK ON MY FACE?;by Alan Alda;New this week",OUTLIERS;by Malcolm Gladwell;233 weeks on the list,THE BLUE ZONES SOLUTION;by Dan Buettner;5 weeks on the list,BROKEN PRIDE;by Erin Hunter;New this week,HOW TO BABYSIT A GRANDPA;by Jean Reagan. Illustrated by Lee Wildish;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;432 weeks on the list,ALEX AND ELIZA;by Melissa de la Cruz;9 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",THE CUBS WAY;by Tom Verducci;
9,DRAGON TEETH;by Michael Crichton;3 weeks on the list,THE FIX;by David Baldacci;8 weeks on the list,ALL THE MISSING GIRLS;by Megan Miranda;11 weeks on the list,HUE 1968;by Mark Bowden;New this week,HUE 1968;by Mark Bowden;New this week,ALEXANDER HAMILTON;by Ron Chernow;78 weeks on the list,UNINVITED;by Lysa TerKeurst;25 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;42 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;207 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;6 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;47 weeks on the list,AMERICAN KINGPIN;by Nick Bilton;,THE GENE;by Siddhartha Mukherjee;,THE PUSH;by Tommy Caldwell;
10,THE FIX;by David Baldacci;8 weeks on the list,INDECENT EXPOSURE;by Stuart Woods;New this week,COMMONWEALTH;by Ann Patchett;6 weeks on the list,"IF I UNDERSTOOD YOU, WOULD I HAVE THIS LOOK ON MY FACE?;by Alan Alda;New this week",THE VANISHING AMERICAN ADULT;by Ben Sasse;4 weeks on the list,WE ARE NEVER MEETING IN REAL LIFE;by Samantha Irby;2 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;17 weeks on the list,GHOST;by Jason Reynolds;2 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;38 weeks on the list",RED QUEEN;by Victoria Aveyard;16 weeks on the list,RYAN HIGA'S HOW TO WRITE GOOD;by Ryan Higa;New this week,SHOE DOG;by Phil Knight;,DRAWDOWN;by Paul Hawken;,RETURN OF THE KING;by Brian Windhorst and Dave McMenamin;
