,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,FIRE AND BLOOD;by George R.R. Martin;New this week,FIRE AND BLOOD;by George R.R. Martin;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;12 weeks on the list,BECOMING;by Michelle Obama;2 weeks on the list,BECOMING;by Michelle Obama;2 weeks on the list,SAPIENS;by Yuval Noah Harari;28 weeks on the list,HOMEBODY;by Joanna Gaines;3 weeks on the list,WONDER;by R.J. Palacio;172 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;506 weeks on the list,THE HATE U GIVE;by Angie Thomas;91 weeks on the list,PAST TENSE;by Lee Child;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,THE MAMBA MENTALITY;by Kobe Bryant;
2,TARGET: ALEX CROSS;by James Patterson;New this week,TARGET: ALEX CROSS;by James Patterson;New this week,CRAZY RICH ASIANS;by Kevin Kwan;31 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;7 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;7 weeks on the list,BEAUTIFUL BOY;by David Sheff;11 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;33 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;6 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;3 weeks on the list,HARRY POTTER;by J.K. Rowling;505 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;7 weeks on the list",FIRE AND BLOOD;by George R.R. Martin;,EDUCATED;by Tara Westover;,LEADERSHIP;by Doris Kearns Goodwin;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
3,THE RECKONING;by John Grisham;5 weeks on the list,THE RECKONING;by John Grisham;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;25 weeks on the list,EDUCATED;by Tara Westover;40 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;8 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;34 weeks on the list,WHOSE BOAT IS THIS BOAT?;by The Staff of the Late Show With Stephen Colbert. Illustrated by Andro Buneta and John Henry;3 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;74 weeks on the list,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;9 weeks on the list,DOG MAN;by Dav Pilkey;65 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;66 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;,BORN A CRIME;by Trevor Noah;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,THE BIG FELLA;by Jane Leavy;
4,DARK SACRED NIGHT;by Michael Connelly;4 weeks on the list,EVERY BREATH;by Nicholas Sparks;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;137 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;8 weeks on the list,EDUCATED;by Tara Westover;40 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;5 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;26 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;52 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;54 weeks on the list,DORK DIARIES;by Rachel Renée Russell;267 weeks on the list,SKYWARD;by Brandon Sanderson;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",BAD BLOOD;by John Carreyrou;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
5,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;2 weeks on the list,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;2 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;60 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;12 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;10 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;20 weeks on the list,COOK LIKE A PRO;by Ina Garten;5 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;47 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;160 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;19 weeks on the list,BRIDGE OF CLAY;by Markus Zusak;7 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE LAWS OF HUMAN NATURE;by Robert Greene;,HOW TO BE A GOOD CREATURE;by Sy Montgomery. Illustrated by Rebecca Green;,SHOE DOG;by Phil Knight;
6,PAST TENSE;by Lee Child;3 weeks on the list,PAST TENSE;by Lee Child;3 weeks on the list,LESS;by Andrew Sean Greer;27 weeks on the list,SAPIENS;by Yuval Noah Harari;48 weeks on the list,SHADE;by Pete Souza;6 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;2 weeks on the list,WHISKEY IN A TEACUP;by Reese Witherspoon;7 weeks on the list,THE ATLAS OBSCURA EXPLORER'S GUIDE FOR THE WORLD'S MOST ADVENTUROUS KID;by Dylan Thuras and Rosemary Mosco. Illustrated by Joy Ang;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;247 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;146 weeks on the list,WHAT IF IT'S US;by Becky Albertalli and Adam Silvera;7 weeks on the list,THE RECKONING;by John Grisham;,SAPIENS;by Yuval Noah Harari;,THIS IS MARKETING;by Seth Godin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FLY GIRLS;by Keith O'Brien;
7,EVERY BREATH;by Nicholas Sparks;6 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;2 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;4 weeks on the list,FEAR;by Bob Woodward;11 weeks on the list,FEAR;by Bob Woodward;11 weeks on the list,GRIT;by Angela Duckworth;14 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;102 weeks on the list,MAX EINSTEIN: THE GENIUS EXPERIMENT;by James Patterson and Chris Grabenstein. Illustrated by Beverly Johnson;7 weeks on the list,THE SNOWY NAP;by Jan Brett;2 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;26 weeks on the list,ARCHENEMIES;by Marissa Meyer;3 weeks on the list,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,BOBBY: MY STORY IN PICTURES;by Bobby Orr;
8,LONG ROAD TO MERCY;by David Baldacci;2 weeks on the list,THE NEXT PERSON YOU MEET IN HEAVEN;by Mitch Albom;7 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;18 weeks on the list,CHURCHILL: WALKING WITH DESTINY;by Andrew Roberts;New this week,CHURCHILL: WALKING WITH DESTINY;by Andrew Roberts;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;105 weeks on the list,"GMORNING, GNIGHT!;by Lin-Manuel Miranda. Illustrated by Jonny Sun;6 weeks on the list",MINECRAFT: THE CRASH;by Tracey Baptiste;15 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;251 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;487 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;38 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;,A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT;by Howard Zinn;,PRINCIPLES;by Ray Dalio;,BEING MORTAL;by Atul Gawande;,BELICHICK;by Ian O'Connor;
9,BEAUCHAMP HALL;by Danielle Steel;New this week,NINE PERFECT STRANGERS;by Liane Moriarty;3 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;23 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;10 weeks on the list,IN PIECES;by Sally Field;8 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;5 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;2 weeks on the list,LOUISIANA'S WAY HOME;by Kate DiCamillo;7 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;14 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;105 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;New this week,EVERY BREATH;by Nicholas Sparks;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FOOTBALL FOR A BUCK;by Jeff Pearlman;
10,NINE PERFECT STRANGERS;by Liane Moriarty;3 weeks on the list,ELEVATION;by Stephen King;4 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,IN PIECES;by Sally Field;9 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;6 weeks on the list,JUST MERCY;by Bryan Stevenson;131 weeks on the list,THE HAPPY COOKBOOK;by Steve Doocy and Kathy Doocy;4 weeks on the list,WILLA OF THE WOOD;by Robert Beatty;5 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;78 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;11 weeks on the list,GIRLS OF PAPER AND FIRE;by Natasha Ngan;3 weeks on the list,KINGDOM OF THE BLIND;by Louise Penny;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,INFINITE WONDER;by Scott Kelly;,UNBROKEN;by Laura Hillenbrand;
11,THE OTHER MISS BRIDGERTON;by Julia Quinn;New this week,BEAUCHAMP HALL;by Danielle Steel;New this week,MY BRILLIANT FRIEND;by Elena Ferrante;36 weeks on the list,SHADE;by Pete Souza;4 weeks on the list,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;4 weeks on the list,BEING MORTAL;by Atul Gawande;64 weeks on the list,,,,,,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",,,
12,WHERE THE CRAWDADS SING;by Delia Owens;11 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;4 weeks on the list,SOLD ON A MONDAY;by Kristina McMorris;5 weeks on the list,THE FIFTH RISK;by Michael Lewis;8 weeks on the list,HINDSIGHT;by Justin Timberlake;4 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;60 weeks on the list,,,,,,HELL DIVERS IV: WOLVES;by Nicholas Sansbury Smith;,FEAR;by Bob Woodward;,,,
13,ELEVATION;by Stephen King;4 weeks on the list,A SPARK OF LIGHT;by Jodi Picoult;8 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;60 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;4 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;4 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;190 weeks on the list",,,,,,KINGDOMS AND CHAOS;by Kel Kade;,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;,,,
14,THE NEXT PERSON YOU MEET IN HEAVEN;by Mitch Albom;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;12 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;70 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;6 weeks on the list,STRANGER THINGS: WORLDS TURNED UPSIDE DOWN;by Gina Mcintyre;New this week,BOY ERASED;by Garrard Conley;3 weeks on the list,,,,,,ARTEMIS;by Andy Weir;,SHIP OF FOOLS;by Tucker Carlson;,,,
15,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;12 weeks on the list,UNSHELTERED;by Barbara Kingsolver;6 weeks on the list,PACHINKO;by Min Jin Lee;38 weeks on the list,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;4 weeks on the list,THE FIFTH RISK;by Michael Lewis;8 weeks on the list,CODE GIRLS;by Liza Mundy;7 weeks on the list,,,,,,THE OTHER WOMAN;by Sandie Jones;,UNBROKEN;by Laura Hillenbrand;,,,
