,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;36 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;37 weeks on the list,THE MISTER;by E L James;5 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;New this week,HOWARD STERN COMES AGAIN;by Howard Stern;New this week,THE MUELLER REPORT;with related materials by The Washington Post;4 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;6 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;185 weeks on the list,DOG MAN;by Dav Pilkey;90 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;24 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,THE NIGHT WINDOW;by Dean Koontz;New this week,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;3 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;2 weeks on the list,THE PIONEERS;by David McCullough;2 weeks on the list,THE PIONEERS;by David McCullough;2 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;3 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;127 weeks on the list,WONDER;by R.J. Palacio;197 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;46 weeks on the list,THEODORE BOONE;by John Grisham;24 weeks on the list,THE HATE U GIVE;by Angie Thomas;116 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
3,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;3 weeks on the list,THE NIGHT WINDOW;by Dean Koontz;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;37 weeks on the list,EDUCATED;by Tara Westover;65 weeks on the list,BECOMING;by Michelle Obama;27 weeks on the list,BORN A CRIME;by Trevor Noah;14 weeks on the list,MAKE YOUR BED;by William H. McRaven;62 weeks on the list,REFUGEE;by Alan Gratz;55 weeks on the list,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;531 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;2 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FULL COUNT;by David Cone and Jack Curry;
4,THE MISTER;by E L James;5 weeks on the list,REDEMPTION;by David Baldacci;5 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;11 weeks on the list,BECOMING;by Michelle Obama;27 weeks on the list,EDUCATED;by Tara Westover;65 weeks on the list,SAPIENS;by Yuval Noah Harari;53 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;58 weeks on the list",KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;7 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;272 weeks on the list,HARRY POTTER;by J.K. Rowling;530 weeks on the list,"AGAIN, BUT BETTER;by Christine Riccio;2 weeks on the list",A CLASH OF KINGS;by George R.R. Martin;,THE PIONEERS;by David McCullough;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",AMERICA BEFORE;by Graham Hancock;,K;by Tyler Kepner;
5,PAST TENSE;by Lee Child;11 weeks on the list,BLESSING IN DISGUISE;by Danielle Steel;2 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;3 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;4 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;New this week,HOW TO CHANGE YOUR MIND;by Michael Pollan;New this week,"GIRL, STOP APOLOGIZING;by Rachel Hollis;11 weeks on the list",ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;2 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;25 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;171 weeks on the list,WE HUNT THE FLAME;by Hafsah Faizal;New this week,THE SILENT PATIENT;by Alex Michaelides;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,THE LATTE FACTOR;by David Bach and John David Mann;,ENLIGHTENMENT NOW;by Steven Pinker;,SPRAWLBALL;by Kirk Goldsberry;
6,REDEMPTION;by David Baldacci;5 weeks on the list,THE GUEST BOOK;by Sarah Blake;2 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;50 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;New this week,THE MOMENT OF LIFT;by Melinda Gates;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;45 weeks on the list,DARE TO LEAD;by Brené Brown;17 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;66 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;New this week,CARAVAL;by Stephanie Garber;2 weeks on the list,DRY;by Neal Shusterman and Jarrod Shusterman;5 weeks on the list,A STORM OF SWORDS;by George R.R. Martin;,BORN A CRIME;by Trevor Noah;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
7,A GAME OF THRONES;by George R.R. Martin;56 weeks on the list,SUNSET BEACH;by Mary Kay Andrews;2 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;8 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;4 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;5 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;30 weeks on the list,YOU ARE A BADASS;by Jen Sincero;172 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;3 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;270 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;502 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;6 weeks on the list,STORM CURSED;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
8,BLESSING IN DISGUISE;by Danielle Steel;2 weeks on the list,NEON PREY;by John Sandford;4 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;3 weeks on the list,FURIOUS HOURS;by Casey Cep;2 weeks on the list,SACRED DUTY;by Tom Cotton;New this week,THE SOUL OF AMERICA;by Jon Meacham;3 weeks on the list,DARING GREATLY;by Brené Brown;74 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;93 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;159 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;77 weeks on the list,ON THE COME UP;by Angie Thomas;15 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,JUST SHOW UP;by Cal Ripken Jr. and James Dale;
9,NEON PREY;by John Sandford;4 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;21 weeks on the list,SHELTER IN PLACE;by Nora Roberts;2 weeks on the list,SACRED DUTY;by Tom Cotton;New this week,FURIOUS HOURS;by Casey Cep;2 weeks on the list,SEARCHING FOR SUNDAY;by Rachel Held Evans;2 weeks on the list,CLEAN & LEAN;by Ian K. Smith;2 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;9 weeks on the list,DEAR BOY;by Paris Rosenthal and Jason Rosenthal. Illustrated by Holly Hatam;4 weeks on the list,PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;13 weeks on the list,STEPSISTER;by Jennifer Donnelly;New this week,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FLY GIRLS;by Keith O'Brien;
10,THE NEVER GAME;by Jeffery Deaver;New this week,NORMAL PEOPLE;by Sally Rooney;5 weeks on the list,TARGET: ALEX CROSS;by James Patterson;New this week,THE SECOND MOUNTAIN;by David Brooks;5 weeks on the list,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;6 weeks on the list,JUST MERCY;by Bryan Stevenson;153 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;75 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;New this week,BECAUSE I HAD A TEACHER;by Kobi Yamada. Illustrated by Natalie Russell;2 weeks on the list,THE BAD GUYS;by Aaron Blabey;31 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;63 weeks on the list,TRUTH AND LIES;by Caroline Mitchell;,THE MOMENT OF LIFT;by Melinda Gates;,GRIT;by Angela Duckworth;,BOTTLE OF LIES;by Katherine Eban;,MIND AND MATTER;by John Urschel and Louisa Thomas;
11,SUNSET BEACH;by Mary Kay Andrews;2 weeks on the list,THE NEVER GAME;by Jeffery Deaver;New this week,THERE THERE;by Tommy Orange;2 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;4 weeks on the list,COMMANDER IN CHEAT;by Rick Reilly;4 weeks on the list,THE MUELLER REPORT;by the office of the special counsel;2 weeks on the list,,,,,,DEATHTRAP;by Craig Alanson;,THE MUELLER REPORT;with related materials by The Washington Post;,,,
12,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;36 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;15 weeks on the list,THE OVERSTORY;by Richard Powers;6 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;7 weeks on the list,LET LOVE HAVE THE LAST WORD;by Common with Mensah Demary;2 weeks on the list,GRIT;by Angela Duckworth;38 weeks on the list,,,,,,FIRE AND BLOOD;by George R.R. Martin;,BAD BLOOD;by John Carreyrou;,,,
13,LITTLE FIRES EVERYWHERE;by Celeste Ng;34 weeks on the list,LOST ROSES;by Martha Hall Kelly;6 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;16 weeks on the list,COMMANDER IN CHEAT;by Rick Reilly;3 weeks on the list,FULL COUNT;by David Cone and Jack Curry;New this week,BEING MORTAL;by Atul Gawande;84 weeks on the list,,,,,,A FEAST FOR CROWS;by George R.R. Martin;,THE POWER OF HABIT;by Charles Duhigg;,,,
14,THE GUEST BOOK;by Sarah Blake;2 weeks on the list,THE BIG KAHUNA;by Janet Evanovich and Peter Evanovich;2 weeks on the list,A DOG'S JOURNEY;by W. Bruce Cameron;4 weeks on the list,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;6 weeks on the list,UPHEAVAL;by Jared Diamond;2 weeks on the list,WHY WE SLEEP;by Matthew Walker;16 weeks on the list,,,,,,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,AMERICA BEFORE;by Graham Hancock;,,,
15,THE UNHONEYMOONERS;by Christina Lauren;New this week,EXHALATION;by Ted Chiang;2 weeks on the list,"RED, WHITE AND ROYAL BLUE;by Casey McQuiston;New this week",SAPIENS;by Yuval Noah Harari;71 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;6 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;56 weeks on the list,,,,,,CAPTIVES;by Nicholas Sansbury Smith;,FROM SCRATCH;by Tembi Locke;,,,
