,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,ORIGIN;by Dan Brown;New this week,ORIGIN;by Dan Brown;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;New this week,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;3 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;394 weeks on the list,BRAVING THE WILDERNESS;by Brené Brown;4 weeks on the list,WONDER;by R.J. Palacio;113 weeks on the list,PRINCESSES WEAR PANTS;by Savannah Guthrie and Allison Oppenheim. Illustrated by Eva Byrne;4 weeks on the list,HARRY POTTER;by J.K. Rowling;446 weeks on the list,THE HATE U GIVE;by Angie Thomas;32 weeks on the list,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,TB12 METHOD;by Tom Brady;
2,THE SUN AND HER FLOWERS;by Rupi Kaur;New this week,SLEEPING BEAUTIES;by Stephen King and Owen King;2 weeks on the list,IT;by Stephen King;8 weeks on the list,WE WERE EIGHT YEARS IN POWER;by Ta-Nehisi Coates;New this week,WE WERE EIGHT YEARS IN POWER;by Ta-Nehisi Coates;New this week,ON TYRANNY;by Timothy Snyder;32 weeks on the list,PRINCIPLES;by Ray Dalio;3 weeks on the list,THE PURLOINING OF PRINCE OLEOMARGARINE;by Mark Twain and Philip Stead. Illustrated by Erin Stead;2 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;18 weeks on the list,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;New this week,ELITES OF EDEN;by Joey Graceffa;New this week,TOOLS OF TITANS;by Tim Ferriss;,END OF ALZHEIMER'S;by Dale Bredesen;,UNSTOPPABLE;by Maria Sharapova with Rich Cohen;
3,SLEEPING BEAUTIES;by Stephen King and Owen King;2 weeks on the list,MANHATTAN BEACH;by Jennifer Egan;New this week,MILK AND HONEY;by Rupi Kaur;78 weeks on the list,WHAT HAPPENED;by Hillary Clinton;4 weeks on the list,WHAT HAPPENED;by Hillary Clinton;4 weeks on the list,BEING MORTAL;by Atul Gawande;5 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;43 weeks on the list,THE WAR I FINALLY WON;by Kimberly Brubaker Bradley;New this week,AFTER THE FALL;by Dan Santat;New this week,DOG MAN;by Dav Pilkey;6 weeks on the list,WONDER WOMAN: WARBRINGER;by Leigh Bardugo;6 weeks on the list,GRIT;by Angela Duckworth;,BEING MORTAL;by Atul Gawande;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
4,IT;by Stephen King;9 weeks on the list,A COLUMN OF FIRE;by Ken Follett;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;26 weeks on the list,THE DANGEROUS CASE OF DONALD TRUMP;edited by Bandy X. Lee;New this week,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;23 weeks on the list,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;5 weeks on the list,THE KETO RESET DIET;by Mark Sisson with Brad Kearns;New this week,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;15 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;447 weeks on the list,THE LANGUAGE OF THORNS;by Leigh Bardugo. Illustrated by Sara Kipin;2 weeks on the list,HIT REFRESH;by Satya Nadella with Greg Shaw and Jill Tracie Nichols;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE CUBAN AFFAIR;by Nelson DeMille;3 weeks on the list,DON'T LET GO;by Harlan Coben;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;35 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;23 weeks on the list,THE FOUR;by Scott Galloway;New this week,HIDDEN FIGURES;by Margot Lee Shetterly;40 weeks on the list,YOU ARE A BADASS;by Jen Sincero;91 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;2 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;19 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;87 weeks on the list,ONE DARK THRONE;by Kendare Blake;3 weeks on the list,LIFE 3.0;by Max Tegmark;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,STRONGER;by Jeff Bauman with Bret Witter;
6,MANHATTAN BEACH;by Jennifer Egan;New this week,THE GIRL WHO TAKES AN EYE FOR AN EYE;by David Lagercrantz;4 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;32 weeks on the list,THE FOUR;by Scott Galloway;New this week,UNBELIEVABLE;by Katy Tur;4 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;158 weeks on the list,SWEET;by Yotam Ottolenghi and Helen Goh;New this week,JOJO'S GUIDE TO THE SWEET LIFE;by JoJo Siwa;New this week,RUNNY BABBIT RETURNS;by Shel Silverstein;3 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;20 weeks on the list,WARCROSS;by Marie Lu;4 weeks on the list,IT TAKES TWO;by Jonathan Scott and Drew Scott;,LIFE 3.0;by Max Tegmark;,SHOE DOG;by Phil Knight;
7,DON'T LET GO;by Harlan Coben;2 weeks on the list,THE CUBAN AFFAIR;by Nelson DeMille;3 weeks on the list,THE FIX;by David Baldacci;4 weeks on the list,UNBELIEVABLE;by Katy Tur;4 weeks on the list,MARTIN LUTHER;by Eric Metaxas;New this week,DRAWDOWN;by Paul Hawken;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;221 weeks on the list,THE DARK PROPHECY;by Rick Riordan;23 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;106 weeks on the list,I SURVIVED;by Lauren Tarshis;32 weeks on the list,"JANE, UNLIMITED;by Kristin Cashore;2 weeks on the list",BLUE OCEAN SHIFT;by W. Chan Kim and Renée Mauborgne;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
8,A COLUMN OF FIRE;by Ken Follett;4 weeks on the list,MERRY AND BRIGHT;by Debbie Macomber;New this week,THE COUPLE NEXT DOOR;by Shari Lapena;19 weeks on the list,MARTIN LUTHER;by Eric Metaxas;New this week,THE DANGEROUS CASE OF DONALD TRUMP;edited by Bandy X. Lee;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;141 weeks on the list",THE POWER OF MOMENTS;by Chip Heath and Dan Heath;New this week,AUGGIE & ME;by R.J. Palacio;45 weeks on the list,I AM SACAGAWEA;by Brad Meltzer. Illustrated by Chris Eliopoulos;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;449 weeks on the list,ONCE AND FOR ALL;by Sarah Dessen;17 weeks on the list,OUTLIERS;by Malcolm Gladwell;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SHAKEN;by Tim Tebow;
9,MERRY AND BRIGHT;by Debbie Macomber;New this week,HAUNTED;by James Patterson and James O. Born;3 weeks on the list,THE MOUNTAIN BETWEEN US;by Charles Martin;2 weeks on the list,RECOVERY;by Russell Brand;New this week,FROM HERE TO ETERNITY;by Caitlin Doughty;New this week,JUST MERCY;by Bryan Stevenson;81 weeks on the list,TB12 METHOD;by Tom Brady;3 weeks on the list,I'M JUST NO GOOD AT RHYMING;by Chris Harris. Illustrated by Lane Smith;2 weeks on the list,I AM GANDHI;by Brad Meltzer. Illustrated by Chris Eliopoulos;New this week,MICHAEL VEY;by Richard Paul Evans;13 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;16 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",I GOT THIS;by Laurie Hernandez;
10,WITHOUT MERIT;by Colleen Hoover;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;4 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;27 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;63 weeks on the list,RECOVERY;by Russell Brand;New this week,ROGUE HEROES;by Ben Macintyre;4 weeks on the list,FOOD CAN FIX IT;by Mehmet Oz with Ted Spiker;2 weeks on the list,THE WIZARDS OF ONCE;by Cressida Cowell;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;137 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;2 weeks on the list,HUNTING PRINCE DRACULA;by Kerri Maniscalco;3 weeks on the list,INVISIBLE INFLUENCE;by Jonah Berger;,HIDDEN FIGURES;by Margot Lee Shetterly;,WHAT MADE MADDY RUN;by Kate Fagan;
