,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,TRUE DETECTIVES;by Jonathan Kellerman;New this week,THE SHACK;by William P. Young;45 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;113 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;9 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;27 weeks on the list,DARK TOWER: THE GUNSLINGER BORN;by Peter David and Robin Furth;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;5 weeks on the list,"FRUIT BASKETS, Vol. 22;by Natsuki Takaya;3 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;2 weeks on the list,EVERMORE;by Alyson Noël;8 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;10 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;86 weeks on the list
2,HANDLE WITH CARE;by Jodi Picoult;4 weeks on the list,FIREFLY LANE;by Kristin Hannah;12 weeks on the list,,OUTLIERS;by Malcolm Gladwell;19 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;14 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;51 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;404 weeks on the list,"ANGEL: AFTER THE FALL, VOL. 3;by Joss Whedon, Brian Lynch, Nick Runge and David Messina;New this week",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;3 weeks on the list,"Naruto, Vol. 41;by Masashi Kishimoto;4 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;26 weeks on the list,THE BOOK THIEF;by Markus Zusak;81 weeks on the list,THE HOUSE IN THE NIGHT;by Susan Marie Swanson. Illustrated by Beth Krommes.;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;11 weeks on the list
3,OUTCAST;by Aaron Allston;New this week,THE READER;by Bernhard Schlink;17 weeks on the list,,HOUSE OF CARDS;by William D. Cohan;3 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;78 weeks on the list,THE SKINNY;by Louis J. Aronne with Alisa Bowman;New this week,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;3 weeks on the list,"ANGEL: AFTER THE FALL, Vol. 1;by Brian Lynch and Franco Urru;New this week",TRANSFORMERS: BEAST WARS OMNIBUS;by various;New this week,"Naruto, Vol. 40;by Masashi Kishimoto;5 weeks on the list",MILES TO GO;by Miley Cyrus;4 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;21 weeks on the list,BLUEBERRY GIRL;by Neil Gaiman. Illustrated by  Charles Vess;3 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;31 weeks on the list
4,THE ASSOCIATE;by John Grisham;9 weeks on the list,AMERICAN WIFE;by Curtis Sittenfeld;7 weeks on the list,,A LION CALLED CHRISTIAN;by  Anthony Bourke and John Rendall;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;114 weeks on the list",THE SECRET;by Rhonda Byrne;116 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;87 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;5 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;2 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;2 weeks on the list",STARGAZER;by Claudia Gray;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;10 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;2 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;New this week
5,THE HOST;by Stephenie Meyer;46 weeks on the list,SUNDAYS AT TIFFANY’S;by James Patterson and Gabrielle Charbonnet;12 weeks on the list,,THE YANKEE YEARS;by Joe Torre and Tom Verducci;8 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;141 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;19 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;63 weeks on the list,TED MCKEEVER LIBRARY: BOOK 3;by Ted McKeever;New this week,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;4 weeks on the list,"NARUTO, VOL. 42;by Masashi Kishimoto;New this week",THIRTEEN REASONS WHY;by Jay Asher;23 weeks on the list,TWEAK;by Nic Sheff;10 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;72 weeks on the list,MAXIMUM RIDE;by James Patterson;47 weeks on the list
6,CORSAIR;by Clive Cussler and Jack Du Brul;3 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;82 weeks on the list,,THE LOST CITY OF Z;by David Grann;5 weeks on the list,TIPPING POINT;by Malcolm Gladwell;234 weeks on the list,PEAKS AND VALLEYS;by Spencer Johnson;3 weeks on the list,SKINNY BITCH;by Kim Barnouin;90 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;5 weeks on the list,"THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;New this week",NEGIMA! 21 (MAGISTER NEGI MAGI);by Ken Akamatsu;New this week,THE HUNGER GAMES;by Suzanne Collins;29 weeks on the list,CORALINE;by Neil Gaiman. Illustrated by Dave McKean;11 weeks on the list,NAKED MOLE RAT GETS DRESSED;written and illustrated by Mo Willems;12 weeks on the list,FABLEHAVEN;by Brandon Mull;5 weeks on the list
7,RUN FOR YOUR LIFE;by James Patterson and Michael Ledwidge;8 weeks on the list,A THOUSAND SPLENDID SUNS;by Khaled Hosseini;18 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;24 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;127 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;10 weeks on the list,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;13 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;3 weeks on the list,HACK/SLASH: OMNIBUS 1;by Tim Seeley and others;New this week,"Naruto, Vol. 38;by Masashi Kishimoto;5 weeks on the list",WINTERGIRLS;by Laurie Halse Anderson;2 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;32 weeks on the list,THE COMPOSER IS DEAD;by Lemony Snicket. Illustrated by Carson Ellis. Music by Nathaniel Stookey;4 weeks on the list,THE 39 CLUES;by various authors;4 weeks on the list
8,PURSUIT;by Karen Robards;New this week,SARAH’S KEY;by Tatiana de Rosnay;7 weeks on the list,,HAPPENS EVERY DAY;by Isabel Gillies;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;24 weeks on the list,THE ULTRAMIND SOLUTION;by Mark Hyman;6 weeks on the list,TWILIGHT;by Mark Cotta Vaz;24 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;3 weeks on the list,TINY TITANS VOL. 01;by Art Baltazar and Franco;New this week,"Naruto, Vol. 39;by Masashi Kishimoto;5 weeks on the list",CHRISTIAN THE LION;by Anthony Bourke and John Rendall;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;New this week,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;4 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;204 weeks on the list
9,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;28 weeks on the list,THE ALCHEMIST;by Paulo Coelho;80 weeks on the list,,DEWEY;by Vicki Myron with Bret Witter;28 weeks on the list,THE AUDACITY OF HOPE;by Barack Obama;66 weeks on the list,UNCOMMON;by Tony Dungy with Nathan Whitaker;9 weeks on the list,I WILL TEACH YOU TO BE RICH;by Ramit Sethi;New this week,THE BEATS: A GRAPHIC HISTORY;by Harvey Pekar and others;New this week,"THE WALKING DEAD, VOL. 9;by Robert Kirkman and Charlie Adlard;3 weeks on the list","VAMPIRE NIGHT, Vol. 6;by Matsuri Hino;3 weeks on the list",SCAT;by Carl Hiaasen;9 weeks on the list,THE TALE OF DESPEREAUX;by Kate DiCamillo. Illustrated by Timothy Basil Ering;61 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;24 weeks on the list,NIGHT WORLD;by L. J. Smith;17 weeks on the list
10,EXECUTION DOCK;by Anne Perry;New this week,PEOPLE OF THE BOOK;by Geraldine Brooks;13 weeks on the list,,MY BOOKY WOOK;by Russell Brand;3 weeks on the list,EMERGENCY;by Neil Strauss;3 weeks on the list,WWE ENCYCLOPEDIA;by  Brian Shields and Kevin Sullivan;2 weeks on the list,"THE BIGGEST LOSER 30-DAY JUMP START;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;3 weeks on the list",THE NEW AVENGERS: ILLUMINATI;by Brian Michael Bendis and Jim Cheung;New this week,"THE LEAGUE OF EXTRAORDINARY GENTLEMEN, VOL. 1;by Alan Moore and Kevin O’Neil;New this week","Bleach, Vol. 26;by Tite Kubo;2 weeks on the list",FADE;by Lisa McMann;7 weeks on the list,SLAM;by Nick Hornby;22 weeks on the list,CAT;written by Matthew Van Fleet and photographed by Brian Stanton.;7 weeks on the list,HARRY POTTER;by J.K. Rowling;217 weeks on the list
