,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,CROSS FIRE;by James Patterson;2 weeks on the list,PUSH;by Sapphire;14 weeks on the list,,GOING ROGUE;by Sarah Palin;2 weeks on the list,THE BLIND SIDE;by Michael Lewis;9 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;11 weeks on the list,NEW MOON;by Mark Cotta Vaz;8 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;7 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;9 weeks on the list","WARRIORS: RAVENPAW'S PATH, VOL. 1;by Erin Hunter and James Barry;New this week",CATCHING FIRE;by Suzanne Collins;13 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;45 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;121 weeks on the list
2,PIRATE LATITUDES;by Michael Crichton;New this week,THE PIANO TEACHER;by Janice Y. K. Lee;2 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;9 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;148 weeks on the list,IT'S YOUR TIME;by Joel Osteen;4 weeks on the list,"MORE DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;4 weeks on the list",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;New this week,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;8 weeks on the list,"VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;4 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;64 weeks on the list,THE BOOK THIEF;by Markus Zusak;116 weeks on the list,LEGO STAR WARS;by Simon Beecroft;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;46 weeks on the list
3,THE LOST SYMBOL;by Dan Brown;11 weeks on the list,THE SHACK;by William P. Young;80 weeks on the list,,OPEN;by Andre Agassi;3 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;14 weeks on the list,DIVINE SOUL MIND BODY HEALING AND TRANSMISSION SYSTEM;by Zhi Gang Sha;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;439 weeks on the list,GREEN LANTERN CORPS: EMERALD ECLIPSE;by Peter J. Tomasi and Patrick Gleason;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;40 weeks on the list,NARUTO 46;by Masashi Kishimoto;9 weeks on the list,LEVIATHAN;by Scott Westerfeld. Illustrated by Keith Thompson;4 weeks on the list,THIRST NO. 1;by Christopher Pike;17 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;4 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;125 weeks on the list
4,"UNDER THE DOME, PART 1;by Stephen King;3 weeks on the list",THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;23 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;154 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;122 weeks on the list,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;New this week,V FOR VENDETTA;by Alan Moore and David Lloyd;35 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 21;by Hiromu Arakawa;2 weeks on the list",THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;12 weeks on the list,DARK VISIONS;by L. J. Smith;12 weeks on the list,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;5 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;66 weeks on the list
5,BREATHLESS;by Dean Koontz;New this week,BED OF ROSES;by Nora Roberts;5 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;10 weeks on the list",I HOPE THEY SERVE BEER IN HELL;by Tucker Max;113 weeks on the list,GOOD EATS;by Alton Brown;3 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;62 weeks on the list,GREEN LANTERN: AGENT ORANGE;by Geoff Johns and Philip Tan;2 weeks on the list,THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;6 weeks on the list,"MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;5 weeks on the list",SHIVER;by Maggie Stiefvater;18 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;35 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;22 weeks on the list,THE IMMORTALS;by Alyson Noël;2 weeks on the list
6,FORD COUNTY;by John Grisham;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;25 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;11 weeks on the list,BUT I TRUSTED YOU;by Ann Rule;New this week,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;81 weeks on the list,SKINNY BITCH;by Kim Barnouin;124 weeks on the list,PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;5 weeks on the list,"THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;15 weeks on the list","OURAN HIGH SCHOOL HOST CLUB, VOL. 13;by Bisco Hatori;2 weeks on the list",TRICKS;by Ellen Hopkins;13 weeks on the list,THE PRINCESS AND THE FROG: JUNIOR NOVELIZATION;by Irene Trimble;New this week,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;11 weeks on the list",WARRIORS;by Erin Hunter;78 weeks on the list
7,FIRST LORD’S FURY;by Jim Butcher;New this week,OLIVE KITTERIDGE;by Elizabeth Strout;32 weeks on the list,,A SIMPLE CHRISTMAS;by Mike Huckabee;3 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;25 weeks on the list,THE PLEASURES OF COOKING FOR ONE;by Judith Jones;New this week,RACHAEL RAY'S BOOK OF 10;by Rachael Ray;4 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;11 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;15 weeks on the list","ROSARIO VAMPIRE, VOL. 10;by Akihisa Ikeda;4 weeks on the list",MILLION-DOLLAR THROW;by Mike Lupica;4 weeks on the list,GRACELING;by Kristin Cashore;9 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;11 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;31 weeks on the list
8,THE HELP;by Kathryn Stockett;35 weeks on the list,THE ROAD;by Cormac McCarthy;69 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;6 weeks on the list,BLINK;by Malcolm Gladwell;111 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;44 weeks on the list","DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;16 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;38 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 5;by various;8 weeks on the list","DEATH NOTE: L, CHANGE THE WORLD;by  M;4 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;56 weeks on the list,ALPHAS;by Lisi Harrison;6 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;4 weeks on the list,THE ALEX RIDER ADVENTURES;by Anthony Horowitz;56 weeks on the list
9,THE WRECKER;by Clive Cussler and Justin Scott;2 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;30 weeks on the list,,THE IMPERIAL CRUISE;by James Bradley;New this week,TIPPING POINT;by Malcolm Gladwell;269 weeks on the list,AD HOC AT HOME;by Thomas Keller;4 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;33 weeks on the list,MARVEL ZOMBIES 4;by Fred Van Lente and Kev Walker;3 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;15 weeks on the list,"BLACK BIRD, VOL. 2;by Kanoko Sakurakoji;4 weeks on the list",THE GREATEST MOMENTS IN SPORTS;by Len Berman;2 weeks on the list,BETRAYALS;by Lili St. Crow;2 weeks on the list,"JULIE ANDREWS’S COLLECTION OF POEMS, SONGS, AND LULLABIES;by Emma Walton Hamilton and Julie Andrews. Illustrated by James McMullan.;7 weeks on the list",THE 39 CLUES;by various authors;29 weeks on the list
10,THE LAST SONG;by Nicholas Sparks;12 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;24 weeks on the list,,OUTLIERS;by Malcolm Gladwell;54 weeks on the list,OUR CHOICE;by Al Gore;4 weeks on the list,THE SECRET;by Rhonda Byrne;146 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;84 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;24 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;17 weeks on the list,"SOUL EATER, VOL. 3;by Atsushi Ohkubo;6 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;6 weeks on the list",THE OMNIVORE’S DILEMMA;by Michael Pollan;2 weeks on the list,IF YOU TAKE A MOUSE TO THE MOVIES: A SPECIAL CHRISTMAS EDITION;by Laura Numeroff. Illustrated by Felicia Bond;New this week,VAMPIRE ACADEMY;by Richelle Mead;18 weeks on the list
