,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;50 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;5 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;174 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;12 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;463 weeks on the list,TWILIGHT;by Mark Cotta Vaz;12 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;13 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;5 weeks on the list",THE BOOK THIEF;by Markus Zusak;143 weeks on the list,LEGO STAR WARS;by Simon Beecroft;24 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;148 weeks on the list
2,BULLET;by Laurell K. Hamilton;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;11 weeks on the list,,WAR;by Sebastian Junger;4 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;175 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;90 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;149 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;14 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;9 weeks on the list,"VAMPIRE KNIGHT, VOL. 10;by Matsuri Hino;New this week",THEODORE BOONE: KID LAWYER;by John Grisham;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;71 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;31 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;152 weeks on the list
3,THE SPY;by Clive Cussler and Justin Scott;New this week,LITTLE BEE;by Chris Cleave;16 weeks on the list,,SPOKEN FROM THE HEART;by Laura Bush;5 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;84 weeks on the list,SWITCH;by Chip Heath and Dan Heath;15 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;20 weeks on the list,WEDNESDAY COMICS;by Various;New this week,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;New this week,"BLEACH, VOL. 31;by Tite Kubo;New this week",THE HUNGER GAMES;by Suzanne Collins;91 weeks on the list,PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;2 weeks on the list,STAR WARS;by Rufus Butler Seder;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;73 weeks on the list
4,THE HELP;by Kathryn Stockett;62 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;5 weeks on the list,,THE BIG SHORT;by Michael Lewis;12 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;23 weeks on the list",LIFE IS WHAT YOU MAKE IT;by Peter Buffett;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;23 weeks on the list",FLASH: REBIRTH;by Geoff Johns and Ethan Van Sciver;5 weeks on the list,"INVINCIBLE, VOL. 12;by Robert Kirkman, Ryan Ottley;New this week","NEGIMA! MAGISTER NEGI MAGI, VOL. 26;by Ken Akamatsu;2 weeks on the list",INFINITY (CHRONICLES OF NICK);by Sherrilyn Kenyon;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;60 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;3 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;92 weeks on the list
5,DEAD IN THE FAMILY;by Charlaine Harris;5 weeks on the list,SAVOR THE MOMENT;by Nora Roberts;6 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;13 weeks on the list,WITH THE OLD BREED;by E. B. Sledge;8 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;57 weeks on the list","COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;20 weeks on the list",WILSON;by Daniel Clowes;5 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;67 weeks on the list,"BLACK BUTLER, VOL. 2;by Yana Toboso;3 weeks on the list",CATCHING FIRE;by Suzanne Collins;40 weeks on the list,IF I STAY;by Gayle Forman;9 weeks on the list,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;3 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;25 weeks on the list
6,61 HOURS;by Lee Child;3 weeks on the list,SOUTH OF BROAD;by Pat Conroy;5 weeks on the list,,TO SAVE AMERICA;by Newt Gingrich with Joe DeSantis;3 weeks on the list,BLINK;by Malcolm Gladwell;138 weeks on the list,TAO I;by Zhi Gang Sha;2 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;8 weeks on the list","BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;8 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;5 weeks on the list,"YU-GI-OH! R, VOL. 5;by Akira Ito;New this week",THE CARRIE DIARIES;by Candace Bushnell;6 weeks on the list,"FANCY NANCY AND THE LATE, LATE, LATE NIGHT;by Jane O’Connor. Illustrated by Robin Preiss Glasser;6 weeks on the list",MARLEY AND THE KITTENS;by John Grogan. Illustrated by Richard Cowdrey;4 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;4 weeks on the list
7,THE BURNING WIRE;by Jeffery Deaver;New this week,CUTTING FOR STONE;by Abraham Verghese;19 weeks on the list,,THE LAST STAND;by Nathaniel Philbrick;5 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;8 weeks on the list,THE SECRET;by Rhonda Byrne;160 weeks on the list,RADICAL;by David Platt;3 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;65 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;31 weeks on the list","HELLSING, VOL. 10;by Kohta Hirano;New this week",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;10 weeks on the list,L.A. CANDY;by Lauren Conrad;22 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;13 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;43 weeks on the list
8,STORM PREY;by John Sandford;3 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;22 weeks on the list,,OUTLIERS;by Malcolm Gladwell;80 weeks on the list,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;New this week,"IF YOU'RE NOT FIRST, YOU'RE LAST;by Grant Cardone;New this week",SKINNY BITCH;by Kim Barnouin;138 weeks on the list,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;4 weeks on the list",PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;5 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 3;by  Quinrose and Soumei Hoshino;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;13 weeks on the list,SCAT;by Carl Hiaasen;6 weeks on the list,SHARK VS. TRAIN;by Chris Barton. Illustrated by Tom Lichtenheld;New this week,THE 39 CLUES;by various authors;48 weeks on the list
9,THE BOURNE OBJECTIVE;by Eric Van Lustbader;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;52 weeks on the list,,THE PROMISE;by Jonathan Alter;3 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;41 weeks on the list,THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;6 weeks on the list,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;8 weeks on the list",CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;7 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;59 weeks on the list,"ONE PIECE, VOL. 50;by Eiichiro Oda;New this week",FALLEN;by Lauren Kate;26 weeks on the list,SHIVER;by Maggie Stiefvater;New this week,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;6 weeks on the list,WARRIORS;by Erin Hunter;87 weeks on the list
10,INNOCENT;by Scott Turow;5 weeks on the list,TINKERS;by Paul Harding;7 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;9 weeks on the list",TIPPING POINT;by Malcolm Gladwell;296 weeks on the list,HEROES FOR MY SON;by Brad Meltzer;3 weeks on the list,"DRINK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;New this week",DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;15 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;12 weeks on the list","ONE PIECE, VOL. 49;by Eiichiro Oda;New this week",SPELLS;by Aprilynne Pike;4 weeks on the list,SAVVY;by Ingrid Law;10 weeks on the list,OVER THE RAINBOW;illustrated by Eric Puybaret;New this week,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;13 weeks on the list
