,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE OBSESSION;by Nora Roberts;New this week,THE OBSESSION;by Nora Roberts;New this week,ONE WITH YOU;by Sylvia Day;2 weeks on the list,,,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;New this week,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;New this week,DEAD WAKE;by Erik Larson;4 weeks on the list,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;2 weeks on the list,IT'S ALL EASY;by Gwyneth Paltrow with Thea Baumann;New this week,"WONDER WOMAN: EARTH ONE, VOL. 1;by Grant Morrison and Yanick Paquette;New this week","AVATAR, THE LAST AIRBENDER: SMOKE AND SHADOW PART 3;by Gene Luen Yang and Gurihiru;New this week","THE ANCIENT MAGUS' BRIDE, VOL. 4;by Kore Yamazaki;New this week",WOOF;by Spencer Quinn;4 weeks on the list,RAYMIE NIGHTINGALE;by Kate DiCamillo;New this week,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;36 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;30 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;30 weeks on the list,PAPER PRINCESS;by Erin Watt;2 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;6 weeks on the list,THE 5TH WAVE;by Rick Yancey;35 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,THE THIRD WAVE;by Steve Case;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,100 DEADLY SKILLS;by Clint Emerson;,DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,BUSHCRAFT 101;by Dave Canterbury;
2,ONE WITH YOU;by Sylvia Day;2 weeks on the list,THE NEST;by Cynthia D'Aprix Sweeney;4 weeks on the list,ME BEFORE YOU;by Jojo Moyes;71 weeks on the list,,,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;2 weeks on the list,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;27 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;14 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;77 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;200 weeks on the list,"THE WALKING DEAD, VOL. 25;by Robert Kirkman and Charlie Adlard;2 weeks on the list","ATTACK ON TITAN, VOL. 18;by Hajime Isayama;2 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;28 weeks on the list,DEMIGODS AND MAGICIANS;by Rick Riordan;2 weeks on the list,BOOK SCAVENGER;by Jennifer Chambliss Bertman;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;113 weeks on the list,HARRY POTTER;by J.K. Rowling;369 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;6 weeks on the list,RED QUEEN;by Victoria Aveyard;35 weeks on the list,THE INFINITE SEA;by Rick Yancey;24 weeks on the list,ELLE AND COACH;by Stefany Shaheen with Mark Dagostino;,MONEY: MASTER THE GAME;by Tony Robbins;,YES PLEASE;by Amy Poehler;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,AMERICAN GIRLS;by Nancy Jo Sales;,THING EXPLAINER;by Randall Munroe;,LEFT OF BOOM;by John Smith and Ralph Pezzullo;,THE WRIGHT BROTHERS;by David McCullough;,PRETTY HAPPY;by Kate Hudson;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,HARRY POTTER COLORING BOOK;by various illustrators;,THE SLEEP REVOLUTION;by Arianna Huffington;,YES PLEASE;by Amy Poehler;,GIRLS AND SEX;by Peggy Orenstein;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,FIRST WOMEN;by Kate Andersen Brower;,JUST MERCY;by Bryan Stevenson;,MIRACLES FROM HEAVEN;by Christy Beam;,THE SLEEP REVOLUTION;by Arianna Huffington;,SHOE DOG;by Phil Knight;,WILD;by Cheryl Strayed;
3,STUCK-UP SUIT;by Vi Keeland and Penelope Ward;New this week,FOOL ME ONCE;by Harlan Coben;4 weeks on the list,THE MURDER HOUSE;by James Patterson and David Ellis;2 weeks on the list,,,THE SLEEP REVOLUTION;by Arianna Huffington;2 weeks on the list,THE SLEEP REVOLUTION;by Arianna Huffington;2 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;99 weeks on the list,FIRST WOMEN;by Kate Andersen Brower;New this week,HUNGRY GIRL: CLEAN AND HUNGRY;by Lisa Lillien;2 weeks on the list,PATIENCE;by Daniel Clowes;6 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;26 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;33 weeks on the list",THE KEEPER;by David Baldacci;22 weeks on the list,WONDER;by R.J. Palacio;36 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;36 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;147 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;370 weeks on the list,THE GLITTERING COURT;by Richelle Mead;2 weeks on the list,GLASS SWORD;by Victoria Aveyard;10 weeks on the list,THE BOOK THIEF;by Markus Zusak;36 weeks on the list,ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?;by Frans de Waal;,DISRUPTED;by Dan Lyons;,NOFX;by NOFX with Jeff Alulis;,LOST GIRLS;by Robert Kolker;,BETWEEN YOU & ME;by Mary Norris;,BETWEEN YOU & ME;by Mary Norris;,THE LAST GOODNIGHT;by Howard Blum;,NO DREAM IS TOO HIGH;by Buzz Aldrin with Ken Abraham;,EMPIRE OF COTTON;by Sven Beckert;,IT'S ALL EASY;by Gwyneth Paltrow with Thea Baumann;,LOST OCEAN;illustrated by Johanna Basford;,IT'S ALL EASY;by Gwyneth Paltrow with Thea Baumann;,I HAD A NICE TIME AND OTHER LIES;by The Betches;,LUST AND WONDER;by Augusten Burroughs;,GIRLS AND SEX;by Peggy Orenstein;,DARK MONEY;by Jane Mayer;,THE NEW JIM CROW;by Michelle Alexander;,THE POWER OF NOW;by Eckhart Tolle;,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;,BACK FROM THE DEAD;by Bill Walton;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
4,FOOL ME ONCE;by Harlan Coben;4 weeks on the list,AS TIME GOES BY;by Mary Higgins Clark;2 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;16 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;14 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;14 weeks on the list,H IS FOR HAWK;by Helen Macdonald;7 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;7 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;149 weeks on the list,"DC COMICS: SECRET HERO SOCIETY, VOL. 1;by Derek Fridolfs and Dustin Nguyen;12 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;173 weeks on the list","ATTACK ON TITAN: BEFORE THE FALL, VOL. 7;by Hajime Isayama, Ryo Suzukaze and Satoshi Shiki;New this week",RAYMIE NIGHTINGALE;by Kate DiCamillo;New this week,JACKY HA-HA;by James Patterson and Chris Grabenstein. Illustrated by Kerascoët;4 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;36 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;81 weeks on the list,THE UNWANTEDS;by Lisa McMann;4 weeks on the list,THE 5TH WAVE;by Rick Yancey;29 weeks on the list,THE GLITTERING COURT;by Richelle Mead;2 weeks on the list,LOOKING FOR ALASKA;by John Green;36 weeks on the list,THE GENIUS OF BIRDS;by Jennifer Ackerman;,SHOE DOG;by Phil Knight;,BOSSYPANTS;by Tina Fey;,THE MIDNIGHT ASSASSIN;by Skip Hollandsworth;,AT THE EXISTENTIALIST CAFE;by Sarah Bakewell;,THERE IS LIFE AFTER COLLEGE;by Jeffrey J. Selingo;,PLAYING TO THE EDGE;by Michael V. Hayden;,INTO THE WILD;by Jon Krakauer;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,HUNGRY GIRL: CLEAN AND HUNGRY;by Lisa Lillien;,SECRET GARDEN;illustrated by Johanna Basford;,THE LONGEVITY BOOK;by Cameron Diaz and Sandra Bark;,GUMPTION;by Nick Offerman;,H IS FOR HAWK;by Helen Macdonald;,BECOMING GRANDMA;by Lesley Stahl;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO;by Christopher Emdin;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,LAB GIRL;by Hope Jahren;,THE ARM;by Jeff Passan;,NOTES FROM A SMALL ISLAND;by Bill Bryson;
5,ME BEFORE YOU;by Jojo Moyes;11 weeks on the list,MOST WANTED;by Lisa Scottoline;New this week,THE GUILTY;by David Baldacci;4 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;16 weeks on the list,THE THIRD WAVE;by Steve Case;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;82 weeks on the list,DISRUPTED;by Dan Lyons;2 weeks on the list,CRAVINGS;by Chrissy Teigen with Adeena Sussman;8 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;3 weeks on the list,DRAMA;by Raina Telgemeier;142 weeks on the list,"FAIRY TAIL, VOL. 53;by Hiro Mashima;New this week",WONDER;by R.J. Palacio;32 weeks on the list,BOOKED;by Kwame Alexander;2 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;36 weeks on the list,PRESS HERE;by Hervé Tullet;233 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;383 weeks on the list,GLASS SWORD;by Victoria Aveyard;10 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;7 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;29 weeks on the list,THE HUMANE ECONOMY;by Wayne Pacelle;,DREAM HOME;by Jonathan and Drew Scott;,HER AGAIN;by Michael Schulman;,THE RUN OF HIS LIFE;by Jeffrey Toobin;,THE BAD-ASS LIBRARIANS OF TIMBUKTU;by Joshua Hammer;,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO;by Christopher Emdin;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,BARBARIAN DAYS;by William Finnegan;,GRACE AND STYLE;by Grace Helbig;,THE FOOD LAB;by J. Kenji Lopez-Alt;,ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,BOSSYPANTS;by Tina Fey;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,H IS FOR HAWK;by Helen Macdonald;,THE BIG SHORT;by Michael Lewis;,THE RUN OF HIS LIFE;by Jeffrey Toobin;,THE POWER OF I AM;by Joel Osteen;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,EAT PRAY LOVE MADE ME DO IT;by various authors;
6,THE NEST;by Cynthia D'Aprix Sweeney;4 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;59 weeks on the list,LUCKIEST GIRL ALIVE;by Jessica Knoll;2 weeks on the list,,,THE THIRD WAVE;by Steve Case;2 weeks on the list,FIRST WOMEN;by Kate Andersen Brower;New this week,JUST MERCY;by Bryan Stevenson;25 weeks on the list,MORE GLIMPSES OF HEAVEN;by Trudy Harris;2 weeks on the list,THE LONGEVITY BOOK;by Cameron Diaz and Sandra Bark;2 weeks on the list,MARY WEPT OVER THE FEET OF JESUS;by Chester Brown;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;98 weeks on the list","ASSASSINATION CLASSROOM, VOL. 9;by Yusei Matsui;New this week",,PAX;Sara Pennypacker. Illustrated by Jon Klassen;11 weeks on the list,PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;8 weeks on the list,FINDING WINNIE;by Lindsay Mattick. Illustrated by Sophie Blackall;14 weeks on the list,GIVER QUARTET;by Lois Lowry;111 weeks on the list,,SALT TO THE SEA;by Ruta Sepetys;11 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;7 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,THE POWER OF HABIT;by Charles Duhigg;,GOLDEN GIRLS FOREVER;by Jim Colucci;,A MOTHER'S RECKONING;by Sue Klebold;,THE ARGONAUTS;by Maggie Nelson;,IN DEFENSE OF A LIBERAL EDUCATION;by Fareed Zakaria;,RED NOTICE;by Bill Browder;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,MY PARIS DREAM;by Kate Betts;,"EAT FAT, GET THIN;by Mark Hyman;","DOCTOR WHO COLORING BOOK;illlustrated by James Newman Gray, Lee Teng Chew and Jan Smith;","EAT FAT, GET THIN;by Mark Hyman;",MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,WHERE THE LIGHT GETS IN;by Kimberly Williams-Paisley;,LOVE THAT BOY;by Ron Fournier;,JUST MERCY;by Bryan Stevenson;,CITIZEN;by Claudia Rankine;,THE UNTETHERED SOUL;by Michael A. Singer;,THE POWER OF HABIT;by Charles Duhigg;,THE LEGENDS CLUB;by John Feinstein;,BARBARIAN DAYS;by William Finnegan;
7,MOST WANTED;by Lisa Scottoline;New this week,MILLER'S VALLEY;by Anna Quindlen;2 weeks on the list,MY BRILLIANT FRIEND;by Elena Ferrante;33 weeks on the list,,,DEAD WAKE;by Erik Larson;32 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;40 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;46 weeks on the list,LOOK ME IN THE EYE;by John Elder Robison;6 weeks on the list,YOU ARE A BADASS;by Jen Sincero;14 weeks on the list,POPTROPICA BOOK 1: MYSTERY OF THE MAP;by Jack Chabert and Kory Merritt;4 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;47 weeks on the list,"FOOD WARS!, VOL. 11;by Yuto Tsukuda, Shun Saeki and Yuki Morisaki;2 weeks on the list",,THE GUTSY GIRL;by Caroline Paul. Illustrated by Wendy MacNaughton;4 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;33 weeks on the list,ARE WE THERE YET?;by Dan Santat;New this week,I SURVIVED;by Lauren Tarshis;17 weeks on the list,,THE SIREN;by Kiera Cass;12 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;36 weeks on the list,AMAZING MOMS;by Rachel Buchholz;,ORIGINALS;by Adam Grant;,CHANGING NORMAL;by Marilu Henner and Michael Brown;,A BURGLAR'S GUIDE TO THE CITY;by Geoff Manaugh;,SO YOU'VE BEEN PUBLICLY SHAMED;by Jon Ronson;,OUR KIDS;by Robert D. Putnam;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,FROZEN IN TIME;by Mitchell Zuckoff;,THE LOST ART OF DRESS;by Linda Przybyszewski;,THUG KITCHEN;by the staff of Thug Kitchen;,ANIMORPHIA;illustrated by Kerby Rosanes;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;,AMERICAN GIRLS;by Nancy Jo Sales;,"MOTHER, CAN YOU NOT?;by Kate Siegel;",THE NEW JIM CROW;by Michelle Alexander;,UNITED;by Cory Booker;,BOUNDARIES;by Henry Cloud and John Townsend;,ELON MUSK;by Ashlee Vance;,"GAME 7, 1986;by Ron Darling with Daniel Paisner;",IN OTHER WORDS;by Jhumpa Lahiri;
8,NOW THAT I'VE FOUND YOU;by Bella Andre;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;102 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;2 weeks on the list,,,FIRST WOMEN;by Kate Andersen Brower;New this week,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;7 weeks on the list,QUIET;by Susan Cain;132 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;36 weeks on the list,THE IMITATION GAME;by Jim Ottaviani and Leland Purvis;3 weeks on the list,SMILE;by Raina Telgemeier;201 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;42 weeks on the list",,THE WILD ROBOT;by Peter Brown;2 weeks on the list,THE FOURTEENTH GOLDFISH;by Jennifer L. Holm;2 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;35 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;114 weeks on the list,,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;26 weeks on the list,PAPER TOWNS;by John Green;36 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE BIG SHORT;by Michael Lewis;,KILL 'EM AND LEAVE;by James McBride;,MISSOULA;by Jon Krakauer;,IN OTHER WORDS;by Jhumpa Lahiri;,THE TEENAGE BRAIN;by Frances E. Jensen with Amy Ellis Nutt;,FUTURE CRIMES;by Marc Goodman;,NO APPARENT DANGER;by Victoria Bruce;,STONED;by Aja Raden;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,DARK SOULS III COLLECTOR'S EDITION;by Prima Games;,WHERE THE LIGHT GETS IN;by Kimberly Williams-Paisley;,SELP-HELF;by Miranda Sings;,TRUST;by Iyanla Vanzant;,WHERE THE LIGHT GETS IN;by Kimberly Williams-Paisley;,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;,THE BLACK PRESIDENCY;by Michael Eric Dyson;,TRUST;by Iyanla Vanzant;,QUIET;by Susan Cain;,BARBARIAN DAYS;by William Finnegan;,HOW TO BE A WILDFLOWER;by Katie Daisy;
9,AS TIME GOES BY;by Mary Higgins Clark;2 weeks on the list,THE 14TH COLONY;by Steve Berry;2 weeks on the list,THE LITTLE PARIS BOOKSHOP;by Nina George;4 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;40 weeks on the list,LAB GIRL;by Hope Jahren;2 weeks on the list,NOFX;by NOFX with Jeff Alulis;New this week,LOVE THAT BOY;by Ron Fournier;New this week,BRAVE ENOUGH;by Cheryl Strayed;3 weeks on the list,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;10 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;12 weeks on the list,"NICHIJOU: MY ORDINARY LIFE, VOL. 1;by Keiichi Arawi;3 weeks on the list",,RED;by Liesl Shurtliff;New this week,SPACE CASE;by Stuart Gibbs;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;217 weeks on the list",DORK DIARIES;by Rachel Renée Russell;164 weeks on the list,,THE WAY I USED TO BE;by Amber Smith;3 weeks on the list,THE FAULT IN OUR STARS;by John Green;24 weeks on the list,AMERICAN PHAROAH;by Joe Drape;,ELON MUSK;by Ashlee Vance;,CALL ME ANNA;by Patty Duke;,WRITING MY WRONGS;by Shaka Senghor;,THE VANISHING VELÁZQUEZ;by Laura Cumming;,THE REASON I JUMP;by Naoki Higashida;,A SPY AMONG FRIENDS;by Ben Macintyre;,INTO THIN AIR;by Jon Krakauer;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;","THE BOB'S BURGERS BURGER BOOK;by Loren Bouchard and the writers of ""Bob's Burgers"";",CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,NOT THAT KIND OF GIRL;by Lena Dunham;,I HAD A NICE TIME AND OTHER LIES;by The Betches;,ON BECOMING BABYWISE;by Gary Ezzo and Robert Buckram;,EVICTED;by Matthew Desmond;,GHETTOSIDE;by Jill Leovy;,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",I NEVER HAD IT MADE;by Jackie W. Robinson;,THE WANDER SOCIETY;by Keri Smith;
10,THE NIGHTINGALE;by Kristin Hannah;51 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;66 weeks on the list,MILK AND HONEY;by Rupi Kaur;New this week,,,DISRUPTED;by Dan Lyons;2 weeks on the list,BEING MORTAL;by Atul Gawande;70 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;113 weeks on the list,DEAD WAKE;by Erik Larson;29 weeks on the list,SPARK JOY;by Marie Kondo;15 weeks on the list,STAR WARS: THE ORIGINAL TRILOGY;by the staff of the Lucas Film Book Group;7 weeks on the list,SISTERS;by Raina Telgemeier;84 weeks on the list,"YU-GI-OH! 5D'S, VOL. 9;by Masahiro Hikokubo and Masashi Sato;New this week",,THE SWORD OF SUMMER;by Rick Riordan;28 weeks on the list,STELLA BY STARLIGHT;by Sharon M. Draper;2 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;68 weeks on the list",PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;3 weeks on the list,,SIX OF CROWS;by Leigh Bardugo;27 weeks on the list,AN ABUNDANCE OF KATHERINES;by John Green;29 weeks on the list,THE ILLUSTRATED COMPENDIUM OF AMAZING ANIMAL FACTS;written and illustrated by Maja Säfström;,OUTLIERS;by Malcolm Gladwell;,WHY NOT ME?;by Mindy Kaling;,DREAMLAND;by Sam Quinones;,THE LOST PAINTING;by Jonathan Harr;,CREATIVE SCHOOLS;by Ken Robinson and Lou Aronica;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",81 DAYS BELOW ZERO;by Brian Murphy with Toula Vlahou;,HOW TO TIE A SCARF;by the staff of Potter Style;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",OLD AGE;by Michael Kinsley;,"I KNOW I AM, BUT WHAT ARE YOU?;by Samantha Bee;",LOOK ME IN THE EYE;by John Elder Robison;,AMERICAN GIRLS;by Nancy Jo Sales;,THE RESIDENCE;by Kate Andersen Brower;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,THE PATH;by Michael Puett and Christine Gross-Loh;,THING EXPLAINER;by Randall Munroe;,AMERICAN PHAROAH;by Joe Drape;,MARTHA'S VINEYARD;by Susan Branch;
