,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE LITIGATORS;by John Grisham;New this week,THE LITIGATORS;by John Grisham;New this week,THE HELP;by Kathryn Stockett;30 weeks on the list,,,THE LITIGATORS;by John Grisham;,STEVE JOBS;by Walter Isaacson;New this week,STEVE JOBS;by Walter Isaacson;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;50 weeks on the list,STEVE JOBS;by Walter Isaacson;New this week,NEARING HOME;by Billy Graham;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;222 weeks on the list,STEVE JOBS;by Walter Isaacson;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;3 weeks on the list",LARRY IN WONDERLAND;by Stephan Pastis;4 weeks on the list,"BLACK BUTLER, VOL. 7;by Yana Toboso;New this week",THE SON OF NEPTUNE;by Rick Riordan;4 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;20 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;4 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;62 weeks on the list,STEVE JOBS;by Walter Isaacson;,MONEYBALL;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
2,THE BEST OF ME;by Nicholas Sparks;3 weeks on the list,1Q84;by Haruki Murakami;New this week,SING YOU HOME;by Jodi Picoult;2 weeks on the list,,,1Q84;by Haruki Murakami;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;5 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;5 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;34 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;5 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;7 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;535 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,HARK! A VAGRANT;by Kate Beaton;5 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;2 weeks on the list,"HIGH SCHOOL OF THE DEAD, VOL. 4;by Daisuke Sato and Shouji Sato;New this week",EVERY THING ON IT;by Shel Silverstein;6 weeks on the list,THE BOOK THIEF;by Markus Zusak;216 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;5 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;132 weeks on the list,BOOMERANG;by Michael Lewis;,OUTLIERS;by Malcolm Gladwell;,BOOMERANG;by Michael Lewis;
3,1Q84;by Haruki Murakami;New this week,THE BEST OF ME;by Nicholas Sparks;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;139 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;40 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;New this week","I, STEVE;edited by George Beahm;New this week",THE END OF NORMAL;by Stephanie Madoff Mack;2 weeks on the list,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;3 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;11 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: ARKHAM CITY;by Paul Dini and Carlos D'Anda;2 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;12 weeks on the list","YOTSUBA&!, VOL. 10;by Kiyohiko Azuma;New this week",THE LOST HERO;by Rick Riordan;52 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;11 weeks on the list",THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;20 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE BIG SHORT;by Michael Lewis;,UNBROKEN;by Laura Hillenbrand;
4,THE HELP;by Kathryn Stockett;37 weeks on the list,THE SNOW ANGEL;by Glenn Beck;New this week,CUTTING FOR STONE;by Abraham Verghese;92 weeks on the list,,,THE HELP;by Kathryn Stockett;,"THINKING, FAST AND SLOW;by Daniel Kahneman;New this week",BOOMERANG;by Michael Lewis;4 weeks on the list,MONEYBALL;by Michael Lewis;27 weeks on the list,UNBROKEN;by Laura Hillenbrand;40 weeks on the list,I NEVER THOUGHT I'D SEE THE DAY!;by David Jeremiah;4 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;34 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HABIBI;by Craig Thompson;6 weeks on the list,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;8 weeks on the list","SOUL EATER, VOL. 7;by Atsushi Ohkubo;New this week",WONDERSTRUCK;by Brian Selznick;7 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;118 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;9 weeks on the list,BEKA COOPER;by Tamora Pierce;New this week,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
5,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;2 weeks on the list,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;2 weeks on the list,THE RUM DIARY;by Hunter S. Thompson;3 weeks on the list,,,THE SNOW ANGEL;by Glenn Beck;,BOOMERANG;by Michael Lewis;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;50 weeks on the list,OUTLIERS;by Malcolm Gladwell;21 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;40 weeks on the list,GIVING 2.0;by Laura Arrillaga-Andreessen;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;54 weeks on the list,BOOMERANG;by Michael Lewis;,THE BEST AMERICAN COMICS 2011;by various;4 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;93 weeks on the list","CHI'S SWEET HOME, VOL. 7;by Konami Kanata;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;21 weeks on the list,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;9 weeks on the list,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;146 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,"I, STEVE;edited by George Beahm;",THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
6,BRING ME HOME FOR CHRISTMAS;by Robyn Carr;New this week,THE MARRIAGE PLOT;by Jeffrey Eugenides;3 weeks on the list,ROOM;by Emma Donoghue;26 weeks on the list,,,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;,UNBROKEN;by Laura Hillenbrand;40 weeks on the list,THREE AND OUT;by John U. Bacon;New this week,CLEOPATRA;by Stacy Schiff;8 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;New this week",GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;3 weeks on the list,EAT TO LIVE;by Joel Fuhrman;19 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"JUSTICE LEAGUE: GENERATION LOST, VOL. 2;by Judd Winick and others;2 weeks on the list","THE UNWRITTEN, VOL. 4;by Mike Carey and Peter Gross;New this week","SPICE AND WOLF, VOL. 5;by Isuna Hasekura and Keito Koume;New this week",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;10 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;21 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;224 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DRIVE;by Daniel H. Pink;,THIS IS HERMAN CAIN!;by Herman Cain;
7,THE AFFAIR;by Lee Child;5 weeks on the list,THE NIGHT ETERNAL;by Guillermo del Toro and Chuck Hogan;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;125 weeks on the list,,,BRING ME HOME FOR CHRISTMAS;by Robyn Carr;,THE END OF NORMAL;by Stephanie Madoff Mack;2 weeks on the list,THE END OF NORMAL;by Stephanie Madoff Mack;New this week,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;32 weeks on the list,BOOMERANG;by Michael Lewis;4 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;7 weeks on the list,HUNGRY GIRL SUPERMARKET SURVIVAL;by Lisa Lillien;3 weeks on the list,THREE AND OUT;by John U. Bacon;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;2 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;21 weeks on the list","PANDORA HEARTS, VOL. 7;by Jun Mochizuki;New this week",THE POWER OF SIX;by Pittacus Lore;10 weeks on the list,MATCHED;by Ally Condie;6 weeks on the list,"LLAMA, LLAMA RED PAJAMA;by Anna Dewdney;4 weeks on the list",IRON FEY;by Julie Kagawa;New this week,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,TIPPING POINT;by Malcolm Gladwell;,DESTINY OF THE REPUBLIC;by Candice Millard;
8,BONEMAN'S DAUGHTERS;by Ted Dekker;New this week,THE AFFAIR;by Lee Child;5 weeks on the list,THE SIXTH MAN;by David Baldacci;8 weeks on the list,,,THE MARRIAGE PLOT;by Jeffrey Eugenides;,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;4 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;4 weeks on the list,____ FINISH FIRST;by Tucker Max;2 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;4 weeks on the list,THE 17 DAY DIET;by Mike Moreno;33 weeks on the list,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;3 weeks on the list,THE END OF NORMAL;by Stephanie Madoff Mack;,100 BULLETS: BOOK ONE;by Brian Azzarello and Eduardo Risso;2 weeks on the list,BONE: OUT FROM BONEVILLE;by Jeff Smith;7 weeks on the list,"SAYONARA, ZETSUBOU-SENSEI, VOL. 11;by Koji Kumeta;New this week",MICHAEL VEY: THE PRISONER OF CELL 25;by Richard Paul Evans;6 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;4 weeks on the list,PRESS HERE;by Hervé Tullet;28 weeks on the list,THE MAZE RUNNER;by James Dashner;3 weeks on the list,PRICE OF CIVILIZATION;by Jeffrey D. Sachs;,PROSPER;by Ethan Willis and Randy Garn;,IN THE GARDEN OF BEASTS;by Erik Larson;
9,CAN YOU KEEP A SECRET?;by Sophie Kinsella;4 weeks on the list,DAMNED;by Chuck Palahniuk;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;123 weeks on the list,,,SING YOU HOME;by Jodi Picoult;,THREE AND OUT;by John U. Bacon;New this week,THIS IS HERMAN CAIN!;by Herman Cain;4 weeks on the list,AT HOME;by Bill Bryson;4 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;16 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;22 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;7 weeks on the list",SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;,THE DEATH-RAY;by Daniel Clowes;2 weeks on the list,BATMAN: LIFE AFTER DEATH;by Tony Daniel;New this week,"DROPS OF GOD, VOL. 1;by Tadashi Agi;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;6 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;10 weeks on the list,HAPPY PIG DAY!;by Mo Willems;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;192 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,CONFIDENCE MEN;by Ron Suskind;
10,THE SNOW ANGEL;by Glenn Beck;New this week,SHOCK WAVE;by John Sandford;4 weeks on the list,HALO: GLASSLANDS;by Karen Traviss;New this week,,,WHAT THE NIGHT KNOWS;by Dean Koontz;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;40 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;7 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;17 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;25 weeks on the list,HARRY POTTER PAGE TO SCREEN-THE COMPLETE FILMMAKING JOURNEY;by Bob McCabe;New this week,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;5 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;37 weeks on the list","AMERICAN VAMPIRE, VOL. 1;by Scott Snyder and Stephen King;New this week","HIGURASHI WHEN THEY CRY, ATONEMENT ARC, VOL. 1;by Ryukishi07;New this week",THE CHRONICLES OF HARRIS BURDICK;by Chris Van Allsburg and others;New this week,LUKA AND THE FIRE OF LIFE;by Salman Rushdie;New this week,STARS;by Mary Lyn Ray. Illustrated by Marla Frazee;New this week,"HUSH, HUSH SAGA;by Becca Fitzpatrick;4 weeks on the list",SWITCH;by Chip Heath and Dan Heath;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
