,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,WATER FOR ELEPHANTS;by Sara Gruen;13 weeks on the list,THE SIXTH MAN;by David Baldacci;New this week,WATER FOR ELEPHANTS;by Sara Gruen;117 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;13 weeks on the list,BOSSYPANTS;by Tina Fey;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;23 weeks on the list,BOSSYPANTS;by Tina Fey;3 weeks on the list,THE DUKAN DIET;by Pierre Dukan;New this week,FINDING THE UNCOMMON DEAL;by Adam Leitman Bailey;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,MISTER WONDERFUL;by Daniel Clowes;2 weeks on the list,"FABLES, VOL. 15;by Bill Willingham and Mark Buckingham;2 weeks on the list","ROSARIO + VAMPIRE: SEASON II, VOL. 4;by Akihisa Ikeda;3 weeks on the list",THE TWILIGHT SAGA: THE OFFICIAL ILLUSTRATED GUIDE;by Stephenie Meyer;2 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;3 weeks on the list,THE EASTER EGG;by Jan Brett;15 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;119 weeks on the list
2,THE SIXTH MAN;by David Baldacci;New this week,THE LAND OF PAINTED CAVES;by Jean M. Auel;4 weeks on the list,THE HELP;by Kathryn Stockett;3 weeks on the list,,,THE SIXTH MAN;by David Baldacci;,BOSSYPANTS;by Tina Fey;3 weeks on the list,UNBROKEN;by Laura Hillenbrand;23 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;7 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;13 weeks on the list,THE 17 DAY DIET;by Mike Moreno;6 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;195 weeks on the list,BOSSYPANTS;by Tina Fey;,"EX MACHINA, BOOK 5;by Brian K. Vaughan and Tony Harris;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;59 weeks on the list,"BLUE EXORCIST, VOL. 1;by Kazue Kato;3 weeks on the list",THE LOST HERO;by Rick Riordan;28 weeks on the list,FANCY NANCY'S ELEGANT EASTER;by Jane O’Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;12 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;35 weeks on the list
3,SOMETHING BORROWED;by Emily Giffin;2 weeks on the list,THE FIFTH WITNESS;by Michael Connelly;3 weeks on the list,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;2 weeks on the list,,,THE HELP;by Kathryn Stockett;,UNBROKEN;by Laura Hillenbrand;13 weeks on the list,LIBERTY DEFINED;by Ron Paul;New this week,BORN TO RUN;by Christopher McDougall;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;13 weeks on the list,LOVE WINS;by Rob Bell;6 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;8 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"JUSTICE LEAGUE: GENERATION LOST, VOL. 1;by Judd Winnick and Keith Giffen;New this week","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;75 weeks on the list","NARUTO, VOL. 50;by Masashi Kishimoto;12 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;51 weeks on the list",BEASTLY;by Alex Flinn;11 weeks on the list,"A FRIEND FOR EINSTEIN, THE SMALLEST STALLION;by Charlie Cantrell and Rachel Wagner;New this week",RANGER’S APPRENTICE;by John Flanagan;61 weeks on the list
4,THE HELP;by Kathryn Stockett;10 weeks on the list,CHASING FIRE;by Nora Roberts;2 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;5 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;13 weeks on the list,SHE WALKS IN BEAUTY;selected and introduced by Caroline Kennedy;2 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;29 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;13 weeks on the list,MY FATHER'S DAUGHTER;by Gwyneth Paltrow;2 weeks on the list,HUNGRY GIRL 300 UNDER 300;by Lisa Lillien;4 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;11 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;55 weeks on the list,"BLACK BUTLER, VOL. 4;by Yana Toboso;13 weeks on the list",THE EMERALD ATLAS;by John Stephens;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;189 weeks on the list,LEGO STAR WARS;by Simon Beecroft;70 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;41 weeks on the list
5,A GAME OF THRONES;by George R.R. Martin;2 weeks on the list,I’LL WALK ALONE;by Mary Higgins Clark;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;65 weeks on the list,,,THE SEARCH;by Nora Roberts;,LIBERTY DEFINED;by Ron Paul;New this week,I'M OVER ALL THAT;by Shirley MacLaine;2 weeks on the list,HAVE A LITTLE FAITH;by Mitch Albom;4 weeks on the list,IDEA MAN;by Paul Allen;New this week,THE BEST ADVICE I EVER GOT;by Katie Couric;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;508 weeks on the list,LIBERTY DEFINED;by Ron Paul;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;30 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;47 weeks on the list,"DENGEKI DAISY, VOL. 4;by Kyousuke Motomi;3 weeks on the list",EONA;by Alison Goodman;New this week,ALONG FOR THE RIDE;by Sarah Dessen;3 weeks on the list,LADDER TO THE MOON;by Maya Soetoro-Ng. Illustrated by Yuyi Morales;2 weeks on the list,THE 39 CLUES;by various authors;81 weeks on the list
6,THE LINCOLN LAWYER;by Michael Connelly;7 weeks on the list,QUICKSILVER;by Amanda Quick;New this week,SOMETHING BORROWED;by Emily Giffin;3 weeks on the list,,,SOMETHING BORROWED;by Emily Giffin;,I'M OVER ALL THAT;by Shirley MacLaine;2 weeks on the list,63 DOCUMENTS THE GOVERNMENT DOESN'T WANT YOU TO READ;by Jesse Ventura with Dick Russell;3 weeks on the list,JUST KIDS;by Patti Smith;25 weeks on the list,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;3 weeks on the list,THIS IS GONNA HURT;by Nikki Sixx;2 weeks on the list,THE EVERYGIRL'S GUIDE TO LIFE;by Maria Menounos;2 weeks on the list,SHE WALKS IN BEAUTY;selected and introduced by Caroline Kennedy;,LAST UNICORN;by Peter B. Gillis and Renae DeLiz;7 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;86 weeks on the list,"SKIP BEAT, VOL. 23;by Yoshiki Nakamura;3 weeks on the list",A WORLD WITHOUT HEROES;by Brandon Mull;6 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;25 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;198 weeks on the list
7,THE FIFTH WITNESS;by Michael Connelly;3 weeks on the list,EVE;by Iris Johansen;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;98 weeks on the list,,,THE LAND OF PAINTED CAVES;by Jean M. Auel;,IDEA MAN;by Paul Allen;New this week,THE SOCIAL ANIMAL;by David Brooks;7 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;190 weeks on the list,I'M OVER ALL THAT;by Shirley MacLaine;2 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;19 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;27 weeks on the list,I'M OVER ALL THAT;by Shirley MacLaine;,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;30 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;51 weeks on the list,"AKIRA, VOL. 6;by Katsuhiro Otomo;2 weeks on the list",THE GATHERING;by Kelley Armstrong;2 weeks on the list,SPLAT THE CAT: WHERE'S THE EASTER BUNNY?;by Rob Scotton;6 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;22 weeks on the list,THE ALEX RIDER ADVENTURES;by Anthony Horowitz;67 weeks on the list
8,EVE;by Iris Johansen;New this week,SAVE ME;by Lisa Scottoline;2 weeks on the list,A GAME OF THRONES;by George R.R. Martin;New this week,,,THE FIFTH WITNESS;by Michael Connelly;,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;3 weeks on the list,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;3 weeks on the list,THE BIG SHORT;by Michael Lewis;12 weeks on the list,THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;New this week,BODY CONFIDENCE;by Mark Macdonald;2 weeks on the list,NOW EAT THIS! DIET;by Rocco DiSpirito;5 weeks on the list,BORN TO RUN;by Christopher McDougall;,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;20 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;51 weeks on the list,"K-ON!, VOL. 2;by  Kakifly;2 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;19 weeks on the list,ASK ELIZABETH;by Elizabeth Berkley;5 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;4 weeks on the list,WARRIORS;by Erin Hunter;100 weeks on the list
9,CHASING FIRE;by Nora Roberts;2 weeks on the list,THE PRIEST'S GRAVEYARD;by Ted Dekker;New this week,HEART OF THE MATTER;by Emily Giffin;6 weeks on the list,,,CHASING FIRE;by Nora Roberts;,SHE WALKS IN BEAUTY;selected and introduced by Caroline Kennedy;2 weeks on the list,ONWARD;by Howard Schultz with Joanne Gordon;3 weeks on the list,DRIVE;by Daniel H. Pink;3 weeks on the list,RIGHTEOUS INDIGNATION;by Andrew Breitbart;New this week,UNLIMITED;by Jillian Michaels;3 weeks on the list,RADICAL TOGETHER;by David Platt;New this week,63 DOCUMENTS THE GOVERNMENT DOESN'T WANT YOU TO READ;by Jesse Ventura with Dick Russell;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;24 weeks on the list",BONE: QUEST FOR THE SPARK;by Tom Sniegoski and Jeff Smith;2 weeks on the list,"HETALIA AXIS POWERS, VOL. 2;by Hidekaz Himaruya;14 weeks on the list",WHERE SHE WENT;by Gayle Forman;3 weeks on the list,RED RIDING HOOD;by Sarah Blakley-Cartwright;13 weeks on the list,LITTLE WHITE RABBIT;written and illustrated by Kevin Henkes;5 weeks on the list,HARRY POTTER;by J.K. Rowling;251 weeks on the list
10,THE LAND OF PAINTED CAVES;by Jean M. Auel;4 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;48 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;96 weeks on the list,,,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;,THE SOCIAL ANIMAL;by David Brooks;7 weeks on the list,IDEA MAN;by Paul Allen;New this week,WHAT THE DOG SAW;by Malcolm Gladwell;19 weeks on the list,_____ MY DAD SAYS;by Justin Halpern;13 weeks on the list,HOW TO GET OUT OF YOUR OWN WAY;by Tyrese Gibson;New this week,SUPER NATURAL EVERY DAY;by Heidi Swanson;3 weeks on the list,THE SOCIAL ANIMAL;by David Brooks;,TRUE BLOOD: ALL TOGETHER NOW;by Alan Ball and others;10 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;39 weeks on the list,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 1;by Arina Tanemura;3 weeks on the list",INVINCIBLE (THE CHRONICLES OF NICK);by Sherrilyn Kenyon;5 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;92 weeks on the list,PRESS HERE;by Hervé Tullet;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;242 weeks on the list
