,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;49 weeks on the list,,SPOKEN FROM THE HEART;by Laura Bush;4 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;173 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;11 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;462 weeks on the list,TWILIGHT;by Mark Cotta Vaz;11 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;30 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, VOL. 26;by Ken Akamatsu;New this week",THEODORE BOONE: KID LAWYER;by John Grisham;New this week,THE BOOK THIEF;by Markus Zusak;142 weeks on the list,LEGO STAR WARS;by Simon Beecroft;23 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;151 weeks on the list
2,DEAD IN THE FAMILY;by Charlaine Harris;4 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;10 weeks on the list,,TO SAVE AMERICA;by Newt Gingrich with Joe DeSantis;2 weeks on the list,WITH THE OLD BREED;by E. B. Sledge;7 weeks on the list,SWITCH;by Chip Heath and Dan Heath;14 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;148 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;8 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;66 weeks on the list,"BLACK BUTLER, VOL. 2;by Yana Toboso;2 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;4 weeks on the list",PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;New this week,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;72 weeks on the list
3,61 HOURS;by Lee Child;2 weeks on the list,LITTLE BEE;by Chris Cleave;15 weeks on the list,,THE BIG SHORT;by Michael Lewis;11 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;7 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;89 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;22 weeks on the list",KICK-ASS;by Mark Millar and John Romita Jr.;13 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;4 weeks on the list,"BLACK BIRD, VOL. 4;by Kanoko Sakurakoji;4 weeks on the list",INFINITY (CHRONICLES OF NICK);by Sherrilyn Kenyon;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;59 weeks on the list,STAR WARS;by Rufus Butler Seder;3 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;3 weeks on the list
4,THE HELP;by Kathryn Stockett;61 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;4 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;4 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;22 weeks on the list",THE SECRET;by Rhonda Byrne;159 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;81 weeks on the list,FLASH: REBIRTH;by Geoff Johns and Ethan Van Sciver;4 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;4 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;16 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;90 weeks on the list,"FANCY NANCY AND THE LATE, LATE, LATE NIGHT;by Jane O’Connor. Illustrated by Robin Preiss Glasser;5 weeks on the list",THE LION AND THE MOUSE;by Jerry Pinkney;30 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;147 weeks on the list
5,STORM PREY;by John Sandford;2 weeks on the list,SAVOR THE MOMENT;by Nora Roberts;5 weeks on the list,,WAR;by Sebastian Junger;3 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;83 weeks on the list,OPEN LEADERSHIP;by Charlene Li;New this week,THE BELLY FAT CURE;by Jorge Cruise;19 weeks on the list,"BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;7 weeks on the list","SCALPED, VOL. 6;by Jason Aaron and R.M. Guera;New this week","PANDORA HEARTS, VOL. 2;by Jun Mochizuki;2 weeks on the list",CATCHING FIRE;by Suzanne Collins;39 weeks on the list,IF I STAY;by Gayle Forman;8 weeks on the list,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;2 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;24 weeks on the list
6,INNOCENT;by Scott Turow;4 weeks on the list,SOUTH OF BROAD;by Pat Conroy;4 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;12 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;174 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;56 weeks on the list",AWKWARD FAMILY PHOTOS;by Mike Bender and Doug Chernack;4 weeks on the list,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;3 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;8 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;17 weeks on the list",THE CARRIE DIARIES;by Candace Bushnell;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;70 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;35 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;91 weeks on the list
7,HEART OF THE MATTER;by Emily Giffin;3 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;21 weeks on the list,,THE PROMISE;by Jonathan Alter;2 weeks on the list,BLINK;by Malcolm Gladwell;137 weeks on the list,THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;5 weeks on the list,SKINNY BITCH;by Kim Barnouin;137 weeks on the list,WILSON;by Daniel Clowes;4 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;20 weeks on the list","DANCE IN THE VAMPIRE BUND, VOL. 7;by Nozomu Tamaki;New this week",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;9 weeks on the list,L.A. CANDY;by Lauren Conrad;21 weeks on the list,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;5 weeks on the list,THE 39 CLUES;by various authors;47 weeks on the list
8,ALLIES;by Christie Golden;New this week,CUTTING FOR STONE;by Abraham Verghese;18 weeks on the list,,THE LAST STAND;by Nathaniel Philbrick;4 weeks on the list,HELMET FOR MY PILLOW;by Robert Leckie;10 weeks on the list,THE MASTER YOUR METABOLISM COOKBOOK;by Jillian Michaels;2 weeks on the list,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;7 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;64 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;9 weeks on the list,"KOBATO, VOL. 1;by  Clamp;2 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;12 weeks on the list,SCAT;by Carl Hiaasen;5 weeks on the list,THE SANDWICH SWAP;by Queen Rania of Jordan with Kelly DiPucchio. Illustrated by Tricia Tusa;4 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;42 weeks on the list
9,BLOCKADE BILLY;by Stephen King;New this week,TINKERS;by Paul Harding;6 weeks on the list,,OUTLIERS;by Malcolm Gladwell;79 weeks on the list,TIPPING POINT;by Malcolm Gladwell;295 weeks on the list,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE;by Michael J. Fox;7 weeks on the list,RADICAL;by David Platt;2 weeks on the list,CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;6 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;58 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;7 weeks on the list",FALLEN;by Lauren Kate;25 weeks on the list,SAVVY;by Ingrid Law;9 weeks on the list,INSTRUCTIONS;by Neil Gaiman. Illustrated  by Charles Vess;5 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;12 weeks on the list
10,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;5 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;68 weeks on the list,,THE MANCHURIAN PRESIDENT;by Aaron Klein with Brenda J. Elliott;New this week,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;40 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;69 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;19 weeks on the list","BATMAN: THE STREETS OF GOTHAM, VOL. 1;by Paul Dini and Dustin Nguyen;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;12 weeks on the list,"SPICE AND WOLF, VOL. 1;by Isuna Hasekura and Keito Koume;3 weeks on the list","EARLY TO DEATH, EARLY TO RISE;by Kim Harrison;New this week",LITTLE BROTHER;by Cory Doctorow;New this week,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;12 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;55 weeks on the list
