,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;34 weeks on the list,SHOCK WAVE;by John Sandford;New this week,THE HELP;by Kathryn Stockett;27 weeks on the list,,,THE HELP;by Kathryn Stockett;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;47 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;2 weeks on the list,I NEVER THOUGHT I'D SEE THE DAY!;by David Jeremiah;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;219 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"PRINCE VALIANT, VOL. 4;by Hal Foster;New this week",LARRY IN WONDERLAND;by Stephan Pastis;New this week,"VAMPIRE KNIGHT, VOL. 13;by Matsuri Hino;New this week",THE SON OF NEPTUNE;by Rick Riordan;New this week,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;6 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;New this week,THE HUNGER GAMES;by Suzanne Collins;59 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,OUTLIERS;by Malcolm Gladwell;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
2,SHOCK WAVE;by John Sandford;New this week,THE AFFAIR;by Lee Child;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;136 weeks on the list,,,SHOCK WAVE;by John Sandford;,BOOMERANG;by Michael Lewis;New this week,BOOMERANG;by Michael Lewis;New this week,MONEYBALL;by Michael Lewis;24 weeks on the list,BOOMERANG;by Michael Lewis;New this week,EVERY DAY A FRIDAY;by Joel Osteen;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;532 weeks on the list,BOOMERANG;by Michael Lewis;,HARK! A VAGRANT;by Kate Beaton;2 weeks on the list,"IRREDEEMABLE, VOL. 7;by Mark Waid;New this week","ROSARIO+VAMPIRE: SEASON II, VOL. 6;by Akihisa Ikeda;New this week",THE MAGIC OF REALITY;by Richard Dawkins. Illustrated by Dave McKean;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;115 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;2 weeks on the list,"HUSH, HUSH SAGA;by Becca Fitzpatrick;New this week",START SOMETHING THAT MATTERS;by Blake Mycoskie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
3,THE AFFAIR;by Lee Child;2 weeks on the list,"SURVIVORS;by James Wesley, Rawles;New this week",CUTTING FOR STONE;by Abraham Verghese;89 weeks on the list,,,THE AFFAIR;by Lee Child;,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;New this week,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;31 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;New this week,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;3 weeks on the list,PROSPER;by Ethan Willis and Randy Garn;New this week,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;,HABIBI;by Craig Thompson;3 weeks on the list,"CHEW, VOL. 4;by John Layman and Rob Guillory;New this week","BAKUMAN, VOL. 7;by Tsugumi Ohba;New this week",EVERY THING ON IT;by Shel Silverstein;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;213 weeks on the list,"LLAMA, LLAMA RED PAJAMA;by Anna Dewdney;New this week",RANGER’S APPRENTICE;by John Flanagan;69 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,THE MILL RIVER RECLUSE;by Darcie Chan;7 weeks on the list,NEVERWINTER;by R. A. Salvatore;New this week,ROOM;by Emma Donoghue;23 weeks on the list,,,CROSS FIRE;by James Patterson;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;37 weeks on the list,THIS IS HERMAN CAIN!;by Herman Cain;New this week,CLEOPATRA;by Stacy Schiff;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;37 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;4 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;51 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"KAMANDI: THE LAST BOY ON EARTH, OMNIBUS VOL. 1;by Jack Kirby;New this week",MAUS: A SURVIVOR'S TALE;by Art Spiegelman;2 weeks on the list,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3;by Hidenori Kusaka;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;18 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;8 weeks on the list",HAPPY PIG DAY!;by Mo Willems;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;143 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,IN THE GARDEN OF BEASTS;by Erik Larson;
5,CAN YOU KEEP A SECRET?;by Sophie Kinsella;New this week,THE NIGHT CIRCUS;by Erin Morgenstern;4 weeks on the list,THE SIXTH MAN;by David Baldacci;5 weeks on the list,,,"SURVIVORS;by James Wesley, Rawles;",THIS IS HERMAN CAIN!;by Herman Cain;New this week,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;18 weeks on the list,UNBROKEN;by Laura Hillenbrand;37 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;3 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;8 weeks on the list,THIS IS HERMAN CAIN!;by Herman Cain;,RICHARD CASTLE'S DEADLY STORM;by Brian Michael Bendis and Kelly Sue Deconnick;2 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;9 weeks on the list","BLUE EXORCIST, VOL. 4;by Kazue Kato;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;3 weeks on the list,MATCHED;by Ally Condie;3 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;New this week,DORK DIARIES;by Rachel Renée Russell;17 weeks on the list,TWO-SECOND ADVANTAGE;by Kevin Maney and Vivek Ranadive;,THE BIG SHORT;by Michael Lewis;,HERE COMES TROUBLE;by Michael Moore;
6,LETHAL;by Sandra Brown;3 weeks on the list,LETHAL;by Sandra Brown;3 weeks on the list,FREEDOM;by Jonathan Franzen;2 weeks on the list,,,MIRACLE CURE;by Harlan Coben;,UNBROKEN;by Laura Hillenbrand;37 weeks on the list,UNBROKEN;by Laura Hillenbrand;47 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;New this week,THIS IS HERMAN CAIN!;by Herman Cain;New this week,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;19 weeks on the list,EAT TO LIVE;by Joel Fuhrman;16 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;,GREEN LANTERN CORPS: THE WEAPONER;by Tony Bedard and Tyler Kirkham;New this week,JUSTICE SOCIETY OF AMERICA: SUPERTOWN;by Marc Guggenheim and Scott Kollins;New this week,"FAIRY TAIL, VOL. 15;by Hiro Mashima;New this week",WONDERSTRUCK;by Brian Selznick;4 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;23 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;221 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,1493;by Charles C. Mann;
7,THE ABBEY;by Chris Culver;7 weeks on the list,ALEPH;by Paulo Coelho;2 weeks on the list,THE FIFTH WITNESS;by Michael Connelly;New this week,,,BAD BLOOD;by John Sandford;,MONEYBALL;by Michael Lewis;4 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;240 weeks on the list,MONEYBALL;by Michael Lewis;7 weeks on the list,THE 17 DAY DIET;by Mike Moreno;30 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;31 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"THE DEFINITIVE IRREDEEMABLE, VOL. 1;by Mark Waid and Peter Krause;New this week","AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;5 weeks on the list",BOOK OF HUMAN INSECTS;by Osamu Tezuka;New this week,THE LOST HERO;by Rick Riordan;49 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;7 weeks on the list,SWEET LAND OF LIBERTY;by Callista Gingrich. Illustrated by Susan Arciero;2 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;36 weeks on the list,"AFTERSHOCK;by David Wiedemer, Robert A. Wiedemer and Cindy Spitzer;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,CONFIDENCE MEN;by Ron Suskind;
8,CROSS FIRE;by James Patterson;New this week,1225 CHRISTMAS TREE LANE;by Debbie Macomber;2 weeks on the list,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;2 weeks on the list,,,NEVERWINTER;by R. A. Salvatore;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;4 weeks on the list,CONFIDENCE MEN;by Ron Suskind;3 weeks on the list,AT HOME;by Bill Bryson;New this week,A STOLEN LIFE;by Jaycee Dugard;13 weeks on the list,10 MINDFUL MINUTES;by Goldie Hawn with Wendy Holden;2 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;4 weeks on the list",MONEYBALL;by Michael Lewis;,"MARVEL MASTERWORKS: GOLDEN AGE MARVEL COMICS, VOL. 6;by Stan Lee and others;New this week",SMILE;by Raina Telgemeier;5 weeks on the list,"NINJA GIRLS, VOL. 7;by Hosana Tanaka;New this week",THE POWER OF SIX;by Pittacus Lore;7 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;New this week,PRESS HERE;by Hervé Tullet;25 weeks on the list,THE 39 CLUES;by various authors;92 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,ALL THE DEVILS ARE HERE;by  Bethany McLean and Joe Nocera;,AFTER AMERICA;by Mark Steyn;
9,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;6 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;13 weeks on the list,DON’T BLINK;by James Patterson and Howard Roughan;3 weeks on the list,,,THE NIGHT CIRCUS;by Erin Morgenstern;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;37 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;3 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;29 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;22 weeks on the list,GOOD EATS 3;by Alton Brown;New this week,RADICAL;by David Platt;68 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE BEST AMERICAN COMICS 2011;by various;New this week,BATMAN: THE WIDENING GYRE;by Kevin Smith;New this week,"PSYREN, VOL. 1;by iwashiro Toshiaki;New this week",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;7 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;17 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;6 weeks on the list,THE SECRET SERIES;by Pseudonymous Bosch;4 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
10,"SURVIVORS;by James Wesley, Rawles;New this week",FEAST DAY OF FOOLS;by James Lee Burke;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;122 weeks on the list,,,LEGACY;by Danielle Steel;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;5 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;13 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;14 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;37 weeks on the list,LIVING BEYOND YOUR FEELINGS;by Joyce Meyer;5 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;8 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FEYNMAN;by Jim Ottaviani and Leland Myrick;6 weeks on the list,"ALPHA FLIGHT CLASSIC, VOL. 2;by John Byrne;2 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;4 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;23 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;23 weeks on the list,BUMBLE-ARDY;by Maurice Sendak;4 weeks on the list,HARRY POTTER;by J.K. Rowling;273 weeks on the list,WICKED SUCCESS IS INSIDE EVERY WOMAN;by  Vickie L. Milazzo;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;
