,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,LIFE AFTER DEATH;by Sister Souljah;New this week,LIFE AFTER DEATH;by Sister Souljah;New this week,LATER;by Stephen King;New this week,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;3 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;124 weeks on the list,BEYOND ORDER;by Jordan B. Peterson;New this week,BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;New this week,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;21 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;104 weeks on the list,CHAIN OF IRON;by Cassandra Clare;New this week,THE FOUR WINDS;by Kristin Hannah;,GREENLIGHTS;by Matthew McConaughey;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,CAT KID COMIC CLUB;by Dav Pilkey;,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,LATER;by Stephen King;New this week,THE FOUR WINDS;by Kristin Hannah;5 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;10 weeks on the list,CASTE;by Isabel Wilkerson;31 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;6 weeks on the list,NOMADLAND;by Jessica Bruder;3 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;66 weeks on the list",WOW IN THE WORLD;by Mindy Thomas and Guy Raz. Illustrated by Jack Teagle;New this week,PETE THE CAT: THE GREAT LEPRECHAUN CHASE;by James Dean;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;625 weeks on the list,"GOOD GIRL, BAD BLOOD;by Holly Jackson;New this week",FIREFLY LANE;by Kristin Hannah;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CLAUDIA AND THE NEW GIRL;by Ann M. Martin. Illustrated by Gabriela Epstein;,THE DUKE AND I;by Julia Quinn;,A LONG WALK TO WATER;by Linda Sue Park;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,DARK SKY;by C.J. Box;New this week,KLARA AND THE SUN;by Kazuo Ishiguro;New this week,FIREFLY LANE;by Kristin Hannah;38 weeks on the list,THINK AGAIN;by Adam Grant;5 weeks on the list,CASTE;by Isabel Wilkerson;31 weeks on the list,BECOMING;by Michelle Obama;New this week,PROFESSIONAL TROUBLEMAKER;by Luvvie Ajayi Jones;New this week,THE ICKABOG;by J.K. Rowling;17 weeks on the list,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;6 weeks on the list,CRAVE;by Tracy Wolff;New this week,ONE OF US IS LYING;by Karen M. McManus;162 weeks on the list,FAITHLESS IN DEATH;by J.D. Robb;,THINK AGAIN;by Adam Grant;,BELIEVE IT;by Jamie Kern Lima;,GRIME AND PUNISHMENT;by Dav Pilkey;,THE NUMBERS GAME;by Danielle Steel;,CITY SPIES;by James Ponti;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
4,THE FOUR WINDS;by Kristin Hannah;5 weeks on the list,DARK SKY;by C.J. Box;New this week,THE SONG OF ACHILLES;by Madeline Miller;20 weeks on the list,UNTAMED;by Glennon Doyle;52 weeks on the list,THINK AGAIN;by Adam Grant;5 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;131 weeks on the list,"DUSK, NIGHT, DAWN;by Anne Lamott;New this week",ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;31 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;34 weeks on the list,HARRY POTTER;by J.K. Rowling;624 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;50 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,CASTE;by Isabel Wilkerson;,NOMADLAND;by Jessica Bruder;,IN LOVE & PAJAMAS;by Catana Chetwynd;,RECKLESS ROAD;by Christine Feehan;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
5,THE AFFAIR;by Danielle Steel;New this week,THE AFFAIR;by Danielle Steel;New this week,THE DUKE AND I;by Julia Quinn;10 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;6 weeks on the list,UNTAMED;by Glennon Doyle;52 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;New this week,ATOMIC HABITS;by James Clear;67 weeks on the list,CHARLIE THORNE AND THE LOST CITY;by Stuart Gibbs;New this week,SULWE;by Lupita Nyong'o. Illustrated by Vashti Harrison;16 weeks on the list,DRAGON MASTERS;by Tracey West;3 weeks on the list,CONCRETE ROSE;by Angie Thomas;8 weeks on the list,A COURT OF SILVER FLAMES;by Sarah J. Maas;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,DARE TO LEAD;by Brené Brown;,THE DARK SECRET;by Tui T. Sutherland. Illustrated by Mike Holmes;,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOOK THIEF;by Markus Zusak;
6,KLARA AND THE SUN;by Kazuo Ishiguro;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;14 weeks on the list,HOME BODY;by Rupi Kaur;16 weeks on the list,GREENLIGHTS;by Matthew McConaughey;20 weeks on the list,GREENLIGHTS;by Matthew McConaughey;20 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;47 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;9 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;44 weeks on the list,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!;by Jory John. Illustrated by Pete Oswald;6 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;112 weeks on the list,LORE;by Alexandra Bracken;9 weeks on the list,READY PLAYER TWO;by Ernest Cline;,JUST AS I AM;by Cicely Tyson with Michelle Burford;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FETCH-22;by Dav Pilkey;,REVENGE;by James Patterson and Andrew Holmes;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,ALL THE STARS AND TEETH;by Adalyn Grace;
7,THE UNDERGROUND RAILROAD;by Colson Whitehead;17 weeks on the list,THE LOST APOTHECARY;by Sarah Penner;New this week,THE NICKEL BOYS;by Colson Whitehead;14 weeks on the list,THE SUM OF US;by Heather McGhee;3 weeks on the list,A PROMISED LAND;by Barack Obama;16 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;262 weeks on the list",BELIEVE IT;by Jamie Kern Lima;2 weeks on the list,LITTLE LEADERS;by Vashti Harrison;58 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;24 weeks on the list,FIVE NIGHTS AT FREDDY'S: FAZBEAR FRIGHTS;by Scott Cawthon;3 weeks on the list,THE HATE U GIVE;by Angie Thomas;210 weeks on the list,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,NEW KID;by Jerry Craft;,A MINUTE TO MIDNIGHT;by David Baldacci;,BLACK HEROES;by Arlisha Norwood. Illustrated by Anastasia Magloire Williams;,SERPENT AND DOVE;by Shelby Mahurin;
8,THE MIDNIGHT LIBRARY;by Matt Haig;14 weeks on the list,THE VANISHING HALF;by Brit Bennett;40 weeks on the list,IN FIVE YEARS;by Rebecca Serle;New this week,A PROMISED LAND;by Barack Obama;16 weeks on the list,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;4 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;62 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;334 weeks on the list,WONDER;by R.J. Palacio;286 weeks on the list,WE ARE WATER PROTECTORS;by Carole Lindstrom. Illustrated by Michaela Goade;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;563 weeks on the list,LEGENDBORN;by Tracy Deonn;7 weeks on the list,THE SANATORIUM;by Sarah Pearse;,UNTAMED;by Glennon Doyle;,RADICAL CANDOR;by Kim Scott;,FOR WHOM THE BALL ROLLS;by Dav Pilkey;,THE LOST AND FOUND BOOKSHOP;by Susan Wiggs;,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,THE DUKE AND I;by Julia Quinn;10 weeks on the list,INFINITE COUNTRY;by Patricia Engel;New this week,CAMINO WINDS;by John Grisham;2 weeks on the list,NOMADLAND;by Jessica Bruder;2 weeks on the list,THE SUM OF US;by Heather McGhee;3 weeks on the list,SAPIENS;by Yuval Noah Harari;134 weeks on the list,THE PEGAN DIET;by Mark Hyman;2 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;97 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;41 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;257 weeks on the list,THE COUSINS;by Karen M. McManus;14 weeks on the list,THE VANISHING HALF;by Brit Bennett;,BECOMING;by Michelle Obama;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",BRAWL OF THE WILD;by Dav Pilkey;,ROMANCING MISTER BRIDGERTON;by Julia Quinn;,OUT OF MY MIND;by Sharon M. Draper;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
10,LIGHTNING GAME;by Christine Feehan;New this week,A COURT OF SILVER FLAMES;by Sarah J. Maas;3 weeks on the list,CIRCE;by Madeline Miller;39 weeks on the list,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;4 weeks on the list,"HUNT, GATHER, PARENT;by Michaeleen Doucleff;New this week",JUST MERCY;by Bryan Stevenson;244 weeks on the list,A WORLD WITHOUT EMAIL;by Cal Newport;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;93 weeks on the list,THE RABBIT LISTENED;by Cori Doerrfeld;New this week,SHADOW AND BONE TRILOGY;by Leigh Bardugo;New this week,THESE VIOLENT DELIGHTS;by Chloe Gong;7 weeks on the list,THE DUKE AND I;by Julia Quinn;,THE SUM OF US;by Heather McGhee;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;","TO SIR PHILLIP, WITH LOVE;by Julia Quinn;",THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,CROOKED KINGDOM;by Leigh Bardugo;
