,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,BURN BRIGHT;by Patricia Briggs;New this week,THE ESCAPE ARTIST;by Brad Meltzer;New this week,READY PLAYER ONE;by Ernest Cline;49 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;2 weeks on the list,FIRE AND FURY;by Michael Wolff;10 weeks on the list,BEING MORTAL;by Atul Gawande;27 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;2 weeks on the list,WONDER;by R.J. Palacio;135 weeks on the list,I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;New this week,DOG MAN;by Dav Pilkey;28 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;New this week,READY PLAYER ONE;by Ernest Cline;,FIRE AND FURY;by Michael Wolff;,CRUSHING IT!;by Gary Vaynerchuk;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
2,THE ESCAPE ARTIST;by Brad Meltzer;New this week,STAR WARS: THE LAST JEDI;by Jason Fry;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;23 weeks on the list,EDUCATED;by Tara Westover;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;2 weeks on the list,HORSE SOLDIERS;by Doug Stanton;13 weeks on the list,"THE ROCK, THE ROAD, AND THE RABBI;by Kathie Lee Gifford with Rabbi Jason Sobel;New this week","HELLO, UNIVERSE;by Erin Entrada Kelly;4 weeks on the list",SHE PERSISTED AROUND THE WORLD;by Chelsea Clinton. Illustrated by Alexandra Boiger;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;469 weeks on the list,THE HATE U GIVE;by Angie Thomas;54 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,PRINCIPLES;by Ray Dalio;,ENLIGHTENMENT NOW;by Steven Pinker;,TB12 METHOD;by Tom Brady;
3,CAMINO ISLAND;by John Grisham;14 weeks on the list,THE GREAT ALONE;by Kristin Hannah;5 weeks on the list,CALL ME BY YOUR NAME;by André Aciman;10 weeks on the list,FIRE AND FURY;by Michael Wolff;10 weeks on the list,EDUCATED;by Tara Westover;3 weeks on the list,THE RADIUM GIRLS;by Kate Moore;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;65 weeks on the list,AUGGIE & ME;by R.J. Palacio;67 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;8 weeks on the list,HARRY POTTER;by J.K. Rowling;468 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;22 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,THE LAST BLACK UNICORN;by Tiffany Haddish;,WHEN;by Daniel H. Pink;,LEONARDO DA VINCI;by Walter Isaacson;,ENDURE;by Alex Hutchinson;
4,THE GREAT ALONE;by Kristin Hannah;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;25 weeks on the list,MILK AND HONEY;by Rupi Kaur;100 weeks on the list,BACHELOR NATION;by Amy Kaufman;New this week,ENLIGHTENMENT NOW;by Steven Pinker;4 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;107 weeks on the list,YOU ARE A BADASS;by Jen Sincero;113 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;37 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;40 weeks on the list,SHATTER ME;by Tahereh Mafi;2 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;37 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;,THE POWER OF HABIT;by Charles Duhigg;,RISE AND GRIND;by Daymond John with Daniel Paisner;,WHEN;by Daniel H. Pink;,SHAKEN;by Tim Tebow;
5,RED SPARROW;by Jason Matthews;3 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;10 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;3 weeks on the list,ENLIGHTENMENT NOW;by Steven Pinker;4 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;45 weeks on the list,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;23 weeks on the list,FOOD;by Mark Hyman;2 weeks on the list,LITTLE LEADERS;by Vashti Harrison;13 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;7 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;109 weeks on the list,THE HAZEL WOOD;by Melissa Albert;6 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,BORN A CRIME;by Trevor Noah;,CAPITAL GAINES;by Chip Gaines;,LOST CONNECTIONS;by Johann Hari;,THE BOYS IN THE BOAT;by Daniel James Brown;
6,STAR WARS: THE LAST JEDI;by Jason Fry;New this week,FIFTY FIFTY;by James Patterson and Candice Fox;3 weeks on the list,THE LYING GAME;by Ruth Ware;New this week,THE LAST BLACK UNICORN;by Tiffany Haddish;14 weeks on the list,OBAMA;by Pete Souza;13 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;162 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;233 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;61 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;New this week,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;42 weeks on the list,THUNDERHEAD;by Neal Shusterman;9 weeks on the list,ZERO HOUR;by Craig Alanson;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE CULTURE CODE;by Daniel Coyle;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
7,READY PLAYER ONE;by Ernest Cline;16 weeks on the list,AN AMERICAN MARRIAGE;by Tayari Jones;5 weeks on the list,WE WERE THE LUCKY ONES;by Georgia Hunter;10 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;44 weeks on the list,BACHELOR NATION;by Amy Kaufman;New this week,EVICTED;by Matthew Desmond;26 weeks on the list,BOX OF BUTTERFLIES;by Roma Downey;New this week,REFUGEE;by Alan Gratz;6 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;211 weeks on the list,DORK DIARIES;by Rachel Renée Russell;242 weeks on the list,THE WICKED DEEP;by Shea Ernshaw;New this week,ARTEMIS;by Andy Weir;,ENLIGHTENMENT NOW;by Steven Pinker;,TRIBE OF MENTORS;by Timothy Ferriss;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
8,THE WOMAN LEFT BEHIND;by Linda Howard;New this week,BURN BRIGHT;by Patricia Briggs;New this week,CAMINO ISLAND;by John Grisham;New this week,KILLERS OF THE FLOWER MOON;by David Grann;39 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;13 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;169 weeks on the list,MAKE YOUR BED;by William H. McRaven;43 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;43 weeks on the list,HERE WE ARE;by Oliver Jeffers;13 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;48 weeks on the list,BATMAN: NIGHTWALKER;by Marie Lu;10 weeks on the list,THE DISPATCHER;by John Scalzi;,SAPIENS;by Yuval Noah Harari;,THE POWER OF HABIT;by Charles Duhigg;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,FIERCE;by Aly Raisman;
9,LITTLE FIRES EVERYWHERE;by Celeste Ng;20 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;25 weeks on the list,LINCOLN IN THE BARDO;by George Saunders;5 weeks on the list,OBAMA;by Pete Souza;13 weeks on the list,UNMASKED;by Andrew Lloyd Webber;New this week,THE GATEKEEPERS;by Chris Whipple;New this week,PRINCIPLES;by Ray Dalio;23 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;32 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;9 weeks on the list,WHAT WAS . . . ?;by various authors;9 weeks on the list,THE CRUEL PRINCE;by Holly Black;9 weeks on the list,DARK IN DEATH;by J.D. Robb;,LEONARDO DA VINCI;by Walter Isaacson;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE POWER OF HABIT;by Charles Duhigg;,BARBARIAN DAYS;by William Finnegan;
10,HIGH VOLTAGE;by Karen Marie Moning;New this week,STILL ME;by Jojo Moyes;6 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;55 weeks on the list,UNMASKED;by Andrew Lloyd Webber;New this week,THE FUTURE OF HUMANITY;by Michio Kaku;3 weeks on the list,QUIET;by Susan Cain;151 weeks on the list,METABOLISM REVOLUTION;by Haylie Pomroy with Eve Adamson;2 weeks on the list,THE WILD ROBOT;by Peter Brown;17 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;124 weeks on the list,I SURVIVED;by Lauren Tarshis;39 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;71 weeks on the list,ORIGIN;by Dan Brown;,THEFT BY FINDING;by David Sedaris;,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BECOMING KAREEM;by Kareem Abdul-Jabbar and Raymond Obstfeld;
