,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FIFTY SHADES OF GREY;by E. L. James;12 weeks on the list,STOLEN PREY;by John Sandford;New this week,FIFTY SHADES OF GREY;by E. L. James;10 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,AMATEUR;by Edward Klein;New this week,AMATEUR;by Edward Klein;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;3 weeks on the list,AMATEUR;by Edward Klein;New this week,THE SKINNY RULES;by Bob Harper with Greg Critser;New this week,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;14 weeks on the list",AMATEUR;by Edward Klein;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;New this week,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;3 weeks on the list,"NARUTO, VOL. 56;by Masashi Kishimoto;2 weeks on the list",INSURGENT;by Veronica Roth;3 weeks on the list,DIVERGENT;by Veronica Roth;12 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;3 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;91 weeks on the list
2,FIFTY SHADES DARKER;by E. L. James;12 weeks on the list,11TH HOUR;by James Patterson and Maxine Paetro;2 weeks on the list,FIFTY SHADES DARKER;by E. L. James;7 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,THE ART OF INTELLIGENCE;by Henry A. Crumpton;New this week,THE PASSAGE OF POWER;by Robert A. Caro;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;63 weeks on the list,I SUCK AT GIRLS;by Justin Halpern;New this week,CHARGE;by Brendon Burchard;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;251 weeks on the list,THE PASSAGE OF POWER;by Robert A. Caro;,ARE YOU MY MOTHER?;by Alison Bechdel;3 weeks on the list,INFINITY GAUNTLET;by Jim Starlin and others;New this week,"SAILOR MOON, VOL. 5;by Naoko Takeuchi;2 weeks on the list",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;245 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;7 weeks on the list,KANE CHRONICLES;by Rick Riordan;3 weeks on the list
3,FIFTY SHADES FREED;by E. L. James;11 weeks on the list,DEADLOCKED;by Charlaine Harris;3 weeks on the list,FIFTY SHADES FREED;by E. L. James;7 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,THE PASSAGE OF POWER;by Robert A. Caro;3 weeks on the list,THE ART OF INTELLIGENCE;by Henry A. Crumpton;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;79 weeks on the list,THE ART OF INTELLIGENCE;by Henry A. Crumpton;New this week,I AM A POLE (AND SO CAN YOU!);by Stephen Colbert. Illustrated by Paul Hildebrand;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;562 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,"JUSTICE LEAGUE, VOL. 1;by Geoff Johns and Jim Lee;2 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;45 weeks on the list","FLOWERS OF EVIL, VOL. 1;by Shuzo Oshimi;New this week",THE FAULT IN OUR STARS;by John Green;19 weeks on the list,THE LOST HERO;by Rick Riordan;7 weeks on the list,DINOSAUR PET;lyrics by Marc Sedaka. Illustrated by Tim Bowers;2 weeks on the list,THEODORE BOONE;by John Grisham;New this week
4,STOLEN PREY;by John Sandford;New this week,THE COLUMBUS AFFAIR;by Steve Berry;New this week,THE LAST BOYFRIEND;by Nora Roberts;3 weeks on the list,,,STOLEN PREY;by John Sandford;,IN THE GARDEN OF BEASTS;by Erik Larson;38 weeks on the list,MY CROSS TO BEAR;by Gregg Allman;3 weeks on the list,BOSSYPANTS;by Tina Fey;20 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;15 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;New this week",THE MAGIC;by Rhonda Byrne;11 weeks on the list,THE ART OF INTELLIGENCE;by Henry A. Crumpton;,"LEGION OF SUPER-HEROES ARCHIVE, VOL. 13;by various;New this week","AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;10 weeks on the list","ORESAMA TEACHER, VOL. 8;by Izumi Tsubaki;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;50 weeks on the list,BETWEEN SHADES OF GRAY;by Ruta Sepetys;7 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;33 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;56 weeks on the list
5,11TH HOUR;by James Patterson and Maxine Paetro;2 weeks on the list,CALICO JOE;by John Grisham;6 weeks on the list,STATE OF WONDER;by Ann Patchett;2 weeks on the list,,,11TH HOUR;by James Patterson and Maxine Paetro;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;33 weeks on the list,MOST TALKATIVE;by Andy Cohen;2 weeks on the list,THE GREATER JOURNEY;by David McCullough;New this week,UNBROKEN;by Laura Hillenbrand;69 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;10 weeks on the list,UPLIFTING SERVICE;by Ron Kaufman;New this week,MY CROSS TO BEAR;by Gregg Allman;,SPIDER-MAN: SEASON ONE;by Cullen Bunn and Neil Edwards;2 weeks on the list,"JUSTICE LEAGUE INTERNATIONAL, VOL.1;by Dan Jurgens and others;New this week","POKEMON BLACK AND WHITE, VOL. 7;by Hidenori Kusaka;3 weeks on the list","NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list",OUT OF MY MIND;by Sharon M. Draper;3 weeks on the list,BUMBLE-ARDY;by Maurice Sendak;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;175 weeks on the list
6,FIFTY SHADES TRILOGY;by E. L. James;5 weeks on the list,THE INNOCENT;by David Baldacci;5 weeks on the list,THE ART OF FIELDING;by Chad Harbach;3 weeks on the list,,,THE LUCKY ONE;by Nicholas Sparks;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;69 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;34 weeks on the list,OUTLIERS;by Malcolm Gladwell;50 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;5 weeks on the list,WHEAT BELLY;by William Davis;7 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;63 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,A GAME OF THRONES;by George R.R. Martin;7 weeks on the list,"ANIMAL MAN, VOL. 1;by Jeff Lemire and Travel Foreman;2 weeks on the list","DURARARA!!, VOL. 2;by Ryohgo Narita;3 weeks on the list",RAILSEA;by China Miéville;New this week,MATCHED;by Ally Condie;35 weeks on the list,THE LORAX;by Dr. Seuss;14 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;59 weeks on the list
7,THE COLUMBUS AFFAIR;by Steve Berry;New this week,IN ONE PERSON;by John Irving;2 weeks on the list,THE LUCKY ONE;by Nicholas Sparks;25 weeks on the list,,,THE LAST BOYFRIEND;by Nora Roberts;,MOST TALKATIVE;by Andy Cohen;2 weeks on the list,"LOTS OF CANDLES, PLENTY OF CAKE;by Anna Quindlen;4 weeks on the list",THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;15 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;34 weeks on the list,BOMBSHELL;by Suzanne Somers;2 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;78 weeks on the list,MOST TALKATIVE;by Andy Cohen;,"THE WALKING DEAD, BOOK 4;by Robert Kirkman and Charlie Adlard;5 weeks on the list",FUN HOME;by Alison Bechdel;3 weeks on the list,"ONE PIECE, VOL. 62;by Eiichiro Oda;3 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;33 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;129 weeks on the list,PRESS HERE;by Hervé Tullet;48 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;250 weeks on the list
8,THE INNOCENT;by David Baldacci;5 weeks on the list,BRING UP THE BODIES;by Hilary Mantel;2 weeks on the list,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;12 weeks on the list,,,DEADLOCKED;by Charlaine Harris;,I SUCK AT GIRLS;by Justin Halpern;New this week,SERVICE;by Marcus Luttrell and James D. Hornfischer;2 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;69 weeks on the list,THIS IS HOW;by Augusten Burroughs;2 weeks on the list,EAT TO LIVE;by Joel Fuhrman;45 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,JERUSALEM: CHRONICLES FROM THE HOLY CITY;by Guy Delisle;4 weeks on the list,PRELUDE TO AVENGERS: FURY'S BIG WEEK;by Christopher Yost and others;New this week,"BLACK BUTLER, VOL. 9;by Yana Toboso;3 weeks on the list",THE INVADERS;by John Flanagan;3 weeks on the list,THE SEARCH FOR WONDLA;by Tony DiTerlizzi;New this week,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;17 weeks on the list,THE MAZE RUNNER;by James Dashner;23 weeks on the list
9,THE LAST BOYFRIEND;by Nora Roberts;3 weeks on the list,THE WIND THROUGH THE KEYHOLE;by Stephen King;4 weeks on the list,THEN CAME YOU;by Jennifer Weiner;2 weeks on the list,,,EXPLOSIVE EIGHTEEN;by Janet Evanovich;,UNBROKEN;by Laura Hillenbrand;69 weeks on the list,IMAGINE;by Jonah Lehrer;9 weeks on the list,MOONWALKING WITH EINSTEIN;by Joshua Foer;12 weeks on the list,STEVE JOBS;by Walter Isaacson;30 weeks on the list,LET IT GO;by T. D. Jakes;8 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;34 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;80 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;119 weeks on the list","ROSARIO+VAMPIRE, SEASON II, VOL. 8;by Akihisa Ikeda;5 weeks on the list",WONDER;by R.J. Palacio;9 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;25 weeks on the list,LADYBUG GIRL AND BINGO;by David Soman and Jacky Davis;3 weeks on the list,THE 39 CLUES;by various authors;102 weeks on the list
10,DEADLOCKED;by Charlaine Harris;3 weeks on the list,HOME;by Toni Morrison;2 weeks on the list,THE HELP;by Kathryn Stockett;59 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;57 weeks on the list,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;5 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;3 weeks on the list,MOST TALKATIVE;by Andy Cohen;2 weeks on the list,THE REINVENTORS;by Jason Jennings;New this week,STEAL LIKE AN ARTIST;by Austin Kleon;2 weeks on the list,"LOTS OF CANDLES, PLENTY OF CAKE;by Anna Quindlen;","BLACK ORCHID, DELUXE EDITION;by Neil Gaiman and Dave McKean;2 weeks on the list","BATMAN AND ROBIN, VOL. 3;by Grant Morrison and others;New this week","AI ORE: LOVE ME, VOL. 5;by Mayu Shinjo;3 weeks on the list",GAME CHANGERS;by Mike Lupica;New this week,THIRTEEN REASONS WHY;by Jay Asher;47 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;23 weeks on the list,KINGDOM KEEPERS;by Ridley Pearson;5 weeks on the list
