,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE DUKE AND I;by Julia Quinn;4 weeks on the list,THE VANISHING HALF;by Brit Bennett;34 weeks on the list,THE DUKE AND I;by Julia Quinn;4 weeks on the list,A PROMISED LAND;by Barack Obama;10 weeks on the list,A PROMISED LAND;by Barack Obama;10 weeks on the list,ON TYRANNY;by Timothy Snyder;80 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;3 weeks on the list,THE ICKABOG;by J.K. Rowling;11 weeks on the list,AMBITIOUS GIRL;by Meena Harris. Illustrated by Marissa Valdez;New this week,DOG MAN;by Dav Pilkey;178 weeks on the list,CONCRETE ROSE;by Angie Thomas;2 weeks on the list,THE DUKE AND I;by Julia Quinn;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CAT KID COMIC CLUB;by Dav Pilkey;,THE DUKE AND I;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,BEFORE SHE DISAPPEARED;by Lisa Gardner;New this week,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;13 weeks on the list,HOME BODY;by Rupi Kaur;10 weeks on the list,CASTE;by Isabel Wilkerson;25 weeks on the list,GREENLIGHTS;by Matthew McConaughey;14 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;118 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;60 weeks on the list",LITTLE LEADERS;by Vashti Harrison;52 weeks on the list,LITTLE BLUE TRUCK'S VALENTINE;by Alice Schertle. Illustrated by Jill McElmurry;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;619 weeks on the list,LORE;by Alexandra Bracken;3 weeks on the list,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;,GREENLIGHTS;by Matthew McConaughey;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 26;by Kohei Horikoshi;",SHADOWS IN DEATH;by J.D. Robb;,A LONG WALK TO WATER;by Linda Sue Park;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,THE VANISHING HALF;by Brit Bennett;34 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;125 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;3 weeks on the list,GREENLIGHTS;by Matthew McConaughey;14 weeks on the list,CASTE;by Isabel Wilkerson;25 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;16 weeks on the list,ATOMIC HABITS;by James Clear;61 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;25 weeks on the list,SUPERHEROES ARE EVERYWHERE;by Kamala Harris. Illustrated by Mechal Renee Roe;6 weeks on the list,HARRY POTTER;by J.K. Rowling;618 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;44 weeks on the list,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,CASTE;by Isabel Wilkerson;,EVIL GENIUSES;by Kurt Andersen;,BABY-SITTERS LITTLE SISTER: KAREN'S WORST DAY;by Ann M. Martin. Illustrated by Katy Farina;,THE INN;by James Patterson with Candice Fox;,BROWN GIRL DREAMING;by Jacqueline Woodson;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
4,THE MIDNIGHT LIBRARY;by Matt Haig;8 weeks on the list,THE PUSH;by Ashley Audrain;2 weeks on the list,FIREFLY LANE;by Kristin Hannah;32 weeks on the list,UNTAMED;by Glennon Doyle;46 weeks on the list,UNTAMED;by Glennon Doyle;46 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;125 weeks on the list,QUIT LIKE A WOMAN;by Holly Whitaker;2 weeks on the list,THIS IS YOUR TIME;by Ruby Bridges;4 weeks on the list,KAMALA AND MAYA'S BIG IDEA;by Meena Harris. Illustrated by Ana Ramírez González;4 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;98 weeks on the list,THE HATE U GIVE;by Angie Thomas;204 weeks on the list,READY PLAYER TWO;by Ernest Cline;,UNTAMED;by Glennon Doyle;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,NEW KID;by Jerry Craft;,AN IRISH WISH;by Nora Roberts;,WISH;by Barbara O'Connor;,THE BOOK THIEF;by Markus Zusak;
5,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;11 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;8 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;14 weeks on the list,ON TYRANNY;by Timothy Snyder;26 weeks on the list,BECOMING;by Michelle Obama;102 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;41 weeks on the list,FAST THIS WAY;by Dave Asprey;New this week,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;38 weeks on the list,CHAMP AND MAJOR: FIRST DOGS;by Joy McCullough. Illustrated by Sheyda Abvabi Best;New this week,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;106 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;156 weeks on the list,THE GUEST LIST;by Lucy Foley;,JUST AS I AM;by Cicely Tyson with Michelle Burford;,ONE DECISION;by Mike Bayer;,GUTS;by Raina Telgemeier;,THE LOST AND FOUND BOOKSHOP;by Susan Wiggs;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,LONG WAY DOWN;by Jason Reynolds;
6,THE PUSH;by Ashley Audrain;New this week,NEIGHBORS;by Danielle Steel;3 weeks on the list,NEWS OF THE WORLD;by Paulette Jiles;3 weeks on the list,BECOMING;by Michelle Obama;95 weeks on the list,A SWIM IN A POND IN THE RAIN;by George Saunders;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;64 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;6 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;18 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;32 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;251 weeks on the list,WE FREE THE STARS;by Hafsah Faizal;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;,BECOMING;by Michelle Obama;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",CLASS ACT;by Jerry Craft;,A MINUTE TO MIDNIGHT;by David Baldacci;,OUT OF MY MIND;by Sharon M. Draper;,SIX OF CROWS;by Leigh Bardugo;
7,NEIGHBORS;by Danielle Steel;3 weeks on the list,BEFORE SHE DISAPPEARED;by Lisa Gardner;New this week,THE QUEEN'S GAMBIT;by Walter Tevis;11 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;22 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;39 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;27 weeks on the list,THINK LIKE A MONK;by Jay Shetty;16 weeks on the list,WONDER;by R.J. Palacio;281 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;8 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;59 weeks on the list,THE COUSINS;by Karen M. McManus;8 weeks on the list,THE VANISHING HALF;by Brit Bennett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"KNOW YOURSELF, KNOW YOUR MONEY;by Rachel Cruze;","JUJUTSU KAISEN, VOL. 1;by Gege Akutami;",MORAL COMPASS;by Danielle Steel;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
8,WHERE THE CRAWDADS SING;by Delia Owens;118 weeks on the list,THE RETURN;by Nicholas Sparks;17 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;80 weeks on the list,BORN A CRIME;by Trevor Noah;73 weeks on the list,BREATH;by James Nestor;13 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;56 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;34 weeks on the list",REFUGEE;by Alan Gratz;120 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;28 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;560 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;31 weeks on the list,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,TALKING TO STRANGERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;",FINALLY YOU;by Debbie Macomber;,GHOST BOYS;by Jewell Parker Rhodes;,DEAR MARTIN;by Nic Stone;
9,ANXIOUS PEOPLE;by Fredrik Backman;20 weeks on the list,READY PLAYER TWO;by Ernest Cline;9 weeks on the list,MILK AND HONEY;by Rupi Kaur;175 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;7 weeks on the list,EDUCATED;by Tara Westover;135 weeks on the list,BORN A CRIME;by Trevor Noah;102 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;51 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;93 weeks on the list,KAMALA HARRIS: ROOTED IN JUSTICE;by Nikki Grimes. Illustrated by Laura Freeman;2 weeks on the list,THE GRACELING REALM;by Kristin Cashore;2 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE SHADOW OF KYOSHI;by F.C. Yee;8 weeks on the list",THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,GRIT;by Angela Duckworth;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",PREACHER'S CARNAGE;by William W. Johnstone and J.A. Johnstone;,FISH IN A TREE;by Lynda Mullaly Hunt;,KING OF SCARS;by Leigh Bardugo;
10,FIREFLY LANE;by Kristin Hannah;New this week,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;3 weeks on the list,THE HOUSE IN THE CERULEAN SEA;by T.J. Klune;4 weeks on the list,A SWIM IN A POND IN THE RAIN;by George Saunders;2 weeks on the list,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN;by Emmanuel Acho;7 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;218 weeks on the list,CAN'T HURT ME;by David Goggins;16 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;15 weeks on the list,JOEY;by Jill Biden with Kathleen Krull. Illustrated by Amy June Bates;New this week,COURT OF THORNS AND ROSES;by Sarah J. Maas;22 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE RISE OF KYOSHI;by F.C. Yee with Michael Dante DiMartino;13 weeks on the list",ANXIOUS PEOPLE;by Fredrik Backman;,BORN A CRIME;by Trevor Noah;,OUTLIERS;by Malcolm Gladwell;,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;",BITTER PILL;by Fern Michaels;,BLENDED;by Sharon M. Draper;,ALL THE BRIGHT PLACES;by Jennifer Niven;
11,A TIME FOR MERCY;by John Grisham;15 weeks on the list,A TIME FOR MERCY;by John Grisham;15 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;70 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;30 weeks on the list,THE DOCTORS BLACKWELL;by Janice P. Nimura;New this week,JUST MERCY;by Bryan Stevenson;238 weeks on the list,,,,,,THE STAND;by Stephen King;,BREATH;by James Nestor;,,SMILE;by Raina Telgemeier;,UNSOLVED;by James Patterson and David Ellis;,,
12,THE VISCOUNT WHO LOVED ME;by Julia Quinn;4 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;19 weeks on the list,BLINDSIDE;by James Patterson and James O. Born;New this week,BREATH;by James Nestor;6 weeks on the list,WORLD OF WONDERS;by Aimee Nezhukumatathil;7 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;29 weeks on the list,,,,,,ROMANCING MISTER BRIDGERTON;by Julia Quinn;,MYTHOS;by Stephen Fry;,,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE VISCOUNT WHO LOVED ME;by Julia Quinn;,,
13,THE SCORPION'S TAIL;by Douglas Preston and Lincoln Child;2 weeks on the list,THE SCORPION'S TAIL;by Douglas Preston and Lincoln Child;2 weeks on the list,CIRCE;by Madeline Miller;33 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;33 weeks on the list,YOU'LL NEVER BELIEVE WHAT HAPPENED TO LACEY;by Amber Ruffin and Lacey Lamar;2 weeks on the list,SAPIENS;by Yuval Noah Harari;128 weeks on the list,,,,,,WHERE THE CRAWDADS SING;by Delia Owens;,SAPIENS;by Yuval Noah Harari;,,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,BLOOD IN THE DUST;by William W. Johnstone and J.A. Johnstone;,,
14,NEWS OF THE WORLD;by Paulette Jiles;New this week,THE GUEST LIST;by Lucy Foley;23 weeks on the list,THE AUTHENTICITY PROJECT;by Clare Pooley;3 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;4 weeks on the list,WINTERING;by Katherine May;3 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;37 weeks on the list,,,,,,THE SCORPION'S TAIL;by Douglas Preston and Lincoln Child;,EDUCATED;by Tara Westover;,,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",THE WARSAW PROTOCOL;by Steve Berry;,,
15,THE DUTCH HOUSE;by Ann Patchett;30 weeks on the list,DEADLY CROSS;by James Patterson;8 weeks on the list,THE SEVEN HUSBANDS OF EVELYN HUGO;by Taylor Jenkins Reid;2 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;71 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;33 weeks on the list,LEAD FROM THE OUTSIDE;by Stacey Abrams;12 weeks on the list,,,,,,THE PUSH;by Ashley Audrain;,YOU'LL NEVER BELIEVE WHAT HAPPENED TO LACEY;by Amber Ruffin and Lacey Lamar;,,DRAMA;by Raina Telgemeier;,SISTERS BY CHOICE;by Susan Mallery;,,
