,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,DARK SACRED NIGHT;by Michael Connelly;New this week,ELEVATION;by Stephen King;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;9 weeks on the list,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;New this week,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;New this week,SAPIENS;by Yuval Noah Harari;25 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;30 weeks on the list",WONDER;by R.J. Palacio;169 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;503 weeks on the list,THE HATE U GIVE;by Angie Thomas;88 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,SHIP OF FOOLS;by Tucker Carlson;,DARE TO LEAD;by Brené Brown;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,THE MAMBA MENTALITY;by Kobe Bryant;
2,ELEVATION;by Stephen King;New this week,THE RECKONING;by John Grisham;2 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;22 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;4 weeks on the list,HINDSIGHT;by Justin Timberlake;New this week,BEAUTIFUL BOY;by David Sheff;8 weeks on the list,COOK LIKE A PRO;by Ina Garten;2 weeks on the list,MAX EINSTEIN: THE GENIUS EXPERIMENT;by James Patterson and Chris Grabenstein. Illustrated by Beverly Johnson;4 weeks on the list,HOW TO CATCH A TURKEY;by Adam Wallace. Illustrated by Andy Elkerton;New this week,DOG MAN;by Dav Pilkey;62 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;4 weeks on the list",THE RECKONING;by John Grisham;,EDUCATED;by Tara Westover;,LEADERSHIP;by Doris Kearns Goodwin;,SAPIENS;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
3,THE RECKONING;by John Grisham;2 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;New this week,CRAZY RICH ASIANS;by Kevin Kwan;28 weeks on the list,HINDSIGHT;by Justin Timberlake;New this week,KILLING THE SS;by Bill O'Reilly and Martin Dugard;4 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;2 weeks on the list,MEDICAL MEDIUM LIVER RESCUE;by Anthony William;New this week,DRAGONWATCH: WRATH OF THE DRAGON KING;by Brandon Mull;2 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;245 weeks on the list,HARRY POTTER;by J.K. Rowling;502 weeks on the list,BRIDGE OF CLAY;by Markus Zusak;4 weeks on the list,EVERY BREATH;by Nicholas Sparks;,FEAR;by Bob Woodward;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
4,EVERY BREATH;by Nicholas Sparks;3 weeks on the list,EVERY BREATH;by Nicholas Sparks;3 weeks on the list,LESS;by Andrew Sean Greer;24 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;5 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;5 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;31 weeks on the list,DARE TO LEAD;by Brené Brown;4 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;3 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;157 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;23 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;35 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,MASTERING THE MARKET CYCLE;by Howard Marks;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THE BIG FELLA;by Jane Leavy;
5,ARCHANGEL'S PROPHECY;by Nalini Singh;New this week,UNSHELTERED;by Barbara Kingsolver;3 weeks on the list,MILK AND HONEY;by Rupi Kaur;134 weeks on the list,EDUCATED;by Tara Westover;37 weeks on the list,FEAR;by Bob Woodward;8 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;2 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;99 weeks on the list,LOUISIANA'S WAY HOME;by Kate DiCamillo;4 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;28 weeks on the list,DORK DIARIES;by Rachel Renée Russell;264 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;56 weeks on the list,THE WITCH ELM;by Tana French;,KILLING THE SS;by Bill O'Reilly and Martin Dugard;,THE LAWS OF HUMAN NATURE;by Robert Greene;,LEONARDO DA VINCI;by Walter Isaacson;,SHOE DOG;by Phil Knight;
6,WHERE THE CRAWDADS SING;by Delia Owens;8 weeks on the list,THE NEXT PERSON YOU MEET IN HEAVEN;by Mitch Albom;4 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;New this week,FEAR;by Bob Woodward;8 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;2 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;17 weeks on the list,"GMORNING, GNIGHT!;by Lin-Manuel Miranda. Illustrated by Jonny Sun;3 weeks on the list",REFUGEE;by Alan Gratz;37 weeks on the list,SANTA BRUCE;by Ryan T. Higgins;New this week,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;16 weeks on the list,LONG WAY DOWN;by Jason Reynolds;32 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;,THE FIFTH RISK;by Michael Lewis;,THIRST;by Scott Harrison with Lisa Sweetingham;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
7,UNSHELTERED;by Barbara Kingsolver;3 weeks on the list,A SPARK OF LIGHT;by Jodi Picoult;5 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;15 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;2 weeks on the list,ALMOST EVERYTHING;by Anne Lamott;3 weeks on the list,GRIT;by Angela Duckworth;11 weeks on the list,YOU ARE A BADASS;by Jen Sincero;147 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;49 weeks on the list,ELBOW GREASE;by John Cena. Illustrated by Howard McWilliam;4 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;143 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;15 weeks on the list,A SPARK OF LIGHT;by Jodi Picoult;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,ACCESSORY TO WAR;by Neil deGrasse Tyson and Avis Lang;,UNBROKEN;by Laura Hillenbrand;
8,THE NEXT PERSON YOU MEET IN HEAVEN;by Mitch Albom;4 weeks on the list,AMBUSH;by James Patterson and James O. Born;4 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;57 weeks on the list,THE FIFTH RISK;by Michael Lewis;5 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;3 weeks on the list,JUST MERCY;by Bryan Stevenson;128 weeks on the list,WHISKEY IN A TEACUP;by Reese Witherspoon;6 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;71 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;249 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;102 weeks on the list,WHAT IF IT'S US;by Becky Albertalli and Adam Silvera;4 weeks on the list,HOLY GHOST;by John Sandford;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE SAWBONES BOOK;by Sydnee McElroy and Justin McElroy;,BELICHICK;by Ian O'Connor;
9,WYOMING LEGEND;by Diana Palmer;New this week,HOLY GHOST;by John Sandford;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;88 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;3 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;7 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;57 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;24 weeks on the list,START NOW!;by Chelsea Clinton;3 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;147 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;9 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;65 weeks on the list,LETHAL WHITE;by Robert Galbraith;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE LAST PASS;by Gary M. Pomerantz;
10,RESCUING MARY;by Susan Stoker;New this week,WHERE THE CRAWDADS SING;by Delia Owens;9 weeks on the list,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;8 weeks on the list,ALMOST EVERYTHING;by Anne Lamott;3 weeks on the list,I MIGHT REGRET THIS;by Abbi Jacobson;New this week,BEING MORTAL;by Atul Gawande;61 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;8 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;14 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;20 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;12 weeks on the list,THUNDERHEAD;by Neal Shusterman;25 weeks on the list,THE CUCKOO'S CALLING;by Robert Galbraith;,BORN A CRIME;by Trevor Noah;,AI SUPERPOWERS;by Kai-Fu Lee;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BIG GAME;by Mark Leibovich;
