,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;8 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;56 weeks on the list,,THE OBAMA DIARIES;by Laura Ingraham;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;180 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;18 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;469 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;New this week,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;15 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;7 weeks on the list",LINGER;by Maggie Stiefvater;New this week,THE HUNGER GAMES;by Suzanne Collins;3 weeks on the list,LEGO STAR WARS;by Simon Beecroft;30 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;154 weeks on the list
2,FLY AWAY HOME;by Jennifer Weiner;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;17 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;11 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;181 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;6 weeks on the list,THE TWILIGHT SAGA: ECLIPSE;by Mark Cotta Vaz;3 weeks on the list,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;New this week,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;19 weeks on the list,"OURAN HIGH SCHOOL HOST CLUB, VOL. 14;by Bisco Hatori;2 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;11 weeks on the list",BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;6 weeks on the list,STAR WARS;by Rufus Butler Seder;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;158 weeks on the list
3,THE SEARCH;by Nora Roberts;2 weeks on the list,LITTLE BEE;by Chris Cleave;22 weeks on the list,,MEDIUM RAW;by Anthony Bourdain;6 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;29 weeks on the list",THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;96 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;155 weeks on the list,BLACKEST NIGHT: GREEN LANTERN CORPS;by Peter J. Tomasi and Patrick Gleason;New this week,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;7 weeks on the list,"VAMPIRE KNIGHT, VOL. 10;by Matsuri Hino;7 weeks on the list",CATCHING FIRE;by Suzanne Collins;46 weeks on the list,THE BOOK THIEF;by Markus Zusak;149 weeks on the list,OOH LA LA! IT'S BEAUTY DAY;by Jane O’Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;19 weeks on the list
4,THE HELP;by Kathryn Stockett;68 weeks on the list,"UNDER THE DOME, PART 1;by Stephen King;2 weeks on the list",,THE BIG SHORT;by Michael Lewis;18 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;90 weeks on the list,THE SECRET;by Rhonda Byrne;166 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;26 weeks on the list,TWILIGHT;by Mark Cotta Vaz;18 weeks on the list,BATMAN: R. I. P.;by Grant Morrison and Tony Daniel;4 weeks on the list,"BLACK BUTLER, VOL. 2;by Yana Toboso;9 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;6 weeks on the list,L.A. CANDY;by Lauren Conrad;23 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;9 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;79 weeks on the list
5,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,ONE DAY;by David Nicholls;4 weeks on the list,,WAR;by Sebastian Junger;10 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;176 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;74 weeks on the list,SKINNY BITCH;by Kim Barnouin;144 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;20 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;6 weeks on the list","BLACK LAGOON, VOL. 9;by Rei Hiroe;New this week",THEODORE BOONE: KID LAWYER;by John Grisham;8 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;66 weeks on the list,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;9 weeks on the list,THE IMMORTALS;by Alyson Noël;18 weeks on the list
6,THE GLASS RAINBOW;by James Lee Burke;New this week,BEST FRIENDS FOREVER;by Jennifer Weiner;11 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;19 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;14 weeks on the list,SWITCH;by Chip Heath and Dan Heath;21 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;87 weeks on the list,ARKHAM ASYLUM: MADNESS;by Sam Kieth;3 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;11 weeks on the list,"THE LAST AIRBENDER (9780345518552);by Dave Roman, Joon Choi and Alison Wilgus;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;97 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;77 weeks on the list,"CITY DOG, COUNTRY FROG;by Mo Willems. Illustrated by Jon J Muth;6 weeks on the list",THE 39 CLUES;by various authors;54 weeks on the list
7,SIZZLING SIXTEEN;by Janet Evanovich;4 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;25 weeks on the list,,COMING BACK STRONGER;by Drew Brees with Chris Fabry;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;302 weeks on the list,WIN FOREVER;by Pete Carroll with Yogi Roth and Kristoffer A. Garin;New this week,HUNGRY GIRL HAPPY HOUR;by Lisa Lillien;3 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;71 weeks on the list,"CHEW, VOL. 2;by John Layman and Rob Guillory;4 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;20 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;16 weeks on the list,PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;8 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;37 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;98 weeks on the list
8,FAITHFUL PLACE;by Tana French;New this week,SWIMSUIT;by James Patterson and Maxine Paetro;5 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;4 weeks on the list,ZEITOUN;by Dave Eggers;5 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;27 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;29 weeks on the list",DEADPOOL: MONKEY BUSINESS;by Daniel Way and Paco Medina;New this week,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;13 weeks on the list,"INUYASHA, VOL. 50;by Rumiko Takahashi;New this week",FALLEN;by Lauren Kate;32 weeks on the list,SHIVER;by Maggie Stiefvater;7 weeks on the list,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;9 weeks on the list,GALLAGHER GIRLS;by Ally Carter;6 weeks on the list
9,THE OVERTON WINDOW;by Glenn Beck;5 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;58 weeks on the list,,SLIDING INTO HOME;by Kendra Wilkinson;2 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;47 weeks on the list,FIESTA AT RICK'S;by Rick Bayless;New this week,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;26 weeks on the list","BATWOMAN: ELEGY;by Greg Rucka, J. H. Williams and J. G. Jones;2 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;35 weeks on the list","SOUL EATER, VOL. 3;by Atsushi Ohkubo;New this week",SWEET LITTLE LIES;by Lauren Conrad;13 weeks on the list,SAVVY;by Ingrid Law;16 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;118 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;49 weeks on the list
10,LIVE TO TELL;by Lisa Gardner;New this week,SARAH’S KEY;by Tatiana de Rosnay;75 weeks on the list,,IN A HEARTBEAT;by Leigh Anne Tuohy and Sean Tuohy with Sally Jenkins;New this week,LIT;by Mary Karr;3 weeks on the list,CAN AMERICA SURVIVE?;by John Hagee;2 weeks on the list,RADICAL;by David Platt;6 weeks on the list,COVER RUN: THE DC COMICS ART OF ADAM HUGHES;by Adam Hughes;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;72 weeks on the list,"ONE PIECE, VOL. 54;by Eiichiro Oda;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;65 weeks on the list,SCAT;by Carl Hiaasen;12 weeks on the list,SHARK VS. TRAIN;by Chris Barton. Illustrated by Tom Lichtenheld;5 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;31 weeks on the list
