,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,TURBO TWENTY-THREE;by Janet Evanovich;New this week,TURBO TWENTY-THREE;by Janet Evanovich;New this week,A MAN CALLED OVE;by Fredrik Backman;47 weeks on the list,,,SETTLE FOR MORE;by Megyn Kelly;New this week,SETTLE FOR MORE;by Megyn Kelly;New this week,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;5 weeks on the list,SETTLE FOR MORE;by Megyn Kelly;New this week,COOKING FOR JEFFREY;by Ina Garten;4 weeks on the list,"DANTDM: TRAYAURUS AND THE ENCHANTED CRYSTAL;by Dan Middleton, Doreen Mulryan and Mike Love;4 weeks on the list",GHOSTS;by Raina Telgemeier;10 weeks on the list,"THE LEGEND OF ZELDA: LEGENDARY EDITION, VOL. 1;by Akira Himekawa;3 weeks on the list",THE HAMMER OF THOR;by Rick Riordan;7 weeks on the list,THE HAMMER OF THOR;by Rick Riordan;7 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;67 weeks on the list,"TAKE HEART, MY CHILD;by Ainsley Earhardt with Kathryn Cristaldi. Illustrated by Jaime Kim;New this week",HARRY POTTER;by J.K. Rowling;400 weeks on the list,HOW TO HANG A WITCH;by Adriana Mather;3 weeks on the list,COURAGE TO SOAR;by Simone Biles with Michelle Burford;New this week,FIVE NIGHTS AT FREDDY'S: THE SILVER EYES;by Scott Cawthon and Kira Breed-Wrisley;8 weeks on the list,LET ME TELL YOU ABOUT JASPER ...;by Dana Perino;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,FILTHY RICH;by James Patterson and John Connolly with Tim Malloy;,BORN A CRIME;by Trevor Noah;,GRIT;by Angela Duckworth;,ROGUE HEROES;by Ben Macintyre;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;",DOMINO;by the editors of domino;,COOKING FOR JEFFREY;by Ina Garten;,VOLO'S GUIDE TO MONSTERS;by Wizards RPG Team;,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;,SCRAPPY LITTLE NOBODY;by Anna Kendrick;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,LOVE WARRIOR;by Glennon Doyle Melton;,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;,BORN A CRIME;by Trevor Noah;,SHAKEN;by Tim Tebow;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SHAKEN;by Tim Tebow;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;"
2,NO MAN'S LAND;by David Baldacci;New this week,NO MAN'S LAND;by David Baldacci;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;19 weeks on the list,,,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;10 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;10 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;58 weeks on the list,SUPERFICIAL;by Andy Cohen;New this week,YOU ARE A BADASS;by Jen Sincero;45 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;231 weeks on the list,DRAMA;by Raina Telgemeier;171 weeks on the list,"MY HERO ACADEMIA, VOL. 6;by Kohei Horikoshi;3 weeks on the list",THE HIDDEN ORACLE;by Rick Riordan;29 weeks on the list,DOG MAN;by Dav Pilkey;12 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;67 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;11 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;401 weeks on the list,LIES WE TELL OURSELVES;by Robin Talley;New this week,HEARTLESS;by Marissa Meyer;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;67 weeks on the list,THE LION IN THE LIVING ROOM;by Abigail Tucker;,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,SETTLE FOR MORE;by Megyn Kelly;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DONOVAN;by William Stephenson and Richard Dunlop;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,APPETITES;by Anthony Bourdain with Laurie Woolever;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SUPERFICIAL;by Andy Cohen;,UNINVITED;by Lysa TerKeurst;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,SETTLE FOR MORE;by Megyn Kelly;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,A LIFE WELL PLAYED;by Arnold Palmer;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
3,THE WHISTLER;by John Grisham;4 weeks on the list,THE WHISTLER;by John Grisham;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;32 weeks on the list,,,OUR REVOLUTION;by Bernie Sanders;New this week,OUR REVOLUTION;by Bernie Sanders;New this week,THE NEW JIM CROW;by Michelle Alexander;137 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;17 weeks on the list,APPETITES;by Anthony Bourdain with Laurie Woolever;4 weeks on the list,FIGHT CLUB 2;by Chuck Palahniuk and Cameron Stewart;21 weeks on the list,SMILE;by Raina Telgemeier;232 weeks on the list,"ONE–PUNCH MAN, VOL. 9;by ONE and Yusuke Murata;3 weeks on the list",THE WAR THAT SAVED MY LIFE;by Kimberly Brubaker Bradley;New this week,WONDER;by R.J. Palacio;67 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;67 weeks on the list,GIVE PLEASE A CHANCE;by Bill O'Reilly and James Patterson;New this week,DORK DIARIES;by Rachel Renée Russell;182 weeks on the list,UNTIL FRIDAY NIGHT;by Abbi Glines;11 weeks on the list,DAN AND PHIL GO OUTSIDE;by Dan Howell and Phil Lester;3 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;60 weeks on the list,DOUG THE PUG;by Leslie Mosier;,BUILDING THE INTERNET OF THINGS;by Maciej Kranz;,BORN TO RUN;by Bruce Springsteen;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE DAILY SHOW (THE BOOK);by Chris Smith;,THING EXPLAINER;by Randall Munroe;,THE SECRET WAR;by Max Hastings;,INTO THE WILD;by Jon Krakauer;,TABLE MANNERS;by Jeremiah Tower. Illustrated by Libby VanderPloeg;,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;,HARRY POTTER COLORING BOOK;by various illustrators;,THE TRUTH ABOUT CANCER;by Ty M. Bollinger;,BORN A CRIME;by Trevor Noah;,LOVE WARRIOR;by Glennon Doyle Melton;,LUCKY BASTARD;by Joe Buck;,HILLBILLY ELEGY;by J.D. Vance;,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,SAPIENS;by Yuval Noah Harari;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;
4,NIGHT SCHOOL;by Lee Child;2 weeks on the list,NIGHT SCHOOL;by Lee Child;2 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;31 weeks on the list,,,HILLBILLY ELEGY;by J.D. Vance;17 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;17 weeks on the list,JUST MERCY;by Bryan Stevenson;54 weeks on the list,SCRAPPY LITTLE NOBODY;by Anna Kendrick;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;180 weeks on the list,THE BEST AMERICAN COMICS 2016;edited by Roz Chast and Bill Kartalopoulos;7 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;63 weeks on the list,"ONE PIECE, VOL. 80;by Eiichiro Oda;3 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;51 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;17 weeks on the list,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;19 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;111 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;61 weeks on the list,HEARTLESS;by Marissa Meyer;2 weeks on the list,STAR WARS: AHSOKA;by E. K. Johnston;6 weeks on the list,A MONSTER CALLS;by Patrick Ness. Illustrated by Jim Kay;15 weeks on the list,SECRET SERVICE DOGS;by Maria Goodavage;,GRIT;by Angela Duckworth;,SCRAPPY LITTLE NOBODY;by Anna Kendrick;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,SAPIENS;by Yuval Noah Harari;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE GHOST ARMY OF WORLD WAR II;by Rick Beyer and Elizabeth Seyles;,DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,SKINNYTASTE FAST AND SLOW;by Gina Homolka with Heather K. Jones;,THE LEGO IDEAS BOOK;by Daniel Lipkowitz;,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,OUR REVOLUTION;by Bernie Sanders;,JUST MERCY;by Bryan Stevenson;,UNINVITED;by Lysa TerKeurst;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BOYS IN THE BOAT;by Daniel James Brown;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;
5,CHAOS;by Patricia Cornwell;New this week,ODESSA SEA;by Clive Cussler and Dirk Cussler;New this week,THE SELLOUT;by Paul Beatty;4 weeks on the list,,,SCRAPPY LITTLE NOBODY;by Anna Kendrick;New this week,SCRAPPY LITTLE NOBODY;by Anna Kendrick;New this week,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;5 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;10 weeks on the list,THE TRUTH ABOUT CANCER;by Ty M. Bollinger;4 weeks on the list,HILO BOOK 2: SAVING THE WHOLE WIDE WORLD;by Judd Winick;21 weeks on the list,SISTERS;by Raina Telgemeier;109 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;72 weeks on the list",WONDER;by R.J. Palacio;54 weeks on the list,THE SWORD OF SUMMER;by Rick Riordan;46 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;63 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;178 weeks on the list,TALES FROM THE SHADOWHUNTER ACADEMY;by Cassandra Clare and others;9 weeks on the list,ZODIAC;by Romina Russell;New this week,MOON CHOSEN;by P. C. Cast;5 weeks on the list,NERVE;by Jeanne Ryan;19 weeks on the list,SUSIE'S SENIOR DOGS;by Erin Stanton;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SUPERFICIAL;by Andy Cohen;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,THE CASE OF BEASTS;by Mark Salisbury;,THE SIGNAL AND THE NOISE;by Nate Silver;,SECRET SERVICE DOGS;by Maria Goodavage;,PACIFIC;by Simon Winchester;,MODERN CIVILITY;by Cynthia W. Lett;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,PLAYER'S HANDBOOK;by Wizards RPG Team;,BEING MORTAL;by Atul Gawande;,THE DAILY SHOW (THE BOOK);by Chris Smith;,WHY NOT ME?;by Mindy Kaling;,THE GLASS CASTLE;by Jeannette Walls;,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,"THINK BETTER, LIVE BETTER;by Joel Osteen;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,GUNSLINGER;by Jeff Pearlman;,THE HOTEL ON PLACE VENDOME;by Tilar J. Mazzeo;
6,ODESSA SEA;by Clive Cussler and Dirk Cussler;New this week,TWO BY TWO;by Nicholas Sparks;7 weeks on the list,15TH AFFAIR;by James Patterson and Maxine Paetro;2 weeks on the list,,,SUPERFICIAL;by Andy Cohen;New this week,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;5 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;130 weeks on the list,OUR REVOLUTION;by Bernie Sanders;New this week,UNINVITED;by Lysa TerKeurst;15 weeks on the list,"ROLLING BLACKOUTS: DISPATCHES FROM TURKEY, SYRIA AND IRAQ;by Sarah Glidden;4 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;34 weeks on the list","TOKYO GHOUL, VOL. 9;by Sui Ishida;5 weeks on the list",,THE HIDDEN ORACLE;by Rick Riordan;29 weeks on the list,CIRCUS MIRANDUS;by Cassie Beasley. Illustrated by Diana Sudyka;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;144 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;25 weeks on the list,,THE SUN IS ALSO A STAR;by Nicola Yoon;3 weeks on the list,RED QUEEN;by Victoria Aveyard;24 weeks on the list,BEING A DOG;by Alexandra Horowitz;,DESIGNING YOUR LIFE;by Bill Burnett and Dave Evans;,BORN A CRIME;by Trevor Noah;,SISTERS IN LAW;by Linda Hirshman;,SPQR;by Mary Beard;,THE GIFT OF FAILURE;by Jessica Lahey;,A MAN CALLED INTREPID;by William Stevenson;,THE INVENTION OF NATURE;by Andrea Wulf;,UNMENTIONABLE;by Therese Oneill;,THUG KITCHEN;by the staff of Thug Kitchen;,SECRET GARDEN;illustrated by Johanna Basford;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,IN SUCH GOOD COMPANY;by Carol Burnett;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,STRANGERS IN THEIR OWN LAND;by Arlie Russell Hochschild;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE BROKEN WAY;by Ann Voskamp;,BEING MORTAL;by Atul Gawande;,LUCKY BASTARD;by Joe Buck;,HUMANS OF NEW YORK;by Brandon Stanton;
7,THE GIRL ON THE TRAIN;by Paula Hawkins;91 weeks on the list,CHAOS;by Patricia Cornwell;New this week,"IN A DARK, DARK WOOD;by Ruth Ware;26 weeks on the list",,,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;5 weeks on the list,BORN A CRIME;by Trevor Noah;New this week,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;4 weeks on the list,BORN A CRIME;by Trevor Noah;New this week,SKINNYTASTE FAST AND SLOW;by Gina Homolka with Heather K. Jones;6 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;27 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;180 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;63 weeks on the list",,PAX;Sara Pennypacker. Illustrated by Jon Klassen;39 weeks on the list,PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;19 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;60 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;413 weeks on the list,,ZAYN;by Zayn;3 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;16 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE POWER OF HABIT;by Charles Duhigg;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,DREAMLAND;by Sam Quinones;,THE GODFATHER NOTEBOOK;by Francis Ford Coppola;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,BARBARIAN DAYS;by William Finnegan;,STONED;by Aja Raden;,ALTON BROWN:  EVERYDAYCOOK;by Alton Brown;,MARVEL ENCYCLOPEDIA;by Matt Forbeck;,THE GRAIN BRAIN WHOLE LIFE PLAN;by David Perlmutter with Kristin Loberg;,KATHY GRIFFIN'S CELEBRITY RUN-INS;by Kathy Griffin;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,HUNGRY HEART;by Jennifer Weiner;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THEY CAN'T KILL US ALL;by Wesley Lowery;,THE POWER OF NOW;by Eckhart Tolle;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,PACIFIC;by Simon Winchester;
8,THE SLEEPING BEAUTY KILLER;by Mary Higgins Clark and Alafair Burke;New this week,THE MISTLETOE SECRET;by Richard Paul Evans;New this week,ARRIVAL;by Ted Chiang;New this week,,,BORN A CRIME;by Trevor Noah;New this week,SUPERFICIAL;by Andy Cohen;New this week,THE WITCHES;by Stacy Schiff;9 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;5 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;3 weeks on the list,SNOW WHITE;by Matt Phelan;6 weeks on the list,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;7 weeks on the list,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;127 weeks on the list",,WOMEN IN SCIENCE;by Rachel Ignotofsky;7 weeks on the list,I AM MALALA;by Malala Yousafzai with Patricia McCormick;21 weeks on the list,IF YOU GIVE A MOUSE A BROWNIE;by Laura Numeroff. Illustrated by Felicia Bond;5 weeks on the list,THE ROYALS;by Erin Watt;5 weeks on the list,,LADY MIDNIGHT;by Cassandra Clare;31 weeks on the list,THE CABIN;by Natasha Preston;10 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,SHOE DOG;by Phil Knight;,THE DAILY SHOW (THE BOOK);by Chris Smith;,AL CAPONE;by Deirdre Bair;,SPEAKING AMERICAN;by Josh Katz;,ON WRITING;by Stephen King;,THE LAST GOODNIGHT;by Howard Blum;,THE WRIGHT BROTHERS;by David McCullough;,HOW TO TIE A SCARF;by the staff of Potter Style;,THE FOOD LAB;by J. Kenji Lopez-Alt;,MONSTER MANUAL;by Wizards RPG Team;,BELLEVUE;by David Oshinsky;,YUGE!;by G. B. Trudeau;,HUNGRY HEART;by Jennifer Weiner;,H IS FOR HAWK;by Helen Macdonald;,THE NEW JIM CROW;by Michelle Alexander;,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,PRESENT OVER PERFECT;by Shauna Niequist;,WHAT IF?;by Randall Munroe;,WON FOR THE AGES;by the staff of the Chicago Tribune;,BARBARIAN DAYS;by William Finnegan;
9,THE WRONG SIDE OF GOODBYE;by Michael Connelly;3 weeks on the list,THE WRONG SIDE OF GOODBYE;by Michael Connelly;3 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;11 weeks on the list,,,BORN TO RUN;by Bruce Springsteen;8 weeks on the list,BORN TO RUN;by Bruce Springsteen;8 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;111 weeks on the list",ALEXANDER HAMILTON;by Ron Chernow;32 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;104 weeks on the list,MOEBIUS LIBRARY: THE WORLD OF EDENA;by Jean (Moebius) Giraud;2 weeks on the list,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;New this week,"ONE-PUNCH MAN, VOL. 8;by ONE and Yusuke Murata;7 weeks on the list",,THE MISADVENTURES OF MAX CRUMBLY: LOCKER HERO;by Rachel Renée Russell;16 weeks on the list,THE WAR THAT SAVED MY LIFE;by Kimberly Brubaker Bradley;16 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;79 weeks on the list",RUSH REVERE;by Rush Limbaugh with Kathryn Adams Limbaugh;20 weeks on the list,,WHAT LIGHT;by Jay Asher;5 weeks on the list,ALL THE BRIGHT PLACES;by Jennifer Niven;6 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,OUTLIERS;by Malcolm Gladwell;,NOT DEAD YET;by Phil Collins;,THE COURT AND THE WORLD;by Stephen Breyer;,FRANTUMAGLIA;by Elena Ferrante;,MATHEMATICAL MINDSETS;by Jo Boaler;,THE SECRET HISTORY OF WORLD WAR II;by Neil Kagan and Stephen G. Hyslop;,WILD;by Cheryl Strayed;,JOHN DERIAN PICTURE BOOK;by John Derian;,DEEP RUN ROOTS;by Vivian Howard;,ENCHANTED FOREST;illustrated by Johanna Basford;,ON LIVING;by Kerry Egan;,WHY NOT ME?;by Mindy Kaling;,HEMINGWAY IN LOVE;by A. E. Hotchner;,"CARRY ON, WARRIOR;by Glennon Doyle Melton;",WHITE TRASH;by Nancy Isenberg;,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;,THE WITCHES;by Stacy Schiff;,QUIET;by Susan Cain;,THE AMERICAN FISHERMAN;by Willie Robertson and William Doyle;,THE WRIGHT BROTHERS;by David McCullough;
10,A MAN CALLED OVE;by Fredrik Backman;26 weeks on the list,CATALYST;by James Luceno;New this week,THE LITTLE PARIS BOOKSHOP;by Nina George;18 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;47 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;31 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;89 weeks on the list,STRANGERS IN THEIR OWN LAND;by Arlie Russell Hochschild;New this week,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;2 weeks on the list,"ANGEL CATBIRD, VOL. 1;by Margaret Atwood and Johnnie Christmas;11 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;103 weeks on the list","TOKYO GHOUL, VOL. 8;by Sui Ishida;12 weeks on the list",,RAD AMERICAN WOMEN A-Z;by Kate Schatz. Illustrated by Miriam Klein Stahl;3 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;27 weeks on the list,PETE THE CAT AND THE MISSING CUPCAKES;by Kimberly Dean and James Dean;7 weeks on the list,THE MAZE RUNNER;by James Dashner;185 weeks on the list,,THE DIABOLIC;by S. J. Kincaid;New this week,"LET IT SNOW;by John Green, Maureen Johnson and Lauren Myracle;3 weeks on the list",INSIDE OF A DOG;by Alexandra Horowitz;,TOGETHER IS BETTER;by Simon Sinek;,TESTIMONY;by Robbie Robertson;,AMERICAN HEIRESS;by Jeffrey Toobin;,ABSOLUTELY ON MUSIC;by Haruki Murakami and Seiji Ozawa;,WEAPONS OF MATH DESTRUCTION;by Cathy O'Neil;,THE PIGEON TUNNEL;by John le Carré;,THE OREGON TRAIL;by Rinker Buck;,AMERICAN DREAMER;by Tommy Hilfiger with Peter Knobler;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,THE WILD UNKNOWN TAROT DECK AND GUIDEBOOK;by Kim Krans;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,H IS FOR HAWK;by Helen Macdonald;,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,JUST MERCY;by Bryan Stevenson;,HIDDEN FIGURES;by Margot Lee Shetterly;,ON LIVING;by Kerry Egan;,"WELCOME TO THE UNIVERSE;by Neil deGrasse Tyson, Michael A. Strauss and J. Richard Gott;",RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,LION;by Saroo Brierley;
