,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;21 weeks on the list,THE FALLEN ANGEL;by Daniel Silva;New this week,FIFTY SHADES OF GREY;by E. L. James;19 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,WILD;by Cheryl Strayed;14 weeks on the list,WILD;by Cheryl Strayed;14 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;12 weeks on the list,WILD;by Cheryl Strayed;18 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;10 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;8 weeks on the list,WILD;by Cheryl Strayed;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;2 weeks on the list,SMILE;by Raina Telgemeier;26 weeks on the list,"SAILOR MOON, VOL. 6;by Naoko Takeuchi;2 weeks on the list","THE LAND OF STORIES, THE WISHING SPELL;by Chris Colfer. Illustrated by Brandon Dorman;New this week",DIVERGENT;by Veronica Roth;21 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;42 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;100 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,FIFTY SHADES DARKER;by E. L. James;21 weeks on the list,GONE GIRL;by Gillian Flynn;7 weeks on the list,FIFTY SHADES DARKER;by E. L. James;16 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,UNBROKEN;by Laura Hillenbrand;78 weeks on the list,UNBROKEN;by Laura Hillenbrand;88 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;72 weeks on the list,UNBROKEN;by Laura Hillenbrand;78 weeks on the list,"SPY THE LIE;by Philip Houston, Michael Floyd and Susan Carnicero with Don Tennant;New this week",THE FIVE LOVE LANGUAGES;by Gary Chapman;260 weeks on the list,UNBROKEN;by Laura Hillenbrand;,GET JIRO!;by Anthony Bourdain and Joel Rose;3 weeks on the list,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;8 weeks on the list,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 1;by  QuinRose and Mamenosuke Fujimaru;New this week",INSURGENT;by Veronica Roth;12 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;9 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;12 weeks on the list,DORK DIARIES;by Rachel Renée Russell;42 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,TIPPING POINT;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
3,FIFTY SHADES FREED;by E. L. James;20 weeks on the list,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;2 weeks on the list",FIFTY SHADES FREED;by E. L. James;16 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,STEVE JOBS;by Walter Isaacson;39 weeks on the list,AMATEUR;by Edward Klein;10 weeks on the list,OUTLIERS;by Malcolm Gladwell;59 weeks on the list,STEVE JOBS;by Walter Isaacson;39 weeks on the list,THE 17 DAY DIET;by Mike Moreno;62 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;571 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;83 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;54 weeks on the list","NARUTO, VOL. 57;by Masashi Kishimoto;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;28 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;7 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;184 weeks on the list,IMAGINE;by Jonah Lehrer;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,THE FALLEN ANGEL;by Daniel Silva;New this week,SHADOW OF NIGHT;by Deborah Harkness;2 weeks on the list,BARED TO YOU;by Sylvia Day;6 weeks on the list,,,THE FALLEN ANGEL;by Daniel Silva;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;42 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;43 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;3 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;43 weeks on the list,CHOOSE TO LOSE;by Chris Powell;4 weeks on the list,EAT TO LIVE;by Joel Fuhrman;54 weeks on the list,AMATEUR;by Edward Klein;,BATGIRL: THE DARKEST REFLECTION;by Gail Simone and Ardian Syaf;New this week,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;5 weeks on the list","ROSARIO+VAMPIRE: SEASON II, VOL. 9;by Akihisa Ikeda;3 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;59 weeks on the list,THE BOOK THIEF;by Markus Zusak;254 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;9 weeks on the list,KANE CHRONICLES;by Rick Riordan;12 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",VISION;by Gordon D'Angelo;,COWARDS;by Glenn Beck and Kevin Balfe;
5,GONE GIRL;by Gillian Flynn;7 weeks on the list,CREOLE BELLE;by James Lee Burke;New this week,THE NIGHT CIRCUS;by Erin Morgenstern;3 weeks on the list,,,GONE GIRL;by Gillian Flynn;,AMATEUR;by Edward Klein;10 weeks on the list,DREAM TEAM;by Jack McCallum;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;280 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;New this week,WHEAT BELLY;by William Davis;15 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;72 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;10 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 2;by Gene Luen Yang and others;8 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, VOL. 35;by Ken Akamatsu;2 weeks on the list",BETWEEN THE LINES;by Jodi Picoult and Samantha van Leer;4 weeks on the list,BRAVE: THE JUNIOR NOVELIZATION;adapted by Irene Trimble;7 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;14 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;117 weeks on the list,MOBILE WAVE;by Michael Saylor;,DRIVE;by Daniel H. Pink;,AMERICAN SON;by Marco Rubio;
6,BARED TO YOU;by Sylvia Day;7 weeks on the list,BACKFIRE;by Catherine Coulter;2 weeks on the list,A DISCOVERY OF WITCHES;by Deborah Harkness;9 weeks on the list,,,THE LITIGATORS;by John Grisham;,IN THE GARDEN OF BEASTS;by Erik Larson;47 weeks on the list,STEVE JOBS;by Walter Isaacson;38 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;88 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;78 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;18 weeks on the list,TINY BEAUTIFUL THINGS;by Cheryl Strayed;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,NOT THE ISRAEL MY PARENTS PROMISED ME;by Harvey Pekar and JT Waldman;2 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;27 weeks on the list,"20TH CENTURY BOYS, VOL. 21;by Naoki Urasawa;New this week",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;11 weeks on the list,MATCHED;by Ally Condie;44 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;26 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;257 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,THE CHECKLIST MANIFESTO;by Atul Gawande;,IT WORKED FOR ME;by Colin Powell with Tony Koltz;
7,DEEP DOWN;by Lee Child;New this week,THE SANDCASTLE GIRLS;by Chris Bohjalian;New this week,RULES OF CIVILITY;by Amor Towles;4 weeks on the list,,,BARED TO YOU;by Sylvia Day;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;65 weeks on the list,MOBILE WAVE;by Michael Saylor;New this week,BOSSYPANTS;by Tina Fey;29 weeks on the list,AMATEUR;by Edward Klein;10 weeks on the list,THE SECRET;by Rhonda Byrne;192 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;41 weeks on the list,OUTLIERS;by Malcolm Gladwell;,FEVER MOON;by Karen Marie Moning and David Lawrence;2 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;19 weeks on the list","BLEACH, VOL. 43;by Tite Kubo;3 weeks on the list",WONDER;by R.J. Palacio;18 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;55 weeks on the list,PRESS HERE;by Hervé Tullet;57 weeks on the list,THE MAZE RUNNER;by James Dashner;32 weeks on the list,UNINTENDED CONSEQUENCES;by Edward Conard;,MONEYBALL;by Michael Lewis;,THE GREAT DESTROYER;by David Limbaugh;
8,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;2 weeks on the list",A DANCE WITH DRAGONS;by George R. R. Martin;50 weeks on the list,THE ALCHEMIST;by Paulo Coelho;228 weeks on the list,,,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;",A STOLEN LIFE;by Jaycee Dugard;2 weeks on the list,YEAR UP;by Gerald Chertavian;New this week,HOW TO BE A WOMAN;by Caitlin Moran;New this week,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;14 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;19 weeks on the list,THE MAGIC;by Rhonda Byrne;16 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,ARE YOU MY MOTHER?;by Alison Bechdel;12 weeks on the list,"CLIVE BARKER'S HELLRAISER, VOL. 3;by Clive Barker, Robb Humphreys and Janusz Ordon;New this week","BLEACH, VOL. 42;by Tite Kubo;3 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;42 weeks on the list,THE LOST HERO;by Rick Riordan;16 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;16 weeks on the list,FALLEN;by Lauren Kate;16 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
9,SHADOW OF NIGHT;by Deborah Harkness;2 weeks on the list,THE NEXT BEST THING;by Jennifer Weiner;3 weeks on the list,THE LITIGATORS;by John Grisham;4 weeks on the list,,,SHADOW OF NIGHT;by Deborah Harkness;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;76 weeks on the list,THE COMMUNIST;by Paul Kengor;New this week,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;8 weeks on the list,THE COMMUNIST;by Paul Kengor;New this week,WISHES FULFILLED;by Wayne W. Dyer;8 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;85 weeks on the list,DREAM TEAM;by Jack McCallum;,A GAME OF THRONES;by George R.R. Martin;12 weeks on the list,"FABLES - THE DELUXE EDITION BOOK SIX;by Bill Willingham, Mark Buckingham and others;2 weeks on the list","ONE PIECE, VOL. 63;by Eiichiro Oda;3 weeks on the list",SERAPHINA;by Rachel Hartman;2 weeks on the list,LOOKING FOR ALASKA;by John Green;2 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;32 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;68 weeks on the list,$100 STARTUP;by Chris Guillebeau;,HOW WE DECIDE;by Jonah Lehrer;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
10,CREOLE BELLE;by James Lee Burke;New this week,CLOSE YOUR EYES;by Iris Johansen and Roy Johansen;New this week,MAINE;by J. Courtney Sullivan;8 weeks on the list,,,CREOLE BELLE;by James Lee Burke;,THE GLASS CASTLE;by Jeannette Walls;24 weeks on the list,"YES, CHEF;by Marcus Samuelsson;4 weeks on the list",THE DEVIL IN THE WHITE CITY;by Erik Larson;226 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;62 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;20 weeks on the list,STEAL LIKE AN ARTIST;by Austin Kleon;4 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,BATMAN & ROBIN: BORN TO KILL;by Peter J. Tomasi and Patrick Gleason;2 weeks on the list,BATMAN: HUSH;by Jeph Loeb and Jim Lee;20 weeks on the list,"SAILOR MOON, VOL. 3;by Naoko Takeuchi;8 weeks on the list",THE GOLDEN LILY;by Richelle Mead;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;136 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;5 weeks on the list,THEODORE BOONE;by John Grisham;8 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,RICH AND THE REST OF US;by Tavis Smiley and Cornel West;,BARACK OBAMA;by David Maraniss;
