,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,PRIVATE GAMES;by James Patterson and Mark Sullivan;New this week,PRIVATE GAMES;by James Patterson and Mark Sullivan;New this week,THE HELP;by Kathryn Stockett;46 weeks on the list,,,PRIVATE GAMES;by James Patterson and Mark Sullivan;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;2 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;7 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;2 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;2 weeks on the list,THE START-UP OF YOU;by Reid Hoffman and Ben Casnocha;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;238 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;,"DAREDEVIL, VOL. 1;by Mark Waid and Paolo Rivera;2 weeks on the list","AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;2 weeks on the list","BLEACH, VOL. 38;by Tite Kubo;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;6 weeks on the list,WAR HORSE;by Michael Morpurgo;15 weeks on the list,THE LORAX;by Dr. Seuss;New this week,THE HUNGER GAMES;by Suzanne Collins;78 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,AMERITOPIA;by Mark R. Levin;
2,KILL SHOT;by Vince Flynn;2 weeks on the list,KILL SHOT;by Vince Flynn;2 weeks on the list,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;9 weeks on the list,,,KILL SHOT;by Vince Flynn;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;7 weeks on the list,AMERITOPIA;by Mark R. Levin;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;66 weeks on the list,UNORTHODOX;by Deborah Feldman;New this week,THE END OF ILLNESS;by David B. Agus with Kristin Loberg;5 weeks on the list,THE HUNGER GAMES TRIBUTE GUIDE;by Emily Seife;2 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,"AMERICAN VAMPIRE, VOL. 3;by Scott Snyder and others;2 weeks on the list","THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;8 weeks on the list","YU-GI-OH 5D'S, VOL. 2;by Masahiro Hikokubo;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;20 weeks on the list,THE BOOK THIEF;by Markus Zusak;232 weeks on the list,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;162 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEYBALL;by Michael Lewis;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
3,I'VE GOT YOUR NUMBER;by Sophie Kinsella;New this week,THE WOLF GIFT;by Anne Rice;New this week,THE TIGER'S WIFE;by Téa Obreht;16 weeks on the list,,,THE HELP;by Kathryn Stockett;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;56 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;21 weeks on the list,BOSSYPANTS;by Tina Fey;7 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;56 weeks on the list,SEXPERIMENT;by Ed and Lisa Young;3 weeks on the list,THE CALL OF SEDONA;by Ilchi Lee;2 weeks on the list,AMERITOPIA;by Mark R. Levin;,BATMAN: THE BLACK MIRROR;by Scott Snyder and Jock;9 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;32 weeks on the list","BAKUMAN, VOL. 9;by Tsugumi Ohba;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;37 weeks on the list,SWITCHED;by Amanda Hocking;7 weeks on the list,WHAT COLOR IS MY WORLD?;by Kareem Abdul-Jabbar and Raymond Obstfeld. Illustrated by Ben Boos and A.G. Ford;2 weeks on the list,INHERITANCE;by Christopher Paolini;36 weeks on the list,THE START-UP OF YOU;by Reid Hoffman and Ben Casnocha;,MONEY CLASS;by Suze Orman;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,DEFENDING JACOB;by William Landay;3 weeks on the list,I'VE GOT YOUR NUMBER;by Sophie Kinsella;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;139 weeks on the list,,,THE WOLF GIFT;by Anne Rice;,STEVE JOBS;by Walter Isaacson;17 weeks on the list,STEVE JOBS;by Walter Isaacson;17 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;50 weeks on the list,STEVE JOBS;by Walter Isaacson;17 weeks on the list,THE WORLD OF DOWNTON ABBEY;by Jessica Fellowes;3 weeks on the list,THE HUNGER GAMES;by Kate Egan;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 3;by Robert Kirkman and Charlie Adlard;4 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;108 weeks on the list,"BLUE EXORCIST, VOL. 6;by Kazue Kato;2 weeks on the list",DEAD END IN NORVELT;by Jack Gantos;4 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;27 weeks on the list",HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;17 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;205 weeks on the list,TAKE THE STAIRS;by Rory Vaden;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
5,THE HELP;by Kathryn Stockett;53 weeks on the list,DEFENDING JACOB;by William Landay;3 weeks on the list,THE WEIRD SISTERS;by Eleanor Brown;2 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;21 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;2 weeks on the list,LADY ALMINA AND THE REAL DOWNTON ABBEY;by The Countess of Carnarvon;5 weeks on the list,ONCE UPON A SECRET;by Mimi Alford;2 weeks on the list,THE 17 DAY DIET;by Mike Moreno;44 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;549 weeks on the list,STEVE JOBS;by Walter Isaacson;,"ULTIMATE COMICS SPIDER-MAN, VOL, 1;by Brian Michael Bendis and Sara Pichelli;New this week",BATMAN: GATES OF GOTHAM;by Scott Snyder and Kyle Higgins;2 weeks on the list,"NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 19;by Naoki Urasawa;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;101 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;20 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;20 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;47 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,THE BIG SHORT;by Michael Lewis;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;
6,THE WOLF GIFT;by Anne Rice;New this week,11/22/63;by Stephen King;15 weeks on the list,LETHAL;by Sandra Brown;4 weeks on the list,,,I'VE GOT YOUR NUMBER;by Sophie Kinsella;,ONCE UPON A SECRET;by Mimi Alford;2 weeks on the list,ONCE UPON A SECRET;by Mimi Alford;2 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;44 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;7 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;11 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;50 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;16 weeks on the list","TWILIGHT, VOL. 1;by Stephenie Meyer;4 weeks on the list","POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3;by Hidenori Kusaka;2 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;16 weeks on the list,MATCHED;by Ally Condie;22 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;13 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;258 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,COMING APART;by Charles Murray;
7,CATCH ME;by Lisa Gardner;2 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;11 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;89 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,UNORTHODOX;by Deborah Feldman;New this week,QUIET;by Susan Cain;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;37 weeks on the list,UNBROKEN;by Laura Hillenbrand;56 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;10 weeks on the list,HOW TO ARCHER;by Sterling Archer;New this week,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;,"BATMAN & ROBIN: DARK KNIGHT, WHITE KNIGHT;by  Various;3 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;106 weeks on the list","THE STORY OF SAIUNKOKU, VOL. 6;by Sai Yukino;New this week",THE LOST HERO;by Rick Riordan;67 weeks on the list,A WORLD WITHOUT HEROES;by Brandon Mull;New this week,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;17 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;239 weeks on the list,GREEDY BASTARDS;by Dylan Ratigan;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,ELIZABETH THE QUEEN;by Sally Bedell Smith;
8,THE SWEETEST THING;by Barbara Freethy;2 weeks on the list,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;7 weeks on the list,SAVE ME;by Lisa Scottoline;New this week,,,DEFENDING JACOB;by William Landay;,AMERITOPIA;by Mark R. Levin;5 weeks on the list,BRINGING UP BÉBÉ;by Pamela Druckerman;2 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;31 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;21 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;35 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;68 weeks on the list,ONCE UPON A SECRET;by Mimi Alford;,HARK! A VAGRANT;by Kate Beaton;19 weeks on the list,"OLYMPIANS: HADES, LORD OF THE DEAD;by George O'Connor;New this week","KAMISAMA KISS, VOL. 7;by Julietta Suzuki;2 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;15 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;36 weeks on the list,PRESS HERE;by Hervé Tullet;35 weeks on the list,THE MAZE RUNNER;by James Dashner;10 weeks on the list,BOOMERANG;by Michael Lewis;,THE CHECKLIST MANIFESTO;by Atul Gawande;,INDIVISIBLE;by James Robison and Jay W. Richards;
9,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;7 weeks on the list,HOME FRONT;by Kristin Hannah;3 weeks on the list,THE HARBINGER;by Jonathan Cahn;7 weeks on the list,,,44 CHARLES STREET;by Danielle Steel;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;66 weeks on the list,MONEYBALL;by Michael Lewis;43 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;2 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;20 weeks on the list,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;9 weeks on the list,QUIET;by Susan Cain;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;46 weeks on the list",HEALTH CARE REFORM;by Jonathan Gruber;5 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 33;by Ken Akamatsu;3 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;28 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;26 weeks on the list,EXTRA YARN;by Mac Barnett. Illustrated by Jon Klassen;3 weeks on the list,HARRY POTTER;by J.K. Rowling;283 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IN THE GARDEN OF BEASTS;by Erik Larson;
10,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;26 weeks on the list,CATCH ME;by Lisa Gardner;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;141 weeks on the list,,,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;,UNBROKEN;by Laura Hillenbrand;56 weeks on the list,HILARITY ENSUES;by Tucker Max;2 weeks on the list,____ FINISH FIRST;by Tucker Max;17 weeks on the list,QUIET;by Susan Cain;4 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;41 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;New this week",BOSSYPANTS;by Tina Fey;,HABIBI;by Craig Thompson;19 weeks on the list,THE SILENCE OF OUR FRIENDS;by Mark Long and Jim Demonakos;4 weeks on the list,"SAILOR MOON, VOL. 3;by Naoko Takeuchi;5 weeks on the list",THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;7 weeks on the list,THE GENIUS FILES: MISSION UNSTOPPABLE;by Dan Gutman;4 weeks on the list,AND THEN IT’S SPRING;by Julie Fogliano. Illustrated by Erin E. Stead;New this week,DORK DIARIES;by Rachel Renée Russell;31 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,"I, STEVE;edited by George Beahm;",CATHERINE THE GREAT;by Robert K. Massie;
