,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,ISLAND OF GLASS;by Nora Roberts;New this week,THE WHISTLER;by John Grisham;7 weeks on the list,ISLAND OF GLASS;by Nora Roberts;New this week,,,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;13 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;13 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;61 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;New this week,TOOLS OF TITANS;by Tim Ferriss;New this week,"DANTDM: TRAYAURUS AND THE ENCHANTED CRYSTAL;by Dan Middleton, Doreen Mulryan and Mike Love;7 weeks on the list",GHOSTS;by Raina Telgemeier;13 weeks on the list,"THE LEGEND OF ZELDA: LEGENDARY EDITION, VOL. 1;by Akira Himekawa;6 weeks on the list",THE HIDDEN ORACLE;by Rick Riordan;32 weeks on the list,THE HAMMER OF THOR;by Rick Riordan;10 weeks on the list,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;22 weeks on the list,"TAKE HEART, MY CHILD;by Ainsley Earhardt with Kathryn Cristaldi. Illustrated by Jaime Kim;4 weeks on the list",HARRY POTTER;by J.K. Rowling;403 weeks on the list,THE GLITTERING COURT;by Richelle Mead;3 weeks on the list,COURAGE TO SOAR;by Simone Biles with Michelle Burford;4 weeks on the list,THE BOOK THIEF;by Markus Zusak;70 weeks on the list,LET ME TELL YOU ABOUT JASPER ...;by Dana Perino;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,FILTHY RICH;by James Patterson and John Connolly with Tim Malloy;,BORN A CRIME;by Trevor Noah;,GRIT;by Angela Duckworth;,ROGUE HEROES;by Ben Macintyre;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;",DOMINO;by the editors of domino;,COOKING FOR JEFFREY;by Ina Garten;,VOLO'S GUIDE TO MONSTERS;by Wizards RPG Team;,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;,SCRAPPY LITTLE NOBODY;by Anna Kendrick;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,LOVE WARRIOR;by Glennon Doyle Melton;,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;,BORN A CRIME;by Trevor Noah;,SHAKEN;by Tim Tebow;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SHAKEN;by Tim Tebow;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;"
2,THE WHISTLER;by John Grisham;7 weeks on the list,CROSS THE LINE;by James Patterson;3 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;50 weeks on the list,,,THE UNDOING PROJECT;by Michael Lewis;New this week,THE UNDOING PROJECT;by Michael Lewis;New this week,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;8 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;20 weeks on the list,COOKING FOR JEFFREY;by Ina Garten;7 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;234 weeks on the list,DRAMA;by Raina Telgemeier;174 weeks on the list,"ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;66 weeks on the list",THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;2 weeks on the list,WONDER;by R.J. Palacio;70 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;70 weeks on the list,GIVE PLEASE A CHANCE;by Bill O'Reilly and James Patterson;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;404 weeks on the list,THIEF OF LIES;by Brenda Drake;New this week,HEARTLESS;by Marissa Meyer;5 weeks on the list,FIVE NIGHTS AT FREDDY'S: THE SILVER EYES;by Scott Cawthon and Kira Breed-Wrisley;11 weeks on the list,THE LION IN THE LIVING ROOM;by Abigail Tucker;,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,SETTLE FOR MORE;by Megyn Kelly;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DONOVAN;by William Stephenson and Richard Dunlop;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,APPETITES;by Anthony Bourdain with Laurie Woolever;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SUPERFICIAL;by Andy Cohen;,UNINVITED;by Lysa TerKeurst;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,SETTLE FOR MORE;by Megyn Kelly;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,A LIFE WELL PLAYED;by Arnold Palmer;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
3,TOM CLANCY TRUE FAITH AND ALLEGIANCE;by Mark Greaney;New this week,TOM CLANCY TRUE FAITH AND ALLEGIANCE;by Mark Greaney;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;22 weeks on the list,,,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;8 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;8 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;New this week,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;13 weeks on the list,THE WHOLE30 COOKBOOK;by Melissa Hartwig;New this week,THE BEST AMERICAN COMICS 2016;edited by Roz Chast and Bill Kartalopoulos;10 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;183 weeks on the list","MONSTER MUSUME, VOL. 10;by Okayado;New this week",THE SWORD OF SUMMER;by Rick Riordan;54 weeks on the list,DOG MAN;by Dav Pilkey;15 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;70 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;69 weeks on the list,DORK DIARIES;by Rachel Renée Russell;185 weeks on the list,THE SILENT SONGBIRD;by Melanie Dickerson;2 weeks on the list,DAN AND PHIL GO OUTSIDE;by Dan Howell and Phil Lester;6 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;19 weeks on the list,DOUG THE PUG;by Leslie Mosier;,BUILDING THE INTERNET OF THINGS;by Maciej Kranz;,BORN TO RUN;by Bruce Springsteen;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE DAILY SHOW (THE BOOK);by Chris Smith;,THING EXPLAINER;by Randall Munroe;,THE SECRET WAR;by Max Hastings;,INTO THE WILD;by Jon Krakauer;,TABLE MANNERS;by Jeremiah Tower. Illustrated by Libby VanderPloeg;,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;,HARRY POTTER COLORING BOOK;by various illustrators;,THE TRUTH ABOUT CANCER;by Ty M. Bollinger;,BORN A CRIME;by Trevor Noah;,LOVE WARRIOR;by Glennon Doyle Melton;,LUCKY BASTARD;by Joe Buck;,HILLBILLY ELEGY;by J.D. Vance;,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,SAPIENS;by Yuval Noah Harari;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;
4,CROSS THE LINE;by James Patterson;3 weeks on the list,TWO BY TWO;by Nicholas Sparks;10 weeks on the list,MILK AND HONEY;by Rupi Kaur;35 weeks on the list,,,HILLBILLY ELEGY;by J.D. Vance;20 weeks on the list,BORN TO RUN;by Bruce Springsteen;11 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;133 weeks on the list,BORN A CRIME;by Trevor Noah;4 weeks on the list,JUMP;by Steve Harvey with Leah Lakins;New this week,SNOW WHITE;by Matt Phelan;9 weeks on the list,SMILE;by Raina Telgemeier;235 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;75 weeks on the list",THE HAMMER OF THOR;by Rick Riordan;10 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;20 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;66 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;14 weeks on the list",RUSH REVERE;by Rush Limbaugh with Kathryn Adams Limbaugh;23 weeks on the list,A COURT OF MIST AND FURY;by Sarah J. Maas;16 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;6 weeks on the list,A MONSTER CALLS;by Patrick Ness. Illustrated by Jim Kay;18 weeks on the list,SECRET SERVICE DOGS;by Maria Goodavage;,GRIT;by Angela Duckworth;,SCRAPPY LITTLE NOBODY;by Anna Kendrick;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,SAPIENS;by Yuval Noah Harari;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE GHOST ARMY OF WORLD WAR II;by Rick Beyer and Elizabeth Seyles;,DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,SKINNYTASTE FAST AND SLOW;by Gina Homolka with Heather K. Jones;,THE LEGO IDEAS BOOK;by Daniel Lipkowitz;,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,OUR REVOLUTION;by Bernie Sanders;,JUST MERCY;by Bryan Stevenson;,UNINVITED;by Lysa TerKeurst;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BOYS IN THE BOAT;by Daniel James Brown;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;
5,A MAN CALLED OVE;by Fredrik Backman;29 weeks on the list,NO MAN'S LAND;by David Baldacci;4 weeks on the list,A DOG'S PURPOSE;by W. Bruce Cameron;18 weeks on the list,,,BORN TO RUN;by Bruce Springsteen;11 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;20 weeks on the list,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;8 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;3 weeks on the list,APPETITES;by Anthony Bourdain with Laurie Woolever;7 weeks on the list,FIGHT CLUB 2;by Chuck Palahniuk and Cameron Stewart;24 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;37 weeks on the list","BLACK BUTLER, VOL. 23;by Yana Toboso;3 weeks on the list",FOR MAGNUS CHASE: HOTEL VALHALLA GUIDE TO THE NORSE WORLDS;by Rick Riordan;3 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;42 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;70 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;114 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;64 weeks on the list,THE WRATH AND THE DAWN;by Renée Ahdieh;2 weeks on the list,MOON CHOSEN;by P. C. Cast;8 weeks on the list,LOOKING FOR ALASKA;by John Green;64 weeks on the list,SUSIE'S SENIOR DOGS;by Erin Stanton;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SUPERFICIAL;by Andy Cohen;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,THE CASE OF BEASTS;by Mark Salisbury;,THE SIGNAL AND THE NOISE;by Nate Silver;,SECRET SERVICE DOGS;by Maria Goodavage;,PACIFIC;by Simon Winchester;,MODERN CIVILITY;by Cynthia W. Lett;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,PLAYER'S HANDBOOK;by Wizards RPG Team;,BEING MORTAL;by Atul Gawande;,THE DAILY SHOW (THE BOOK);by Chris Smith;,WHY NOT ME?;by Mindy Kaling;,THE GLASS CASTLE;by Jeannette Walls;,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,"THINK BETTER, LIVE BETTER;by Joel Osteen;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,GUNSLINGER;by Jeff Pearlman;,THE HOTEL ON PLACE VENDOME;by Tilar J. Mazzeo;
6,THE GIRL ON THE TRAIN;by Paula Hawkins;94 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;18 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;34 weeks on the list,,,SETTLE FOR MORE;by Megyn Kelly;4 weeks on the list,SETTLE FOR MORE;by Megyn Kelly;4 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;114 weeks on the list",ALL THE GALLANT MEN;by Donald Stratton with Ken Gire;New this week,YOU ARE A BADASS;by Jen Sincero;48 weeks on the list,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;24 weeks on the list,SISTERS;by Raina Telgemeier;112 weeks on the list,"ONE–PUNCH MAN, VOL. 9;by ONE and Yusuke Murata;6 weeks on the list",,THE HIDDEN ORACLE;by Rick Riordan;32 weeks on the list,PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;22 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;147 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;416 weeks on the list,,CHILDREN OF EDEN;by Joey Graceffa;9 weeks on the list,ALL THE BRIGHT PLACES;by Jennifer Niven;8 weeks on the list,BEING A DOG;by Alexandra Horowitz;,DESIGNING YOUR LIFE;by Bill Burnett and Dave Evans;,BORN A CRIME;by Trevor Noah;,SISTERS IN LAW;by Linda Hirshman;,SPQR;by Mary Beard;,THE GIFT OF FAILURE;by Jessica Lahey;,A MAN CALLED INTREPID;by William Stevenson;,THE INVENTION OF NATURE;by Andrea Wulf;,UNMENTIONABLE;by Therese Oneill;,THUG KITCHEN;by the staff of Thug Kitchen;,SECRET GARDEN;illustrated by Johanna Basford;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,IN SUCH GOOD COMPANY;by Carol Burnett;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,STRANGERS IN THEIR OWN LAND;by Arlie Russell Hochschild;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE BROKEN WAY;by Ann Voskamp;,BEING MORTAL;by Atul Gawande;,LUCKY BASTARD;by Joe Buck;,HUMANS OF NEW YORK;by Brandon Stanton;
7,NO MAN'S LAND;by David Baldacci;4 weeks on the list,NIGHT SCHOOL;by Lee Child;5 weeks on the list,THE SHACK;by William P. Young;136 weeks on the list,,,TALKING AS FAST AS I CAN;by Lauren Graham;2 weeks on the list,TALKING AS FAST AS I CAN;by Lauren Graham;2 weeks on the list,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;7 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;43 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;54 weeks on the list,HILO BOOK 2: SAVING THE WHOLE WIDE WORLD;by Judd Winick;22 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;106 weeks on the list","TOKYO GHOUL, VOL. 9;by Sui Ishida;8 weeks on the list",,THE SWORD OF SUMMER;by Rick Riordan;49 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;181 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;28 weeks on the list,,LADY MIDNIGHT;by Cassandra Clare;33 weeks on the list,RED QUEEN;by Victoria Aveyard;27 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE POWER OF HABIT;by Charles Duhigg;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,DREAMLAND;by Sam Quinones;,THE GODFATHER NOTEBOOK;by Francis Ford Coppola;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,BARBARIAN DAYS;by William Finnegan;,STONED;by Aja Raden;,ALTON BROWN:  EVERYDAYCOOK;by Alton Brown;,MARVEL ENCYCLOPEDIA;by Matt Forbeck;,THE GRAIN BRAIN WHOLE LIFE PLAN;by David Perlmutter with Kristin Loberg;,KATHY GRIFFIN'S CELEBRITY RUN-INS;by Kathy Griffin;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,HUNGRY HEART;by Jennifer Weiner;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THEY CAN'T KILL US ALL;by Wesley Lowery;,THE POWER OF NOW;by Eckhart Tolle;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,PACIFIC;by Simon Winchester;
8,BLOOD VOW;by J. R. Ward;New this week,TURBO TWENTY-THREE;by Janet Evanovich;4 weeks on the list,THE ALCHEMIST;by Paulo Coelho;418 weeks on the list,,,ALL THE GALLANT MEN;by Donald Stratton with Ken Gire;2 weeks on the list,ALL THE GALLANT MEN;by Donald Stratton with Ken Gire;3 weeks on the list,JUST MERCY;by Bryan Stevenson;56 weeks on the list,TALKING AS FAST AS I CAN;by Lauren Graham;2 weeks on the list,CRAVINGS;by Chrissy Teigen with Adeena Sussman;25 weeks on the list,BRIEF HISTORIES OF EVERYDAY OBJECTS;by Andy Warner;2 weeks on the list,"PAPER GIRLS, VOL. 2;by Brian K. Vaughan and Cliff Chiang;New this week","BLACK BUTLER, VOL. 1;by Yana Toboso;48 weeks on the list",,WOMEN IN SCIENCE;by Rachel Ignotofsky;10 weeks on the list,I AM MALALA;by Malala Yousafzai with Patricia McCormick;24 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;63 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;111 weeks on the list,,THIS IS WHERE IT ENDS;by Marieke Nijkamp;30 weeks on the list,"LET IT SNOW;by John Green, Maureen Johnson and Lauren Myracle;5 weeks on the list",H IS FOR HAWK;by Helen Macdonald;,SHOE DOG;by Phil Knight;,THE DAILY SHOW (THE BOOK);by Chris Smith;,AL CAPONE;by Deirdre Bair;,SPEAKING AMERICAN;by Josh Katz;,ON WRITING;by Stephen King;,THE LAST GOODNIGHT;by Howard Blum;,THE WRIGHT BROTHERS;by David McCullough;,HOW TO TIE A SCARF;by the staff of Potter Style;,THE FOOD LAB;by J. Kenji Lopez-Alt;,MONSTER MANUAL;by Wizards RPG Team;,BELLEVUE;by David Oshinsky;,YUGE!;by G. B. Trudeau;,HUNGRY HEART;by Jennifer Weiner;,H IS FOR HAWK;by Helen Macdonald;,THE NEW JIM CROW;by Michelle Alexander;,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,PRESENT OVER PERFECT;by Shauna Niequist;,WHAT IF?;by Randall Munroe;,WON FOR THE AGES;by the staff of the Chicago Tribune;,BARBARIAN DAYS;by William Finnegan;
9,TWO BY TWO;by Nicholas Sparks;10 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;9 weeks on the list,THE SELLOUT;by Paul Beatty;7 weeks on the list,,,SHAKEN;by Tim Tebow;5 weeks on the list,SHAKEN;by Tim Tebow;7 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;140 weeks on the list,SHOE DOG;by Phil Knight;3 weeks on the list,SKINNYTASTE FAST AND SLOW;by Gina Homolka with Heather K. Jones;9 weeks on the list,HOLLOW CITY;by Ransom Riggs and Cassandra Jean;5 weeks on the list,THE BABY-SITTERS CLUB: BOX SET;by Ann M. Martin and Raina Telgemeier;2 weeks on the list,"TOKYO GHOUL, VOL. 3;by Sui Ishida;17 weeks on the list",,THE SECRET KEEPERS;by Trenton Lee Stewart. Illustrated by Diana Sudyka;6 weeks on the list,BROWN GIRL DREAMING;by Jacqueline Woodson;6 weeks on the list,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;New this week,THE MAZE RUNNER;by James Dashner;188 weeks on the list,,SIX OF CROWS;by Leigh Bardugo;48 weeks on the list,THE CABIN;by Natasha Preston;13 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,OUTLIERS;by Malcolm Gladwell;,NOT DEAD YET;by Phil Collins;,THE COURT AND THE WORLD;by Stephen Breyer;,FRANTUMAGLIA;by Elena Ferrante;,MATHEMATICAL MINDSETS;by Jo Boaler;,THE SECRET HISTORY OF WORLD WAR II;by Neil Kagan and Stephen G. Hyslop;,WILD;by Cheryl Strayed;,JOHN DERIAN PICTURE BOOK;by John Derian;,DEEP RUN ROOTS;by Vivian Howard;,ENCHANTED FOREST;illustrated by Johanna Basford;,ON LIVING;by Kerry Egan;,WHY NOT ME?;by Mindy Kaling;,HEMINGWAY IN LOVE;by A. E. Hotchner;,"CARRY ON, WARRIOR;by Glennon Doyle Melton;",WHITE TRASH;by Nancy Isenberg;,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;,THE WITCHES;by Stacy Schiff;,QUIET;by Susan Cain;,THE AMERICAN FISHERMAN;by Willie Robertson and William Doyle;,THE WRIGHT BROTHERS;by David McCullough;
10,NIGHT SCHOOL;by Lee Child;5 weeks on the list,THE WRONG SIDE OF GOODBYE;by Michael Connelly;6 weeks on the list,THE SYMPATHIZER;by Viet Thanh Nguyen;6 weeks on the list,,,THANK YOU FOR BEING LATE;by Thomas L. Friedman;3 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;34 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;91 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;33 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;106 weeks on the list,"ANGEL CATBIRD, VOL. 1;by Margaret Atwood and Johnnie Christmas;12 weeks on the list","STAR WARS: DARTH VADER, VOL. 4;by Kieron Gillen and Salvador Larroca;New this week","TOKYO GHOUL, VOL. 8;by Sui Ishida;13 weeks on the list",,THE WILD ROBOT;by Peter Brown;9 weeks on the list,THE WAR THAT SAVED MY LIFE;by Kimberly Brubaker Bradley;19 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;15 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;286 weeks on the list,,WHAT LIGHT;by Jay Asher;6 weeks on the list,AN EMBER IN THE ASHES;by Sabaa Tahir;7 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,TOGETHER IS BETTER;by Simon Sinek;,TESTIMONY;by Robbie Robertson;,AMERICAN HEIRESS;by Jeffrey Toobin;,ABSOLUTELY ON MUSIC;by Haruki Murakami and Seiji Ozawa;,WEAPONS OF MATH DESTRUCTION;by Cathy O'Neil;,THE PIGEON TUNNEL;by John le Carré;,THE OREGON TRAIL;by Rinker Buck;,AMERICAN DREAMER;by Tommy Hilfiger with Peter Knobler;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,THE WILD UNKNOWN TAROT DECK AND GUIDEBOOK;by Kim Krans;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,H IS FOR HAWK;by Helen Macdonald;,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,JUST MERCY;by Bryan Stevenson;,HIDDEN FIGURES;by Margot Lee Shetterly;,ON LIVING;by Kerry Egan;,"WELCOME TO THE UNIVERSE;by Neil deGrasse Tyson, Michael A. Strauss and J. Richard Gott;",RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,LION;by Saroo Brierley;
