,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;29 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;30 weeks on the list,SUPERMARKET;by Bobby Hall;New this week,BECOMING;by Michelle Obama;20 weeks on the list,BECOMING;by Michelle Obama;20 weeks on the list,BORN A CRIME;by Trevor Noah;7 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;4 weeks on the list",WONDER;by R.J. Palacio;190 weeks on the list,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;New this week,DOG MAN;by Dav Pilkey;83 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;17 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,SHOE DOG;by Phil Knight;
2,SUPERMARKET;by Bobby Hall;New this week,THE CORNWALLS ARE GONE;by James Patterson and Brendan DuBois;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;4 weeks on the list,EDUCATED;by Tara Westover;58 weeks on the list,EDUCATED;by Tara Westover;58 weeks on the list,SAPIENS;by Yuval Noah Harari;46 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;120 weeks on the list,THE WIZENARD: TRAINING CAMP;by Wesley King. Created by Kobe Bryant;2 weeks on the list,RAISE YOUR HAND;by Alice Paul Tapper. Illustrated by Marta Kissi;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;524 weeks on the list,THE HATE U GIVE;by Angie Thomas;109 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
3,TIAMAT'S WRATH;by James S.A. Corey;New this week,RUN AWAY;by Harlan Coben;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;30 weeks on the list,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;2 weeks on the list,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;2 weeks on the list,LEAD FROM THE OUTSIDE;by Stacey Abrams;New this week,THE PATH MADE CLEAR;by Oprah Winfrey;New this week,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;2 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;13 weeks on the list,HARRY POTTER;by J.K. Rowling;523 weeks on the list,ON THE COME UP;by Angie Thomas;8 weeks on the list,DAISY JONES & THE SIX;by Taylor Jenkins Reid;,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;,ATOMIC HABITS;by James Clear;,MAMA'S LAST HUG;by Frans de Waal;,THE IMPOSSIBLE CLIMB;by Mark Synnott;
4,WILD CARD;by Stuart Woods;New this week,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;2 weeks on the list,THE FIRST LADY;by James Patterson and Brendan DuBois;3 weeks on the list,BAD BLOOD;by John Carreyrou;34 weeks on the list,BAD BLOOD;by John Carreyrou;24 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;38 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;51 weeks on the list",MAX AND THE MIDKNIGHTS;by Lincoln Peirce;12 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;7 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;164 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;25 weeks on the list",CEMETERY ROAD;by Greg Iles;,BAD BLOOD;by John Carreyrou;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,INSIDE THE EMPIRE;by Bob Klapisch and Paul Solotaroff;
5,THE CORNWALLS ARE GONE;by James Patterson and Brendan DuBois;New this week,THE AMERICAN AGENT;by Jacqueline Winspear;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;New this week,DOING JUSTICE;by Preet Bharara;2 weeks on the list,DOING JUSTICE;by Preet Bharara;2 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;5 weeks on the list,YOU ARE A BADASS;by Jen Sincero;165 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;16 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;178 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;46 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;13 weeks on the list",TIAMAT'S WRATH;by James S.A. Corey;,BORN A CRIME;by Trevor Noah;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
6,THE LAST SECOND;by Catherine Coulter and J.T. Ellison;New this week,TIAMAT'S WRATH;by James S.A. Corey;New this week,THE LOST GIRLS OF PARIS;by Pam Jenoff;9 weeks on the list,BORN A CRIME;by Trevor Noah;40 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;3 weeks on the list,"THE DIRT;by Tommy Lee, Vince Neil, Mick Mars, Nikki Sixx and Neil Strauss;New this week",THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;159 weeks on the list,MERCI SUÁREZ CHANGES GEARS;by Meg Medina;5 weeks on the list,YOU ARE MY HAPPY;by Hoda Kotb. Illustrated by Suzie Mason;4 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;144 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;56 weeks on the list,RENEGADES;by Craig Alanson;,SAPIENS;by Yuval Noah Harari;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,26 MARATHONS;by Meb Keflezighi with Scott Douglas;
7,RUN AWAY;by Harlan Coben;2 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;8 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;43 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;3 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;5 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;23 weeks on the list,DARE TO LEAD;by Brené Brown;12 weeks on the list,REFUGEE;by Alan Gratz;51 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;265 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;70 weeks on the list,SHOUT;by Laurie Halse Anderson;3 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",AFTER THE MIRACLE;by Art Shamsky and Erik Sherman;
8,THE AMERICAN AGENT;by Jacqueline Winspear;New this week,WILD CARD;by Stuart Woods;New this week,THE HUNTRESS;by Kate Quinn;5 weeks on the list,"THE DIRT;by Tommy Lee, Vince Neil, Mick Mars, Nikki Sixx and Neil Strauss;New this week",MAMA'S LAST HUG;by Frans de Waal;3 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;52 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;274 weeks on the list,DRAGON PEARL;by Yoon Ha Lee;4 weeks on the list,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;New this week,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;37 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;12 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,DOING JUSTICE;by Preet Bharara;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
9,THE FIRST LADY;by James Patterson and Brendan DuBois;3 weeks on the list,CEMETERY ROAD;by Greg Iles;4 weeks on the list,THE IMMORTALISTS;by Chloe Benjamin;8 weeks on the list,SAPIENS;by Yuval Noah Harari;66 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;6 weeks on the list,GRIT;by Angela Duckworth;31 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;23 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;16 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;267 weeks on the list,I SURVIVED;by Lauren Tarshis;51 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;78 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,THE CASE FOR TRUMP;by Victor Davis Hanson;,BEST SELF;by Mike Bayer;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,LIFERIDER;by Laird Hamilton with Julian Borra;
10,THE WOMAN IN THE WINDOW;by A.J. Finn;20 weeks on the list,WOLF PACK;by C.J. Box;3 weeks on the list,SOLD ON A MONDAY;by Kristina McMorris;17 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;5 weeks on the list,GRATEFUL AMERICAN;by Gary Sinise with Marcus Brotherton;6 weeks on the list,JUST MERCY;by Bryan Stevenson;146 weeks on the list,DREYER'S ENGLISH;by Benjamin Dreyer;9 weeks on the list,BLENDED;by Sharon M. Draper;10 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;16 weeks on the list,DORK DIARIES;by Rachel Renée Russell;284 weeks on the list,THE POET X;by Elizabeth Acevedo;10 weeks on the list,RUN AWAY;by Harlan Coben;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,THE MAMBA MENTALITY;by Kobe Bryant;
