,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,CELEBRITY IN DEATH;by J. D. Robb;New this week,CELEBRITY IN DEATH;by J. D. Robb;New this week,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;New this week,,,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;3 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;8 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;3 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;3 weeks on the list,THE END OF ILLNESS;by David B. Agus with Kristin Loberg;6 weeks on the list,THE HUNGER GAMES TRIBUTE GUIDE;by Emily Seife;3 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,"FABLES: THE DELUXE EDITION, BOOK FOUR;by Bill Willingham and others;New this week","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;33 weeks on the list","NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 19;by Naoki Urasawa;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;7 weeks on the list,THE BOOK THIEF;by Markus Zusak;233 weeks on the list,THE LORAX;by Dr. Seuss;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;79 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,AMERITOPIA;by Mark R. Levin;
2,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;27 weeks on the list,A PERFECT BLOOD;by Kim Harrison;New this week,THE HELP;by Kathryn Stockett;47 weeks on the list,,,CELEBRITY IN DEATH;by J. D. Robb;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;57 weeks on the list,ABUNDANCE;by Peter H. Diamandis and Steven Kotler;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;67 weeks on the list,WASHINGTON’S CROSSING;by David Hackett Fischer;New this week,THE WORLD OF DOWNTON ABBEY;by Jessica Fellowes;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;239 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;,BATMAN: THE BLACK MIRROR;by Scott Snyder and Jock;10 weeks on the list,"THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;9 weeks on the list","XXXHOLIC, VOL. 19;by Clamp;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;38 weeks on the list,WAR HORSE;by Michael Morpurgo;16 weeks on the list,A BALL FOR DAISY;by Chris Raschka;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;163 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEYBALL;by Michael Lewis;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
3,A PERFECT BLOOD;by Kim Harrison;New this week,KILL SHOT;by Vince Flynn;3 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;17 weeks on the list,,,A PERFECT BLOOD;by Kim Harrison;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;8 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;22 weeks on the list,BOSSYPANTS;by Tina Fey;8 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;57 weeks on the list,THE START-UP OF YOU;by Reid Hoffman and Ben Casnocha;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;550 weeks on the list,ABUNDANCE;by Peter H. Diamandis and Steven Kotler;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;47 weeks on the list","AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;3 weeks on the list","TENJO TENGE: FULL CONTACT EDITION 2-IN-1, VOL. 5;by Oh Great;New this week",THE SON OF NEPTUNE;by Rick Riordan;21 weeks on the list,TEA FOR TWO;by Jane O'Connor. Illustrated by Carolyn Bracken;New this week,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,THE 39 CLUES;by various authors;95 weeks on the list,THE START-UP OF YOU;by Reid Hoffman and Ben Casnocha;,MONEY CLASS;by Suze Orman;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,KILL SHOT;by Vince Flynn;3 weeks on the list,PRIVATE GAMES;by James Patterson and Mark Sullivan;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;140 weeks on the list,,,KILL SHOT;by Vince Flynn;,STEVE JOBS;by Walter Isaacson;18 weeks on the list,STEVE JOBS;by Walter Isaacson;18 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;51 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;8 weeks on the list,YES! ENERGY;by Loral Langemeier;New this week,THE HUNGER GAMES;by Kate Egan;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,FANTASTIC FOUR: SEASON ONE;by Roberto Aguirre-Sacasa and David Marquez;New this week,BATMAN: GATES OF GOTHAM;by Scott Snyder and Kyle Higgins;3 weeks on the list,"POKEMON BLACK AND WHITE, VOL. 5;by Hidenori Kusaka;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;102 weeks on the list,A WORLD WITHOUT HEROES;by Brandon Mull;2 weeks on the list,WHAT COLOR IS MY WORLD?;by Kareem Abdul-Jabbar and Raymond Obstfeld. Illustrated by Ben Boos and A.G. Ford;3 weeks on the list,INHERITANCE;by Christopher Paolini;37 weeks on the list,TAKE THE STAIRS;by Rory Vaden;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
5,DEFENDING JACOB;by William Landay;4 weeks on the list,THE WOLF GIFT;by Anne Rice;2 weeks on the list,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;10 weeks on the list,,,PRIVATE GAMES;by James Patterson and Mark Sullivan;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;22 weeks on the list,INDIVISIBLE;by James Robison and Jay W. Richards;New this week,LADY ALMINA AND THE REAL DOWNTON ABBEY;by The Countess of Carnarvon;6 weeks on the list,STEVE JOBS;by Walter Isaacson;18 weeks on the list,THE 17 DAY DIET;by Mike Moreno;45 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;51 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"AMERICAN VAMPIRE, VOL. 3;by Scott Snyder and others;3 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;107 weeks on the list","DURARARA!!, VOL. 1;by Ryohgo Narita and Akiyo Satorigi;4 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;17 weeks on the list,SWITCHED;by Amanda Hocking;8 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;18 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;240 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,THE BIG SHORT;by Michael Lewis;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;
6,PRIVATE GAMES;by James Patterson and Mark Sullivan;2 weeks on the list,DEFENDING JACOB;by William Landay;4 weeks on the list,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;New this week,,,THE HELP;by Kathryn Stockett;,WASHINGTON’S CROSSING;by David Hackett Fischer;New this week,AMERITOPIA;by Mark R. Levin;6 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;205 weeks on the list,UNBROKEN;by Laura Hillenbrand;57 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;12 weeks on the list,THE CALL OF SEDONA;by Ilchi Lee;3 weeks on the list,STEVE JOBS;by Walter Isaacson;,CHICO AND RITA;by Javier Mariscal;New this week,JOHN CARTER: THE WORLD OF MARS;by Peter David and Luke Ross;New this week,"NEGIMA! MAGISTER NEGI MAGI, VOL. 33;by Ken Akamatsu;4 weeks on the list",FEVER;by Lauren DeStefano;New this week,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;28 weeks on the list",THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;18 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;206 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,COMING APART;by Charles Murray;
7,THE SWEETEST THING;by Barbara Freethy;3 weeks on the list,I'VE GOT YOUR NUMBER;by Sophie Kinsella;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;90 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,UNBROKEN;by Laura Hillenbrand;57 weeks on the list,QUIET;by Susan Cain;5 weeks on the list,OUTLIERS;by Malcolm Gladwell;38 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;22 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;36 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;2 weeks on the list",INDIVISIBLE;by James Robison and Jay W. Richards;,HARK! A VAGRANT;by Kate Beaton;20 weeks on the list,BATMAN: TIME AND THE BATMAN;by Grant Morrison and others;New this week,"AI ORE: LOVE ME, VOL. 4;by Mayu Shinjo;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;16 weeks on the list,MATCHED;by Ally Condie;23 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;21 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;48 weeks on the list,GREEDY BASTARDS;by Dylan Ratigan;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,ELIZABETH THE QUEEN;by Sally Bedell Smith;
8,THE HELP;by Kathryn Stockett;54 weeks on the list,THE SHADOW PATROL;by Alex Berenson;New this week,SAVE ME;by Lisa Scottoline;2 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,ONCE UPON A SECRET;by Mimi Alford;3 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;3 weeks on the list,____ FINISH FIRST;by Tucker Max;18 weeks on the list,ONCE UPON A SECRET;by Mimi Alford;3 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;11 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;25 weeks on the list,AMERITOPIA;by Mark R. Levin;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;17 weeks on the list",HEALTH CARE REFORM;by Jonathan Gruber;6 weeks on the list,"BAKUMAN, VOL. 9;by Tsugumi Ohba;3 weeks on the list",THE LOST HERO;by Rick Riordan;68 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;37 weeks on the list,PRESS HERE;by Hervé Tullet;36 weeks on the list,HARRY POTTER;by J.K. Rowling;284 weeks on the list,BOOMERANG;by Michael Lewis;,THE CHECKLIST MANIFESTO;by Atul Gawande;,INDIVISIBLE;by James Robison and Jay W. Richards;
9,I'VE GOT YOUR NUMBER;by Sophie Kinsella;2 weeks on the list,SONOMA ROSE;by Jennifer Chiaverini;New this week,THE WEIRD SISTERS;by Eleanor Brown;3 weeks on the list,,,THE WOLF GIFT;by Anne Rice;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;3 weeks on the list,UNBROKEN;by Laura Hillenbrand;67 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;6 weeks on the list,UNORTHODOX;by Deborah Feldman;2 weeks on the list,THE DUKAN DIET;by Pierre Dukan;26 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;69 weeks on the list,BOSSYPANTS;by Tina Fey;,HABIBI;by Craig Thompson;20 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;22 weeks on the list","SAILOR MOON, VOL. 3;by Naoko Takeuchi;6 weeks on the list",DEAD END IN NORVELT;by Jack Gantos;5 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;21 weeks on the list,EXTRA YARN;by Mac Barnett. Illustrated by Jon Klassen;4 weeks on the list,THE MAZE RUNNER;by James Dashner;11 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IN THE GARDEN OF BEASTS;by Erik Larson;
10,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;20 weeks on the list,11/22/63;by Stephen King;16 weeks on the list,THE HARBINGER;by Jonathan Cahn;8 weeks on the list,,,THE TIGER'S WIFE;by Téa Obreht;,BOSSYPANTS;by Tina Fey;38 weeks on the list,BRINGING UP BÉBÉ;by Pamela Druckerman;3 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;32 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;3 weeks on the list,USE YOUR BRAIN TO CHANGE YOUR AGE;by Daniel G. Amen;New this week,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;10 weeks on the list,QUIET;by Susan Cain;,"BATMAN: THE DARK KNIGHT, VOL. 1;by David Finch;5 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;23 weeks on the list","NARUTO, VOL. 54;by Masashi Kishimoto;6 weeks on the list",EVERY THING ON IT;by Shel Silverstein;19 weeks on the list,BEFORE I FALL;by Lauren Oliver;7 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;14 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;259 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,"I, STEVE;edited by George Beahm;",CATHERINE THE GREAT;by Robert K. Massie;
