,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE BEST OF ME;by Nicholas Sparks;New this week,THE BEST OF ME;by Nicholas Sparks;New this week,THE HELP;by Kathryn Stockett;28 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;3 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;48 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;3 weeks on the list,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;New this week,HUNGRY GIRL SUPERMARKET SURVIVAL;by Lisa Lillien;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;New this week","THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;10 weeks on the list","ROSARIO+VAMPIRE: SEASON II, VOL. 6;by Akihisa Ikeda;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;2 weeks on the list,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;7 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;60 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,OUTLIERS;by Malcolm Gladwell;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
2,THE HELP;by Kathryn Stockett;35 weeks on the list,THE MARRIAGE PLOT;by Jeffrey Eugenides;New this week,SARAH’S KEY;by Tatiana de Rosnay;137 weeks on the list,,,THE HELP;by Kathryn Stockett;,BOOMERANG;by Michael Lewis;2 weeks on the list,BOOMERANG;by Michael Lewis;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;32 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;New this week,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;220 weeks on the list,BOOMERANG;by Michael Lewis;,HABIBI;by Craig Thompson;4 weeks on the list,SMILE;by Raina Telgemeier;6 weeks on the list,"SAILOR MOON, VOL. 1;by Naoko Takeuchi;5 weeks on the list",EVERY THING ON IT;by Shel Silverstein;4 weeks on the list,THE BOOK THIEF;by Markus Zusak;214 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;3 weeks on the list,THE MAZE RUNNER;by James Dashner;New this week,START SOMETHING THAT MATTERS;by Blake Mycoskie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
3,THE AFFAIR;by Lee Child;3 weeks on the list,SNUFF;by Terry Pratchett;New this week,THE FIFTH WITNESS;by Michael Connelly;2 weeks on the list,,,THE MARRIAGE PLOT;by Jeffrey Eugenides;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;38 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;2 weeks on the list,MONEYBALL;by Michael Lewis;25 weeks on the list,BOOMERANG;by Michael Lewis;2 weeks on the list,IT'S YOUR BIZ;by Susan Wilson Solovic and Ellen R. Kadin;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;533 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,HARK! A VAGRANT;by Kate Beaton;3 weeks on the list,LARRY IN WONDERLAND;by Stephan Pastis;2 weeks on the list,"SKIP BEAT!, VOL. 25;by Yoshiki Nakamura;New this week",WONDERSTRUCK;by Brian Selznick;5 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;9 weeks on the list",THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;144 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,THE MARRIAGE PLOT;by Jeffrey Eugenides;New this week,THE AFFAIR;by Lee Child;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;90 weeks on the list,,,SNUFF;by Terry Pratchett;,UNBROKEN;by Laura Hillenbrand;38 weeks on the list,UNBROKEN;by Laura Hillenbrand;48 weeks on the list,OUTLIERS;by Malcolm Gladwell;19 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;38 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;5 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;9 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;,THE DEATH-RAY;by Daniel Clowes;New this week,"CHEW, VOL. 4;by John Layman and Rob Guillory;2 weeks on the list","BATTLE ANGEL ALITA: LAST ORDER, VOL. 15;by Yukito Kishiro;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;19 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;18 weeks on the list,HAPPY PIG DAY!;by Mo Willems;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;18 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,IN THE GARDEN OF BEASTS;by Erik Larson;
5,THE MILL RIVER RECLUSE;by Darcie Chan;8 weeks on the list,SHOCK WAVE;by John Sandford;2 weeks on the list,ROOM;by Emma Donoghue;24 weeks on the list,,,THE AFFAIR;by Lee Child;,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;2 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;5 weeks on the list,CLEOPATRA;by Stacy Schiff;6 weeks on the list,UNBROKEN;by Laura Hillenbrand;38 weeks on the list,I NEVER THOUGHT I'D SEE THE DAY!;by David Jeremiah;2 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;32 weeks on the list,UNBROKEN;by Laura Hillenbrand;,THE BEST AMERICAN COMICS 2011;by various;2 weeks on the list,"THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;9 weeks on the list","VAMPIRE KNIGHT, VOL. 13;by Matsuri Hino;2 weeks on the list",THE LOST HERO;by Rick Riordan;50 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;116 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;8 weeks on the list,"HUSH, HUSH SAGA;by Becca Fitzpatrick;2 weeks on the list",TWO-SECOND ADVANTAGE;by Kevin Maney and Vivek Ranadive;,THE BIG SHORT;by Michael Lewis;,HERE COMES TROUBLE;by Michael Moore;
6,SHOCK WAVE;by John Sandford;2 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;5 weeks on the list,THE SIXTH MAN;by David Baldacci;6 weeks on the list,,,CROSS FIRE;by James Patterson;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;New this week,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;241 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;2 weeks on the list,THE 17 DAY DIET;by Mike Moreno;31 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;52 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;,RICHARD CASTLE'S DEADLY STORM;by Brian Michael Bendis and Kelly Sue Deconnick;3 weeks on the list,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;6 weeks on the list","BLUE EXORCIST, VOL. 4;by Kazue Kato;2 weeks on the list",THE MAGIC OF REALITY;by Richard Dawkins. Illustrated by Dave McKean;2 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;24 weeks on the list,SWEET LAND OF LIBERTY;by Callista Gingrich. Illustrated by Susan Arciero;3 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;70 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,1493;by Charles C. Mann;
7,SNUFF;by Terry Pratchett;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;14 weeks on the list,FREEDOM;by Jonathan Franzen;3 weeks on the list,,,SHOCK WAVE;by John Sandford;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;38 weeks on the list,THIS IS HERMAN CAIN!;by Herman Cain;2 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;30 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;14 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;5 weeks on the list,EAT TO LIVE;by Joel Fuhrman;17 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FEYNMAN;by Jim Ottaviani and Leland Myrick;7 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;91 weeks on the list","20TH CENTURY BOYS, VOL. 17;by Naoki Urasawa;New this week",THE POWER OF SIX;by Pittacus Lore;8 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;2 weeks on the list,"LLAMA, LLAMA RED PAJAMA;by Anna Dewdney;2 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;222 weeks on the list,"AFTERSHOCK;by David Wiedemer, Robert A. Wiedemer and Cindy Spitzer;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,CONFIDENCE MEN;by Ron Suskind;
8,LETHAL;by Sandra Brown;4 weeks on the list,LETHAL;by Sandra Brown;4 weeks on the list,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;3 weeks on the list,,,MIRACLE CURE;by Harlan Coben;,MONEYBALL;by Michael Lewis;5 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;23 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;23 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;23 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;20 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;5 weeks on the list",MONEYBALL;by Michael Lewis;,"PRINCE VALIANT, VOL. 4;by Hal Foster;2 weeks on the list",BONE: OUT FROM BONEVILLE;by Jeff Smith;6 weeks on the list,"CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;4 weeks on the list",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;8 weeks on the list,MATCHED;by Ally Condie;4 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;7 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;37 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,ALL THE DEVILS ARE HERE;by  Bethany McLean and Joe Nocera;,AFTER AMERICA;by Mark Steyn;
9,CAN YOU KEEP A SECRET?;by Sophie Kinsella;2 weeks on the list,THE DOVEKEEPERS;by Alice Hoffman;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;123 weeks on the list,,,BAD BLOOD;by John Sandford;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;5 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;4 weeks on the list,AT HOME;by Bill Bryson;2 weeks on the list,MONEYBALL;by Michael Lewis;8 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;4 weeks on the list,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;3 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,NEW TEEN TITANS: GAMES;by Marv Wolfman and George Perez;2 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;101 weeks on the list,"KAMISAMA KISS, VOL. 5;by Julietta Suzuki;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;4 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;8 weeks on the list,PRESS HERE;by Hervé Tullet;26 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;249 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
10,THE ABBEY;by Chris Culver;8 weeks on the list,1225 CHRISTMAS TREE LANE;by Debbie Macomber;3 weeks on the list,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;2 weeks on the list,,,THE NIGHT CIRCUS;by Erin Morgenstern;,IN THE GARDEN OF BEASTS;by Erik Larson;23 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;14 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;15 weeks on the list,THIS IS HERMAN CAIN!;by Herman Cain;2 weeks on the list,GOOD EATS 3;by Alton Brown;2 weeks on the list,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;New this week,THIS IS HERMAN CAIN!;by Herman Cain;,SITA'S RAMAYANA;by Samhita Arni and Moyna Chitrakar;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS: THE LIGHTNING THIEF;by Robert Venditti and Attila Futaki;9 weeks on the list,"NEGIMA!, VOL. 31;by Ken Akamatsu;3 weeks on the list",THE STRANGE CASE OF ORIGAMI YODA;by Tom Angleberger;2 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;19 weeks on the list,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;3 weeks on the list,HARRY POTTER;by J.K. Rowling;274 weeks on the list,WICKED SUCCESS IS INSIDE EVERY WOMAN;by  Vickie L. Milazzo;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;
11,CROSS FIRE;by James Patterson;2 weeks on the list,"SURVIVORS;by James Wesley, Rawles;2 weeks on the list",DON’T BLINK;by James Patterson and Howard Roughan;4 weeks on the list,,,SARAH’S KEY;by Tatiana de Rosnay;,A STOLEN LIFE;by Jaycee Dugard;14 weeks on the list,QUEST;by Daniel Yergin;3 weeks on the list,THE BIG SHORT;by Michael Lewis;34 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;38 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;,A NEW EARTH;by Eckhart Tolle;,IN THE GARDEN OF BEASTS;by Erik Larson;,,,,,,,,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,,DESTINY OF THE REPUBLIC;by Candice Millard;
12,A KILLING TIDE;by P. J. Alderman;2 weeks on the list,HEAT RISES;by Richard Castle;3 weeks on the list,A SECRET KEPT;by Tatiana de Rosnay;5 weeks on the list,,,LEGACY;by Danielle Steel;,THIS IS HERMAN CAIN!;by Herman Cain;2 weeks on the list,RIN TIN TIN;by Susan Orlean;3 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;2 weeks on the list,BOSSYPANTS;by Tina Fey;28 weeks on the list,"TRUST ME, I'M DR. OZZY;by Ozzy Osbourne with Chris Ayres;",THE POWER OF NOW;by Eckhart Tolle;,DESTINY OF THE REPUBLIC;by Candice Millard;,,,,,,,,GRAND PURSUIT;by Sylvia Nasar;,,WHAT IT IS LIKE TO GO TO WAR;by  Karl Marlantes;
13,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;7 weeks on the list,THE PARIS WIFE;by Paula McLain;27 weeks on the list,ONE DAY;by David Nicholls;33 weeks on the list,,,A DANCE WITH DRAGONS;by George R. R. Martin;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;6 weeks on the list,CONFIDENCE MEN;by Ron Suskind;4 weeks on the list,BORN TO RUN;by Christopher McDougall;29 weeks on the list,AUSCHWITZ;by Miklos Nyiszli;10 weeks on the list,WHEAT BELLY;by William Davis;,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;,A STOLEN LIFE;by Jaycee Dugard;,,,,,,,,TOTAL MONEY MAKEOVER;by Dave Ramsey;,,THE ROGUE;by Joe McGinniss;
14,THE NIGHT CIRCUS;by Erin Morgenstern;5 weeks on the list,NEVERWINTER;by R. A. Salvatore;2 weeks on the list,THE RUM DIARY;by Hunter S. Thompson;New this week,,,LETHAL;by Sandra Brown;,DESTINY OF THE REPUBLIC;by Candice Millard;4 weeks on the list,THE BETTER ANGELS OF OUR NATURE;by Steven Pinker;New this week,THE DEVIL IN THE WHITE CITY;by Erik Larson;186 weeks on the list,MEMOIR OF A MILK CARTON KID;by Tanya Nicole Kach with Lawrence Fisher;New this week,THE DUKAN DIET;by Pierre Dukan;,THE RESOLUTION FOR WOMEN;by Priscilla Shirer;,OUTLIERS;by Malcolm Gladwell;,,,,,,,,DELIVERING HAPPINESS;by Tony Hsieh;,,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
15,SUICIDE RUN;by Michael Connelly;3 weeks on the list,NIGHTWOODS;by Charles Frazier;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;198 weeks on the list,,,THE FIFTH WITNESS;by Michael Connelly;,BOSSYPANTS;by Tina Fey;27 weeks on the list,THE SWERVE;by Stephen Greenblatt;4 weeks on the list,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;5 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;6 weeks on the list,THE SECRET;by Rhonda Byrne;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,CLEOPATRA;by Stacy Schiff;,,,,,,,,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,,TOP SECRET AMERICA;by Dana Priest and William M. Arkin;
