,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;35 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;36 weeks on the list,THE MISTER;by E L James;4 weeks on the list,THE PIONEERS;by David McCullough;New this week,THE PIONEERS;by David McCullough;New this week,THE MUELLER REPORT;with related materials by The Washington Post;3 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;10 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;5 weeks on the list,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;8 weeks on the list,DOG MAN;by Dav Pilkey;89 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;23 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,STORM CURSED;by Patricia Briggs;New this week,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;36 weeks on the list,BECOMING;by Michelle Obama;26 weeks on the list,BECOMING;by Michelle Obama;26 weeks on the list,THE MUELLER REPORT;by the office of the special counsel;New this week,"GIRL, WASH YOUR FACE;by Rachel Hollis;57 weeks on the list",ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;New this week,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;184 weeks on the list,CARAVAL;by Stephanie Garber;New this week,AURORA RISING;by Amie Kaufman and Jay Kristoff;New this week,REDEMPTION;by David Baldacci;,EDUCATED;by Tara Westover;,WOLFPACK;by Abby Wambach;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,K;by Tyler Kepner;
3,BLESSING IN DISGUISE;by Danielle Steel;New this week,BLESSING IN DISGUISE;by Danielle Steel;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;10 weeks on the list,EDUCATED;by Tara Westover;64 weeks on the list,EDUCATED;by Tara Westover;64 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;2 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;126 weeks on the list,WONDER;by R.J. Palacio;196 weeks on the list,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;16 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;530 weeks on the list,"AGAIN, BUT BETTER;by Christine Riccio;New this week",A GAME OF THRONES;by George R.R. Martin;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,DARE TO LEAD;by Brené Brown;,AMERICA BEFORE;by Graham Hancock;,THE COST OF THESE DREAMS;by Wright Thompson;
4,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;2 weeks on the list,REDEMPTION;by David Baldacci;4 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;New this week,THE MUELLER REPORT;with related materials by The Washington Post;3 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;3 weeks on the list,SAPIENS;by Yuval Noah Harari;52 weeks on the list,DARING GREATLY;by Brené Brown;73 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;6 weeks on the list,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;7 weeks on the list,RED QUEEN;by Victoria Aveyard;23 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;New this week,THE SILENT PATIENT;by Alex Michaelides;,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,FLY GIRLS;by Keith O'Brien;
5,THE BIG KAHUNA;by Janet Evanovich and Peter Evanovich;New this week,SUNSET BEACH;by Mary Kay Andrews;New this week,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;2 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;3 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;4 weeks on the list,BORN A CRIME;by Trevor Noah;13 weeks on the list,YOU ARE A BADASS;by Jen Sincero;171 weeks on the list,SHOUTING AT THE RAIN;by Lynda Mullaly Hunt;New this week,BECAUSE I HAD A TEACHER;by Kobi Yamada. Illustrated by Natalie Russell;New this week,HARRY POTTER;by J.K. Rowling;529 weeks on the list,THE HATE U GIVE;by Angie Thomas;115 weeks on the list,THE NIGHT TIGER;by Yangsze Choo;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,108 STITCHES;by Ron Darling with Daniel Paisner;
6,SUNSET BEACH;by Mary Kay Andrews;New this week,STORM CURSED;by Patricia Briggs;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;7 weeks on the list,THE MUELLER REPORT;by the office of the special counsel;New this week,FURIOUS HOURS;by Casey Cep;New this week,WHITE FRAGILITY;by Robin DiAngelo;44 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;33 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;65 weeks on the list,HAROLD & HOG PRETEND FOR REAL!;by Dan Santat and Mo Willems;New this week,SPY SCHOOL;by Stuart Gibbs;8 weeks on the list,ON THE COME UP;by Angie Thomas;14 weeks on the list,STAR WARS: MASTER & APPRENTICE;by Claudia Gray;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",WHY WE SLEEP;by Matthew Walker;,SHOE DOG;by Phil Knight;
7,THE MISTER;by E L James;4 weeks on the list,THE ROAD HOME;by Richard Paul Evans;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;49 weeks on the list,FURIOUS HOURS;by Casey Cep;New this week,NO WALLS AND THE RECURRING DREAM;by Ani DiFranco;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;29 weeks on the list,DARE TO LEAD;by Brené Brown;16 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;92 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;45 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;76 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;5 weeks on the list,NEON PREY;by John Sandford;,BAD BLOOD;by John Carreyrou;,BEST SELF;by Mike Bayer;,FALTER;by Bill McKibben;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,REDEMPTION;by David Baldacci;4 weeks on the list,THE BIG KAHUNA;by Janet Evanovich and Peter Evanovich;New this week,DARK SACRED NIGHT;by Michael Connelly;2 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;3 weeks on the list,LAKE OF THE OZARKS;by Bill Geist;New this week,TELL ME MORE;by Kelly Corrigan;2 weeks on the list,THE PATH MADE CLEAR;by Oprah Winfrey;7 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;2 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;271 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;170 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;62 weeks on the list,RENEGADES;by Craig Alanson;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,INFINITE POWERS;by Steven Strogatz;,INSIDE THE EMPIRE;by Bob Klapisch and Paul Solotaroff;
9,PAST TENSE;by Lee Child;10 weeks on the list,NEON PREY;by John Sandford;3 weeks on the list,THERE THERE;by Tommy Orange;New this week,THE SECOND MOUNTAIN;by David Brooks;4 weeks on the list,EVERY TOOL'S A HAMMER;by Adam Savage;New this week,THE SOUL OF AMERICA;by Jon Meacham;2 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;74 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;8 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;24 weeks on the list,THE BAD GUYS;by Aaron Blabey;30 weeks on the list,THE POET X;by Elizabeth Acevedo;13 weeks on the list,THE MISTER;by E L James;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
10,NEON PREY;by John Sandford;3 weeks on the list,THE GUEST BOOK;by Sarah Blake;New this week,THE LOST GIRLS OF PARIS;by Pam Jenoff;15 weeks on the list,LAKE OF THE OZARKS;by Bill Geist;New this week,WHERE THE LIGHT ENTERS;by Jill Biden;New this week,SEARCHING FOR SUNDAY;by Rachel Held Evans;New this week,CRIBSHEET;by Emily Oster;2 weeks on the list,BLENDED;by Sharon M. Draper;11 weeks on the list,DEAR BOY;by Paris Rosenthal and Jason Rosenthal. Illustrated by Holly Hatam;3 weeks on the list,WHAT WAS . . . ?;by various authors;13 weeks on the list,THE FALL OF CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;5 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,SHORTEST WAY HOME;by Pete Buttigieg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,"LEBRON, INC.;by Brian Windhorst;"
