,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;40 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;41 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;4 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;4 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;4 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;8 weeks on the list,HOW TO SKIMM YOUR LIFE;by The Skimm;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;10 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;9 weeks on the list,DOG MAN;by Dav Pilkey;94 weeks on the list,THE HATE U GIVE;by Angie Thomas;120 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,MRS. EVERYTHING;by Jennifer Weiner;New this week,UNSOLVED;by James Patterson and David Ellis;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;6 weeks on the list,SONGS OF AMERICA;by Jon Meacham and Tim McGraw;New this week,SONGS OF AMERICA;by Jon Meacham and Tim McGraw;New this week,BORN A CRIME;by Trevor Noah;18 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;131 weeks on the list,POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;2 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;189 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;535 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;28 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
3,TOM CLANCY: ENEMY CONTACT;by Mike Maden;New this week,MRS. EVERYTHING;by Jennifer Weiner;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;41 weeks on the list,THE PIONEERS;by David McCullough;6 weeks on the list,THE PIONEERS;by David McCullough;6 weeks on the list,SAPIENS;by Yuval Noah Harari;57 weeks on the list,MAKE YOUR BED;by William H. McRaven;66 weeks on the list,REFUGEE;by Alan Gratz;59 weeks on the list,DR. SEUSS'S I LOVE POP!;by Dr. Seuss;New this week,HARRY POTTER;by J.K. Rowling;534 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;2 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FULL COUNT;by David Cone and Jack Curry;
4,THE ORACLE;by Clive Cussler and Robin Burcell;New this week,CITY OF GIRLS;by Elizabeth Gilbert;2 weeks on the list,THE OUTSIDER;by Stephen King;2 weeks on the list,EDUCATED;by Tara Westover;69 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;5 weeks on the list,CALYPSO;by David Sedaris;2 weeks on the list,STAY SEXY AND DON'T GET MURDERED;by Karen Kilgariff and Georgia Hardstark;3 weeks on the list,WONDER;by R.J. Palacio;201 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;276 weeks on the list,DESCENDANTS;by Melissa de la Cruz;20 weeks on the list,ON THE COME UP;by Angie Thomas;19 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,THE PIONEERS;by David McCullough;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",AMERICA BEFORE;by Graham Hancock;,K;by Tyler Kepner;
5,UNSOLVED;by James Patterson and David Ellis;2 weeks on the list,TOM CLANCY: ENEMY CONTACT;by Mike Maden;New this week,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;New this week,HOWARD STERN COMES AGAIN;by Howard Stern;5 weeks on the list,EDUCATED;by Tara Westover;69 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;7 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;62 weeks on the list",WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;70 weeks on the list,HOW TO BABYSIT A GRANDPA;by Jean Reagan. Illustrated by Lee Wildish;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;506 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;2 weeks on the list",THE SILENT PATIENT;by Alex Michaelides;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,THE LATTE FACTOR;by David Bach and John David Mann;,ENLIGHTENMENT NOW;by Steven Pinker;,SPRAWLBALL;by Kirk Goldsberry;
6,CITY OF GIRLS;by Elizabeth Gilbert;2 weeks on the list,THE ORACLE;by Clive Cussler and Robin Burcell;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;15 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;8 weeks on the list,BECOMING;by Michelle Obama;31 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;49 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;5 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;11 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;50 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;175 weeks on the list,THE POET X;by Elizabeth Acevedo;14 weeks on the list,A STORM OF SWORDS;by George R.R. Martin;,BORN A CRIME;by Trevor Noah;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
7,BEFORE WE WERE YOURS;by Lisa Wingate;40 weeks on the list,RECURSION;by Blake Crouch;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;12 weeks on the list,BECOMING;by Michelle Obama;31 weeks on the list,SEA STORIES;by William H. McRaven;4 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;34 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;15 weeks on the list",ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;6 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;12 weeks on the list,THE BAD GUYS;by Aaron Blabey;35 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;67 weeks on the list,STORM CURSED;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
8,RECURSION;by Blake Crouch;New this week,REDEMPTION;by David Baldacci;9 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;54 weeks on the list,SIEGE;by Michael Wolff;2 weeks on the list,SIEGE;by Michael Wolff;2 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;5 weeks on the list,YOU ARE A BADASS;by Jen Sincero;176 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;5 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;274 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;79 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;10 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,JUST SHOW UP;by Cal Ripken Jr. and James Dale;
9,THE SUMMER GUESTS;by Mary Alice Monroe;New this week,THE SUMMER GUESTS;by Mary Alice Monroe;New this week,LONG ROAD TO MERCY;by David Baldacci;3 weeks on the list,SEA STORIES;by William H. McRaven;4 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;5 weeks on the list,JUST MERCY;by Bryan Stevenson;157 weeks on the list,DARE TO LEAD;by Brené Brown;21 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;7 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;29 weeks on the list,DORK DIARIES;by Rachel Renée Russell;290 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;6 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FLY GIRLS;by Keith O'Brien;
10,LITTLE FIRES EVERYWHERE;by Celeste Ng;38 weeks on the list,ON EARTH WE'RE BRIEFLY GORGEOUS;by Ocean Vuong;2 weeks on the list,THE MISTER;by E L James;9 weeks on the list,THE ENEMY OF THE PEOPLE;by Jim Acosta;New this week,THE ENEMY OF THE PEOPLE;by Jim Acosta;New this week,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;2 weeks on the list,MEDICAL MEDIUM CELERY JUICE;by Anthony William;4 weeks on the list,BLENDED;by Sharon M. Draper;12 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;157 weeks on the list",TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;45 weeks on the list,STEPSISTER;by Jennifer Donnelly;5 weeks on the list,TRUTH AND LIES;by Caroline Mitchell;,THE MOMENT OF LIFT;by Melinda Gates;,GRIT;by Angela Duckworth;,BOTTLE OF LIES;by Katherine Eban;,MIND AND MATTER;by John Urschel and Louisa Thomas;
