,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE DUKE AND I;by Julia Quinn;3 weeks on the list,THE VANISHING HALF;by Brit Bennett;33 weeks on the list,HOME BODY;by Rupi Kaur;9 weeks on the list,A PROMISED LAND;by Barack Obama;9 weeks on the list,A PROMISED LAND;by Barack Obama;9 weeks on the list,ON TYRANNY;by Timothy Snyder;79 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;2 weeks on the list,THE ICKABOG;by J.K. Rowling;10 weeks on the list,LITTLE BLUE TRUCK'S VALENTINE;by Alice Schertle. Illustrated by Jill McElmurry;3 weeks on the list,DOG MAN;by Dav Pilkey;177 weeks on the list,CONCRETE ROSE;by Angie Thomas;New this week,READY PLAYER TWO;by Ernest Cline;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CAT KID COMIC CLUB;by Dav Pilkey;,MORAL COMPASS;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,THE SCORPION'S TAIL;by Douglas Preston and Lincoln Child;New this week,THE SCORPION'S TAIL;by Douglas Preston and Lincoln Child;New this week,THE DUTCH HOUSE;by Ann Patchett;2 weeks on the list,CASTE;by Isabel Wilkerson;24 weeks on the list,GREENLIGHTS;by Matthew McConaughey;13 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;117 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;59 weeks on the list",LITTLE LEADERS;by Vashti Harrison;51 weeks on the list,BRONCO AND FRIENDS: A PARTY TO REMEMBER;by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;618 weeks on the list,LORE;by Alexandra Bracken;2 weeks on the list,THE GUEST LIST;by Lucy Foley;,GREENLIGHTS;by Matthew McConaughey;,PAPPYLAND;by Wright Thompson;,A WEALTH OF PIGEONS;by Steve Martin and Harry Bliss;,UNSOLVED;by James Patterson and David Ellis;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,THE VANISHING HALF;by Brit Bennett;33 weeks on the list,NEIGHBORS;by Danielle Steel;2 weeks on the list,FIREFLY LANE;by Kristin Hannah;31 weeks on the list,GREENLIGHTS;by Matthew McConaughey;13 weeks on the list,CASTE;by Isabel Wilkerson;24 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;124 weeks on the list,ATOMIC HABITS;by James Clear;60 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;24 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;27 weeks on the list,HARRY POTTER;by J.K. Rowling;617 weeks on the list,THE HATE U GIVE;by Angie Thomas;203 weeks on the list,THE VANISHING HALF;by Brit Bennett;,CASTE;by Isabel Wilkerson;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE DUKE AND I;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOOK THIEF;by Markus Zusak;
4,THE MIDNIGHT LIBRARY;by Matt Haig;7 weeks on the list,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;2 weeks on the list,NEWS OF THE WORLD;by Paulette Jiles;2 weeks on the list,ON TYRANNY;by Timothy Snyder;25 weeks on the list,UNTAMED;by Glennon Doyle;45 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;40 weeks on the list,QUIT LIKE A WOMAN;by Holly Whitaker;New this week,THIS IS YOUR TIME;by Ruby Bridges;3 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;31 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;250 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;43 weeks on the list,RHYTHM OF WAR;by Brandon Sanderson;,UNTAMED;by Glennon Doyle;,DARE TO LEAD;by Brené Brown;,GUTS;by Raina Telgemeier;,TEXAS KILL OF THE MOUNTAIN MAN;by William W. Johnstone and J.A. Johnstone;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
5,BLOOD HEIR;by Ilona Andrews;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;7 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;13 weeks on the list,UNTAMED;by Glennon Doyle;45 weeks on the list,A SWIM IN A POND IN THE RAIN;by George Saunders;New this week,HILLBILLY ELEGY;by J.D. Vance;63 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;5 weeks on the list,WONDER;by R.J. Palacio;280 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;38 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;97 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;155 weeks on the list,BRUSHFIRE;by Craig Alanson;,BECOMING;by Michelle Obama;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",THE RIVER MURDERS;by James Patterson and James O. Born;,A LONG WALK TO WATER;by Linda Sue Park;,FIVE TOTAL STRANGERS;by Natalie D. Richards;
6,THE VISCOUNT WHO LOVED ME;by Julia Quinn;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;124 weeks on the list,THE DUKE AND I;by Julia Quinn;3 weeks on the list,A SWIM IN A POND IN THE RAIN;by George Saunders;New this week,BECOMING;by Michelle Obama;101 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;26 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;33 weeks on the list",LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;17 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;559 weeks on the list,THE COUSINS;by Karen M. McManus;7 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,STRANGE PLANET;by Nathan W. Pyle;,THE MORNING AFTER;by Lisa Jackson;,LOOK BOTH WAYS;by Jason Reynolds;,ALL THE BRIGHT PLACES;by Jennifer Niven;
7,ROMANCING MISTER BRIDGERTON;by Julia Quinn;3 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;12 weeks on the list,THE QUEEN'S GAMBIT;by Walter Tevis;10 weeks on the list,EVIL GENIUSES;by Kurt Andersen;2 weeks on the list,EVIL GENIUSES;by Kurt Andersen;3 weeks on the list,BORN A CRIME;by Trevor Noah;101 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;50 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;37 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;10 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;58 weeks on the list,YOU HAVE A MATCH;by Emma Lord;New this week,A TIME FOR MERCY;by John Grisham;,TALKING TO STRANGERS;by Malcolm Gladwell;,EDISON;by Edmund Morris;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",A CHRISTMAS MESSAGE;by Debbie Macomber;,BLENDED;by Sharon M. Draper;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
8,DAYLIGHT;by David Baldacci;7 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;18 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;79 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;21 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;38 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;217 weeks on the list,THINK LIKE A MONK;by Jay Shetty;15 weeks on the list,REFUGEE;by Alan Gratz;119 weeks on the list,C IS FOR COUNTRY;by Lil Nas X. Illustrated by Theodore Taylor III;New this week,COURT OF THORNS AND ROSES;by Sarah J. Maas;21 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;10 weeks on the list,THE STAND;by Stephen King;,HILLBILLY ELEGY;by J.D. Vance;,POST CORONA;by Scott Galloway;,CLASS ACT;by Jerry Craft;,WYOMING TRUE;by Diana Palmer;,A TALE OF MAGIC...;by Chris Colfer;,AN EMBER IN THE ASHES;by Sabaa Tahir;
9,NEIGHBORS;by Danielle Steel;2 weeks on the list,THE RETURN;by Nicholas Sparks;16 weeks on the list,MILK AND HONEY;by Rupi Kaur;174 weeks on the list,YOU'LL NEVER BELIEVE WHAT HAPPENED TO LACEY;by Amber Ruffin and Lacey Lamar;New this week,YOU'LL NEVER BELIEVE WHAT HAPPENED TO LACEY;by Amber Ruffin and Lacey Lamar;New this week,JUST MERCY;by Bryan Stevenson;237 weeks on the list,YOU ARE A BADASS;by Jen Sincero;224 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;92 weeks on the list,EYES THAT KISS IN THE CORNERS;by Joanna Ho. Illustrated by Dung Ho;2 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;105 weeks on the list,DEAR JUSTYCE;by Nic Stone;11 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;,REMINA;by Junji Ito;,SOMEDAY WITH YOU;by Nora Roberts;,"HELLO, UNIVERSE;by Erin Entrada Kelly;",DEAR MARTIN;by Nic Stone;
10,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;2 weeks on the list,A TIME FOR MERCY;by John Grisham;14 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;69 weeks on the list,BECOMING;by Michelle Obama;94 weeks on the list,BREATH;by James Nestor;12 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;55 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;15 weeks on the list,STAR WARS: A TEST OF COURAGE;by Justina Ireland. Illustrated by Petur Antonsson;2 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;46 weeks on the list,THE BAD GUYS;by Aaron Blabey;109 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE RISE OF KYOSHI;by F.C. Yee with Michael Dante DiMartino;12 weeks on the list",DAYLIGHT;by David Baldacci;,BREATH;by James Nestor;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",SMILE;by Raina Telgemeier;,WHITE HOT;by Sandra Brown;,FRONT DESK;by Kelly Yang;,SERPENT AND DOVE;by Shelby Mahurin;
