,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE HELP;by Kathryn Stockett;51 weeks on the list,THE LAST SONG;by Nicholas Sparks;8 weeks on the list,,THE BIG SHORT;by Michael Lewis;New this week,THE BLIND SIDE;by Michael Lewis;25 weeks on the list,THE KIND DIET;by Alicia Silverstone;12 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;12 weeks on the list",TWILIGHT;by Mark Cotta Vaz;New this week,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;3 weeks on the list","NARUTO, VOL. 47;by Masashi Kishimoto;7 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;80 weeks on the list,FANCY NANCY'S ELEGANT EASTER;by Jane O’Connor. Illustrated by Robin Preiss Glasser;2 weeks on the list,THE EASTER EGG;by Jan Brett;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;62 weeks on the list
2,HOUSE RULES;by Jodi Picoult;3 weeks on the list,LITTLE BEE;by Chris Cleave;5 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;2 weeks on the list,A PATRIOT'S HISTORY OF THE UNITED STATES;by Larry Schweikart and Michael Allen;6 weeks on the list,SWITCH;by Chip Heath and Dan Heath;5 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;3 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;3 weeks on the list,"HELLBOY, VOL. 9;by Mike Mignola and Duncan Fegredo;New this week","BLEACH, VOL. 30;by Tite Kubo;3 weeks on the list",CATCHING FIRE;by Suzanne Collins;29 weeks on the list,THE BOOK THIEF;by Markus Zusak;132 weeks on the list,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE;by Jo Casey and Laura Gilbert;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;141 weeks on the list
3,THE SILENT SEA;by Clive Cussler and Jack Du Brul;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;39 weeks on the list,,COURAGE AND CONSEQUENCE;by Karl Rove;2 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;12 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;452 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;23 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;11 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;8 weeks on the list",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;9 weeks on the list,L.A. CANDY;by Lauren Conrad;11 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;20 weeks on the list,MAXIMUM RIDE;by James Patterson;57 weeks on the list
4,THINK TWICE;by Lisa Scottoline;New this week,A RELIABLE WIFE;by Robert Goolrick;11 weeks on the list,,THE PACIFIC;by Hugh Ambrose;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;163 weeks on the list",REWORK;by Jason Fried and David Heinemeier Hansson;2 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;9 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;7 weeks on the list,"FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;6 weeks on the list","VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;7 weeks on the list",ALICE'S ADVENTURES IN WONDERLAND;by Lewis Carroll. Illustrated by Camille Rose Garcia;7 weeks on the list,DARK VISIONS;by L. J. Smith;28 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;47 weeks on the list
5,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;3 weeks on the list,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;4 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;2 weeks on the list",MY HORIZONTAL LIFE;by Chelsea Handler;73 weeks on the list,HOW TO NEVER LOOK FAT AGAIN;by Charla Krupp;2 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;9 weeks on the list","SUPERMAN: NEW KRYPTON, VOL. 3;by Greg Rucka, Geoff Johns and James Robinson;New this week","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;21 weeks on the list","SOUL EATER, VOL. 2;by Atsushi Ohkubo;4 weeks on the list",FALLEN;by Lauren Kate;15 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;49 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;137 weeks on the list
6,ANGELOLOGY;by Danielle Trussoni;2 weeks on the list,LOOK AGAIN;by Lisa Scottoline;6 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;10 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;164 weeks on the list,PAYBACK TIME;by Phil Town;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;138 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;2 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;56 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 2;by Quinrose and Soumei Hoshino;3 weeks on the list",BEFORE I FALL;by Lauren Oliver;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;60 weeks on the list,THE JELLYBEANS AND THE BIG BOOK BONANZA;by Laura Numeroff and  Nate Evans. Illustrated by Lynn Munsinger;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;224 weeks on the list
7,BIG GIRL;by Danielle Steel;4 weeks on the list,THE LAST CHILD;by John Hart;2 weeks on the list,,AMERICAN CONSPIRACIES;by Jesse Ventura with Dick Russell;2 weeks on the list,THE LOST CITY OF Z;by David Grann;8 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;12 weeks on the list,EVERYDAY FOOD: FRESH FLAVOR FAST;by the Martha Stewart Living staff;3 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;54 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;24 weeks on the list,ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY;by Quinrose and Soumei Hoshino;7 weeks on the list,SWEET LITTLE LIES;by Lauren Conrad;7 weeks on the list,THIRST NO. 1;by Christopher Pike;33 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;51 weeks on the list,THE CLIQUE;by Lisi Harrison;17 weeks on the list
8,WORST CASE;by James Patterson and Michael Ledwidge;7 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;8 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;7 weeks on the list,BLINK;by Malcolm Gladwell;127 weeks on the list,"SO LONG, INSECURITY;by Beth Moore;7 weeks on the list","THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;3 weeks on the list",THE STAND: AMERICAN NIGHTMARES;by Roberto Aguirre-Sacasa and Mike Perkins;8 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;49 weeks on the list,"NEGIMA! (MAGISTER NEGI MAGI), VOL. 25;by Ken Akamatsu;4 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;13 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;11 weeks on the list",PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;New this week,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;2 weeks on the list
9,SPLIT IMAGE;by Robert B. Parker;4 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;58 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;24 weeks on the list,TIPPING POINT;by Malcolm Gladwell;285 weeks on the list,THE SECRET;by Rhonda Byrne;155 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;78 weeks on the list,"HULK, VOL. 4;by Jeph Loeb and Ian Churchill;New this week","CHEW, VOL. 1;by John Layman and Rob Guillory;11 weeks on the list","MAXIMUM RIDE, VOL. 1;by James Patterson and NaRae Lee;9 weeks on the list",SHIVER;by Maggie Stiefvater;31 weeks on the list,THE FOREST OF HANDS AND TEETH;by Carrie Ryan;3 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;27 weeks on the list,EVERNIGHT;by Claudia Gray;2 weeks on the list
10,THE GIRL WHO CHASED THE MOON;by Sarah Addison Allen;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;41 weeks on the list,,NO APOLOGY;by Mitt Romney;3 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;30 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;67 weeks on the list,"THE BIGGEST LOSER: 6 WEEKS TO A HEALTHIER YOU;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;New this week","DARK AVENGERS, VOL. 2;by Brian Michael Bendis and Mike Deodato;New this week","STAR WARS: LEGACY, VOL. 8;by John Ostrander and Jan Duursema;2 weeks on the list","SKIP BEAT!, VOL. 20;by Yoshiki Nakamura;3 weeks on the list",THE BATBOY;by Mike Lupica;2 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;7 weeks on the list,OTIS;written and illustrated by Loren Long;17 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;82 weeks on the list
