,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DEAD IN THE FAMILY;by Charlaine Harris;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;47 weeks on the list,,SPOKEN FROM THE HEART;by Laura Bush;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;171 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;9 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;460 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;11 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;2 weeks on the list,"BLACK BIRD, VOL. 4;by Kanoko Sakurakoji;2 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;2 weeks on the list",THE BOOK THIEF;by Markus Zusak;140 weeks on the list,STAR WARS;by Rufus Butler Seder;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;149 weeks on the list
2,HEART OF THE MATTER;by Emily Giffin;New this week,SAVOR THE MOMENT;by Nora Roberts;3 weeks on the list,,THE BIG SHORT;by Michael Lewis;9 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;5 weeks on the list,HEROES FOR MY SON;by Brad Meltzer;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;146 weeks on the list,TWILIGHT;by Mark Cotta Vaz;9 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;28 weeks on the list","NARUTO, VOL. 47;by Masashi Kishimoto;14 weeks on the list",THE CARRIE DIARIES;by Candace Bushnell;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;68 weeks on the list,LEGO STAR WARS;by Simon Beecroft;21 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;70 weeks on the list
3,FEVER DREAM;by Lincoln Child and Douglas Preston;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;8 weeks on the list,,WAR;by Sebastian Junger;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;20 weeks on the list",EXTRA LEAN;by Mario Lopez with Jimmy Peña;New this week,THE BELLY FAT CURE;by Jorge Cruise;17 weeks on the list,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;New this week",WATCHMEN;by Alan Moore and Dave Gibbons;64 weeks on the list,"D. GRAY-MAN, VOL. 17;by Katsura Hoshino;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;88 weeks on the list,L.A. CANDY;by Lauren Conrad;19 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;28 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;89 weeks on the list
4,INNOCENT;by Scott Turow;2 weeks on the list,LITTLE BEE;by Chris Cleave;13 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;10 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;81 weeks on the list,SWITCH;by Chip Heath and Dan Heath;12 weeks on the list,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;5 weeks on the list","BLOOM COUNTY: THE COMPLETE LIBRARY, VOL. 2;by Berkeley Breathed;New this week",V FOR VENDETTA;by Alan Moore and David Lloyd;56 weeks on the list,"INUYASHA, VOL. 48;by Rumiko Takahashi;New this week",CATCHING FIRE;by Suzanne Collins;37 weeks on the list,IF I STAY;by Gayle Forman;6 weeks on the list,THE SANDWICH SWAP;by Queen Rania of Jordan with Kelly DiPucchio. Illustrated by Tricia Tusa;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;145 weeks on the list
5,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;3 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;2 weeks on the list,,THE LAST STAND;by Nathaniel Philbrick;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;172 weeks on the list,"THE SHADOW EFFECT;by Deepak Chopra, Debbie Ford and Marianne Williamson;New this week",AWKWARD FAMILY PHOTOS;by Mike Bender and Doug Chernack;2 weeks on the list,"EERIE ARCHIVES, VOL. 3;by various;New this week","THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;19 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;15 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;7 weeks on the list,"FANCY NANCY AND THE LATE, LATE, LATE NIGHT;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list",MARLEY AND THE KITTENS;by John Grogan. Illustrated by Richard Cowdrey;2 weeks on the list,THE 39 CLUES;by various authors;45 weeks on the list
6,THE HELP;by Kathryn Stockett;59 weeks on the list,SOUTH OF BROAD;by Pat Conroy;2 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;2 weeks on the list,THE BLACK SWAN;by Nassim Nicholas Taleb;New this week,THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;3 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;20 weeks on the list",FLASH: REBIRTH;by Geoff Johns and Ethan Van Sciver;2 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;10 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;5 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;10 weeks on the list,SCAT;by Carl Hiaasen;3 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;10 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;10 weeks on the list
7,DELIVER US FROM EVIL;by David Baldacci;4 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;19 weeks on the list,,STEINBRENNER;by Bill Madden;New this week,THE BLIND SIDE;by Michael Lewis;33 weeks on the list,FLAT BELLY DIET! FAMILY COOKBOOK;by Liz Vaccariello with Sally Kuzemchak;New this week,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;17 weeks on the list","BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;5 weeks on the list",THE LOSERS: BOOK ONE;by Andy Diggle and Jock;7 weeks on the list,"OTOMEN, VOL. 6;by Aya Kanno;2 weeks on the list",SPELLS;by Aprilynne Pike;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;57 weeks on the list,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;4 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;53 weeks on the list
8,THE IMPERFECTIONISTS;by Tom Rachman;2 weeks on the list,THE HOST;by Stephenie Meyer;5 weeks on the list,,THIS TIME TOGETHER;by Carol Burnett;6 weeks on the list,TIPPING POINT;by Malcolm Gladwell;293 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;87 weeks on the list,OH MY DOG;by Beth Ostrosky Stern with Kristina Grish;2 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;62 weeks on the list,IRON MAN: I AM IRON MAN;by various;New this week,"BIOMEGA, VOL. 2;by Tsutomu Nihei;New this week",FALLEN;by Lauren Kate;23 weeks on the list,MASTERPIECE;by Elise Broach. Illustrated by Kelly Murphy;2 weeks on the list,INSTRUCTIONS;by Neil Gaiman. Illustrated  by Charles Vess;3 weeks on the list,SEEKERS;by Erin Hunter;2 weeks on the list
9,MATTERHORN;by Karl Marlantes;6 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;66 weeks on the list,,CRISIS ECONOMICS;by Nouriel Roubini and Stephen Mihm;New this week,CONSERVATIVE VICTORY;by Sean Hannity;7 weeks on the list,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE;by Michael J. Fox;5 weeks on the list,SKINNY ITALIAN;by Teresa Giudice with Heather Maclean;New this week,CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;5 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;6 weeks on the list,"YOTSUBA&!, VOL. 8;by Kiyohiko Azuma;4 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;62 weeks on the list,SAVVY;by Ingrid Law;7 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;23 weeks on the list,WARRIORS;by Erin Hunter;86 weeks on the list
10,LOVER MINE;by J. R. Ward;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;16 weeks on the list,,THE PACIFIC;by Hugh Ambrose;11 weeks on the list,BLINK;by Malcolm Gladwell;135 weeks on the list,TAO I;by Zhi Gang Sha;New this week,NOW EAT THIS!;by Rocco DiSpirito;11 weeks on the list,"TALISMAN: THE ROAD OF TRIALS, VOL. 1;by Robin Furth, Tony Shasteen and Nei Ruffino;2 weeks on the list","BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;11 weeks on the list","ONE PIECE, VOL. 46;by Eiichiro Oda;2 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;17 weeks on the list,LOCK AND KEY;by Sarah Dessen;26 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;3 weeks on the list,MORGANVILLE VAMPIRES;by Rachel Caine;7 weeks on the list
