,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,NOTORIOUS NINETEEN;by Janet Evanovich;New this week,NOTORIOUS NINETEEN;by Janet Evanovich;New this week,FIFTY SHADES OF GREY;by E. L. James;37 weeks on the list,,,NOTORIOUS NINETEEN;by Janet Evanovich;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;8 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;2 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;5 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;8 weeks on the list,BAREFOOT CONTESSA FOOLPROOF;by Ina Garten;4 weeks on the list,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;7 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;,FABLES: WEREWOLVES OF THE HEARTLAND;by Bill Willingham and others;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;7 weeks on the list","SOULLESS, VOL. 2;by Gail Carriger;New this week",LEGO NINJAGO CHARACTER ENCYCLOPEDIA;by Claire Sipi;5 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;25 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;60 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;202 weeks on the list,MASTERY;by Robert Greene;,OUTLIERS;by Malcolm Gladwell;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;
2,THE FORGOTTEN;by David Baldacci;New this week,THE FORGOTTEN;by David Baldacci;New this week,LIFE OF PI;by Yann Martel;8 weeks on the list,,,THE FORGOTTEN;by David Baldacci;,THOMAS JEFFERSON;by Jon Meacham;2 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;8 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;42 weeks on the list,DAMAGED;by Cathy Glass;2 weeks on the list,"HELP, THANKS, WOW;by Anne Lamott;2 weeks on the list",TO HEAVEN AND BACK;by Mary C. Neal;26 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,BUILDING STORIES;by Chris Ware;8 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;67 weeks on the list","ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 3;by QuinRose;2 weeks on the list",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;14 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;27 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;39 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;118 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,CUSTOM NATION;by Anthony Flynn and Emily Flynn Vencat;,THOMAS JEFFERSON;by Jon Meacham;
3,THE LAST MAN;by Vince Flynn;2 weeks on the list,AGENDA 21;by Glenn Beck with Harriet Parke;New this week,THE PERFECT HOPE;by Nora Roberts;3 weeks on the list,,,AGENDA 21;by Glenn Beck with Harriet Parke;,PROOF OF HEAVEN;by Eben Alexander;5 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;61 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;106 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;5 weeks on the list,GUINNESS WORLD RECORDS 2013;;11 weeks on the list,"THE CHEW;by the staff of ""The Chew"";9 weeks on the list",PROOF OF HEAVEN;by Eben Alexander;,"TOTALLY MAD: 60 YEARS OF HUMOR, SATIRE, STUPIDITY AND STUPIDITY;by various;4 weeks on the list","SCALPED, VOL. 10;by Jason Aaron and R.M. Guera;New this week","NARUTO, VOL. 59;by Masashi Kishimoto;3 weeks on the list",THE FAULT IN OUR STARS;by John Green;46 weeks on the list,DIVERGENT;by Veronica Roth;39 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;9 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;8 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,THE RACKETEER;by John Grisham;5 weeks on the list,THE LAST MAN;by Vince Flynn;2 weeks on the list,FIFTY SHADES DARKER;by E. L. James;34 weeks on the list,,,THE LAST MAN;by Vince Flynn;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;60 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;12 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;30 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;61 weeks on the list,THE 4-HOUR CHEF;by Timothy Ferriss;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;278 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;3 weeks on the list",THE COMPLETE CALVIN AND HOBBES;by Bill Watterson;2 weeks on the list,"SPICE AND WOLF, VOL. 7;by Isuna Hasekura;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;30 weeks on the list,LOOKING FOR ALASKA;by John Green;18 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;12 weeks on the list,DORK DIARIES;by Rachel Renée Russell;60 weeks on the list,STEVE JOBS;by Walter Isaacson;,TIPPING POINT;by Malcolm Gladwell;,NO EASY DAY;by Mark Owen with Kevin Maurer;
5,"MERRY CHRISTMAS, ALEX CROSS;by James Patterson;2 weeks on the list",THE RACKETEER;by John Grisham;5 weeks on the list,FIFTY SHADES FREED;by E. L. James;34 weeks on the list,,,THE RACKETEER;by John Grisham;,NO EASY DAY;by Mark Owen with Kevin Maurer;12 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;8 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;10 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;12 weeks on the list,THE SMITTEN KITCHEN COOKBOOK;by Deb Perelman;4 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;14 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;,AVENGERS VS. X-MEN;by various;New this week,GET FUZZY: THE STINKING;by Darby Conley;New this week,"OMAMORI HIMARI, VOL. 9;by Milan Matra;New this week",‘WHO COULD THAT BE AT THIS HOUR?’;by Lemony Snicket. Illustrated by Seth;5 weeks on the list,"MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;3 weeks on the list",PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;29 weeks on the list,MATCHED TRILOGY;by Ally Condie;2 weeks on the list,WHY I LEFT GOLDMAN SACHS;by Greg Smith;,DRIVE;by Daniel H. Pink;,LAST LION;by William Manchester and Paul Reid;
6,LIFE OF PI;by Yann Martel;3 weeks on the list,"MERRY CHRISTMAS, ALEX CROSS;by James Patterson;2 weeks on the list",REFLECTED IN YOU;by Sylvia Day;5 weeks on the list,,,"MERRY CHRISTMAS, ALEX CROSS;by James Patterson;",TEAM OF RIVALS;by Doris Kearns Goodwin;3 weeks on the list,ROLL ME UP AND SMOKE ME WHEN I DIE;by Willie Nelson;2 weeks on the list,JACK KENNEDY;by Chris Matthews;2 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;2 weeks on the list,FIFTY SHADES OF CHICKEN;by F.L. Fowler;2 weeks on the list,HUNGRY GIRL TO THE MAX!;by Lisa Lillien;6 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,"SUPERMAN, VOL. 1;by George Perez and Jesus Merino;New this week","ADVENTURE TIME, VOL. 1;by Ryan North;2 weeks on the list","LOVE HINA OMNIBUS, VOL. 4;by Ken Akamatsu;New this week",WONDER;by R.J. Palacio;35 weeks on the list,THE BOOK THIEF;by Markus Zusak;272 weeks on the list,PRESS HERE;by Hervé Tullet;67 weeks on the list,HARRY POTTER;by J.K. Rowling;291 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,AMERICA AGAIN;by Stephen Colbert and others;
7,AGENDA 21;by Glenn Beck with Harriet Parke;New this week,THE CASUAL VACANCY;by J. K. Rowling;9 weeks on the list,CLOUD ATLAS;by David Mitchell;17 weeks on the list,,,LIFE OF PI;by Yann Martel;,THE SIGNAL AND THE NOISE;by Nate Silver;7 weeks on the list,BRUCE;by Peter Ames Carlin;4 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;62 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;9 weeks on the list,MY YEAR IN MEALS;by Rachael Ray;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;589 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;70 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;134 weeks on the list","BLEACH, VOL. 50;by Tite Kubo;3 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;12 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;72 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;39 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;209 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,UNBROKEN;by Laura Hillenbrand;
8,GONE GIRL;by Gillian Flynn;25 weeks on the list,GONE GIRL;by Gillian Flynn;25 weeks on the list,BARED TO YOU;by Sylvia Day;24 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,DAMAGED;by Cathy Glass;2 weeks on the list,AMERICA AGAIN;by Stephen Colbert and others;8 weeks on the list,BOSSYPANTS;by Tina Fey;47 weeks on the list,AN UNFINISHED LIFE;by Robert Dallek;New this week,"DEAR CHANDLER, DEAR SCARLETT;by Mike Huckabee;2 weeks on the list",THE HAPPINESS PROJECT;by Gretchen Rubin;89 weeks on the list,ROLL ME UP AND SMOKE ME WHEN I DIE;by Willie Nelson;,"THE WALKING DEAD, BOOK 8;by Robert Kirkman and Charlie Adlard;7 weeks on the list","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;4 weeks on the list","MILES EDGEWORTH, ACE ATTORNEY INVESTIGATIONS, VOL. 3;by Kenji Kuroda;New this week",INSURGENT;by Veronica Roth;29 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;152 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;8 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;147 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,MONEYBALL;by Michael Lewis;,GENERALS;by Thomas E. Ricks;
9,FIFTY SHADES OF GREY;by E. L. James;39 weeks on the list,FLIGHT BEHAVIOR;by Barbara Kingsolver;3 weeks on the list,THE HARBINGER;by Jonathan Cahn;47 weeks on the list,,,THE CASUAL VACANCY;by J. K. Rowling;,ROLL ME UP AND SMOKE ME WHEN I DIE;by Willie Nelson;New this week,LAST LION;by William Manchester and Paul Reid;4 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;90 weeks on the list,BRAIN ON FIRE;by Susannah Cahalan;2 weeks on the list,SUPER BRAIN;by Deepak Chopra and Rudolph E. Tanzi;3 weeks on the list,EAT TO LIVE;by Joel Fuhrman;71 weeks on the list,BRUCE;by Peter Ames Carlin;,"THE GIRL WITH THE DRAGON TATTOO, BOOK 1;by Denise Mina and Leonardo Manco;2 weeks on the list",DEADPOOL KILLS THE MARVEL UNIVERSE;by Cullen Bunn and Dalibor Talajic;2 weeks on the list,"ONE PIECE, VOL. 65;by Eiichiro Oda;3 weeks on the list",THE LEGO BOOK;by Daniel Lipkowitz;New this week,WILDWOOD;by Colin Meloy;9 weeks on the list,THIS IS NOT MY HAT;by Jon Klassen;5 weeks on the list,KANE CHRONICLES;by Rick Riordan;21 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,JOY OF HATE;by Greg Gutfeld;
10,THE PERFECT HOPE;by Nora Roberts;3 weeks on the list,CROSS ROADS;by Wm. Paul Young;2 weeks on the list,WORLD WAR Z;by Max Brooks;22 weeks on the list,,,THE PERFECT HOPE;by Nora Roberts;,JOY OF HATE;by Greg Gutfeld;2 weeks on the list,PATRIARCH;by David Nasaw;New this week,OUTLIERS;by Malcolm Gladwell;77 weeks on the list,THE OUTPOST;by Jake Tapper;2 weeks on the list,BOUCHON BAKERY;by Thomas Keller and Sebastien Rouxel with others;3 weeks on the list,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;7 weeks on the list,AMERICA AGAIN;by Stephen Colbert and others;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;8 weeks on the list,"AVATAR, THE LAST AIRBENDER - THE PROMISE, PART 3;by Gene Luen Yang and others;6 weeks on the list","HAGANAI, VOL. 1;by Yomi Hirasaka and Itachi;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;23 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;24 weeks on the list,SAFARI;by Dan Kainen and Carol Kaufmann;3 weeks on the list,THE MAZE RUNNER;by James Dashner;43 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,THE OUTPOST;by Jake Tapper;
