,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,LITTLE FIRES EVERYWHERE;by Celeste Ng;59 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;82 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;47 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;5 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;5 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;3 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;21 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;50 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;20 weeks on the list,DOG MAN;by Dav Pilkey;135 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;4 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,WINDOW ON THE BAY;by Debbie Macomber;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,ALL THE BRIGHT PLACES;by Jennifer Niven;
2,WHERE THE CRAWDADS SING;by Delia Owens;81 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;2 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;37 weeks on the list,UNTAMED;by Glennon Doyle;3 weeks on the list,UNTAMED;by Glennon Doyle;3 weeks on the list,SAPIENS;by Yuval Noah Harari;98 weeks on the list,THE ODD 1S OUT: THE FIRST SEQUEL;by James Rallison;2 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;4 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;66 weeks on the list,HARRY POTTER;by J.K. Rowling;575 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;114 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE ULTIMATE RETIREMENT GUIDE FOR 50+;by Suze Orman;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,LONG ROAD TO MERCY;by David Baldacci;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,THE BOY FROM THE WOODS;by Harlan Coben;2 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;10 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;82 weeks on the list,EDUCATED;by Tara Westover;110 weeks on the list,EDUCATED;by Tara Westover;110 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;75 weeks on the list,FIND YOUR PATH;by Carrie Underwood with Eve Adamson;4 weeks on the list,WONDER;by R.J. Palacio;241 weeks on the list,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!;by Jory John. Illustrated by Pete Oswald;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;576 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;69 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,LIAR LIAR;by James Patterson and Candice Fox;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,THE SINNER;by J.R. Ward;New this week,THE GLASS HOTEL;by Emily St. John Mandel;New this week,THE OUTSIDER;by Stephen King;19 weeks on the list,LADY IN WAITING;by Anne Glenconner;New this week,LADY IN WAITING;by Anne Glenconner;New this week,JUST MERCY;by Bryan Stevenson;198 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;9 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;51 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;11 weeks on the list,THE BAD GUYS;by Aaron Blabey;71 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;17 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;,BECOMING;by Michelle Obama;,OUTLIERS;by Malcolm Gladwell;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;,A LONG WALK TO WATER;by Linda Sue Park;,THE TWIN;by Natasha Preston;
5,THE LAST ODYSSEY;by James Rollins;New this week,IN FIVE YEARS;by Rebecca Serle;3 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;49 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;3 weeks on the list,THE OFFICE;by Andy Greene;New this week,SAY NOTHING;by Patrick Radden Keefe;5 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;172 weeks on the list,ALI CROSS;by James Patterson;18 weeks on the list,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;3 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;84 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;12 weeks on the list,THE EYES OF DARKNESS;by Dean Koontz;,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;,DARK TOWERS;by David Enrich;,NEW KID;by Jerry Craft;,BLESSING IN DISGUISE;by Danielle Steel;,WISH;by Barbara O'Connor;,"FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH;by Scott Cawthon, Andrea Waggener and Carly Anne West;"
6,IN FIVE YEARS;by Rebecca Serle;3 weeks on the list,THE LAST ODYSSEY;by James Rollins;New this week,THE OVERSTORY;by Richard Powers;51 weeks on the list,THE OFFICE;by Andy Greene;New this week,THE MAMBA MENTALITY;by Kobe Bryant;15 weeks on the list,BORN A CRIME;by Trevor Noah;59 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;308 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;21 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;300 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;293 weeks on the list,THE HATE U GIVE;by Angie Thomas;161 weeks on the list,THE STAND;by Stephen King;,EDUCATED;by Tara Westover;,CAPITAL AND IDEOLOGY;by Thomas Piketty;,DRAMA;by Raina Telgemeier;,THE BIG KAHUNA;by Janet Evanovich and Peter Evanovich;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,LONG WAY DOWN;by Jason Reynolds;
7,AMERICAN DIRT;by Jeanine Cummins;10 weeks on the list,THE SINNER;by J.R. Ward;New this week,NORMAL PEOPLE;by Sally Rooney;6 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;12 weeks on the list,BECOMING;by Michelle Obama;68 weeks on the list,THE FIFTH RISK;by Michael Lewis;6 weeks on the list,ATOMIC HABITS;by James Clear;21 weeks on the list,REFUGEE;by Alan Gratz;91 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;26 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;215 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;8 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,DEADLIEST ENEMY;by Michael T. Osterholm and Mark Olshaker;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",INVESTIGATORS;by John Patrick Green;,LONGING FOR YESTERDAY;by Debbie Macomber;,RESTART;by Gordon Korman;,DEAR MARTIN;by Nic Stone;
8,THE GLASS HOTEL;by Emily St. John Mandel;New this week,THE MIRROR & THE LIGHT;by Hilary Mantel;3 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;45 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;8 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;8 weeks on the list,OUTLIERS;by Malcolm Gladwell;319 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;87 weeks on the list",IF WE WERE GIANTS;by Dave Matthews and Clete Barrett Smith;4 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;228 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;525 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;3 weeks on the list,SMOKE BITTEN;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,SMILE;by Raina Telgemeier;,AMBUSH;by James Patterson and James O. Born;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,THE SUN IS ALSO A STAR;by Nicola Yoon;
9,THEN SHE WAS GONE;by Lisa Jewell;2 weeks on the list,THE CITY WE BECAME;by N.K. Jemisin;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;79 weeks on the list,BECOMING;by Michelle Obama;69 weeks on the list,THE GIFT OF FORGIVENESS;by Katherine Schwarzenegger Pratt;3 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;243 weeks on the list",YOU ARE A BADASS;by Jen Sincero;211 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;29 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;305 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;55 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;108 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE RIDE OF A LIFETIME;by Robert Iger;,STRANGE PLANET;by Nathan W. Pyle;,THE NIGHT WINDOW;by Dean Koontz;,THE CROSSOVER;by Kwame Alexander;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
10,THE SILENT PATIENT;by Alex Michaelides;28 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;43 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;34 weeks on the list,SAPIENS;by Yuval Noah Harari;100 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;29 weeks on the list,CHESAPEAKE REQUIEM;by Earl Swift;4 weeks on the list,MAKE YOUR BED;by William H. McRaven;86 weeks on the list,TRISTAN STRONG PUNCHES A HOLE IN THE SKY;by Kwame Mbalia;11 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;171 weeks on the list,FUNJUNGLE;by Stuart Gibbs;2 weeks on the list,THE QUEEN'S ASSASSIN;by Melissa de la Cruz;6 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,GRIT;by Angela Duckworth;,GHOSTS;by Raina Telgemeier;,CHASING CASSANDRA;by Lisa Kleypas;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,LOVELY WAR;by Julie Berry;
