,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,ORIGIN;by Dan Brown;23 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;9 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;15 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;2 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;2 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;44 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;17 weeks on the list",WONDER;by R.J. Palacio;156 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;3 weeks on the list,HARRY POTTER;by J.K. Rowling;489 weeks on the list,THE HATE U GIVE;by Angie Thomas;75 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,CALYPSO;by David Sedaris;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,PARADOX;by Catherine Coulter;New this week,PARADOX;by Catherine Coulter;New this week,SHARP OBJECTS;by Gillian Flynn;49 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;3 weeks on the list","LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;3 weeks on the list",SAPIENS;by Yuval Noah Harari;12 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;86 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;7 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;232 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;490 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;22 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,BORN A CRIME;by Trevor Noah;,PRINCIPLES;by Ray Dalio;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
3,CRAZY RICH ASIANS;by Kevin Kwan;8 weeks on the list,THE OUTSIDER;by Stephen King;11 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;9 weeks on the list,EDUCATED;by Tara Westover;24 weeks on the list,EDUCATED;by Tara Westover;24 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;18 weeks on the list,YOU ARE A BADASS;by Jen Sincero;134 weeks on the list,REFUGEE;by Alan Gratz;24 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;239 weeks on the list,DOG MAN;by Dav Pilkey;49 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;4 weeks on the list,NEVERWHERE;by Neil Gaiman;,EDUCATED;by Tara Westover;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ASTROBALL;by Ben Reiter;
4,SHARP OBJECTS;by Gillian Flynn;10 weeks on the list,THE OTHER WOMAN;by Daniel Silva;3 weeks on the list,ORIGIN;by Dan Brown;3 weeks on the list,THE GUTFELD MONOLOGUES;by Greg Gutfeld;New this week,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;4 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;12 weeks on the list,THE DONALD J. TRUMP PRESIDENTIAL TWITTER LIBRARY;by The Daily Show With Trevor Noah;New this week,MINECRAFT: THE CRASH;by Tracey Baptiste;4 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;20 weeks on the list,DARKEST MINDS;by Alexandra Bracken;4 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;43 weeks on the list,THE OUTSIDER;by Stephen King;,A POLAROID GUY IN A SNAPCHAT WORLD;by David Spade;,RED NOTICE;by Bill Browder;,QUIET;by Susan Cain;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,WILD LIKE THE WIND;by Kristen Ashley;New this week,COTTAGE BY THE SEA;by Debbie Macomber;3 weeks on the list,LESS;by Andrew Sean Greer;11 weeks on the list,SAPIENS;by Yuval Noah Harari;33 weeks on the list,CALYPSO;by David Sedaris;10 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;14 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;15 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;41 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;145 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;130 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;55 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,UNBROKEN;by Laura Hillenbrand;
6,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;9 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;75 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;4 weeks on the list,THE GUTFELD MONOLOGUES;by Greg Gutfeld;New this week,BLACK KLANSMAN;by Ron Stallworth;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;254 weeks on the list,THE CROSSOVER;by Kwame Alexander;25 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;47 weeks on the list",GRAVITY FALLS;by Alex Hirsch and various illustrators;2 weeks on the list,LONG WAY DOWN;by Jason Reynolds;21 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,NORTH;by Scott Jurek with Jenny Jurek;
7,THE OTHER WOMAN;by Daniel Silva;3 weeks on the list,CLOCK DANCE;by Anne Tyler;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;121 weeks on the list,CALYPSO;by David Sedaris;10 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;65 weeks on the list,SHOE DOG;by Phil Knight;14 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;23 weeks on the list,THE WILD ROBOT;by Peter Brown;38 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;479 weeks on the list,THE HAZEL WOOD;by Melissa Albert;27 weeks on the list,THE OTHER WOMAN;by Daniel Silva;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,BORN TO BE WILDE;by Eloisa James;New this week,THE PERFECT COUPLE;by Elin Hilderbrand;7 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;61 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;59 weeks on the list,DEATH OF A NATION;by Dinesh D'Souza;New this week,JUST MERCY;by Bryan Stevenson;115 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;16 weeks on the list,AUGGIE & ME;by R.J. Palacio;76 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;137 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;58 weeks on the list,THUNDERHEAD;by Neal Shusterman;15 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HIDDEN FIGURES;by Margot Lee Shetterly;,A COURSE CALLED SCOTLAND;by Tom Coyne;
9,THE ROOSTER BAR;by John Grisham;21 weeks on the list,ALL WE EVER WANTED;by Emily Giffin;6 weeks on the list,Y IS FOR YESTERDAY;by Sue Grafton;New this week,BAD BLOOD;by John Carreyrou;11 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;12 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;5 weeks on the list,THE ODD 1S OUT;by James Rallison;New this week,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;17 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;12 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;54 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;15 weeks on the list,AGE OF WAR;by Michael J. Sullivan;,SAPIENS;by Yuval Noah Harari;,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SHAKEN;by Tim Tebow;
10,PACHINKO;by Min Jin Lee;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;46 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;2 weeks on the list,DEATH OF A NATION;by Dinesh D'Souza;New this week,THE SOUL OF AMERICA;by Jon Meacham;13 weeks on the list,WHY WE SLEEP;by Matthew Walker;5 weeks on the list,MAKE YOUR BED;by William H. McRaven;54 weeks on the list,WILLA OF THE WOOD;by Robert Beatty;4 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;2 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;4 weeks on the list,LEGENDARY;by Stephanie Garber;9 weeks on the list,SPYMASTER;by Brad Thor;,LOST CONNECTIONS;by Johann Hari;,MEASURE WHAT MATTERS;by John Doerr;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",BUT SERIOUSLY;by John McEnroe;
