,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,MISSISSIPPI BLOOD;by Greg Iles;New this week,MISSISSIPPI BLOOD;by Greg Iles;New this week,THE SHACK;by William P. Young;146 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;7 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;35 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;34 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;120 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;13 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;78 weeks on the list,HARRY POTTER;by J.K. Rowling;418 weeks on the list,THE HATE U GIVE;by Angie Thomas;4 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,HIDDEN FIGURES;by Margot Lee Shetterly;,SHOE DOG;by Phil Knight;
2,THE SHACK;by William P. Young;9 weeks on the list,VICIOUS CIRCLE;by C. J. Box;New this week,MILK AND HONEY;by Rupi Kaur;50 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;35 weeks on the list,A COLONY IN A NATION;by Chris Hayes;New this week,HIDDEN FIGURES;by Margot Lee Shetterly;16 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;4 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;8 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;419 weeks on the list,CARVE THE MARK;by Veronica Roth;10 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,ATTITUDE;by Jay Wright with Michael Sheridan and Mark Dagostino;
3,BOUND TOGETHER;by Christine Feehan;New this week,IF NOT FOR YOU;by Debbie Macomber;New this week,A MAN CALLED OVE;by Fredrik Backman;65 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;17 weeks on the list,TRUMP'S WAR;by Michael Savage;2 weeks on the list,ON TYRANNY;by Timothy Snyder;4 weeks on the list,YOU ARE A BADASS;by Jen Sincero;63 weeks on the list,WONDER;by R.J. Palacio;85 weeks on the list,"MIGHTY, MIGHTY CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;6 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;10 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;40 weeks on the list",TOOLS OF TITANS;by Tim Ferriss;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,VICIOUS CIRCLE;by C. J. Box;New this week,NORSE MYTHOLOGY;by Neil Gaiman;7 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;21 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;15 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;28 weeks on the list,DARK MONEY;by Jane Mayer;5 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;15 weeks on the list,DRAGONWATCH;by Brandon Mull. Illustrated by Brandon Dorman;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;196 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;41 weeks on the list,CARAVAL;by Stephanie Garber;8 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,HOMO DEUS;by Yuval Noah Harari;,SHAKEN;by Tim Tebow;
5,IF NOT FOR YOU;by Debbie Macomber;New this week,THE CUTTHROAT;by Clive Cussler and Justin Scott;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;7 weeks on the list,A COLONY IN A NATION;by Chris Hayes;New this week,PORTRAITS OF COURAGE;by George W. Bush;4 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;76 weeks on the list,BRIGHT LINE EATING;by Susan Peirce Thompson;New this week,DOG MAN;by Dav Pilkey;30 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;93 weeks on the list",RED QUEEN;by Victoria Aveyard;7 weeks on the list,THE MADDIE DIARIES;by Maddie Ziegler;3 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,THE 1997 MASTERS: MY STORY;by Tiger Woods with Lorne Rubenstein;
6,BIG LITTLE LIES;by Liane Moriarty;32 weeks on the list,THE TEA GIRL OF HUMMINGBIRD LANE;by Lisa See;New this week,NO MAN'S LAND;by David Baldacci;New this week,ON TYRANNY;by Timothy Snyder;3 weeks on the list,SAPIENS;by Yuval Noah Harari;9 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;2 weeks on the list,WIRED TO EAT;by Robb Wolf;New this week,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;12 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;18 weeks on the list,DORK DIARIES;by Rachel Renée Russell;200 weeks on the list,SCYTHE;by Neal Shusterman;12 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE UNDOING PROJECT;by Michael Lewis;,A LIFE WELL PLAYED;by Arnold Palmer;
7,FOREVER A HERO;by Linda Lael Miller;New this week,DANGEROUS GAMES;by Danielle Steel;3 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;4 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;28 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;23 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;128 weeks on the list",BALLERINA BODY;by Misty Copeland;New this week,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;35 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;162 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;126 weeks on the list,HEARTLESS;by Marissa Meyer;19 weeks on the list,ORIGINALS;by Adam Grant;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",I GOT THIS;by Laurie Hernandez;
8,THE OBSESSION;by Nora Roberts;9 weeks on the list,MANGROVE LIGHTNING;by Randy Wayne White;New this week,A DOG'S PURPOSE;by W. Bruce Cameron;33 weeks on the list,SAPIENS;by Yuval Noah Harari;6 weeks on the list,THE STRANGER IN THE WOODS;by Michael Finkel;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;186 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;193 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;25 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;29 weeks on the list",PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;6 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;43 weeks on the list,GRIT;by Angela Duckworth;,LAB GIRL;by Hope Jahren;,BARBARIAN DAYS;by William Finnegan;
9,A MAN CALLED OVE;by Fredrik Backman;44 weeks on the list,THE DEVIL'S TRIANGLE;by Catherine Coulter and J. T. Ellison;2 weeks on the list,THE ORPHAN'S TALE;by Pam Jenoff;5 weeks on the list,THE STRANGER IN THE WOODS;by Michael Finkel;3 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;23 weeks on the list,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;21 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;77 weeks on the list,RAD AMERICAN WOMEN A-Z;by Kate Schatz. Illustrated by Miriam Klein Stahl;7 weeks on the list,I DISSENT;by Debbie Levy. Illustrated by Elizabeth Baddeley;5 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;79 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;43 weeks on the list,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;
10,MAN OVERBOARD;by J. A. Jance;New this week,MAN OVERBOARD;by J. A. Jance;New this week,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;49 weeks on the list,TRUMP'S WAR;by Michael Savage;2 weeks on the list,WHO THOUGHT THIS WAS A GOOD IDEA?;by Alyssa Mastromonaco with Lauren Oyler;New this week,FURIOUSLY HAPPY;by Jenny Lawson;2 weeks on the list,GOOD GRIEF;by Theresa Caputo with Kristina Grish;2 weeks on the list,WORD OF MOUSE;by James Patterson and Chris Grabenstein. Illustrated by Joe Sutphin;14 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;128 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;423 weeks on the list,NEMESIS;by Brendan Reichs;New this week,EYES WIDE OPEN;by Isaac Lidsky;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,THE LEGENDS CLUB;by John Feinstein;
