,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FALL OF GIANTS;by Ken Follett;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;67 weeks on the list,,OBAMA'S WARS;by Bob Woodward;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;191 weeks on the list",DELIVERING HAPPINESS;by Tony Hsieh;17 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;480 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;2 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;24 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;2 weeks on the list",TORMENT;by Lauren Kate;New this week,THE BOOK THIEF;by Markus Zusak;160 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;New this week,THE HUNGER GAMES;by Suzanne Collins;6 weeks on the list
2,DON’T BLINK;by James Patterson and Howard Roughan;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;28 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;192 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;166 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;8 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;30 weeks on the list,"DANCE IN THE VAMPIRE BUND, VOL. 8;by Nozomu Tamaki;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;22 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;New this week,"SCAREDY-CAT, SPLAT!;written and illustrated by Rob Scotton;3 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;169 weeks on the list
3,FREEDOM;by Jonathan Franzen;5 weeks on the list,LITTLE BEE;by Chris Cleave;33 weeks on the list,,____ FINISH FIRST;by Tucker Max;New this week,THE GLASS CASTLE;by Jeannette Walls;187 weeks on the list,THE POWER;by Rhonda Byrne;7 weeks on the list,WAITING FOR ‘SUPERMAN’;edited by Karl Weber;New this week,X-MEN: SECOND COMING;by various;New this week,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;11 weeks on the list,"BERSERK, VOL. 34;by Kentaro Miura;New this week",CLOCKWORK ANGEL;by Cassandra Clare;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;88 weeks on the list,MY MOMMY HUNG THE MOON;by Jamie Lee Curtis.  Illustrated by Laura Cornell;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;90 weeks on the list
4,SAFE HAVEN;by Nicholas Sparks;3 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;4 weeks on the list,,THE ROOTS OF OBAMA'S RAGE;by Dinesh D'Souza;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;101 weeks on the list,"LOVE, LUST AND FAKING IT;by Jenny McCarthy;New this week",THE BELLY FAT CURE;by Jorge Cruise;37 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;12 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;26 weeks on the list,"FAIRY TAIL, VOL. 12;by Hiro Mashima;New this week",THE EXILED QUEEN;by Cinda Williams Chima;New this week,RADIANCE;by Alyson Noël;5 weeks on the list,OLIVIA GOES TO VENICE;written and illustrated by Ian Falconer;New this week,THE 39 CLUES;by various authors;65 weeks on the list
5,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;New this week,CUTTING FOR STONE;by Abraham Verghese;36 weeks on the list,,THE GRAND DESIGN;by Stephen Hawking and Leonard Mlodinow;4 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;10 weeks on the list,POWER THOUGHTS;by Joyce Meyer;3 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;98 weeks on the list,THE MARVELOUS LAND OF OZ;by Eric Shanower and Skottie Young;New this week,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;18 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;7 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;16 weeks on the list,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;2 weeks on the list,LEGO STAR WARS;by Simon Beecroft;41 weeks on the list,CHRONICLES OF VLADIMIR TOD;by Heather Brewer;6 weeks on the list
6,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;19 weeks on the list,WORST CASE;by James Patterson and Michael Ledwidge;2 weeks on the list,,PINHEADS AND PATRIOTS;by Bill O'Reilly;3 weeks on the list,TRAVELING WITH POMEGRANATES;by Sue Monk Kidd and Ann Kidd Taylor;4 weeks on the list,SWITCH;by Chip Heath and Dan Heath;29 weeks on the list,THE NO ----- RULE;by Robert I. Sutton;3 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;30 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;22 weeks on the list,"THE DARK-HUNTERS, VOL. 3;by Sherrilyn Kenyon;New this week",LINGER;by Maggie Stiefvater;12 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;76 weeks on the list,HEADS;written and illustrated by Matthew Van Fleet;6 weeks on the list,TIFFANY ACHING ADVENTURES;by Terry Pratchett;New this week
7,NAKED HEAT;by Richard Castle;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;69 weeks on the list,,OPERATION DARK HEART;by Anthony Shaffer;New this week,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;25 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;29 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;79 weeks on the list,TWILIGHT;by Mark Cotta Vaz;28 weeks on the list,"EMPOWERED, VOL. 6;by Adam Warren;New this week","MAID SAMA!, VOL. 6;by Hiro Fujiwara;New this week",MONSTER HIGH;by Lisi Harrison;5 weeks on the list,"NERDS (BOOK ONE: NATIONAL ESPIONAGE, RESCUE, AND DEFENSE SOCIETY);by Michael Buckley;New this week",IT’S A BOOK;written and illustrated by Lane Smith;8 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;165 weeks on the list
8,LEGACY;by Danielle Steel;New this week,SARAH’S KEY;by Tatiana de Rosnay;86 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;22 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;40 weeks on the list",FOREVER YOUNG;by Nicholas Perricone;New this week,RADICAL;by David Platt;17 weeks on the list,"DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;7 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;46 weeks on the list","BLEACH,  VOL. 32;by Tite Kubo;5 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;26 weeks on the list,SHIVER;by Maggie Stiefvater;17 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;3 weeks on the list",GUARDIANS OF GA’HOOLE;by Kathryn Lasky;4 weeks on the list
9,BAD BLOOD;by John Sandford;2 weeks on the list,NEVER LET ME GO;by Kazuo Ishiguro;4 weeks on the list,,EVEN SILENCE HAS AN END;by Ingrid Betancourt;2 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;58 weeks on the list,THE COMING ECONOMIC ARMAGEDDON;by David Jeremiah;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;40 weeks on the list",BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;12 weeks on the list,"THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;6 weeks on the list","DEADMAN WONDERLAND, VOL. 3;by Jinsei Kataoka;New this week",THE SEARCH FOR WONDLA;by Tony DiTerlizzi;2 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;2 weeks on the list",WE ARE IN A BOOK!;written and illustrated by Mo Willems;3 weeks on the list,THE CRANK TRILOGY;Ellen Hopkins;3 weeks on the list
10,THE HELP;by Kathryn Stockett;79 weeks on the list,THE CORRECTIONS;by Jonathan Franzen;5 weeks on the list,,CRIMES AGAINST LIBERTY;by David Limbaugh;6 weeks on the list,TOO BIG TO FAIL;by Andrew Ross Sorkin;4 weeks on the list,GOOD EATS 2 (THE MIDDLE YEARS);by Alton Brown;New this week,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;19 weeks on the list",THE AMAZING SCREW-ON HEAD AND OTHER CURIOUS OBJECTS;by Mike Mignola and Dave Stewart;3 weeks on the list,"THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;9 weeks on the list",WORLD OF WARCRAFT: SHAMAN;by Paul Benjamin and Rocio Zucchio;New this week,RECKLESS;written and illustrated by Cornelia Funke;3 weeks on the list,FALLEN;by Lauren Kate;New this week,THE THREE LITTLE DASSIES;written and illustrated by Jan Brett;2 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;226 weeks on the list
