,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,ORIGIN;by Dan Brown;22 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;New this week,CRAZY RICH ASIANS;by Kevin Kwan;14 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;New this week,THE RUSSIA HOAX;by Gregg Jarrett;New this week,KITCHEN CONFIDENTIAL;by Anthony Bourdain;43 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;16 weeks on the list",WONDER;by R.J. Palacio;155 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;231 weeks on the list,HARRY POTTER;by J.K. Rowling;488 weeks on the list,THE HATE U GIVE;by Angie Thomas;74 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,CALYPSO;by David Sedaris;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,THE OTHER WOMAN;by Daniel Silva;2 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;8 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;8 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;2 weeks on the list","LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;2 weeks on the list",THINGS THAT MATTER;by Charles Krauthammer;11 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;85 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;6 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;19 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;489 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;21 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,BORN A CRIME;by Trevor Noah;,PRINCIPLES;by Ray Dalio;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
3,CRAZY RICH ASIANS;by Kevin Kwan;7 weeks on the list,THE OTHER WOMAN;by Daniel Silva;2 weeks on the list,LESS;by Andrew Sean Greer;10 weeks on the list,EDUCATED;by Tara Westover;23 weeks on the list,EDUCATED;by Tara Westover;23 weeks on the list,SAPIENS;by Yuval Noah Harari;11 weeks on the list,YOU ARE A BADASS;by Jen Sincero;133 weeks on the list,REFUGEE;by Alan Gratz;23 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;238 weeks on the list,DOG MAN;by Dav Pilkey;48 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;3 weeks on the list,NEVERWHERE;by Neil Gaiman;,EDUCATED;by Tara Westover;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ASTROBALL;by Ben Reiter;
4,SHARP OBJECTS;by Gillian Flynn;9 weeks on the list,THE OUTSIDER;by Stephen King;10 weeks on the list,SHARP OBJECTS;by Gillian Flynn;48 weeks on the list,CALYPSO;by David Sedaris;9 weeks on the list,CALYPSO;by David Sedaris;9 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;17 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;14 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;3 weeks on the list,AFTER THE FALL;by Dan Santat;8 weeks on the list,GRAVITY FALLS;by Alex Hirsch and various illustrators;New this week,TURTLES ALL THE WAY DOWN;by John Green;42 weeks on the list,THE OUTSIDER;by Stephen King;,A POLAROID GUY IN A SNAPCHAT WORLD;by David Spade;,RED NOTICE;by Bill Browder;,QUIET;by Susan Cain;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;8 weeks on the list,GHOSTED;by Rosie Walsh;New this week,THE HANDMAID'S TALE;by Margaret Atwood;74 weeks on the list,BAD BLOOD;by John Carreyrou;10 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;3 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;13 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;22 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;40 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;144 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;129 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;54 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,UNBROKEN;by Laura Hillenbrand;
6,THRAWN: ALLIANCES;by Timothy Zahn;New this week,COTTAGE BY THE SEA;by Debbie Macomber;2 weeks on the list,ORIGIN;by Dan Brown;2 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;3 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;64 weeks on the list,WHY WE SLEEP;by Matthew Walker;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;253 weeks on the list,WILLA OF THE WOOD;by Robert Beatty;3 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;11 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;53 weeks on the list,LONG WAY DOWN;by Jason Reynolds;20 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,NORTH;by Scott Jurek with Jenny Jurek;
7,THE ROOSTER BAR;by John Grisham;20 weeks on the list,THE PERFECT COUPLE;by Elin Hilderbrand;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;120 weeks on the list,SAPIENS;by Yuval Noah Harari;32 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;11 weeks on the list,JUST MERCY;by Bryan Stevenson;114 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;10 weeks on the list,THE WILD ROBOT;by Peter Brown;37 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;136 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;57 weeks on the list,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;2 weeks on the list,THE OTHER WOMAN;by Daniel Silva;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,THE NAKED TRUTH;by Vi Keeland;New this week,SPYMASTER;by Brad Thor;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;60 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;57 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;12 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;4 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;15 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;36 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;46 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;478 weeks on the list,THE HAZEL WOOD;by Melissa Albert;26 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HIDDEN FIGURES;by Margot Lee Shetterly;,A COURSE CALLED SCOTLAND;by Tom Coyne;
9,THE OUTSIDER;by Stephen King;10 weeks on the list,CLOCK DANCE;by Anne Tyler;3 weeks on the list,THE ADVENTURE ZONE: HERE THERE BE GERBLINS;by Clint McElroy et al. Illustrated by Carey Pietsch;2 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;9 weeks on the list,BAD BLOOD;by John Carreyrou;8 weeks on the list,RED NOTICE;by Bill Browder;4 weeks on the list,MAKE YOUR BED;by William H. McRaven;53 weeks on the list,AUGGIE & ME;by R.J. Palacio;75 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;New this week,DARKEST MINDS;by Alexandra Bracken;3 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;14 weeks on the list,AGE OF WAR;by Michael J. Sullivan;,SAPIENS;by Yuval Noah Harari;,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SHAKEN;by Tim Tebow;
10,COTTAGE BY THE SEA;by Debbie Macomber;2 weeks on the list,ALL WE EVER WANTED;by Emily Giffin;5 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;58 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;25 weeks on the list,THE DEATH OF TRUTH;by Michiko Kakutani;2 weeks on the list,SHOE DOG;by Phil Knight;13 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;17 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;16 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;New this week,WINGS OF FIRE;by Tui T. Sutherland;34 weeks on the list,THUNDERHEAD;by Neal Shusterman;14 weeks on the list,SPYMASTER;by Brad Thor;,LOST CONNECTIONS;by Johann Hari;,MEASURE WHAT MATTERS;by John Doerr;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",BUT SERIOUSLY;by John McEnroe;
