,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;48 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;49 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;163 weeks on the list,EDUCATED;by Tara Westover;77 weeks on the list,EDUCATED;by Tara Westover;77 weeks on the list,BORN A CRIME;by Trevor Noah;26 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;139 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;18 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;17 weeks on the list,DOG MAN;by Dav Pilkey;102 weeks on the list,THE HATE U GIVE;by Angie Thomas;128 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,THE INN;by James Patterson with Candice Fox;New this week,THE INN;by James Patterson with Candice Fox;New this week,BELOVED;by Toni Morrison;New this week,TRICK MIRROR;by Jia Tolentino;New this week,TRICK MIRROR;by Jia Tolentino;New this week,SAPIENS;by Yuval Noah Harari;65 weeks on the list,DARE TO LEAD;by Brené Brown;29 weeks on the list,WONDER;by R.J. Palacio;209 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;6 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;53 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;36 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,BECOMING;by Michelle Obama;,ATOMIC HABITS;by James Clear;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
3,OUTFOX;by Sandra Brown;New this week,THE TURN OF THE KEY;by Ruth Ware;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;49 weeks on the list,BECOMING;by Michelle Obama;39 weeks on the list,BECOMING;by Michelle Obama;39 weeks on the list,JUST MERCY;by Bryan Stevenson;165 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;70 weeks on the list",REFUGEE;by Alan Gratz;67 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;197 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;543 weeks on the list,ON THE COME UP;by Angie Thomas;27 weeks on the list,UNDER CURRENTS;by Nora Roberts;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,A DANGEROUS MAN;by Robert Crais;New this week,ONE GOOD DEED;by David Baldacci;3 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;12 weeks on the list,THREE WOMEN;by Lisa Taddeo;5 weeks on the list,THREE WOMEN;by Lisa Taddeo;5 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;42 weeks on the list,YOU ARE A BADASS;by Jen Sincero;184 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;77 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;284 weeks on the list,HARRY POTTER;by J.K. Rowling;542 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;10 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,RANGE;by David Epstein;,BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
5,THE TURN OF THE KEY;by Ruth Ware;New this week,OUTFOX;by Sandra Brown;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;14 weeks on the list,THE PIONEERS;by David McCullough;14 weeks on the list,THE PIONEERS;by David McCullough;14 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;57 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;23 weeks on the list",POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;10 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;9 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;514 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;75 weeks on the list,THRAWN: TREASON;by Timothy Zahn;,SAPIENS;by Yuval Noah Harari;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FOR THE GOOD OF THE GAME;by Bud Selig with Phil Rogers;
6,THE ART OF RACING IN THE RAIN;by Garth Stein;3 weeks on the list,THE NICKEL BOYS;by Colson Whitehead;4 weeks on the list,THE BLUEST EYE;by Toni Morrison;New this week,BORN A CRIME;by Trevor Noah;56 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;12 weeks on the list,OUTLIERS;by Malcolm Gladwell;286 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;12 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;19 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;282 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;183 weeks on the list,WILDER GIRLS;by Rory Power;5 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",IF THESE WALLS COULD TALK;by Jerry Remy and Nick Cafardo;
7,ONE GOOD DEED;by David Baldacci;3 weeks on the list,A DANGEROUS MAN;by Robert Crais;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;23 weeks on the list,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;5 weeks on the list,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;5 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;16 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;282 weeks on the list,MERCI SUÁREZ CHANGES GEARS;by Meg Medina;7 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;62 weeks on the list,GIVER QUARTET;by Lois Lowry;158 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;13 weeks on the list,ONE GOOD DEED;by David Baldacci;,THREE WOMEN;by Lisa Taddeo;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WOLFPACK;by Abby Wambach;
8,THE NEW GIRL;by Daniel Silva;4 weeks on the list,THE NEW GIRL;by Daniel Silva;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;62 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;12 weeks on the list,THE SOURCE OF SELF-REGARD;by Toni Morrison;6 weeks on the list,CALYPSO;by David Sedaris;10 weeks on the list,TINY BUT MIGHTY;by Hannah Shaw;New this week,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;17 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;13 weeks on the list,THE BAD GUYS;by Aaron Blabey;43 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;86 weeks on the list,THE NEW GIRL;by Daniel Silva;,AMERICAN CARNAGE;by Tim Alberta;,GRIT;by Angela Duckworth;,WHY WE SLEEP;by Matthew Walker;,FLY GIRLS;by Keith O'Brien;
9,BELOVED;by Toni Morrison;New this week,SUMMER OF '69;by Elin Hilderbrand;8 weeks on the list,SONG OF SOLOMON;by Toni Morrison;New this week,SAPIENS;by Yuval Noah Harari;81 weeks on the list,THE MOSQUITO;by Timothy C. Winegard;New this week,"THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;4 weeks on the list",ATOMIC HABITS;by James Clear;4 weeks on the list,BLENDED;by Sharon M. Draper;18 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;7 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;87 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;10 weeks on the list",WHISPER NETWORK;by Chandler Baker;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",PRINCIPLES;by Ray Dalio;,THE POWER OF HABIT;by Charles Duhigg;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
10,THE NICKEL BOYS;by Colson Whitehead;4 weeks on the list,CHANCES ARE ...;by Richard Russo;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;97 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;15 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;12 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;45 weeks on the list,MAKE YOUR BED;by William H. McRaven;74 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;13 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;165 weeks on the list",DESCENDANTS;by various authors;22 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;34 weeks on the list",MISSING MOLLY;by Natalie Barelli;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,RADICAL CANDOR;by Kim Scott;,QUIET;by Susan Cain;,BALLPARK;by Paul Goldberger;
