,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DELIVER US FROM EVIL;by David Baldacci;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;44 weeks on the list,,THE BIG SHORT;by Michael Lewis;6 weeks on the list,CONSERVATIVE VICTORY;by Sean Hannity;4 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;6 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;17 weeks on the list",KICK-ASS;by Mark Millar and John Romita Jr.;8 weeks on the list,THE LOSERS: BOOK ONE;by Andy Diggle and Jock;4 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;3 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;85 weeks on the list,THE BOOK THIEF;by Markus Zusak;137 weeks on the list,LEGO STAR WARS;by Simon Beecroft;19 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;67 weeks on the list
2,THE HELP;by Kathryn Stockett;56 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;5 weeks on the list,,OPRAH;by Kitty Kelley;2 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;2 weeks on the list,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE;by Michael J. Fox;2 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;8 weeks on the list,TWILIGHT;by Mark Cotta Vaz;6 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;7 weeks on the list,"YOTSUBA&!, VOL. 8;by Kiyohiko Azuma;New this week",CATCHING FIRE;by Suzanne Collins;34 weeks on the list,IF I STAY;by Gayle Forman;3 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;8 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;146 weeks on the list
3,THE DOUBLE COMFORT SAFARI CLUB;by Alexander McCall Smith;New this week,LITTLE BEE;by Chris Cleave;10 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;7 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;17 weeks on the list",HOME COOKING WITH TRISHA YEARWOOD;by Trisha Yearwood with Gwen Yearwood and Beth Yearwood Bernard;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;457 weeks on the list,"BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;2 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;61 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;12 weeks on the list",RULES OF ATTRACTION;by Simone Elkeles;2 weeks on the list,MOVERS AND FAKERS;by Lisi Harrison;3 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;25 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;142 weeks on the list
4,THIS BODY OF DEATH;by Elizabeth George;New this week,THE LAST SONG;by Nicholas Sparks;13 weeks on the list,,THIS TIME TOGETHER;by Carol Burnett;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;168 weeks on the list",BRINGING UP GIRLS;by James Dobson;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;143 weeks on the list,CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;3 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;25 weeks on the list","SPICE AND WOLF, VOL. 1;by Isuna Hasekura and Keito Koume;New this week",THIRTEEN REASONS WHY;by Jay Asher;60 weeks on the list,L.A. CANDY;by Lauren Conrad;16 weeks on the list,THE EARTH BOOK;written and illustrated by Todd Parr;New this week,THE 39 CLUES;by various authors;42 weeks on the list
5,LUCID INTERVALS;by Stuart Woods;New this week,THE HOST;by Stephenie Meyer;2 weeks on the list,,13 BANKERS;by Simon Johnson and James Kwak;4 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;78 weeks on the list,MIKE AND MIKE'S RULES FOR SPORTS AND LIFE;by Mike Greenberg and Mike Golic with Andrew Chaikivsky;3 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;14 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;12 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;16 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;13 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;4 weeks on the list,LETTERS TO GOD;by Patrick Doughtie and John Perry;3 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;52 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;7 weeks on the list
6,THE SHADOW OF YOUR SMILE;by Mary Higgins Clark;2 weeks on the list,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;3 weeks on the list,,THE PACIFIC;by Hugh Ambrose;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;169 weeks on the list,GIADA AT HOME;by Giada De Laurentiis;4 weeks on the list,HUNGRY GIRL 1-2-3;by Lisa Lillien;4 weeks on the list,HALO: HELLJUMPER;by Peter David and Eric Nguyen;6 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;2 weeks on the list,"THE GENTLEMEN’S ALLIANCE, VOL.11;by Arina Tanemura;3 weeks on the list",THE TIME PIRATE;by Ted Bell;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;65 weeks on the list,PARTY ANIMALS;by Kathie Lee Gifford. Illustrated by Peter Bay Alexandersen;New this week,WICKED LOVELY;by Melissa Marr;3 weeks on the list
7,BURNING LAMP;by Amanda Quick;New this week,A RELIABLE WIFE;by Robert Goolrick;16 weeks on the list,,THE BRIDGE;by David Remnick;3 weeks on the list,THE BLIND SIDE;by Michael Lewis;30 weeks on the list,JAMIE'S FOOD REVOLUTION;by Jamie Oliver;5 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;14 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;59 weeks on the list,"DEADPOOL: SUICIDE KINGS;by Mike Benson, Carlo Barbieri and Sean Crystal;New this week","YU-GI-OH! R, VOL. 4;by Kazuki Takahashi and Akira Ito;3 weeks on the list",FALLEN;by Lauren Kate;20 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;54 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;2 weeks on the list,DARKEST POWERS;by Kelley Armstrong;3 weeks on the list
8,EVERY LAST ONE;by Anna Quindlen;2 weeks on the list,TINKERS;by Paul Harding;New this week,,2010 TAKE BACK AMERICA;by Dick Morris and Eileen McGann;2 weeks on the list,THE LOST CITY OF Z;by David Grann;13 weeks on the list,GOD NEVER BLINKS;by Regina Brett;2 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;91 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;28 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;7 weeks on the list,"NIGHTSCHOOL, VOL. 3;by Svetlana Chmakova;New this week","WILL GRAYSON, WILL GRAYSON;by John Green and David Levithan;3 weeks on the list",LOCK AND KEY;by Sarah Dessen;24 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;112 weeks on the list,WARRIORS;by Erin Hunter;85 weeks on the list
9,EIGHT DAYS TO LIVE;by Iris Johansen;New this week,SARAH’S KEY;by Tatiana de Rosnay;63 weeks on the list,,THE BEDWETTER;by Sarah Silverman;New this week,BLINK;by Malcolm Gladwell;132 weeks on the list,SWITCH;by Chip Heath and Dan Heath;9 weeks on the list,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;2 weeks on the list","GOTHAM CITY SIRENS, VOL. 1;by Paul Dini and Dustin Nguyen;New this week","BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;8 weeks on the list",ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY;by Quinrose and Soumei Hoshino;9 weeks on the list,BEFORE I FALL;by Lauren Oliver;8 weeks on the list,SAVVY;by Ingrid Law;5 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;8 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;86 weeks on the list
10,CHANGES;by Jim Butcher;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;13 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;7 weeks on the list",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;35 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;15 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;6 weeks on the list",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;21 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;53 weeks on the list,"SOUL EATER, VOL. 2;by Atsushi Ohkubo;8 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;16 weeks on the list,GRACELING;by Kristin Cashore;25 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;31 weeks on the list,MAXIMUM RIDE;by James Patterson;62 weeks on the list
