,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,SHELTER IN PLACE;by Nora Roberts;New this week,THE OUTSIDER;by Stephen King;2 weeks on the list,INTO THE WATER;by Paula Hawkins;5 weeks on the list,CALYPSO;by David Sedaris;New this week,CALYPSO;by David Sedaris;New this week,KILLERS OF THE FLOWER MOON;by David Grann;9 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;6 weeks on the list,WONDER;by R.J. Palacio;147 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;11 weeks on the list,DOG MAN;by Dav Pilkey;40 weeks on the list,LEGENDARY;by Stephanie Garber;New this week,THE OUTSIDER;by Stephen King;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,MEASURE WHAT MATTERS;by John Doerr;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;
2,THE OUTSIDER;by Stephen King;2 weeks on the list,SHELTER IN PLACE;by Nora Roberts;New this week,THE HANDMAID'S TALE;by Margaret Atwood;66 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;4 weeks on the list,THE RESTLESS WAVE;by John McCain and Mark Salter;2 weeks on the list,SAPIENS;by Yuval Noah Harari;3 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;77 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;9 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;136 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;481 weeks on the list,THE HATE U GIVE;by Angie Thomas;66 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;,BORN A CRIME;by Trevor Noah;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,MEN IN BLAZERS PRESENT ENCYCLOPEDIA BLAZERTANNICA;by Roger Bennett and Michael Davies;
3,SHADOW KEEPER;by Christine Feehan;New this week,THE GRAY GHOST;by Clive Cussler and Robin Burcell;New this week,CRAZY RICH ASIANS;by Kevin Kwan;6 weeks on the list,THE RESTLESS WAVE;by John McCain and Mark Salter;2 weeks on the list,A HIGHER LOYALTY;by James Comey;7 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;5 weeks on the list,YOU ARE A BADASS;by Jen Sincero;125 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;16 weeks on the list",DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;223 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;5 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;13 weeks on the list,THE FALLEN;by David Baldacci;,A HIGHER LOYALTY;by James Comey;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,I'M KEITH HERNANDEZ;by Keith Hernandez;
4,THE GRAY GHOST;by Clive Cussler and Robin Burcell;New this week,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;New this week,MILK AND HONEY;by Rupi Kaur;112 weeks on the list,A HIGHER LOYALTY;by James Comey;7 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;4 weeks on the list,SHOE DOG;by Phil Knight;5 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;8 weeks on the list",WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;28 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;3 weeks on the list,HARRY POTTER;by J.K. Rowling;480 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;34 weeks on the list,READY PLAYER ONE;by Ernest Cline;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;,THE ORDER OF TIME;by Carlo Rovelli;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
5,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;New this week,TO THE MOON AND BACK;by Karen Kingsbury;New this week,LESS;by Andrew Sean Greer;2 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;3 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;3 weeks on the list,JUST MERCY;by Bryan Stevenson;106 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;245 weeks on the list,THE WILD ROBOT;by Peter Brown;29 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;39 weeks on the list,RED QUEEN;by Victoria Aveyard;20 weeks on the list,LONG WAY DOWN;by Jason Reynolds;14 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;,CALYPSO;by David Sedaris;,I LOVE CAPITALISM!;by Ken Langone;,LEONARDO DA VINCI;by Walter Isaacson;,THE IF IN LIFE;by Rashad Jennings with Margot Starbuck;
6,THE ALICE NETWORK;by Kate Quinn;2 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;5 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;35 weeks on the list,FACTS AND FEARS;by James R. Clapper with Trey Brown;2 weeks on the list,BARRACOON;by Zora Neale Hurston;4 weeks on the list,BEING MORTAL;by Atul Gawande;39 weeks on the list,MAKE YOUR BED;by William H. McRaven;48 weeks on the list,REFUGEE;by Alan Gratz;15 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;38 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;121 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;6 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
7,TOO WILDE TO WED;by Eloisa James;New this week,THE FALLEN;by David Baldacci;7 weeks on the list,A STRANGER IN THE HOUSE;by Shari Lapena;New this week,EDUCATED;by Tara Westover;15 weeks on the list,FACTS AND FEARS;by James R. Clapper with Trey Brown;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;423 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;7 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;5 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;6 weeks on the list,DORK DIARIES;by Rachel Renée Russell;254 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;46 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE SOUL OF AMERICA;by Jon Meacham;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SHAKEN;by Tim Tebow;
8,THE FALLEN;by David Baldacci;7 weeks on the list,BY INVITATION ONLY;by Dorothea Benton Frank;3 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;50 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;50 weeks on the list,TAILSPIN;by Steven Brill;New this week,OUTLIERS;by Malcolm Gladwell;255 weeks on the list,PRINCIPLES;by Ray Dalio;27 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;9 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;13 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;473 weeks on the list,THE FATES DIVIDE;by Veronica Roth;8 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE POWER OF HABIT;by Charles Duhigg;,UPON FURTHER REVIEW;by Mike Pesca;
9,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;5 weeks on the list,THE CAST;by Danielle Steel;3 weeks on the list,PACHINKO;by Min Jin Lee;18 weeks on the list,BAD BLOOD;by John Carreyrou;2 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;14 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;118 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;14 weeks on the list,AUGGIE & ME;by R.J. Palacio;71 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;5 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;12 weeks on the list,THE HAZEL WOOD;by Melissa Albert;18 weeks on the list,SHELTER IN PLACE;by Nora Roberts;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,THE PERFECTIONISTS;by Simon Winchester;,BARBARIAN DAYS;by William Finnegan;
10,TO THE MOON AND BACK;by Karen Kingsbury;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;37 weeks on the list,THE LYING GAME;by Ruth Ware;12 weeks on the list,TAILSPIN;by Steven Brill;New this week,EDUCATED;by Tara Westover;15 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;174 weeks on the list",THE CLEAN 20;by Ian K. Smith;5 weeks on the list,CALLING ALL MINDS;by Temple Grandin with Betsy Lerner;2 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;130 weeks on the list",THE SELECTION;by Kiera Cass;68 weeks on the list,ASH PRINCESS;by Laura Sebastian;5 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,SAPIENS;by Yuval Noah Harari;,GRIT;by Angela Duckworth;,WHY WE SLEEP;by Matthew Walker;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
11,BEYOND CONTROL;by Kat Martin;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;37 weeks on the list,TWO KINDS OF TRUTH;by Michael Connelly;5 weeks on the list,SAPIENS;by Yuval Noah Harari;24 weeks on the list,THREE DAYS IN MOSCOW;by Bret Baier and Catherine Whitney;3 weeks on the list,EVICTED;by Matthew Desmond;38 weeks on the list,,,,,,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,,,
12,USE OF FORCE;by Brad Thor;5 weeks on the list,THE HIGH TIDE CLUB;by Mary Kay Andrews;4 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;12 weeks on the list,BARRACOON;by Zora Neale Hurston;4 weeks on the list,BAD BLOOD;by John Carreyrou;2 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;361 weeks on the list,,,,,,"THE SECRET, BOOK & SCONE SOCIETY;by Ellery Adams;",THE RESTLESS WAVE;by John McCain and Mark Salter;,,,
13,THE MIDNIGHT LINE;by Lee Child;15 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;22 weeks on the list,READY PLAYER ONE;by Ernest Cline;61 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;78 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;57 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;209 weeks on the list,,,,,,SOMETIMES I LIE;by Alice Feeney;,BARRACOON;by Zora Neale Hurston;,,,
14,LITTLE FIRES EVERYWHERE;by Celeste Ng;32 weeks on the list,THE GREAT ALONE;by Kristin Hannah;17 weeks on the list,PRINCESS;by James Patterson and Rees Jones;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;14 weeks on the list,MEASURE WHAT MATTERS;by John Doerr;6 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;176 weeks on the list,,,,,,THE WOMAN IN THE WINDOW;by A.J. Finn;,MEASURE WHAT MATTERS;by John Doerr;,,,
15,FADE TO BLACK;by Heather Graham;New this week,WARLIGHT;by Michael Ondaatje;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;52 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;7 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;6 weeks on the list,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;2 weeks on the list,,,,,,THEN SHE WAS GONE;by Lisa Jewell;,FACTS AND FEARS;by James R. Clapper with Trey Brown;,,,
