,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;25 weeks on the list,GONE GIRL;by Gillian Flynn;11 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;23 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,UNBROKEN;by Laura Hillenbrand;82 weeks on the list,UNBROKEN;by Laura Hillenbrand;92 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;76 weeks on the list,UNBROKEN;by Laura Hillenbrand;82 weeks on the list,WHEAT BELLY;by William Davis;19 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;12 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;87 weeks on the list,SMILE;by Raina Telgemeier;28 weeks on the list,"YU-GI-OH! GX, VOL. 9;by Naoyuki Kageyama;2 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;New this week,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;11 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;9 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;104 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,FIFTY SHADES DARKER;by E. L. James;25 weeks on the list,THE INN AT ROSE HARBOR;by Debbie Macomber;New this week,FIFTY SHADES DARKER;by E. L. James;20 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,AMATEUR;by Edward Klein;14 weeks on the list,AMATEUR;by Edward Klein;14 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;16 weeks on the list,WILD;by Cheryl Strayed;22 weeks on the list,THE 17 DAY DIET;by Mike Moreno;66 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;2 weeks on the list,AMATEUR;by Edward Klein;,"SCOTT PILGRIM, VOL. 1;by Bryan Lee O'Malley;New this week",BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;12 weeks on the list,"BAKUMAN, VOL. 13;by Tsugumi Ohba;2 weeks on the list",MICHAEL VEY: RISE OF THE ELGEN;by Richard Paul Evans;New this week,DIVERGENT;by Veronica Roth;25 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;46 weeks on the list",THE MAZE RUNNER;by James Dashner;36 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,TIPPING POINT;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
3,FIFTY SHADES FREED;by E. L. James;24 weeks on the list,WHERE WE BELONG;by Emily Giffin;4 weeks on the list,FIFTY SHADES FREED;by E. L. James;20 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,WILD;by Cheryl Strayed;18 weeks on the list,SOLO;by Hope Solo with Ann Killion;New this week,OUTLIERS;by Malcolm Gladwell;63 weeks on the list,AMATEUR;by Edward Klein;14 weeks on the list,"HEART, SMARTS, GUTS, AND LUCK;by Anthony K. Tjan, Richard J. Harrington and Tsun-Yan Hsieh;2 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;264 weeks on the list,SOLO;by Hope Solo with Ann Killion;,ACTION COMICS: SUPERMAN AND THE MEN OF STEEL;by Grant Morrison and others;2 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;31 weeks on the list,"BLEACH, VOL. 45;by Tite Kubo;2 weeks on the list",INSURGENT;by Veronica Roth;16 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;13 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;16 weeks on the list,MAXIMUM RIDE;by James Patterson;74 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,GONE GIRL;by Gillian Flynn;11 weeks on the list,THE KINGMAKER’S DAUGHTER;by Philippa Gregory;New this week,BARED TO YOU;by Sylvia Day;10 weeks on the list,,,GONE GIRL;by Gillian Flynn;,SOLO;by Hope Solo with Ann Killion;New this week,WILD;by Cheryl Strayed;18 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;284 weeks on the list,SOLO;by Hope Solo with Ann Killion;New this week,THE BLOOD SUGAR SOLUTION;by Mark Hyman;22 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;575 weeks on the list,WILD;by Cheryl Strayed;,ARE YOU MY MOTHER?;by Alison Bechdel;16 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;23 weeks on the list","BLEACH, VOL. 44;by Tite Kubo;2 weeks on the list",WONDER;by R.J. Palacio;22 weeks on the list,THE BOOK THIEF;by Markus Zusak;258 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;18 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;188 weeks on the list,SHADOWBOSSES;by Mallory Factor;,DRIVE;by Daniel H. Pink;,DOUBLE CROSS;by Ben Macintyre;
5,THE INN AT ROSE HARBOR;by Debbie Macomber;New this week,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;3 weeks on the list,THE BEST OF ME;by Nicholas Sparks;2 weeks on the list,,,BARED TO YOU;by Sylvia Day;,OBAMA'S AMERICA;by Dinesh D'Souza;New this week,OBAMA'S AMERICA;by Dinesh D'Souza;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;92 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;47 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;24 weeks on the list,UNGLUED;by Lysa TerKeurst;2 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;6 weeks on the list,BATMAN: YEAR ONE;by Frank Miller and David Mazzucchelli;6 weeks on the list,"DAWN OF THE ARCANA, VOL. 5;by Rei Toma;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;32 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;140 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;13 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;2 weeks on the list,BAILOUT;by Neil Barofsky;,THE CHECKLIST MANIFESTO;by Atul Gawande;,OBAMA'S AMERICA;by Dinesh D'Souza;
6,BARED TO YOU;by Sylvia Day;11 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;54 weeks on the list,BEAUTIFUL DISASTER;by Jamie McGuire;New this week,,,THE INN AT ROSE HARBOR;by Debbie Macomber;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;46 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;47 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;5 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;New this week,TOPGRADING;by Bradford D. Smart;New this week,EAT TO LIVE;by Joel Fuhrman;58 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,LOVERS' LANE: THE HALL-MILLS MYSTERY;by Rick Geary;New this week,THE UNDERWATER WELDER;by Jeff Lemire;2 weeks on the list,"AIR GEAR, VOL. 25;by  Oh!Great;New this week","THE LAND OF STORIES, THE WISHING SPELL;by Chris Colfer. Illustrated by Brandon Dorman;5 weeks on the list",BRAVE: THE JUNIOR NOVELIZATION;adapted by Irene Trimble;11 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;30 weeks on the list,DORK DIARIES;by Rachel Renée Russell;46 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
7,WHERE WE BELONG;by Emily Giffin;4 weeks on the list,ODD APOCALYPSE;by Dean Koontz;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;232 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;69 weeks on the list,DEARIE;by Bob Spitz;2 weeks on the list,1493;by Charles C. Mann;4 weeks on the list,DOUBLE CROSS;by Ben Macintyre;3 weeks on the list,THE SECRET;by Rhonda Byrne;195 weeks on the list,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;62 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;127 weeks on the list","ALICE IN THE COUNTRY OF HEARTS, VOL. 1;by Quinrose and Soumei Hoshino;2 weeks on the list",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;15 weeks on the list,MICHAEL VEY: THE PRISONER OF CELL 25;by Richard Paul Evans;New this week,ROCKET WRITES A STORY;by Tad Hills;4 weeks on the list,KANE CHRONICLES;by Rick Riordan;16 weeks on the list,RED INK;by David Wessel;,MONEY CLASS;by Suze Orman;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
8,THE KINGMAKER’S DAUGHTER;by Philippa Gregory;New this week,BLACK LIST;by Brad Thor;4 weeks on the list,11/22/63;by Stephen King;4 weeks on the list,,,ZERO DAY;by David Baldacci;,IN THE GARDEN OF BEASTS;by Erik Larson;51 weeks on the list,DOUBLE CROSS;by Ben Macintyre;3 weeks on the list,BOSSYPANTS;by Tina Fey;33 weeks on the list,STEVE JOBS;by Walter Isaacson;43 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;119 weeks on the list,TEN DOLLAR DINNERS;by Melissa d'Arabian with Raquel Pelzel;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;,KICK-ASS 2;by Mark Millar and John Romita Jr.;5 weeks on the list,"SCALPED, VOL. 9;by Jason Aaron and R.M. Guera;2 weeks on the list","KAMISAMA KISS, VOL. 10;by Julietta Suzuki;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;46 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;11 weeks on the list,PRESS HERE;by Hervé Tullet;61 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;261 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,FOOL ME TWICE;by Aaron Klein and Brenda J. Elliott;
9,BLACK LIST;by Brad Thor;4 weeks on the list,THE FALLEN ANGEL;by Daniel Silva;5 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;7 weeks on the list,,,DON’T BLINK;by James Patterson and Howard Roughan;,DOUBLE CROSS;by Ben Macintyre;3 weeks on the list,STEVE JOBS;by Walter Isaacson;42 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;7 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;82 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;22 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;76 weeks on the list,OUTLIERS;by Malcolm Gladwell;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;14 weeks on the list,AMULET: THE CLOUD SEARCHERS;by Kazu Kibuishi;3 weeks on the list,"CAGE OF EDEN, VOL. 6;by Yoshinobu Yamada;New this week",BETWEEN THE LINES;by Jodi Picoult and Samantha van Leer;8 weeks on the list,THE LOST HERO;by Rick Riordan;20 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;19 weeks on the list,FALLEN;by Lauren Kate;20 weeks on the list,"HEART, SMARTS, GUTS, AND LUCK;by Anthony K. Tjan, Richard J. Harrington and Tsun-Yan Hsieh;","I, STEVE;edited by George Beahm;",SHADOWBOSSES;by Mallory Factor;
10,THIS IS WHERE I LEAVE YOU;by Jonathan Tropper;New this week,FRIENDS FOREVER;by Danielle Steel;4 weeks on the list,CLOUD ATLAS;by David Mitchell;3 weeks on the list,,,BEAUTIFUL DISASTER;by Jamie McGuire;,OUTLIERS;by Malcolm Gladwell;20 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;23 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;230 weeks on the list,PARIS: A LOVE STORY;by Kati Marton;New this week,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;41 weeks on the list,TINY BEAUTIFUL THINGS;by Cheryl Strayed;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,"LOCKE AND KEY, VOL. 1;by Joe Hill and Gabriel Rodriguez;2 weeks on the list",FUN HOME;by Alison Bechdel;6 weeks on the list,"FAIRY TAIL, VOL. 12;by Hiro Mashima;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;63 weeks on the list,MATCHED;by Ally Condie;48 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;35 weeks on the list,HARRY POTTER;by J.K. Rowling;290 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,MONEYBALL;by Michael Lewis;,BAILOUT;by Neil Barofsky;
