,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,16TH SEDUCTION;by James Patterson and Maxine Paetro;New this week,16TH SEDUCTION;by James Patterson and Maxine Paetro;New this week,THE HANDMAID'S TALE;by Margaret Atwood;13 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;New this week,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;New this week,THE ZOOKEEPER’S WIFE;by Diane Ackerman;40 weeks on the list,MAKE YOUR BED;by William H. McRaven;5 weeks on the list,THE DARK PROPHECY;by Rick Riordan;New this week,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;New this week,COURT OF THORNS AND ROSES;by Sarah J. Maas;New this week,THE HATE U GIVE;by Angie Thomas;10 weeks on the list,HOW TO BE A BAWSE;by Lilly Singh;,HIDDEN FIGURES;by Margot Lee Shetterly;,THE CUBS WAY;by Tom Verducci;
2,INTO THE WATER;by Paula Hawkins;New this week,INTO THE WATER;by Paula Hawkins;New this week,MILK AND HONEY;by Rupi Kaur;56 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;2 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;2 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;22 weeks on the list,YOU ARE A BADASS;by Jen Sincero;69 weeks on the list,WONDER;by R.J. Palacio;91 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;84 weeks on the list,HARRY POTTER;by J.K. Rowling;424 weeks on the list,STAR WARS: REBEL RISING;by Beth Revis;New this week,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,THE SECRETS OF MY LIFE;by Caitlyn Jenner with Buzz Bissinger;
3,AGAINST ALL ODDS;by Danielle Steel;New this week,AGAINST ALL ODDS;by Danielle Steel;New this week,THE WOMAN IN CABIN 10;by Ruth Ware;4 weeks on the list,SHATTERED;by Jonathan Allen and Amie Parnes;3 weeks on the list,SHATTERED;by Jonathan Allen and Amie Parnes;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;191 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;21 weeks on the list,CAMP HALF-BLOOD CONFIDENTIAL;by Rick Riordan;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;168 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;425 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;46 weeks on the list",THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,BALLPLAYER;by Chipper Jones with Carroll Rogers Walton;
4,THE FIX;by David Baldacci;3 weeks on the list,THE FIX;by David Baldacci;3 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;10 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;3 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;3 weeks on the list,ON TYRANNY;by Timothy Snyder;10 weeks on the list,WOMEN WHO WORK;by Ivanka Trump;New this week,DOG MAN UNLEASHED;by Dav Pilkey;19 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;21 weeks on the list,SUMMONER TRILOGY;by Taran Matharu;New this week,ALEX AND ELIZA;by Melissa de la Cruz;4 weeks on the list,THE TRUTH ABOUT YOUR FUTURE;by Ric Edelman;,SAPIENS;by Yuval Noah Harari;,RETURN OF THE KING;by Brian Windhorst and Dave McMenamin;
5,THE HANDMAID'S TALE;by Margaret Atwood;7 weeks on the list,GOLDEN PREY;by John Sandford;2 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;71 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;41 weeks on the list,THIS FIGHT IS OUR FIGHT;by Elizabeth Warren;3 weeks on the list,THE LOST CITY OF Z;by David Grann;23 weeks on the list,BLAST THE SUGAR OUT!;by Ian K. Smith;2 weeks on the list,DOG MAN;by Dav Pilkey;36 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;202 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;New this week,CARVE THE MARK;by Veronica Roth;16 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,HEAD STRONG;by Dave Asprey;,SHOE DOG;by Phil Knight;
6,GOLDEN PREY;by John Sandford;2 weeks on the list,THE BROKEN ROAD;by Richard Paul Evans;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;5 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;13 weeks on the list,THE OPERATOR;by Robert O'Neill;2 weeks on the list,EVICTED;by Matthew Desmond;5 weeks on the list,I HOPE I SCREW THIS UP;by Kyle Cease;New this week,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;18 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;65 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;5 weeks on the list,AN AMERICAN SICKNESS;by Elisabeth Rosenthal;,HOMO DEUS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
7,DETECTIVE CROSS;by James Patterson;New this week,THE BLACK BOOK;by James Patterson and David Ellis;6 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;2 weeks on the list,THE OPERATOR;by Robert O'Neill;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;41 weeks on the list,WHITE TRASH;by Nancy Isenberg;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;199 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;31 weeks on the list,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;New this week,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;85 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;26 weeks on the list,WEALTH CAN'T WAIT;by David Osborn and Paul Morris;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",CRAZY IS MY SUPERPOWER;by A. J. Mendez Brooks;
8,AMERICAN GODS;by Neil Gaiman;2 weeks on the list,ANYTHING IS POSSIBLE;by Elizabeth Strout;2 weeks on the list,COMMONWEALTH;by Ann Patchett;New this week,THIS FIGHT IS OUR FIGHT;by Elizabeth Warren;3 weeks on the list,OLD SCHOOL;by Bill O'Reilly and Bruce Feirstein;6 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;334 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;125 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;37 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;20 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;427 weeks on the list,CARAVAL;by Stephanie Garber;14 weeks on the list,THE THIRD WAVE;by Steve Case;,THE UNDOING PROJECT;by Michael Lewis;,THE PHENOMENON;by Rick Ankiel and Tim Brown;
9,PRIVATE: GOLD;by James Patterson and Jassy Mackenzie;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;25 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;27 weeks on the list,OLD SCHOOL;by Bill O'Reilly and Bruce Feirstein;6 weeks on the list,THE AMERICAN SPIRIT;by David McCullough;3 weeks on the list,THE GENE;by Siddhartha Mukherjee;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;82 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;59 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;34 weeks on the list",DORK DIARIES;by Rachel Renée Russell;206 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;49 weeks on the list,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,UNSCRIPTED;by Ernie Johnson Jr;
10,THE BLACK BOOK;by James Patterson and David Ellis;6 weeks on the list,BEARTOWN;by Fredrik Backman;2 weeks on the list,THE CIRCLE;by Dave Eggers;12 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;85 weeks on the list,HALLELUJAH ANYWAY;by Anne Lamott;5 weeks on the list,ORIGINALS;by Adam Grant;10 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;2 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;14 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;99 weeks on the list",RED QUEEN;by Victoria Aveyard;13 weeks on the list,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;2 weeks on the list,ORIGINALS;by Adam Grant;,THE GENIUS OF BIRDS;by Jennifer Ackerman;,42 FAITH;by Ed Henry;
