,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,REFLECTED IN YOU;by Sylvia Day;2 weeks on the list,THE CASUAL VACANCY;by J. K. Rowling;3 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;31 weeks on the list,,,THE CASUAL VACANCY;by J. K. Rowling;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;2 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;100 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;2 weeks on the list,WHEAT BELLY;by William Davis;27 weeks on the list,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;New this week,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 8;by Robert Kirkman and Charlie Adlard;New this week","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;New this week","BLEACH, VOL. 48;by Tite Kubo;2 weeks on the list",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;8 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;19 weeks on the list,MOUSETRONAUT;by Mark Kelly. Illustrated by C.F. Payne;New this week,HEROES OF OLYMPUS;by Rick Riordan;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,OUTLIERS;by Malcolm Gladwell;,NO EASY DAY;by Mark Owen with Kevin Maurer;
2,THE CASUAL VACANCY;by J. K. Rowling;3 weeks on the list,NYPD RED;by James Patterson and Marshall Karp;New this week,FIFTY SHADES DARKER;by E. L. James;28 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,NO EASY DAY;by Mark Owen with Kevin Maurer;6 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;6 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;24 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;6 weeks on the list,GUINNESS WORLD RECORDS 2013;;5 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;20 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,BUILDING STORIES;by Chris Ware;2 weeks on the list,"AVATAR, THE LAST AIRBENDER - THE PROMISE, PART 3;by Gene Luen Yang and others;3 weeks on the list","BLEACH, VOL. 36;by Tite Kubo;6 weeks on the list",CONFESSIONS OF A MURDER SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;266 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;112 weeks on the list,STEVE JOBS;by Walter Isaacson;,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;,THE PRICE OF POLITICS;by Bob Woodward;
3,FIFTY SHADES OF GREY;by E. L. James;33 weeks on the list,GONE GIRL;by Gillian Flynn;19 weeks on the list,FIFTY SHADES FREED;by E. L. James;28 weeks on the list,,,NYPD RED;by James Patterson and Marshall Karp;,WHO I AM;by Pete Townshend;New this week,WHO I AM;by Pete Townshend;New this week,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;27 weeks on the list,COWARDS;by Glenn Beck and Kevin Balfe;5 weeks on the list,GOD LOVES YOU;by David Jeremiah;2 weeks on the list,EAT TO LIVE;by Joel Fuhrman;66 weeks on the list,WHO I AM;by Pete Townshend;,THE HIVE;by Charles Burns;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;61 weeks on the list","YU-GI-OH! 5D'S, VOL. 3;by Masahiro Hikokubo;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;40 weeks on the list,DIVERGENT;by Veronica Roth;33 weeks on the list,THIS IS NOT MY HAT;by Jon Klassen;New this week,DORK DIARIES;by Rachel Renée Russell;54 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,MAD RIVER;by John Sandford;2 weeks on the list,WINTER OF THE WORLD;by Ken Follett;4 weeks on the list,CLOUD ATLAS;by David Mitchell;11 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;54 weeks on the list,AMERICA AGAIN;by Stephen Colbert and others;2 weeks on the list,THE SWERVE;by Stephen Greenblatt;6 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;90 weeks on the list,TRUE FOOD;by Andrew Weil and Sam Fox with Michael Stebner.;New this week,"THE CHEW;by the staff of ""The Chew"";3 weeks on the list",AMERICA AGAIN;by Stephen Colbert and others;,"BATMAN: THE DARK KNIGHT, VOL. 2;by Gregg Hurwitz and David Finch;New this week","I, VAMPIRE, VOL. 1;by Joshua Hale Fialkov and Andrea Sorrentino;New this week","BAKUMAN, VOL. 15;by Tsugumi Ohba;2 weeks on the list",WONDER;by R.J. Palacio;29 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;148 weeks on the list,MOSSY;by Jan Brett;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;196 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,OBAMA'S AMERICA;by Dinesh D'Souza;
5,FIFTY SHADES DARKER;by E. L. James;33 weeks on the list,MAD RIVER;by John Sandford;2 weeks on the list,BARED TO YOU;by Sylvia Day;18 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;84 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;55 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;84 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;55 weeks on the list,DARING GREATLY;by Brené Brown;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;272 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;2 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;New this week","POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 6;by Hidenori Kusaka;2 weeks on the list",THE FIRE CHRONICLE;by John Stephens;New this week,OUT OF MY MIND;by Sharon M. Draper;18 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;54 weeks on the list",GIVER QUARTET;by Lois Lowry;2 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AMATEUR;by Edward Klein;
6,FIFTY SHADES FREED;by E. L. James;32 weeks on the list,THE TIME KEEPER;by Mitch Albom;6 weeks on the list,THE INNOCENT;by David Baldacci;New this week,,,GONE GIRL;by Gillian Flynn;,AMERICA AGAIN;by Stephen Colbert and others;2 weeks on the list,WAGING HEAVY PEACE;by Neil Young;3 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;4 weeks on the list,THE MASTER OF DISGUISE;by Antonio J. Mendez with Malcolm McConnell;New this week,THE DIGEST DIET;by Liz Vaccariello;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;583 weeks on the list,WAGING HEAVY PEACE;by Neil Young;,DAVE STEVENS' STORIES AND COVERS;by Dave Stevens;New this week,SMILE;by Raina Telgemeier;36 weeks on the list,FAIRY TAIL 21;by Hiro Mashima;3 weeks on the list,THE DEMIGOD DIARIES;by Rick Riordan;9 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;21 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;7 weeks on the list,WARRIORS;by Erin Hunter;114 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,UNBROKEN;by Laura Hillenbrand;
7,GONE GIRL;by Gillian Flynn;19 weeks on the list,A WANTED MAN;by Lee Child;5 weeks on the list,THE BEST OF ME;by Nicholas Sparks;10 weeks on the list,,,WINTER OF THE WORLD;by Ken Follett;,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;2 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;6 weeks on the list,OUTLIERS;by Malcolm Gladwell;71 weeks on the list,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;2 weeks on the list,THE TUCCI COOKBOOK;by Stanley Tucci;New this week,PRACTICAL PALEO;by Diane Sanfilippo;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,DEATH: DELUXE EDITION;by Neil Gaiman and others.;New this week,"AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;8 weeks on the list","LOVELESS VOL. 1, 2-IN-1;by Yun Kouga;New this week",INSURGENT;by Veronica Roth;24 weeks on the list,LOOKING FOR ALASKA;by John Green;12 weeks on the list,LET'S GO FOR A DRIVE!;by Mo Willems;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;268 weeks on the list,$100 STARTUP;by Chris Guillebeau;,DRIVE;by Daniel H. Pink;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
8,NYPD RED;by James Patterson and Marshall Karp;New this week,THIS IS HOW YOU LOSE HER;by Junot Díaz;5 weeks on the list,LIFE OF PI;by Yann Martel;2 weeks on the list,,,CLOUD ATLAS;by David Mitchell;,COWARDS;by Glenn Beck and Kevin Balfe;5 weeks on the list,INTO THE FIRE;by Dakota Meyer and Bing West;3 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;90 weeks on the list,15 INVALUABLE LAWS OF GROWTH;by John C. Maxwell;2 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;84 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,NEW YORK DRAWINGS;by Adrian Tomine;New this week,THE CITY OF EMBER;by Dallas Middaugh and Niklas Asker;2 weeks on the list,"SKIP BEAT!, VOL. 29;by Yoshiki Nakamura;New this week",LEGO BATMAN;by Daniel Lipkowitz;2 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;66 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;24 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;37 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THREE SIMPLE STEPS;by Trevor Blake;,OATH;by Jeffrey Toobin;
9,BARED TO YOU;by Sylvia Day;19 weeks on the list,LIVE BY NIGHT;by Dennis Lehane;2 weeks on the list,THE HARBINGER;by Jonathan Cahn;41 weeks on the list,,,MAD RIVER;by John Sandford;,WILD;by Cheryl Strayed;26 weeks on the list,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;2 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;3 weeks on the list,WILD;by Cheryl Strayed;30 weeks on the list,DROPPING ACID;by Jamie Koufman and Jordan Stern with Marc Michel Bauer;New this week,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;6 weeks on the list,INTO THE FIRE;by Dakota Meyer and Bing West;,THE BEST AMERICAN COMICS 2012;by Françoise Mouly;New this week,DRAMA;by Raina Telgemeier;6 weeks on the list,"DANCE IN THE VAMPIRE BUND, VOL. 13;by Nozomu Tamaki;2 weeks on the list","JUSTIN BIEBER, JUST GETTING STARTED;by Justin Bieber;3 weeks on the list",WILDWOOD;by Colin Meloy;3 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;37 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;10 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DOUBLE CROSS;by Ben Macintyre;
10,WINTER OF THE WORLD;by Ken Follett;4 weeks on the list,LOW PRESSURE;by Sandra Brown;4 weeks on the list,GUILTY WIVES;by James Patterson and David Ellis;4 weeks on the list,,,THE TIME KEEPER;by Mitch Albom;,UNBROKEN;by Laura Hillenbrand;90 weeks on the list,MUGGED;by Ann Coulter;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;292 weeks on the list,THE END OF YOUR LIFE BOOK CLUB;by Will Schwalbe;2 weeks on the list,NOW EAT THIS! ITALIAN;by Rocco DiSpirito;3 weeks on the list,UNGLUED;by Lysa TerKeurst;10 weeks on the list,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;,"SAILOR TWAIN, OR THE MERMAID IN THE HUDSON;by Mark Siegel;2 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;131 weeks on the list","THE GHOST IN THE SHELL, VOL. 1.5;by Masamune Shirow;New this week",MICHAEL VEY: RISE OF THE ELGEN;by Richard Paul Evans;7 weeks on the list,MATCHED;by Ally Condie;53 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;3 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;67 weeks on the list,NEW NEW DEAL;by Michael Grunwald;,MONEYBALL;by Michael Lewis;,REVENGE OF GEOGRAPHY;by Robert D. Kaplan;
