,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;4 weeks on the list,STAY CLOSE;by Harlan Coben;New this week,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;5 weeks on the list,,,STAY CLOSE;by Harlan Coben;,IMAGINE;by Jonah Lehrer;New this week,IMAGINE;by Jonah Lehrer;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;71 weeks on the list,IMAGINE;by Jonah Lehrer;New this week,THE BLOOD SUGAR SOLUTION;by Mark Hyman;4 weeks on the list,THE HUNGER GAMES TRIBUTE GUIDE;by Emily Seife;7 weeks on the list,IMAGINE;by Jonah Lehrer;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;50 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;37 weeks on the list","SAILOR MOON, VOL. 4;by Naoko Takeuchi;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;11 weeks on the list,THE BOOK THIEF;by Markus Zusak;237 weeks on the list,THE LORAX;by Dr. Seuss;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;83 weeks on the list,,,
2,FIFTY SHADES DARKER;by E. L. James;4 weeks on the list,LONE WOLF;by Jodi Picoult;4 weeks on the list,THE HELP;by Kathryn Stockett;51 weeks on the list,,,THE LUCKY ONE;by Nicholas Sparks;,THE POWER OF HABIT;by Charles Duhigg;4 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;4 weeks on the list,BOSSYPANTS;by Tina Fey;12 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;4 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;2 weeks on the list,THE MAGIC;by Rhonda Byrne;3 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;10 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;111 weeks on the list","PHOENIX WRIGHT, ACE ATTORNEY, VOL. 4;by Kenji Kuroda;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;42 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;32 weeks on the list",THE EASTER EGG;by Jan Brett;17 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;51 weeks on the list,,,
3,STAY CLOSE;by Harlan Coben;New this week,FORCE OF NATURE;by C. J. Box;New this week,THE LUCKY ONE;by Nicholas Sparks;17 weeks on the list,,,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;61 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;12 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;55 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;7 weeks on the list,WISHES FULFILLED;by Wayne W. Dyer;4 weeks on the list,THE HUNGER GAMES;by Kate Egan;7 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"THE WALKING DEAD, BOOK 2;by Robert Kirkman and Charlie Adlard;7 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;26 weeks on the list","NINJA GIRLS, VOL. 9;by Hosana Tanaka;New this week",THE SON OF NEPTUNE;by Rick Riordan;25 weeks on the list,DIVERGENT;by Veronica Roth;4 weeks on the list,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;167 weeks on the list,,,
4,FIFTY SHADES FREED;by E. L. James;3 weeks on the list,KILL SHOT;by Vince Flynn;7 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;144 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,STEVE JOBS;by Walter Isaacson;22 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;26 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;7 weeks on the list,STEVE JOBS;by Walter Isaacson;22 weeks on the list,THE LEAN;by Kathy Freston;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;243 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;16 weeks on the list","THE WALKING DEAD, VOL. 3;by Robert Kirkman and Cliff Rathburn;5 weeks on the list","NARUTO, VOL. 55;by Masashi Kishimoto;3 weeks on the list",THE KANE CHRONICLES SURVIVAL GUIDE;by Rick Riordan;New this week,MATCHED;by Ally Condie;27 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;25 weeks on the list",GALLAGHER GIRLS;by Ally Carter;10 weeks on the list,,,
5,THE LUCKY ONE;by Nicholas Sparks;6 weeks on the list,THE THIEF;by Clive Cussler and Justin Scott;3 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;21 weeks on the list,,,I’LL WALK ALONE;by Mary Higgins Clark;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;12 weeks on the list,STEVE JOBS;by Walter Isaacson;22 weeks on the list,OUTLIERS;by Malcolm Gladwell;42 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;61 weeks on the list,THE 17 DAY DIET;by Mike Moreno;49 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;554 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 3;by Robert Kirkman and Charlie Adlard;7 weeks on the list",NINJAGO: MASK OF THE SENSEI;by Greg Farshtey and Paulo Herique;4 weeks on the list,"GUNSLINGER GIRL, OMNIBUS VOL. 4;by Yu Aida;New this week",SEEDS OF REBELLION;by Brandon Mull;2 weeks on the list,A WORLD WITHOUT HEROES;by Brandon Mull;6 weeks on the list,PRESS HERE;by Hervé Tullet;40 weeks on the list,THE 39 CLUES;by various authors;99 weeks on the list,,,
6,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;31 weeks on the list,PRIVATE GAMES;by James Patterson and Mark Sullivan;6 weeks on the list,THE WEIRD SISTERS;by Eleanor Brown;7 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;7 weeks on the list,UNBROKEN;by Laura Hillenbrand;71 weeks on the list,MOONWALKING WITH EINSTEIN;by Joshua Foer;4 weeks on the list,WILD;by Cheryl Strayed;New this week,USE YOUR BRAIN TO CHANGE YOUR AGE;by Daniel G. Amen;3 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;55 weeks on the list,STEVE JOBS;by Walter Isaacson;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;11 weeks on the list","THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;13 weeks on the list","HOUSE OF FIVE LEAVES, VOL. 6;by Natsume Ono;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;106 weeks on the list,TORN;by Amanda Hocking;3 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;22 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;243 weeks on the list,,,
7,DEFENDING JACOB;by William Landay;8 weeks on the list,PHANTOM;by Ted Bell;New this week,FIFTY SHADES OF GREY;by E. L. James;3 weeks on the list,,,LONE WOLF;by Jodi Picoult;,WILD;by Cheryl Strayed;New this week,WILD;by Cheryl Strayed;New this week,LADY ALMINA AND THE REAL DOWNTON ABBEY;by The Countess of Carnarvon;10 weeks on the list,UNBROKEN;by Laura Hillenbrand;61 weeks on the list,DYING TO BE ME;by Anita Moorjani;3 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;6 weeks on the list",UNBROKEN;by Laura Hillenbrand;,"THE WALKING DEAD, BOOK 4;by Robert Kirkman and Charlie Adlard;2 weeks on the list",HOUSE OF ODD;by Landry Q. Walker and Dean Koontz;New this week,"YOUNG MISS HOLMES, CASEBOOK 1-2;by Kaoru Shintani;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;21 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;41 weeks on the list,AND THEN IT’S SPRING;by Julie Fogliano. Illustrated by Erin E. Stead;3 weeks on the list,CHRONICLES OF NICK;by Sherrilyn Kenyon;2 weeks on the list,,,
8,LONE WOLF;by Jodi Picoult;4 weeks on the list,DEFENDING JACOB;by William Landay;8 weeks on the list,A GAME OF THRONES;by George R.R. Martin;28 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,UNBROKEN;by Laura Hillenbrand;61 weeks on the list,QUIET;by Susan Cain;9 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;10 weeks on the list,WHY ME?;by Sarah Burleton;21 weeks on the list,THE END OF ILLNESS;by David B. Agus with Kristin Loberg;10 weeks on the list,EAT TO LIVE;by Joel Fuhrman;37 weeks on the list,WILD;by Cheryl Strayed;,"UNCANNY X-FORCE, VOL. 4;by Rick Remender and Jerome Opena;2 weeks on the list","THE BOYS, VOL. 10;by Garth Ennis and Darick Robertson;New this week","AMAZING AGENT LUNA, OMNIBUS VOL. 3;by Nunzio DeFilippis;New this week",WONDER;by R.J. Palacio;2 weeks on the list,SWITCHED;by Amanda Hocking;12 weeks on the list,"IT'S A BIG WORLD, LITTLE PIG!;by Kristi Yamaguchi. Illustrated by Tim Bowers;3 weeks on the list",INHERITANCE;by Christopher Paolini;41 weeks on the list,,,
9,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;29 weeks on the list,FATE OF THE JEDI: APOCALYPSE;by Troy Denning;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;94 weeks on the list,,,THE HELP;by Kathryn Stockett;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;26 weeks on the list,SOME ASSEMBLY REQUIRED;by Anne Lamott with Sam Lamott;New this week,THE GRAND DESIGN;by Stephen Hawking and Leonard Mlodinow;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;26 weeks on the list,THE WORLD OF THE HUNGER GAMES;by Kate Egan;New this week,FORKS OVER KNIVES;edited by Gene Stone;29 weeks on the list,BOSSYPANTS;by Tina Fey;,"ULTIMATE COMICS SPIDER-MAN, VOL, 1;by Brian Michael Bendis and Sara Pichelli;4 weeks on the list",NINJAGO: THE CHALLENGE OF SAMUKAI;by Greg Farshtey and Paulo Herique;3 weeks on the list,"ONE PIECE, VOL. 61;by Eiichiro Oda;3 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;18 weeks on the list,WAR HORSE;by Michael Morpurgo;20 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;16 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;73 weeks on the list,,,
10,A GAME OF THRONES;by George R.R. Martin;24 weeks on the list,THE WOLF GIFT;by Anne Rice;6 weeks on the list,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;14 weeks on the list,,,THE SIXTH MAN;by David Baldacci;,BOSSYPANTS;by Tina Fey;42 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;22 weeks on the list",TIPPING POINT;by Malcolm Gladwell;380 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;12 weeks on the list,THE START-UP OF YOU;by Reid Hoffman and Ben Casnocha;6 weeks on the list,STEAL LIKE AN ARTIST;by Austin Kleon;New this week,QUIET;by Susan Cain;,X-MEN: SEASON ONE;by Dennis Hopeless and Jamie McKelvie;New this week,FLASHPOINT: BATMAN;by Brian Azzarello and Eduardo Risso;New this week,"BLACK BIRD, VOL. 13;by Kanoko Sakurakoji;3 weeks on the list",PANDEMONIUM;by Lauren Oliver;4 weeks on the list,DELIRIUM;by Lauren Oliver;4 weeks on the list,EXTRA YARN;by Mac Barnett. Illustrated by Jon Klassen;6 weeks on the list,THE MAZE RUNNER;by James Dashner;15 weeks on the list,,,
