,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,KILL SHOT;by Vince Flynn;New this week,KILL SHOT;by Vince Flynn;New this week,THE HELP;by Kathryn Stockett;45 weeks on the list,,,KILL SHOT;by Vince Flynn;,ONCE UPON A SECRET;by Mimi Alford;New this week,AMERITOPIA;by Mark R. Levin;4 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;New this week,ONCE UPON A SECRET;by Mimi Alford;New this week,THE END OF ILLNESS;by David B. Agus with Kristin Loberg;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;237 weeks on the list,AMERITOPIA;by Mark R. Levin;,"AMERICAN VAMPIRE, VOL. 3;by Scott Snyder and others;New this week","AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;New this week","BLEACH, VOL. 38;by Tite Kubo;New this week",THE FAULT IN OUR STARS;by John Green;5 weeks on the list,WAR HORSE;by Michael Morpurgo;14 weeks on the list,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;New this week,THE HUNGER GAMES;by Suzanne Collins;77 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,AMERITOPIA;by Mark R. Levin;
2,CATCH ME;by Lisa Gardner;New this week,CATCH ME;by Lisa Gardner;New this week,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;8 weeks on the list,,,THE HELP;by Kathryn Stockett;,AMERITOPIA;by Mark R. Levin;4 weeks on the list,HILARITY ENSUES;by Tucker Max;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;65 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;New this week,TAKE THE STAIRS;by Rory Vaden;New this week,THE CALL OF SEDONA;by Ilchi Lee;New this week,HILARITY ENSUES;by Tucker Max;,BATMAN: THE BLACK MIRROR;by Scott Snyder and Jock;8 weeks on the list,BATMAN: GATES OF GOTHAM;by Scott Snyder and Kyle Higgins;New this week,"NEGIMA! MAGISTER NEGI MAGI, VOL. 33;by Ken Akamatsu;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;36 weeks on the list,THE BOOK THIEF;by Markus Zusak;231 weeks on the list,LISTEN TO MY TRUMPET!;by Mo Willems;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;161 weeks on the list,TAKING PEOPLE WITH YOU;by David Novak;,MONEYBALL;by Michael Lewis;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
3,DEFENDING JACOB;by William Landay;2 weeks on the list,DEFENDING JACOB;by William Landay;2 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;15 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,HILARITY ENSUES;by Tucker Max;New this week,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;6 weeks on the list,BOSSYPANTS;by Tina Fey;6 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;55 weeks on the list,THE WORLD OF DOWNTON ABBEY;by Jessica Fellowes;2 weeks on the list,THE HUNGER GAMES TRIBUTE GUIDE;by Emily Seife;New this week,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,"DAREDEVIL, VOL. 1;by Mark Waid and Paolo Rivera;New this week","IRREDEEMABLE, VOL. 8;by Mark Waid and Peter Krause;New this week","YU-GI-OH 5D'S, VOL. 2;by Masahiro Hikokubo;New this week",THE SON OF NEPTUNE;by Rick Riordan;19 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;35 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;16 weeks on the list,INHERITANCE;by Christopher Paolini;35 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEY CLASS;by Suze Orman;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,THE HELP;by Kathryn Stockett;52 weeks on the list,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;6 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;138 weeks on the list,,,44 CHARLES STREET;by Danielle Steel;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;55 weeks on the list,STEVE JOBS;by Walter Isaacson;16 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;49 weeks on the list,STEVE JOBS;by Walter Isaacson;16 weeks on the list,THE 17 DAY DIET;by Mike Moreno;43 weeks on the list,THE HUNGER GAMES;by Kate Egan;New this week,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;,WAR OF THE GREEN LANTERNS: AFTERMATH;by Tony Bedard and others;2 weeks on the list,HEALTH CARE REFORM;by Jonathan Gruber;4 weeks on the list,"BAKUMAN, VOL. 9;by Tsugumi Ohba;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;100 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;26 weeks on the list",I WANT MY HAT BACK;by Jon Klassen;12 weeks on the list,LYING GAME;by Sara Shepard;New this week,PSYCHOLOGY OF WEALTH;by Charles Richards;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
5,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;6 weeks on the list,11/22/63;by Stephen King;14 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;88 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;6 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;20 weeks on the list,LIFE AS I BLOW IT;by Sarah Colonna;New this week,HILARITY ENSUES;by Tucker Max;New this week,ONE THOUSAND GIFTS;by Ann Voskamp;10 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;548 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"BATMAN & ROBIN: DARK KNIGHT, WHITE KNIGHT;by  Various;2 weeks on the list","THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;7 weeks on the list","BLUE EXORCIST, VOL. 6;by Kazue Kato;New this week",DEAD END IN NORVELT;by Jack Gantos;3 weeks on the list,SWITCHED;by Amanda Hocking;6 weeks on the list,PLANT A KISS;by Amy Krouse Rosenthal. Illustrated by Peter H. Reynolds;2 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;204 weeks on the list,BOOMERANG;by Michael Lewis;,THE BIG SHORT;by Michael Lewis;,CATHERINE THE GREAT;by Robert K. Massie;
6,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;6 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;10 weeks on the list,LETHAL;by Sandra Brown;3 weeks on the list,,,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;New this week,QUIET;by Susan Cain;3 weeks on the list,LADY ALMINA AND THE REAL DOWNTON ABBEY;by The Countess of Carnarvon;4 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;6 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;9 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;49 weeks on the list,STEVE JOBS;by Walter Isaacson;,HARK! A VAGRANT;by Kate Beaton;18 weeks on the list,"TWILIGHT, VOL. 1;by Stephenie Meyer;3 weeks on the list","SAILOR MOON, VOL. 3;by Naoko Takeuchi;4 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;15 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;19 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;19 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;238 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IN THE GARDEN OF BEASTS;by Erik Larson;
7,THE SWEETEST THING;by Barbara Freethy;New this week,HOME FRONT;by Kristin Hannah;2 weeks on the list,THE HARBINGER;by Jonathan Cahn;6 weeks on the list,,,CATCH ME;by Lisa Gardner;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;New this week,ONCE UPON A SECRET;by Mimi Alford;New this week,OUTLIERS;by Malcolm Gladwell;36 weeks on the list,ALI IN WONDERLAND;by Ali Wentworth;New this week,EVERY DAY A FRIDAY;by Joel Osteen;19 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;67 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,ROMEO AND JULIET: THE WAR;by Stan Lee and Terry Dougas;2 weeks on the list,THE SILENCE OF OUR FRIENDS;by Mark Long and Jim Demonakos;3 weeks on the list,"LIBRARY WARS: LOVE & WAR, VOL. 7;by Kiiro Yumi;New this week",THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;127 weeks on the list,ME ... JANE;by Patrick McDonnell;11 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;141 weeks on the list,GREEDY BASTARDS;by Dylan Ratigan;,4 ESSENTIALS OF ENTREPRENEURIAL THINKING;by Cliff Michaels;,THE OBAMAS;by Jodi Kantor;
8,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;18 weeks on the list,TAKEN;by Robert Crais;3 weeks on the list,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;5 weeks on the list,,,DEFENDING JACOB;by William Landay;,STEVE JOBS;by Walter Isaacson;16 weeks on the list,BRINGING UP BÉBÉ;by Pamela Druckerman;New this week,THE NEW JIM CROW;by Michelle Alexander;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;55 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;34 weeks on the list,"CUPCAKES, COOKIES AND PIE, OH, MY!;by Karen Tack and Alan Richardson;2 weeks on the list",QUIET;by Susan Cain;,ANNOTATED SANDMAN VOL. 1;by Leslie S. Klinger;4 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;21 weeks on the list","DURARARA!!, VOL. 1;by Ryohgo Narita and Akiyo Satorigi;3 weeks on the list",THE LOST HERO;by Rick Riordan;66 weeks on the list,MATCHED;by Ally Condie;21 weeks on the list,AMELIA BEDELIA'S FIRST VALENTINE;by Herman Parish. Illustrated by Lynne Avril;4 weeks on the list,HARRY POTTER;by J.K. Rowling;282 weeks on the list,EMOTIONAL EQUATIONS;by Chip Conley;,DRIVE;by Daniel H. Pink;,HOW DO YOU KILL 11 MILLION PEOPLE?;by Andy Andrews;
9,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;26 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;78 weeks on the list,NIGHT ROAD;by Kristin Hannah;6 weeks on the list,,,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;20 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;New this week,THE DEVIL IN THE WHITE CITY;by Erik Larson;203 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;New this week,DELICIOUSLY G-FREE;by Elisabeth Hasselbeck;5 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;24 weeks on the list,ONCE UPON A SECRET;by Mimi Alford;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;15 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;107 weeks on the list,"KAMISAMA KISS, VOL. 7;by Julietta Suzuki;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;14 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;25 weeks on the list,WHAT COLOR IS MY WORLD?;by Kareem Abdul-Jabbar and Raymond Obstfeld. Illustrated by Ben Boos and A.G. Ford;New this week,FABLEHAVEN;by Brandon Mull;15 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,ELIZABETH THE QUEEN;by Sally Bedell Smith;
10,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;25 weeks on the list,LEFT FOR DEAD;by J. A. Jance;New this week,BEFORE I GO TO SLEEP;by S. J. Watson;New this week,,,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;,QUIET;by Susan Cain;3 weeks on the list,UNBROKEN;by Laura Hillenbrand;65 weeks on the list,MONEYBALL;by Michael Lewis;42 weeks on the list,HIDING FROM REALITY;by Taylor Armstrong;New this week,WHEAT BELLY;by William Davis;5 weeks on the list,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;8 weeks on the list,BRINGING UP BÉBÉ;by Pamela Druckerman;,FEYNMAN;by Jim Ottaviani and Leland Myrick;12 weeks on the list,"SWEET TOOTH, VOL. 4;by  Jeff Lemire;2 weeks on the list","BLACK BUTLER, VOL. 8;by Yana Toboso;3 weeks on the list",WONDERSTRUCK;by Brian Selznick;22 weeks on the list,THE GENIUS FILES: MISSION UNSTOPPABLE;by Dan Gutman;3 weeks on the list,BLACKOUT;by John Rocco;New this week,THE MAZE RUNNER;by James Dashner;9 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,JACK KENNEDY;by Chris Matthews;
