,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE BEST OF ME;by Nicholas Sparks;2 weeks on the list,THE BEST OF ME;by Nicholas Sparks;2 weeks on the list,THE HELP;by Kathryn Stockett;29 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;49 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;534 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;2 weeks on the list",LARRY IN WONDERLAND;by Stephan Pastis;3 weeks on the list,"TENJO TENGE: FULL CONTACT EDITION, VOL. 3;by Oh!great;New this week",THE SON OF NEPTUNE;by Rick Riordan;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;215 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;3 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;61 weeks on the list,STEVE JOBS;by Walter Isaacson;,MONEYBALL;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
2,BONNIE;by Iris Johansen;New this week,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;New this week,SING YOU HOME;by Jodi Picoult;New this week,,,THE HELP;by Kathryn Stockett;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;39 weeks on the list,BOOMERANG;by Michael Lewis;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;33 weeks on the list,UNBROKEN;by Laura Hillenbrand;39 weeks on the list,NEARING HOME;by Billy Graham;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;221 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: ARKHAM CITY;by Paul Dini and Carlos D'Anda;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;20 weeks on the list","BLACK JACK, VOL. 16;by Osamu Tezuka;New this week",EVERY THING ON IT;by Shel Silverstein;5 weeks on the list,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;8 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;145 weeks on the list,BOOMERANG;by Michael Lewis;,OUTLIERS;by Malcolm Gladwell;,BOOMERANG;by Michael Lewis;
3,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;New this week,BONNIE;by Iris Johansen;New this week,SARAH’S KEY;by Tatiana de Rosnay;138 weeks on the list,,,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;,BOOMERANG;by Michael Lewis;3 weeks on the list,UNBROKEN;by Laura Hillenbrand;49 weeks on the list,MONEYBALL;by Michael Lewis;26 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;39 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;6 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;10 weeks on the list,BOOMERANG;by Michael Lewis;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;New this week","AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;7 weeks on the list","AFTERSCHOOL CHARISMA, VOL. 4;by Kumiko Suekane;New this week",WONDERSTRUCK;by Brian Selznick;6 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;19 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;19 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE BIG SHORT;by Michael Lewis;,UNBROKEN;by Laura Hillenbrand;
4,THE HELP;by Kathryn Stockett;36 weeks on the list,THE MARRIAGE PLOT;by Jeffrey Eugenides;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;91 weeks on the list,,,BONNIE;by Iris Johansen;,UNBROKEN;by Laura Hillenbrand;39 weeks on the list,SUICIDE OF A SUPERPOWER;by Patrick J. Buchanan;New this week,OUTLIERS;by Malcolm Gladwell;20 weeks on the list,BOOMERANG;by Michael Lewis;3 weeks on the list,I NEVER THOUGHT I'D SEE THE DAY!;by David Jeremiah;3 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;33 weeks on the list,UNBROKEN;by Laura Hillenbrand;,HABIBI;by Craig Thompson;5 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;11 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;6 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;20 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;10 weeks on the list",HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;New this week,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;New this week,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
5,THE AFFAIR;by Lee Child;4 weeks on the list,THE AFFAIR;by Lee Child;4 weeks on the list,ROOM;by Emma Donoghue;25 weeks on the list,,,THE MARRIAGE PLOT;by Jeffrey Eugenides;,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;3 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;3 weeks on the list,RESCUE AMERICA;by Chris Salamone and Gilbert Morris;New this week,THE END OF NORMAL;by Stephanie Madoff Mack;New this week,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;2 weeks on the list,HUNGRY GIRL SUPERMARKET SURVIVAL;by Lisa Lillien;2 weeks on the list,SUICIDE OF A SUPERPOWER;by Patrick J. Buchanan;,HARK! A VAGRANT;by Kate Beaton;4 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;92 weeks on the list","VAMPIRE KNIGHT, VOL. 13;by Matsuri Hino;3 weeks on the list",THE LOST HERO;by Rick Riordan;51 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;117 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;8 weeks on the list,THE MAZE RUNNER;by James Dashner;2 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,"I, STEVE;edited by George Beahm;",THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
6,CAN YOU KEEP A SECRET?;by Sophie Kinsella;3 weeks on the list,DAMNED;by Chuck Palahniuk;New this week,THE SIXTH MAN;by David Baldacci;7 weeks on the list,,,CROSS FIRE;by James Patterson;,SUICIDE OF A SUPERPOWER;by Patrick J. Buchanan;New this week,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;6 weeks on the list,CLEOPATRA;by Stacy Schiff;7 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;3 weeks on the list,THE 17 DAY DIET;by Mike Moreno;32 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;53 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;,100 BULLETS: BOOK ONE;by Brian Azzarello and Eduardo Risso;New this week,SMILE;by Raina Telgemeier;7 weeks on the list,"GON, VOL. 2;by Masashi Tanaka;New this week",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;9 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;3 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;9 weeks on the list,"HUSH, HUSH SAGA;by Becca Fitzpatrick;3 weeks on the list","THINKING, FAST AND SLOW;by Daniel Kahneman;",DRIVE;by Daniel H. Pink;,THIS IS HERMAN CAIN!;by Herman Cain;
7,THE MILL RIVER RECLUSE;by Darcie Chan;9 weeks on the list,SHOCK WAVE;by John Sandford;3 weeks on the list,THE FIFTH WITNESS;by Michael Connelly;3 weeks on the list,,,THE AFFAIR;by Lee Child;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;39 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;7 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;31 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;15 weeks on the list,GOOD EATS 3;by Alton Brown;3 weeks on the list,EAT TO LIVE;by Joel Fuhrman;18 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;,"JUSTICE LEAGUE: GENERATION LOST, VOL. 2;by Judd Winick and others;New this week","CHEW, VOL. 4;by John Layman and Rob Guillory;3 weeks on the list","ROSARIO+VAMPIRE: SEASON II, VOL. 6;by Akihisa Ikeda;3 weeks on the list",THE POWER OF SIX;by Pittacus Lore;9 weeks on the list,MATCHED;by Ally Condie;5 weeks on the list,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;4 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;71 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,TIPPING POINT;by Malcolm Gladwell;,DESTINY OF THE REPUBLIC;by Candice Millard;
8,SHOCK WAVE;by John Sandford;3 weeks on the list,THE SENSE OF AN ENDING;by Julian Barnes;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;124 weeks on the list,,,SING YOU HOME;by Jodi Picoult;,MONEYBALL;by Michael Lewis;6 weeks on the list,WEST BY WEST;by Jerry West and Jonathan Coleman;New this week,AT HOME;by Bill Bryson;3 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;24 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;6 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;6 weeks on the list",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,NURSERY RHYME COMICS;by various;New this week,ORCS: FORGED FOR WAR;by Stan Nicholls and Joe Flood;New this week,"KINGYO USED BOOKS, VOL. 4;by Seimu Yoshizaki;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;5 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;25 weeks on the list,STREGA NONA'S GIFT;by Tomie dePaola;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;223 weeks on the list,PRICE OF CIVILIZATION;by Jeffrey D. Sachs;,PROSPER;by Ethan Willis and Randy Garn;,IN THE GARDEN OF BEASTS;by Erik Larson;
9,THE ABBEY;by Chris Culver;9 weeks on the list,THE TEHRAN INITIATIVE;by Joel C. Rosenberg;New this week,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;3 weeks on the list,,,DAMNED;by Chuck Palahniuk;,THE END OF NORMAL;by Stephanie Madoff Mack;New this week,VAN GOGH;by Steven Naifeh and Gregory White Smith;New this week,UNLIKELY FRIENDSHIPS;by Jennifer Holland;16 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;39 weeks on the list,"TRUST ME, I'M DR. OZZY;by Ozzy Osbourne with Chris Ayres;New this week",THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;2 weeks on the list,MONEYBALL;by Michael Lewis;,THE BEST AMERICAN COMICS 2011;by various;3 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;New this week,"CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;5 weeks on the list",THE MAGIC OF REALITY;by Richard Dawkins. Illustrated by Dave McKean;3 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;20 weeks on the list,PRESS HERE;by Hervé Tullet;27 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;38 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,CONFIDENCE MEN;by Ron Suskind;
10,THE MARRIAGE PLOT;by Jeffrey Eugenides;2 weeks on the list,THE LADY OF THE RIVERS;by Philippa Gregory;New this week,FREEDOM;by Jonathan Franzen;4 weeks on the list,,,SHOCK WAVE;by John Sandford;,IN THE GARDEN OF BEASTS;by Erik Larson;24 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;24 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;3 weeks on the list,BOSSYPANTS;by Tina Fey;29 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;21 weeks on the list,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;4 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;36 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;102 weeks on the list,"BLUE EXORCIST, VOL. 4;by Kazue Kato;3 weeks on the list",SEIZURE;by Kathy Reichs;New this week,I AM NUMBER FOUR;by Pittacus Lore;9 weeks on the list,"LLAMA, LLAMA RED PAJAMA;by Anna Dewdney;3 weeks on the list",THE TWILIGHT SAGA;by Stephenie Meyer;191 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
