,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,ME BEFORE YOU;by Jojo Moyes;15 weeks on the list,15TH AFFAIR;by James Patterson and Maxine Paetro;2 weeks on the list,ME BEFORE YOU;by Jojo Moyes;75 weeks on the list,,,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;4 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;5 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;31 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;18 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;81 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;204 weeks on the list,DRAMA;by Raina Telgemeier;146 weeks on the list,"ONE–PUNCH MAN, VOL. 6;by ONE and Yusuke Murata;2 weeks on the list",THE HIDDEN ORACLE;by Rick Riordan;2 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;2 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;40 weeks on the list,OUR GREAT BIG BACKYARD;by Laura Bush and Jenna Bush Hager. Illustrated by Jacqueline Rogers;New this week,THE SELECTION;by Kiera Cass;58 weeks on the list,A COURT OF MIST AND FURY;by Sarah J. Maas;2 weeks on the list,A COURT OF MIST AND FURY;by Sarah J. Maas;2 weeks on the list,THE 5TH WAVE;by Rick Yancey;39 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,THE THIRD WAVE;by Steve Case;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,100 DEADLY SKILLS;by Clint Emerson;,DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,BUSHCRAFT 101;by Dave Canterbury;
2,15TH AFFAIR;by James Patterson and Maxine Paetro;2 weeks on the list,THE LAST MILE;by David Baldacci;4 weeks on the list,GO SET A WATCHMAN;by Harper Lee;2 weeks on the list,,,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;6 weeks on the list,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;6 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;2 weeks on the list,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;6 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;153 weeks on the list,THE COMPLETE PEANUTS: 1999–2000;by Charles M. Schulz;New this week,CIVIL WAR;by Mark Millar and Steve McNiven;16 weeks on the list,"ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;37 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;32 weeks on the list,WONDER;by R.J. Palacio;40 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;40 weeks on the list,THE THANK YOU BOOK;by Mo Willems;2 weeks on the list,THEODORE BOONE;by John Grisham;19 weeks on the list,THE INQUISITION;by Taran Matharu;New this week,LADY MIDNIGHT;by Cassandra Clare;10 weeks on the list,THE INFINITE SEA;by Rick Yancey;28 weeks on the list,ELLE AND COACH;by Stefany Shaheen with Mark Dagostino;,MONEY: MASTER THE GAME;by Tony Robbins;,YES PLEASE;by Amy Poehler;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,AMERICAN GIRLS;by Nancy Jo Sales;,THING EXPLAINER;by Randall Munroe;,LEFT OF BOOM;by John Smith and Ralph Pezzullo;,THE WRIGHT BROTHERS;by David McCullough;,PRETTY HAPPY;by Kate Hudson;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,HARRY POTTER COLORING BOOK;by various illustrators;,THE SLEEP REVOLUTION;by Arianna Huffington;,YES PLEASE;by Amy Poehler;,GIRLS AND SEX;by Peggy Orenstein;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,FIRST WOMEN;by Kate Andersen Brower;,JUST MERCY;by Bryan Stevenson;,MIRACLES FROM HEAVEN;by Christy Beam;,THE SLEEP REVOLUTION;by Arianna Huffington;,SHOE DOG;by Phil Knight;,WILD;by Cheryl Strayed;
3,THE LAST MILE;by David Baldacci;4 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;70 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;20 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;18 weeks on the list,GRIT;by Angela Duckworth;2 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;103 weeks on the list,VALIANT AMBITION;by Nathaniel Philbrick;New this week,YOU ARE A BADASS;by Jen Sincero;18 weeks on the list,WALT DISNEY’S DONALD DUCK: TERROR OF THE BEAGLE BOYS;by Carl Barks;New this week,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;51 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;45 weeks on the list",PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;New this week,DEMIGODS AND MAGICIANS;by Rick Riordan;6 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;40 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;12 weeks on the list,HARRY POTTER;by J.K. Rowling;373 weeks on the list,THE CAGE;by Megan Shepherd;New this week,THE INQUISITION;by Taran Matharu;New this week,THE BOOK THIEF;by Markus Zusak;40 weeks on the list,ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?;by Frans de Waal;,DISRUPTED;by Dan Lyons;,NOFX;by NOFX with Jeff Alulis;,LOST GIRLS;by Robert Kolker;,BETWEEN YOU & ME;by Mary Norris;,BETWEEN YOU & ME;by Mary Norris;,THE LAST GOODNIGHT;by Howard Blum;,NO DREAM IS TOO HIGH;by Buzz Aldrin with Ken Abraham;,EMPIRE OF COTTON;by Sven Beckert;,IT'S ALL EASY;by Gwyneth Paltrow with Thea Baumann;,LOST OCEAN;illustrated by Johanna Basford;,IT'S ALL EASY;by Gwyneth Paltrow with Thea Baumann;,I HAD A NICE TIME AND OTHER LIES;by The Betches;,LUST AND WONDER;by Augusten Burroughs;,GIRLS AND SEX;by Peggy Orenstein;,DARK MONEY;by Jane Mayer;,THE NEW JIM CROW;by Michelle Alexander;,THE POWER OF NOW;by Eckhart Tolle;,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;,BACK FROM THE DEAD;by Bill Walton;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
4,EXTREME PREY;by John Sandford;3 weeks on the list,EXTREME PREY;by John Sandford;3 weeks on the list,THE SYMPATHIZER;by Viet Thanh Nguyen;2 weeks on the list,,,VALIANT AMBITION;by Nathaniel Philbrick;New this week,WHEN BREATH BECOMES AIR;by Paul Kalanithi;18 weeks on the list,DEAD WAKE;by Erik Larson;8 weeks on the list,WONDERFUL TONIGHT;by Pattie Boyd with Penny Junor;2 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;40 weeks on the list,"DC COMICS: SECRET HERO SOCIETY, VOL. 1;by Derek Fridolfs and Dustin Nguyen;16 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;30 weeks on the list","TOKYO GHOUL, VOL. 6;by Sui Ishida;4 weeks on the list",WONDER;by R.J. Palacio;34 weeks on the list,RAYMIE NIGHTINGALE;by Kate DiCamillo;5 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;40 weeks on the list,THUNDER BOY JR.;by Sherman Alexie. Illustrated by Yuyi Morales;New this week,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;34 weeks on the list,THE 5TH WAVE;by Rick Yancey;33 weeks on the list,GLASS SWORD;by Victoria Aveyard;14 weeks on the list,LOOKING FOR ALASKA;by John Green;40 weeks on the list,THE GENIUS OF BIRDS;by Jennifer Ackerman;,SHOE DOG;by Phil Knight;,BOSSYPANTS;by Tina Fey;,THE MIDNIGHT ASSASSIN;by Skip Hollandsworth;,AT THE EXISTENTIALIST CAFE;by Sarah Bakewell;,THERE IS LIFE AFTER COLLEGE;by Jeffrey J. Selingo;,PLAYING TO THE EDGE;by Michael V. Hayden;,INTO THE WILD;by Jon Krakauer;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,HUNGRY GIRL: CLEAN AND HUNGRY;by Lisa Lillien;,SECRET GARDEN;illustrated by Johanna Basford;,THE LONGEVITY BOOK;by Cameron Diaz and Sandra Bark;,GUMPTION;by Nick Offerman;,H IS FOR HAWK;by Helen Macdonald;,BECOMING GRANDMA;by Lesley Stahl;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO;by Christopher Emdin;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,LAB GIRL;by Hope Jahren;,THE ARM;by Jeff Passan;,NOTES FROM A SMALL ISLAND;by Bill Bryson;
5,THE GIRL ON THE TRAIN;by Paula Hawkins;64 weeks on the list,THE NEST;by Cynthia D'Aprix Sweeney;8 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;4 weeks on the list,,,GRIT;by Angela Duckworth;2 weeks on the list,VALIANT AMBITION;by Nathaniel Philbrick;New this week,I AM MALALA;by Malala Yousafzai with Christina Lamb;50 weeks on the list,MY WORD IS MY BOND;by Roger Moore;New this week,TED TALKS;by Chris Anderson;2 weeks on the list,PATIENCE;by Daniel Clowes;10 weeks on the list,DEADPOOL KILLS THE MARVEL UNIVERSE;by Cullen Bunn and Dalibor Talajic;7 weeks on the list,"MY HERO ACADEMIA, VOL. 4;by Kohei Horikoshi;2 weeks on the list",RUMP;by Liesl Shurtliff;New this week,PAX;Sara Pennypacker. Illustrated by Jon Klassen;15 weeks on the list,PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;12 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;151 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;374 weeks on the list,PAPER PRINCESS;by Erin Watt;6 weeks on the list,RED QUEEN;by Victoria Aveyard;39 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;33 weeks on the list,THE HUMANE ECONOMY;by Wayne Pacelle;,DREAM HOME;by Jonathan and Drew Scott;,HER AGAIN;by Michael Schulman;,THE RUN OF HIS LIFE;by Jeffrey Toobin;,THE BAD-ASS LIBRARIANS OF TIMBUKTU;by Joshua Hammer;,FOR WHITE FOLKS WHO TEACH IN THE HOOD... AND THE REST OF Y'ALL TOO;by Christopher Emdin;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,BARBARIAN DAYS;by William Finnegan;,GRACE AND STYLE;by Grace Helbig;,THE FOOD LAB;by J. Kenji Lopez-Alt;,ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,BOSSYPANTS;by Tina Fey;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,H IS FOR HAWK;by Helen Macdonald;,THE BIG SHORT;by Michael Lewis;,THE RUN OF HIS LIFE;by Jeffrey Toobin;,THE POWER OF I AM;by Joel Osteen;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,EAT PRAY LOVE MADE ME DO IT;by various authors;
6,THE OBSESSION;by Nora Roberts;5 weeks on the list,THE APARTMENT;by Danielle Steel;2 weeks on the list,THE CROSSING;by Michael Connelly;2 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;20 weeks on the list,SHOE DOG;by Phil Knight;3 weeks on the list,BARBARIAN DAYS;by William Finnegan;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;11 weeks on the list,CRAVINGS;by Chrissy Teigen with Adeena Sussman;12 weeks on the list,EVERYTHING IS TEETH;by Evie Wyld and Joe Sumner;New this week,THE BABY-SITTERS CLUB GRAPHIX: CLAUDIA AND MEAN JANINE;by Ann M. Martin and Raina Telgemeier;11 weeks on the list,"ATTACK ON TITAN, VOL. 18;by Hajime Isayama;6 weeks on the list",,THE WILD ROBOT;by Peter Brown;6 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;37 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;34 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;387 weeks on the list,,THE UNEXPECTED EVERYTHING;by Morgan Matson;New this week,A COURT OF THORNS AND ROSES;by Sarah J. Maas;2 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,THE POWER OF HABIT;by Charles Duhigg;,GOLDEN GIRLS FOREVER;by Jim Colucci;,A MOTHER'S RECKONING;by Sue Klebold;,THE ARGONAUTS;by Maggie Nelson;,IN DEFENSE OF A LIBERAL EDUCATION;by Fareed Zakaria;,RED NOTICE;by Bill Browder;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,MY PARIS DREAM;by Kate Betts;,"EAT FAT, GET THIN;by Mark Hyman;","DOCTOR WHO COLORING BOOK;illlustrated by James Newman Gray, Lee Teng Chew and Jan Smith;","EAT FAT, GET THIN;by Mark Hyman;",MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,WHERE THE LIGHT GETS IN;by Kimberly Williams-Paisley;,LOVE THAT BOY;by Ron Fournier;,JUST MERCY;by Bryan Stevenson;,CITIZEN;by Claudia Rankine;,THE UNTETHERED SOUL;by Michael A. Singer;,THE POWER OF HABIT;by Charles Duhigg;,THE LEGENDS CLUB;by John Feinstein;,BARBARIAN DAYS;by William Finnegan;
7,TROUBLEMAKER;by Linda Howard;New this week,EVERYBODY'S FOOL;by Richard Russo;2 weeks on the list,A SPOOL OF BLUE THREAD;by Anne Tyler;3 weeks on the list,,,SHOE DOG;by Phil Knight;3 weeks on the list,FIVE PRESIDENTS;by Clint Hill with Lisa McCubbin;2 weeks on the list,JUST MERCY;by Bryan Stevenson;29 weeks on the list,THE NURSES;by Alexandra Robbins;New this week,BRAVE ENOUGH;by Cheryl Strayed;7 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;7 weeks on the list,SISTERS;by Raina Telgemeier;87 weeks on the list,"ONE PIECE, VOL. 78;by Eiichiro Oda;2 weeks on the list",,BOOKED;by Kwame Alexander;6 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;25 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;85 weeks on the list,WHAT WAS . . . ?;by various authors;New this week,,THE GLITTERING COURT;by Richelle Mead;6 weeks on the list,PAPER TOWNS;by John Green;40 weeks on the list,AMAZING MOMS;by Rachel Buchholz;,ORIGINALS;by Adam Grant;,CHANGING NORMAL;by Marilu Henner and Michael Brown;,A BURGLAR'S GUIDE TO THE CITY;by Geoff Manaugh;,SO YOU'VE BEEN PUBLICLY SHAMED;by Jon Ronson;,OUR KIDS;by Robert D. Putnam;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,FROZEN IN TIME;by Mitchell Zuckoff;,THE LOST ART OF DRESS;by Linda Przybyszewski;,THUG KITCHEN;by the staff of Thug Kitchen;,ANIMORPHIA;illustrated by Kerby Rosanes;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;,AMERICAN GIRLS;by Nancy Jo Sales;,"MOTHER, CAN YOU NOT?;by Kate Siegel;",THE NEW JIM CROW;by Michelle Alexander;,UNITED;by Cory Booker;,BOUNDARIES;by Henry Cloud and John Townsend;,ELON MUSK;by Ashlee Vance;,"GAME 7, 1986;by Ron Darling with Daniel Paisner;",IN OTHER WORDS;by Jhumpa Lahiri;
8,THE NEST;by Cynthia D'Aprix Sweeney;8 weeks on the list,LAROSE;by Louise Erdrich;New this week,LUCKIEST GIRL ALIVE;by Jessica Knoll;6 weeks on the list,,,FIVE PRESIDENTS;by Clint Hill with Lisa McCubbin;2 weeks on the list,BECOMING GRANDMA;by Lesley Stahl;6 weeks on the list,H IS FOR HAWK;by Helen Macdonald;11 weeks on the list,THE BIG PICTURE;by Sean Carroll;New this week,IT'S ALL EASY;by Gwyneth Paltrow with Thea Baumann;5 weeks on the list,THE WHITE DONKEY: TERMINAL LANCE;by Maximilian Uriarte;4 weeks on the list,SMILE;by Raina Telgemeier;205 weeks on the list,"THE SEVEN DEADLY SINS, VOL. 14;by Nakaba Suzuki;New this week",,FISH IN A TREE;by Lynda Mullaly Hunt;9 weeks on the list,JACK;by Liesl Shurtliff;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;117 weeks on the list,GIVER QUARTET;by Lois Lowry;115 weeks on the list,,LOVE AND GELATO;by Jenna Evans Welch;2 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;40 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE BIG SHORT;by Michael Lewis;,KILL 'EM AND LEAVE;by James McBride;,MISSOULA;by Jon Krakauer;,IN OTHER WORDS;by Jhumpa Lahiri;,THE TEENAGE BRAIN;by Frances E. Jensen with Amy Ellis Nutt;,FUTURE CRIMES;by Marc Goodman;,NO APPARENT DANGER;by Victoria Bruce;,STONED;by Aja Raden;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,DARK SOULS III COLLECTOR'S EDITION;by Prima Games;,WHERE THE LIGHT GETS IN;by Kimberly Williams-Paisley;,SELP-HELF;by Miranda Sings;,TRUST;by Iyanla Vanzant;,WHERE THE LIGHT GETS IN;by Kimberly Williams-Paisley;,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;,THE BLACK PRESIDENCY;by Michael Eric Dyson;,TRUST;by Iyanla Vanzant;,QUIET;by Susan Cain;,BARBARIAN DAYS;by William Finnegan;,HOW TO BE A WILDFLOWER;by Katie Daisy;
9,THE APARTMENT;by Danielle Steel;2 weeks on the list,ELIGIBLE;by Curtis Sittenfeld;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;5 weeks on the list,,,RED PLATOON;by Clinton Romesha;2 weeks on the list,RED PLATOON;by Clinton Romesha;2 weeks on the list,BETTYVILLE;by George Hodgman;New this week,FIVE PRESIDENTS;by Clint Hill with Lisa McCubbin;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;103 weeks on the list,MARY WEPT OVER THE FEET OF JESUS;by Chester Brown;4 weeks on the list,ROLLER GIRL;by Victoria Jamieson;20 weeks on the list,"BLUE EXORCIST, VOL. 15;by Kazue Kato;New this week",,JACKY HA-HA;by James Patterson and Chris Grabenstein. Illustrated by Kerascoët;8 weeks on the list,THE FOURTEENTH GOLDFISH;by Jennifer L. Holm;6 weeks on the list,DEAR POPE FRANCIS;by Pope Francis;3 weeks on the list,DIVERGENT;by Veronica Roth;105 weeks on the list,,THIS IS WHERE IT ENDS;by Marieke Nijkamp;11 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;12 weeks on the list,AMERICAN PHAROAH;by Joe Drape;,ELON MUSK;by Ashlee Vance;,CALL ME ANNA;by Patty Duke;,WRITING MY WRONGS;by Shaka Senghor;,THE VANISHING VELÁZQUEZ;by Laura Cumming;,THE REASON I JUMP;by Naoki Higashida;,A SPY AMONG FRIENDS;by Ben Macintyre;,INTO THIN AIR;by Jon Krakauer;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;","THE BOB'S BURGERS BURGER BOOK;by Loren Bouchard and the writers of ""Bob's Burgers"";",CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,NOT THAT KIND OF GIRL;by Lena Dunham;,I HAD A NICE TIME AND OTHER LIES;by The Betches;,ON BECOMING BABYWISE;by Gary Ezzo and Robert Buckram;,EVICTED;by Matthew Desmond;,GHETTOSIDE;by Jill Leovy;,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",I NEVER HAD IT MADE;by Jackie W. Robinson;,THE WANDER SOCIETY;by Keri Smith;
10,MISTER O;by Lauren Blakely;2 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;106 weeks on the list,THE LITTLE PARIS BOOKSHOP;by Nina George;8 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;103 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;44 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;117 weeks on the list,GRIT;by Angela Duckworth;2 weeks on the list,THE CODE OF THE EXTRAORDINARY MIND;by Vishen Lakhiani;New this week,THE RUSSIAN AND UKRAINIAN NOTEBOOKS;by Igort;New this week,"AMULET, VOL. 7;by Kazu Kibuishi;10 weeks on the list","TOKYO GHOUL, VOL. 2;by Sui Ishida;25 weeks on the list",,QUIET POWER;by Susan Cain with Gregory Mone and Erica Moroz. Illustrated by Grant Snider;2 weeks on the list,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;27 weeks on the list,PRESS HERE;by Hervé Tullet;237 weeks on the list,THE RAVEN CYCLE;by Maggie Stiefvater;4 weeks on the list,,THE SIREN;by Kiera Cass;14 weeks on the list,AN ABUNDANCE OF KATHERINES;by John Green;33 weeks on the list,THE ILLUSTRATED COMPENDIUM OF AMAZING ANIMAL FACTS;written and illustrated by Maja Säfström;,OUTLIERS;by Malcolm Gladwell;,WHY NOT ME?;by Mindy Kaling;,DREAMLAND;by Sam Quinones;,THE LOST PAINTING;by Jonathan Harr;,CREATIVE SCHOOLS;by Ken Robinson and Lou Aronica;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",81 DAYS BELOW ZERO;by Brian Murphy with Toula Vlahou;,HOW TO TIE A SCARF;by the staff of Potter Style;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",OLD AGE;by Michael Kinsley;,"I KNOW I AM, BUT WHAT ARE YOU?;by Samantha Bee;",LOOK ME IN THE EYE;by John Elder Robison;,AMERICAN GIRLS;by Nancy Jo Sales;,THE RESIDENCE;by Kate Andersen Brower;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,THE PATH;by Michael Puett and Christine Gross-Loh;,THING EXPLAINER;by Randall Munroe;,AMERICAN PHAROAH;by Joe Drape;,MARTHA'S VINEYARD;by Susan Branch;
