,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,DARK IN DEATH;by J.D. Robb;New this week,DARK IN DEATH;by J.D. Robb;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;18 weeks on the list,FIRE AND FURY;by Michael Wolff;5 weeks on the list,FIRE AND FURY;by Michael Wolff;5 weeks on the list,HORSE SOLDIERS;by Doug Stanton;8 weeks on the list,CRUSHING IT!;by Gary Vaynerchuk;New this week,WONDER;by R.J. Palacio;130 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;16 weeks on the list,DOG MAN;by Dav Pilkey;23 weeks on the list,THE HATE U GIVE;by Angie Thomas;49 weeks on the list,TRIBE OF MENTORS;by Timothy Ferriss;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
2,STILL ME;by Jojo Moyes;New this week,STILL ME;by Jojo Moyes;New this week,MILK AND HONEY;by Rupi Kaur;95 weeks on the list,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;2 weeks on the list,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;2 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;351 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;60 weeks on the list,LITTLE LEADERS;by Vashti Harrison;8 weeks on the list,PETE THE CAT: VALENTINE'S DAY IS COOL;by James Dean and Kimberly Dean;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;464 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;17 weeks on the list,PRINCIPLES;by Ray Dalio;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
3,THE WOMAN IN THE WINDOW;by A.J. Finn;5 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;5 weeks on the list,READY PLAYER ONE;by Ernest Cline;44 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;34 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;40 weeks on the list,BEING MORTAL;by Atul Gawande;22 weeks on the list,YOU ARE A BADASS;by Jen Sincero;108 weeks on the list,AUGGIE & ME;by R.J. Palacio;62 weeks on the list,LOVE;by Matt de la Peña. Illustrated by Loren Long;4 weeks on the list,HARRY POTTER;by J.K. Rowling;463 weeks on the list,THE HAZEL WOOD;by Melissa Albert;New this week,WHEN;by Daniel H. Pink;,WHEN;by Daniel H. Pink;,SHOE DOG;by Phil Knight;
4,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;4 weeks on the list,FALL FROM GRACE;by Danielle Steel;2 weeks on the list,WE WERE THE LUCKY ONES;by Georgia Hunter;5 weeks on the list,HORSE SOLDIERS;by Doug Stanton;6 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;33 weeks on the list,JUST MERCY;by Bryan Stevenson;89 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;228 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;18 weeks on the list,THE WORD COLLECTOR;by Peter H. Reynolds;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;104 weeks on the list,THUNDERHEAD;by Neal Shusterman;4 weeks on the list,CAPITAL GAINES;by Chip Gaines;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
5,LITTLE FIRES EVERYWHERE;by Celeste Ng;15 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;20 weeks on the list,CALL ME BY YOUR NAME;by André Aciman;5 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;39 weeks on the list,WHEN;by Daniel H. Pink;4 weeks on the list,EVICTED;by Matthew Desmond;21 weeks on the list,PRINCIPLES;by Ray Dalio;18 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;32 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;206 weeks on the list,DORK DIARIES;by Rachel Renée Russell;237 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;32 weeks on the list,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;,SAPIENS;by Yuval Noah Harari;,ALI: A LIFE;by Jonathan Eig;
6,FALL FROM GRACE;by Danielle Steel;2 weeks on the list,ORIGIN;by Dan Brown;18 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;48 weeks on the list,RISE AND KILL FIRST;by Ronen Bergman;New this week,LEONARDO DA VINCI;by Walter Isaacson;16 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;164 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;108 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;56 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;4 weeks on the list,LUNAR CHRONICLES;by Marissa Meyer;32 weeks on the list,LONG WAY DOWN;by Jason Reynolds;7 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,UNBROKEN;by Laura Hillenbrand;
7,READY PLAYER ONE;by Ernest Cline;11 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;20 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;50 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;16 weeks on the list,RISE AND KILL FIRST;by Ronen Bergman;New this week,THIS WILL BE MY UNDOING;by Morgan Jerkins;New this week,THE WHOLE30 FAST & EASY;by Melissa Hartwig;6 weeks on the list,THE MAGIC MISFITS;by Neil Patrick Harris;11 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;36 weeks on the list,THE MAZE RUNNER;by James Dashner;195 weeks on the list,BATMAN: NIGHTWALKER;by Marie Lu;5 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,FIERCE;by Aly Raisman;
8,BEFORE WE WERE YOURS;by Lisa Wingate;19 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;4 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;New this week,WHEN;by Daniel H. Pink;4 weeks on the list,IT'S EVEN WORSE THAN YOU THINK;by David Cay Johnston;3 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;102 weeks on the list,RISE AND GRIND;by Daymond John with Daniel Paisner;2 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;27 weeks on the list,HERE WE ARE;by Oliver Jeffers;12 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;97 weeks on the list,THE CRUEL PRINCE;by Holly Black;5 weeks on the list,THE POWER OF MOMENTS;by Chip Heath and Dan Heath;,END OF ALZHEIMER'S;by Dale Bredesen;,THE BOYS IN THE BOAT;by Daniel James Brown;
9,ORIGIN;by Dan Brown;18 weeks on the list,THE ROOSTER BAR;by John Grisham;15 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;39 weeks on the list,BRAVE;by Rose McGowan;New this week,BRAVE;by Rose McGowan;New this week,THE GLASS CASTLE;by Jeannette Walls;410 weeks on the list,MAKE YOUR BED;by William H. McRaven;38 weeks on the list,THE DARK PROPHECY;by Rick Riordan;37 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;126 weeks on the list","UPSIDE-DOWN MAGIC;by Sarah Mlynowski, Lauren Myracle  and Emily Jenkins;New this week",RENEGADES;by Marissa Meyer;11 weeks on the list,RISE AND GRIND;by Daymond John with Daniel Paisner;,THE POWER OF HABIT;by Charles Duhigg;,BARBARIAN DAYS;by William Finnegan;
10,BEYOND DANGER;by Kat Martin;New this week,THE GRAVE'S A FINE AND PRIVATE PLACE;by Alan Bradley;New this week,PACHINKO;by Min Jin Lee;6 weeks on the list,"JACKIE, JANET & LEE;by J. Randy Taraborrelli;New this week",THE LAST BLACK UNICORN;by Tiffany Haddish;8 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;157 weeks on the list",TB12 METHOD;by Tom Brady;8 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;39 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;119 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;37 weeks on the list,BEFORE I LET GO;by Marieke Nijkamp;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BECOMING KAREEM;by Kareem Abdul-Jabbar and Raymond Obstfeld;
11,THE GRAVE'S A FINE AND PRIVATE PLACE;by Alan Bradley;New this week,THE IMMORTALISTS;by Chloe Benjamin;4 weeks on the list,,TRUMPOCRACY;by David Frum;3 weeks on the list,TRUMPOCRACY;by David Frum;3 weeks on the list,,,,,,,,,
