,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,LITTLE FIRES EVERYWHERE;by Celeste Ng;61 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;84 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;49 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;New this week,UNTAMED;by Glennon Doyle;5 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;5 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;New this week",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;52 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;22 weeks on the list,DOG MAN;by Dav Pilkey;137 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;116 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,WINDOW ON THE BAY;by Debbie Macomber;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,ALL THE BRIGHT PLACES;by Jennifer Niven;
2,WHERE THE CRAWDADS SING;by Delia Owens;83 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;12 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;51 weeks on the list,UNTAMED;by Glennon Doyle;5 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;7 weeks on the list,SAPIENS;by Yuval Noah Harari;100 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;23 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;53 weeks on the list,PETE THE CAT: FIVE LITTLE BUNNIES;by James Dean and Kimberly Dean;New this week,HARRY POTTER;by J.K. Rowling;577 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE ULTIMATE RETIREMENT GUIDE FOR 50+;by Suze Orman;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,LONG ROAD TO MERCY;by David Baldacci;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,AMERICAN DIRT;by Jeanine Cummins;12 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;4 weeks on the list,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;28 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;7 weeks on the list,"THE LAST BOOK ON THE LEFT;by Ben Kissel, Marcus Parks and Henry Zebrowski;New this week",A WOMAN OF NO IMPORTANCE;by Sonia Purnell;2 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;38 weeks on the list,"FOOD NETWORK MAGAZINE: THE BIG, FUN KIDS COOKBOOK;by Food Network Magazine;New this week",HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;578 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;14 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,LIAR LIAR;by James Patterson and Candice Fox;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,THE BOY FROM THE WOODS;by Harlan Coben;4 weeks on the list,REDHEAD BY THE SIDE OF THE ROAD;by Anne Tyler;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;84 weeks on the list,"THE LAST BOOK ON THE LEFT;by Ben Kissel, Marcus Parks and Henry Zebrowski;New this week",HIDDEN VALLEY ROAD;by Robert Kolker;New this week,THE FIFTH RISK;by Michael Lewis;8 weeks on the list,JOY AT WORK;by Marie Kondo and Scott Sonenshein;New this week,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;10 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;13 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;31 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;71 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;,BECOMING;by Michelle Obama;,OUTLIERS;by Malcolm Gladwell;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;,A LONG WALK TO WATER;by Linda Sue Park;,THE TWIN;by Natasha Preston;
5,REDHEAD BY THE SIDE OF THE ROAD;by Anne Tyler;New this week,THE SILENT PATIENT;by Alex Michaelides;45 weeks on the list,NORMAL PEOPLE;by Sally Rooney;8 weeks on the list,FORTITUDE;by Dan Crenshaw;New this week,FORTITUDE;by Dan Crenshaw;New this week,"WOW, NO THANK YOU;by Samantha Irby;2 weeks on the list",THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;174 weeks on the list,THE WIZENARD SERIES: SEASON ONE;by Wesley King. Created by Kobe Bryant;2 weeks on the list,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!;by Jory John. Illustrated by Pete Oswald;5 weeks on the list,THE BAD GUYS;by Aaron Blabey;73 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;19 weeks on the list,THE EYES OF DARKNESS;by Dean Koontz;,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;,DARK TOWERS;by David Enrich;,NEW KID;by Jerry Craft;,BLESSING IN DISGUISE;by Danielle Steel;,WISH;by Barbara O'Connor;,"FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH;by Scott Cawthon, Andrea Waggener and Carly Anne West;"
6,REVENGE;by James Patterson and Andrew Holmes;New this week,VALENTINE;by Elizabeth Wetmore;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;47 weeks on the list,FRONT ROW AT THE TRUMP SHOW;by Jonathan Karl;2 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;17 weeks on the list,BORN A CRIME;by Trevor Noah;61 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;11 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;6 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;28 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;217 weeks on the list,THE HATE U GIVE;by Angie Thomas;163 weeks on the list,THE STAND;by Stephen King;,EDUCATED;by Tara Westover;,CAPITAL AND IDEOLOGY;by Thomas Piketty;,DRAMA;by Raina Telgemeier;,THE BIG KAHUNA;by Janet Evanovich and Peter Evanovich;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,LONG WAY DOWN;by Jason Reynolds;
7,THE SILENT PATIENT;by Alex Michaelides;30 weeks on the list,THE GLASS HOTEL;by Emily St. John Mandel;3 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;New this week,THE GREAT INFLUENZA;by John M. Barry;5 weeks on the list,ARGUING WITH SOCIALISTS;by Glenn Beck;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;77 weeks on the list,FLOUR WATER SALT YEAST;by Ken Forkish;New this week,WONDER;by R.J. Palacio;243 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;18 weeks on the list,A TWISTED TALE;by Liz Braswell;2 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;10 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,DEADLIEST ENEMY;by Michael T. Osterholm and Mark Olshaker;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",INVESTIGATORS;by John Patrick Green;,LONGING FOR YESTERDAY;by Debbie Macomber;,RESTART;by Gordon Korman;,DEAR MARTIN;by Nic Stone;
8,THE WOMAN IN THE WINDOW;by A.J. Finn;27 weeks on the list,THE BOOK OF LOST FRIENDS;by Lisa Wingate;New this week,THE NIGHTINGALE;by Kristin Hannah;36 weeks on the list,EDUCATED;by Tara Westover;112 weeks on the list,EDUCATED;by Tara Westover;112 weeks on the list,UNORTHODOX;by Deborah Feldman;3 weeks on the list,THE ODD 1S OUT: THE FIRST SEQUEL;by James Rallison;4 weeks on the list,ALI CROSS;by James Patterson;20 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;229 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;295 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;5 weeks on the list,SMOKE BITTEN;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,SMILE;by Raina Telgemeier;,AMBUSH;by James Patterson and James O. Born;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,THE SUN IS ALSO A STAR;by Nicola Yoon;
9,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;2 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;26 weeks on the list,THE OVERSTORY;by Richard Powers;53 weeks on the list,ARGUING WITH SOCIALISTS;by Glenn Beck;New this week,MORE MYSELF;by Alicia Keys with Michelle Burford;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;245 weeks on the list",ATOMIC HABITS;by James Clear;23 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;23 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;18 weeks on the list",WARRIORS: THE BROKEN CODE;by Erin Hunter;New this week,INFINITY SON;by Adam Silvera;8 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE RIDE OF A LIFETIME;by Robert Iger;,STRANGE PLANET;by Nathan W. Pyle;,THE NIGHT WINDOW;by Dean Koontz;,THE CROSSOVER;by Kwame Alexander;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
10,THE BOOK OF LOST FRIENDS;by Lisa Wingate;New this week,TEXAS OUTLAW;by James Patterson and Andrew Bourelle;2 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;39 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;14 weeks on the list,FRONT ROW AT THE TRUMP SHOW;by Jonathan Karl;2 weeks on the list,JUST MERCY;by Bryan Stevenson;200 weeks on the list,"LIFE IN THE FASTING LANE;by Jason Fung, Eve Mayer and Megan Ramos;New this week",GREYSTONE SECRETS #2: THE DECEIVERS;by Margaret Peterson Haddix;New this week,WAITING IS NOT EASY!;by Mo Willems;68 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;527 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;110 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,GRIT;by Angela Duckworth;,GHOSTS;by Raina Telgemeier;,CHASING CASSANDRA;by Lisa Kleypas;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,LOVELY WAR;by Julie Berry;
11,THE GIVER OF STARS;by Jojo Moyes;22 weeks on the list,CHOSEN ONES;by Veronica Roth;New this week,THE WIVES;by Tarryn Fisher;7 weeks on the list,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;4 weeks on the list,BECOMING;by Michelle Obama;70 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;7 weeks on the list,,,,,,HOUSE OF EARTH AND BLOOD;by Sarah J. Maas;,THE GREAT INFLUENZA;by John M. Barry;,,"ONE-PUNCH MAN, VOL. 19;by ONE. Illustrated by Yusuke Murata;",LITTLE FIRES EVERYWHERE;by Celeste Ng;,,
12,THE GLASS HOTEL;by Emily St. John Mandel;3 weeks on the list,THE MIRROR & THE LIGHT;by Hilary Mantel;5 weeks on the list,REVENGE;by James Patterson and Andrew Holmes;New this week,UNORTHODOX;by Deborah Feldman;6 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;10 weeks on the list,GRIT;by Angela Duckworth;71 weeks on the list,,,,,,THE WIVES;by Tarryn Fisher;,OUTLIERS;by Malcolm Gladwell;,,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 11;by Koyoharu Gotouge;",THE CLIFF HOUSE;by Raeanne Thayne;,,
13,THE DUTCH HOUSE;by Ann Patchett;27 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;29 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;81 weeks on the list,MORE MYSELF;by Alicia Keys with Michelle Burford;2 weeks on the list,NOTHING GENERAL ABOUT IT;by Maurice Benard with Susan Black;New this week,SAY NOTHING;by Patrick Radden Keefe;7 weeks on the list,,,,,,LONG RANGE;by C.J. Box;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,,SISTERS;by Raina Telgemeier;,ROPE BURN;by William W. Johnstone and J.A. Johnstone;,,
14,VALENTINE;by Elizabeth Wetmore;2 weeks on the list,THE SOUTHERN BOOK CLUB'S GUIDE TO SLAYING VAMPIRES;by Grady Hendrix;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;40 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;10 weeks on the list,HIDING IN PLAIN SIGHT;by Sarah Kendzior;New this week,THE LIBRARY BOOK;by Susan Orlean;18 weeks on the list,,,,,,THE JETSETTERS;by Amanda Eyre Ward;,MYTHOS;by Stephen Fry;,,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",HOME SWEET HOME;by Fern Michaels et al;,,
15,TEXAS OUTLAW;by James Patterson and Andrew Bourelle;2 weeks on the list,IN FIVE YEARS;by Rebecca Serle;5 weeks on the list,THE OUTSIDER;by Stephen King;21 weeks on the list,BECOMING;by Michelle Obama;71 weeks on the list,APROPOS OF NOTHING;by Woody Allen;New this week,MIDNIGHT IN CHERNOBYL;by Adam Higginbotham;7 weeks on the list,,,,,,IN FIVE YEARS;by Rebecca Serle;,CATCH AND KILL;by Ronan Farrow;,,"DRAGON BALL SUPER, VOL. 8;by Akira Toriyama. Illustrated by Toyotarou;",UNSPOKEN;by Lisa Jackson;,,
