,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,BULLSEYE;by James Patterson and Michael Ledwidge;New this week,BULLSEYE;by James Patterson and Michael Ledwidge;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;4 weeks on the list,,,HILLARY'S AMERICA;by Dinesh D'Souza;3 weeks on the list,HILLARY'S AMERICA;by Dinesh D'Souza;3 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;115 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;2 weeks on the list,YOU ARE A BADASS;by Jen Sincero;30 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;216 weeks on the list,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;New this week,"MY HERO ACADEMIA, VOL. 5;by Kohei Horikoshi;New this week",THE HIDDEN ORACLE;by Rick Riordan;14 weeks on the list,RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;11 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;52 weeks on the list,RETURN;by Aaron Becker;New this week,HARRY POTTER;by J.K. Rowling;385 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;New this week,LADY MIDNIGHT;by Cassandra Clare;22 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;45 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,GRIT;by Angela Duckworth;,BOSSYPANTS;by Tina Fey;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,100 DEADLY SKILLS;by Clint Emerson;,INTO THE WILD;by Jon Krakauer;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,HARRY POTTER COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,IT GETS WORSE;by Shane Dawson;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,THE OREGON TRAIL;by Rinker Buck;
2,SWEET TOMORROWS;by Debbie Macomber;New this week,SWEET TOMORROWS;by Debbie Macomber;New this week,AFTER YOU;by Jojo Moyes;3 weeks on the list,,,LIARS;by Glenn Beck;New this week,LIARS;by Glenn Beck;New this week,ALEXANDER HAMILTON;by Ron Chernow;43 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;12 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;93 weeks on the list,FIGHT CLUB 2;by Chuck Palahniuk and Cameron Stewart;6 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;52 weeks on the list,"ATTACK ON TITAN, VOL. 19;by Hajime Isayama;New this week",THE SWORD OF SUMMER;by Rick Riordan;38 weeks on the list,WONDER;by R.J. Palacio;52 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;49 weeks on the list,WHAT DO YOU DO WITH A PROBLEM?;by Kobi Yamada. Illustrated by Mae Besom;6 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;46 weeks on the list,BROKEN PRINCE;by Erin Watt;2 weeks on the list,GLASS SWORD;by Victoria Aveyard;26 weeks on the list,NERVE;by Jeanne Ryan;4 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,OUTLIERS;by Malcolm Gladwell;,YOU'LL GROW OUT OF IT;by Jessi Klein;,THE WAR ON COPS;by Heather Mac Donald;,TRIBE;by Sebastian Junger;,GRIT;by Angela Duckworth;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE WRIGHT BROTHERS;by David McCullough;,THE CURSE OF BEAUTY;by James Bone;,THUG KITCHEN;by the staff of Thug Kitchen;,HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK;by various illustrators;,BEING MORTAL;by Atul Gawande;,BOSSYPANTS;by Tina Fey;,TRIBE;by Sebastian Junger;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,BILL O'REILLY'S LEGENDS AND LIES: THE PATRIOTS;by David Fisher;,JUST MERCY;by Bryan Stevenson;,THE POWER OF NOW;by Eckhart Tolle;,BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;,BARBARIAN DAYS;by William Finnegan;
3,THE GIRL ON THE TRAIN;by Paula Hawkins;76 weeks on the list,TRULY MADLY GUILTY;by Liane Moriarty;2 weeks on the list,SEE ME;by Nicholas Sparks;New this week,,,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;6 weeks on the list,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;6 weeks on the list,IT GETS WORSE;by Shane Dawson;3 weeks on the list,AMERICAN HEIRESS;by Jeffrey Toobin;New this week,SPARK JOY;by Marie Kondo;19 weeks on the list,"HOW TO TALK TO GIRLS AT PARTIES;by Neil Gaiman, Fábio Moon and Gabriel Bá;5 weeks on the list",MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;13 weeks on the list,"JOJO’S BIZARRE ADVENTURE: BATTLE TENDENCY, VOL. 4;by Hirohiko Araki;New this week",RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;11 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;14 weeks on the list,THE BFG;by Roald Dahl. Illustrated by Quentin Blake;9 weeks on the list,ARE WE THERE YET?;by Dan Santat;5 weeks on the list,THE REMNANT CHRONICLES;by Mary E. Pearson;New this week,PAPER PRINCESS;by Erin Watt;15 weeks on the list,ELEANOR AND PARK;by Rainbow Rowell;39 weeks on the list,THE BOOK THIEF;by Markus Zusak;52 weeks on the list,DOG MEDICINE;by Julie Barton;,SHOE DOG;by Phil Knight;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,BUT WHAT IF WE'RE WRONG?;by Chuck Klosterman;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE INFILTRATOR;by Robert Mazur;,DEAD WAKE;by Erik Larson;,PRETTY HAPPY;by Kate Hudson;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,CREATIVE HAVEN DAZZLING DOGS COLORING BOOK;illustrated by Marjorie Sarnat;,THE GENE;by Siddhartha Mukherjee;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE GLASS CASTLE;by Jeannette Walls;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE NEW JIM CROW;by Michelle Alexander;,BOUNDARIES;by Henry Cloud and John Townsend;,GRUNT;by Mary Roach;,HOUSE OF NAILS;by Lenny Dykstra;,NOT WITHOUT MY FATHER;by Andra Watkins;
4,TRULY MADLY GUILTY;by Liane Moriarty;2 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;New this week,A MAN CALLED OVE;by Fredrik Backman;32 weeks on the list,,,HILLBILLY ELEGY;by J.D. Vance;2 weeks on the list,ARMAGEDDON;by Dick Morris and Eileen McGann;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;221 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;30 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;165 weeks on the list,COUSIN JOSEPH;by Jules Feiffer;2 weeks on the list,"SAGA, VOL. 6;by Fiona Staples and Brian K. Vaughan;5 weeks on the list","ONE PIECE, VOL. 79;by Eiichiro Oda;New this week",INSIDE OUT AND BACK AGAIN;by Thanhha Lai;5 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;2 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;52 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;97 weeks on the list,THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;18 weeks on the list,FORGET TOMORROW;by Pintip Dunn;New this week,A COURT OF MIST AND FURY;by Sarah J. Maas;14 weeks on the list,RED QUEEN;by Victoria Aveyard;9 weeks on the list,VOICES IN THE OCEAN;by Susan Casey;,CHAOS MONKEYS;by Antonio García Martínez;,SICK IN THE HEAD;by Judd Apatow;,A STOLEN LIFE;by Jaycee Dugard;,SEINFELDIA;by Jennifer Keishin Armstrong;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BILLION DOLLAR SPY;by David E. Hoffman;,THE OREGON TRAIL;by Rinker Buck;,THE SUBSTANCE OF STYLE;by Virginia Postrel;,REAL FOOD/FAKE FOOD;by Larry Olmsted;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,HOW NOT TO DIE;by Michael Greger with Gene Stone;,YOU'LL GROW OUT OF IT;by Jessi Klein;,YOU'LL GROW OUT OF IT;by Jessi Klein;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,HILLARY'S AMERICA;by Dinesh D'Souza;,THE WAR ON COPS;by Heather Mac Donald;,FERVENT;by Priscilla Shirer;,THE GENE;by Siddhartha Mukherjee;,UNBROKEN;by Laura Hillenbrand;,WILD;by Cheryl Strayed;
5,SMOOTH OPERATOR;by Stuart Woods and Parnell Hall;New this week,THE BLACK WIDOW;by Daniel Silva;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;17 weeks on the list,,,ARMAGEDDON;by Dick Morris and Eileen McGann;3 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;17 weeks on the list,CLINTON CASH;by Peter Schweizer;2 weeks on the list,HILLARY'S AMERICA;by Dinesh D'Souza;3 weeks on the list,YUGE!;by G. B. Trudeau;New this week,"DC COMICS: SECRET HERO SOCIETY, VOL. 1;by Derek Fridolfs and Dustin Nguyen;28 weeks on the list",PERSEPOLIS;by Marjane Satrapi;72 weeks on the list,"YONA OF THE DAWN, VOL. 1;by Mizuho Kusanagi;New this week",WONDER;by R.J. Palacio;41 weeks on the list,THE ISLE OF THE LOST;by Melissa de la Cruz;30 weeks on the list,STORY THIEVES;by James Riley;16 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;46 weeks on the list,THE ARCANA CHRONICLES;by Kresley Cole;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;7 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;22 weeks on the list,THE CELLAR;by Natasha Preston;6 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE POWER OF HABIT;by Charles Duhigg;,MY LUCKY LIFE IN AND OUT OF SHOW BUSINESS;by Dick Van Dyke;,MANHUNT;by James L. Swanson;,SAPIENS;by Yuval Noah Harari;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,THE WINTER FORTRESS;by Neal Bascomb;,BARBARIAN DAYS;by William Finnegan;,THE RESIDENCE;by Kate Andersen Brower;,THE 20/20 DIET;by Phil McGraw;,LOST OCEAN;illustrated by Johanna Basford;,"EAT FAT, GET THIN;by Mark Hyman;",SEINFELDIA;by Jennifer Keishin Armstrong;,DARING GREATLY;by Brené Brown;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,ARMAGEDDON;by Dick Morris and Eileen McGann;,THE OTHER WES MOORE;by Wes Moore;,THE UNTETHERED SOUL;by Michael A. Singer;,THE WRIGHT BROTHERS;by David McCullough;,BARBARIAN DAYS;by William Finnegan;,EVERY FRENCHMAN HAS ONE;by Olivia De Havilland;
6,THE UNDERGROUND RAILROAD;by Colson Whitehead;New this week,THE WOMAN IN CABIN 10;by Ruth Ware;3 weeks on the list,ME BEFORE YOU;by Jojo Moyes;87 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;115 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;2 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;59 weeks on the list,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;6 weeks on the list,SPARTAN FIT!;by Joe De Sena with John Durant;New this week,DARK NIGHT: A TRUE BATMAN STORY;by Paul Dini and Eduardo Risso;7 weeks on the list,"MONSTRESS, VOL. 1;by Marjorie Liu and Sana Takeda;3 weeks on the list","FOOD WARS!, VOL. 13;by Yuto Tsukuda, Shun Saeki and Yuki Morisaki;New this week",,"GROVER CLEVELAND, AGAIN!;by Ken Burns with David Blistein and Cauley Powell. Illustrated by Gerald Kelley;3 weeks on the list",I AM MALALA;by Malala Yousafzai with Patricia McCormick;8 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;129 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;386 weeks on the list,,AND I DARKEN;by Kiersten White;5 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;7 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",EVERY LITTLE STEP;by Bobby Brown with Nick Chiles;,ORANGE IS THE NEW BLACK;by Piper Kerman;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THING EXPLAINER;by Randall Munroe;,PLAYING TO THE EDGE;by Michael V. Hayden;,NOT WITHOUT MY FATHER;by Andra Watkins;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,THE FOOD LAB;by J. Kenji Lopez-Alt;,PLAYER'S HANDBOOK;by Wizards RPG Team;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,ESCAPE;by Carolyn Jessop;,ON BECOMING BABYWISE;by Gary Ezzo and Robert Buckram;,WAKE UP AMERICA;by Eric Bolling;,MY GRANDFATHER WOULD HAVE SHOT ME;by Jennifer Teege and Nikola Sellmair;,THE SECRET;by Rhonda Byrne;,QUIET;by Susan Cain;,THE THREE-YEAR SWIM CLUB;by Julie Checkoway;,THE HOUR OF LAND;by Terry Tempest Williams;
7,IT ENDS WITH US;by Colleen Hoover;New this week,THE GIRLS;by Emma Cline;8 weeks on the list,ROGUE LAWYER;by John Grisham;2 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;30 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;30 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;8 weeks on the list,THE MAKING OF DONALD TRUMP;by David Cay Johnston;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;52 weeks on the list,THE WHITE DONKEY: TERMINAL LANCE;by Maximilian Uriarte;13 weeks on the list,PREACHER: BOOK ONE;by Garth Ennis and Steve Dillon;5 weeks on the list,"HAIKYU!!, VOL. 2;by Haruichi Furudate;New this week",,THE CANDYMAKERS AND THE GREAT CHOCOLATE CHASE;by Wendy Mass;New this week,OUT OF MY MIND;by Sharon M. Draper;52 weeks on the list,THE THANK YOU BOOK;by Mo Willems;14 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;399 weeks on the list,,SIX OF CROWS;by Leigh Bardugo;34 weeks on the list,DON'T TRY THIS AT HOME!;by Kian Lawley and Jc Caylen;5 weeks on the list,THE GENIUS OF BIRDS;by Jennifer Ackerman;,ORIGINALS;by Adam Grant;,FOLLOW ME;by Ricky Dillon;,THE MOST DANGEROUS ANIMAL OF ALL;by Gary L. Stewart with Susan Mustafa;,THE VIEW FROM THE CHEAP SEATS;by Neil Gaiman;,THANK YOU FOR ARGUING;by Jay Heinrichs;,THE SECRET WAR;by Max Hastings;,INTO THIN AIR;by Jon Krakauer;,RULES OF CIVILITY AND DECENT BEHAVIOR;by George Washington;,GREAT FOOD FAST;by Bob Warden and Christian Stella;,COLOR THE CLASSICS: THE WIZARD OF OZ;illustrated by Jae Eun Lee;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,SICK IN THE HEAD;by Judd Apatow;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,WHITE TRASH;by Nancy Isenberg;,NOBODY;by Marc Lamont Hill;,THE POWER OF I AM;by Joel Osteen;,THE POWER OF HABIT;by Charles Duhigg;,WON FOR ALL;by Cleveland Plain Dealer;,TURN RIGHT AT MACHU PICCHU;by Mark Adams;
8,ROGUE LAWYER;by John Grisham;16 weeks on the list,SMOOTH OPERATOR;by Stuart Woods and Parnell Hall;New this week,IT ENDS WITH US;by Colleen Hoover;New this week,,,ALEXANDER HAMILTON;by Ron Chernow;32 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;56 weeks on the list,JUST MERCY;by Bryan Stevenson;39 weeks on the list,LIARS;by Glenn Beck;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;113 weeks on the list,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;15 weeks on the list,SMILE;by Raina Telgemeier;217 weeks on the list,"HAIKYU!!, VOL. 1;by Haruichi Furudate;5 weeks on the list",,WOMEN IN SCIENCE;by Rachel Ignotofsky;2 weeks on the list,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;5 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;163 weeks on the list,GIVER QUARTET;by Lois Lowry;125 weeks on the list,,FANGIRL;by Rainbow Rowell;26 weeks on the list,LOOKING FOR ALASKA;by John Green;52 weeks on the list,BEYOND WORDS;by Carl Safina;,CONTAGIOUS;by Jonah Berger;,EVERY FRENCHMAN HAS ONE;by Olivia De Havilland;,THE INFILTRATOR;by Robert Mazur;,THE CURSE OF BEAUTY;by James Bone;,KISS MY ASTERISK;by Jenny Baranick;,FUTURE CRIMES;by Marc Goodman;,WILD;by Cheryl Strayed;,ALL THE PRESIDENTS' GARDENS;by Marta McDowell;,"EAT FAT, GET THIN;by Mark Hyman;",ENCHANTED FOREST;illustrated by Johanna Basford;,UNBROKEN BRAIN;by Maia Szalavitz;,I'VE GOT SAND IN ALL THE WRONG PLACES;by Lisa Scottoline and Francesca Serritella;,F*CK FEELINGS;by Michael I. Bennett and Sarah Bennett;,H IS FOR HAWK;by Helen Macdonald;,TRIBE;by Sebastian Junger;,"JACKSON, 1964;by Calvin Trillin;",THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,CLEVELAND IS KING!;by Brendan Bowers;,TRIALS OF THE EARTH;by Mary Mann Hamilton;
9,DARK CAROUSEL;by Christine Feehan;New this week,DARK CAROUSEL;by Christine Feehan;New this week,"IN A DARK, DARK WOOD;by Ruth Ware;11 weeks on the list",,,AMERICAN HEIRESS;by Jeffrey Toobin;New this week,AMERICAN HEIRESS;by Jeffrey Toobin;New this week,THE NEW JIM CROW;by Michelle Alexander;122 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;107 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;50 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;18 weeks on the list,DRAMA;by Raina Telgemeier;158 weeks on the list,"ONE-PUNCH MAN, VOL. 2;by ONE and Yusuke Murata;23 weeks on the list",,THE MISADVENTURES OF MAX CRUMBLY: LOCKER HERO;by Rachel Renée Russell;9 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;51 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;225 weeks on the list",DORK DIARIES;by Rachel Renée Russell;177 weeks on the list,,ALL THE BRIGHT PLACES;by Jennifer Niven;25 weeks on the list,PAPER TOWNS;by John Green;52 weeks on the list,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,DR. FEELGOOD;by Richard A. Lertzman and William J. Birnes;,FRAMED;by Robert F. Kennedy Jr;,"INVISIBLE MAN, GOT THE WHOLE WORLD WATCHING;by Mychal Denzel Smith;",TEACH LIKE A CHAMPION 2. 0;by Doug Lemov;,RED NOTICE;by Bill Browder;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,EMPIRE OF COTTON;by Sven Beckert;,PROJECT SMOKE;by Steven Raichlen;,ANIMORPHIA;illustrated by Kerby Rosanes;,THE HAPPINESS PROJECT;by Gretchen Rubin;,SELP-HELF;by Miranda Sings;,H IS FOR HAWK;by Helen Macdonald;,I'VE GOT SAND IN ALL THE WRONG PLACES;by Lisa Scottoline and Francesca Serritella;,JUST MERCY;by Bryan Stevenson;,"INVISIBLE MAN, GOT THE WHOLE WORLD WATCHING;by Mychal Denzel Smith;",MIRACLES FROM HEAVEN;by Christy Beam;,SAPIENS;by Yuval Noah Harari;,SUM IT UP;by Pat Head Summitt with Sally Jenkins;,A WALK IN THE WOODS;by Bill Bryson;
10,CHASE;by James Patterson with Michael Ledwidge;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;118 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;16 weeks on the list,,,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;20 weeks on the list,THE WAR ON COPS;by Heather Mac Donald;2 weeks on the list,QUIET;by Susan Cain;142 weeks on the list,WASHINGTON'S SPIES;by Alexander Rose;New this week,DARING GREATLY;by Brené Brown;65 weeks on the list,INDEH: A STORY OF THE APACHE WARS;by Ethan Hawke and Greg Ruth;7 weeks on the list,SISTERS;by Raina Telgemeier;99 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;57 weeks on the list",,SERAFINA AND THE TWISTED STAFF;by Robert Beatty;4 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;New this week,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;6 weeks on the list,5TH WAVE;by Rick Yancey;11 weeks on the list,,THE SIREN;by Kiera Cass;18 weeks on the list,SUICIDE NOTES FROM BEAUTIFUL GIRLS;by Lynn Weingarten;3 weeks on the list,BEING A BEAST;by Charles Foster;,TIPPING POINT;by Malcolm Gladwell;,YES PLEASE;by Amy Poehler;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,THE HATRED OF POETRY;by Ben Lerner;,ON WRITING;by Stephen King;,WASHINGTON'S SPIES;by Alexander Rose;,TRIALS OF THE EARTH;by Mary Mann Hamilton;,HOW TO WEAR JEWELRY;by Jinnie Lee. Illustrated by Judith van den Hoek;,MEATHEAD;by Meathead Goldwyn with Greg Blonder;,ZENDOODLE COLORING: UPLIFTING INSPIRATIONS;illustrated by Justine Lustig;,BRAIN ON FIRE;by Susannah Cahalan;,YES PLEASE;by Amy Poehler;,HOW TO BE A PERSON IN THE WORLD;by Heather Havrilesky;,THE HAPPIEST BABY ON THE BLOCK;by Harvey Karp;,THE NEW JIM CROW;by Michelle Alexander;,WHITE RAGE;by Carol Anderson;,TEARS TO TRIUMPH;by Marianne Williamson;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE GAMES;by David Goldblatt;,"OH, FLORIDA!;by Craig Pittman;"
