,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,JUST TAKE MY HEART;by Mary Higgins Clark;2 weeks on the list,THE SHACK;by William P. Young;48 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;4 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;116 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;12 weeks on the list",HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;8 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;8 weeks on the list,"NARUTO, VOL. 44;by Masashi Kishimoto;3 weeks on the list",BLOODHOUND;by Tamora Pierce;New this week,EVERMORE;by Alyson Noël;11 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;13 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;89 weeks on the list
2,LOOK AGAIN;by Lisa Scottoline;New this week,7TH HEAVEN;by James Patterson and Maxine Paetro;2 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;3 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;17 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;2 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;30 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;8 weeks on the list,"COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;New this week","NARUTO, VOL. 42;by Masashi Kishimoto;4 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;13 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;75 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;14 weeks on the list
3,TURN COAT;by Jim Butcher;2 weeks on the list,CITY OF THIEVES;by David Benioff;3 weeks on the list,,OUTLIERS;by Malcolm Gladwell;22 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;81 weeks on the list,THE CARROT PRINCIPLE;by Adrian Gostick and Chester Elton;New this week,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;6 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;6 weeks on the list,A A DRIFTING LIFE;by Yoshihiro Tatsumi and Adrian Tomine;New this week,"NARUTO, VOL. 43;by Masashi Kishimoto;5 weeks on the list",MILES TO GO;by Miley Cyrus;7 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;24 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;5 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;34 weeks on the list
4,LONG LOST;by Harlan Coben;3 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;2 weeks on the list,,MOMMYWOOD;by Tori Spelling with Hilary Liftin;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;24 weeks on the list,THE ULTIMATE DEPRESSION SURVIVAL GUIDE;by Martin D. Weiss;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;407 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;6 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;5 weeks on the list,"NARUTO, VOL. 31;by Masashi Kishimoto;7 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;29 weeks on the list,THE BOOK THIEF;by Markus Zusak;84 weeks on the list,THE COMPOSER IS DEAD;by Lemony Snicket. Illustrated by Carson Ellis. Music by Nathaniel Stookey;7 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;4 weeks on the list
5,THE HOST;by Stephenie Meyer;49 weeks on the list,FIREFLY LANE;by Kristin Hannah;15 weeks on the list,,COLUMBINE;by Dave Cullen;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;237 weeks on the list,EIGHT LITTLE FACES;by Kate Gosselin;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;90 weeks on the list,BATMAN (THE RETURN OF HUSH);by Paul Dini and Dustin Nguyen;2 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;5 weeks on the list,"Naruto, Vol. 41;by Masashi Kishimoto;8 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;26 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;4 weeks on the list,CAT;written by Matthew Van Fleet and photographed by Brian Stanton.;10 weeks on the list,NIGHT WORLD;by L. J. Smith;19 weeks on the list
6,THE ASSOCIATE;by John Grisham;12 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;10 weeks on the list,,HOUSE OF CARDS;by William D. Cohan;6 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;117 weeks on the list",THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;54 weeks on the list,SKINNY BITCH;by Kim Barnouin;93 weeks on the list,WELCOME TO THE JUNGLE (THE DRESDEN FILES);by Ardian Syaf and Jim Butcher;2 weeks on the list,"THE WALKING DEAD, VOL. 9;by Robert Kirkman and Charlie Adlard;6 weeks on the list","Naruto, Vol. 40;by Masashi Kishimoto;New this week",THE HUNGER GAMES;by Suzanne Collins;32 weeks on the list,GLASS;by Ellen Hopkins;2 weeks on the list,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;7 weeks on the list,MAXIMUM RIDE;by James Patterson;50 weeks on the list
7,HANDLE WITH CARE;by Jodi Picoult;7 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;3 weeks on the list,,MIGHT AS WELL LAUGH ABOUT IT NOW;by Marie Osmond with Marcia Wilkie;3 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;27 weeks on the list,THE SECRET;by Rhonda Byrne;119 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;46 weeks on the list,MARVEL ZOMBIES;by Fred Van Lente and Kev Walker;New this week,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;6 weeks on the list,CHIBI VAMPIRE 13;by Yuna Kagesaki;6 weeks on the list,IF I STAY;by Gayle Forman;New this week,TWEAK;by Nic Sheff;12 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;93 weeks on the list
8,FATALLY FLAKY;by Diane Mott Davidson;2 weeks on the list,AMERICAN WIFE;by Curtis Sittenfeld;10 weeks on the list,,JUST WHEN I THOUGHT I'D DROPPED MY LAST EGG;by Kathie Lee Gifford;New this week,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;130 weeks on the list,IN PRAISE OF STAY-AT-HOME MOMS;by Laura Schlessinger;2 weeks on the list,TWILIGHT;by Mark Cotta Vaz;27 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;New this week,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;5 weeks on the list,"FRUIT BASKETS, Vol. 22;by Natsuki Takaya;8 weeks on the list",WINTERGIRLS;by Laurie Halse Anderson;5 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;35 weeks on the list,TEN LITTLE FINGERS AND TEN LITTLE TOES;by Mem Fox. Illustrated by Helen Oxenbury;16 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;207 weeks on the list
9,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;31 weeks on the list,ANGELS AND DEMONS;by Dan Brown;2 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;27 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;144 weeks on the list,THE DEEN FAMILY COOKBOOK;by Paula Deen with Melissa Clark;2 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;66 weeks on the list,ALL-STAR SUPERMAN;by Grant Morrison and Frank Quitely;5 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;New this week,"Naruto, Vol. 39;by Masashi Kishimoto;5 weeks on the list",BASEBALL GREAT;by Tim Green;3 weeks on the list,THE SUMMONING;by Kelley Armstrong;3 weeks on the list,THE HOUSE IN THE NIGHT;by Susan Marie Swanson. Illustrated by Beth Krommes.;10 weeks on the list,THE 39 CLUES;by various authors;7 weeks on the list
10,BONEMAN'S DAUGHTERS;by Ted Dekker;New this week,THE READER;by Bernhard Schlink;20 weeks on the list,,THE YANKEE YEARS;by Joe Torre and Tom Verducci;11 weeks on the list,PHYSICS OF THE IMPOSSIBLE;by Michio Kaku;New this week,10-10-10;by Suzy Welch;New this week,A NEW EARTH;by Eckhart Tolle;54 weeks on the list,SAGA OF SWAMP THING: BOOK 1;by Steve R. Bissette and Alan Moore;3 weeks on the list,WOLVERINE (WEAPON X);by Barry Windsor-Smith;New this week,"VAMPIRE NIGHT, Vol. 6;by Matsuri Hino;",FADE;by Lisa McMann;10 weeks on the list,WAKE;by Lisa McMann;New this week,SWING!;written and illustrated by Rufus Butler Seder;27 weeks on the list,FABLEHAVEN;by Brandon Mull;7 weeks on the list
11,ONE SECOND AFTER;by William R. Forstchen;New this week,THE ALCHEMIST;by Paulo Coelho;83 weeks on the list,,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;37 weeks on the list",A WOLF AT THE TABLE;by Augusten Burroughs;3 weeks on the list,THINK LIKE A CHAMPION;by Donald J. Trump with Meredith McIver;,HUNGRY GIRL;by Lisa Lillien;,,,,,,,
12,PRAYERS FOR SALE;by Sandra Dallas;New this week,CERTAIN GIRLS;by Jennifer Weiner;2 weeks on the list,,A LITTLE BIT WICKED;by Kristin Chenoweth with Joni Rodgers;New this week,"THE FORGOTTEN MAN: GRAPHIC EDITION;by Amity Shlaes, Paul Rivoche and Chuck Dixon;23 weeks on the list",MARTHA STEWART’S ENCYCLOPEDIA OF CRAFTS;by Martha Stewart and editors of Martha Stewart Living;,"THE BIGGEST LOSER 30-DAY JUMP START;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;",,,,,,,
13,PERFECT FIFTHS;by Megan McCafferty;New this week,SUNDAYS AT TIFFANY’S;by James Patterson and Gabrielle Charbonnet;15 weeks on the list,,THE LOST CITY OF Z;by David Grann;8 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;27 weeks on the list,PEAKS AND VALLEYS;by Spencer Johnson;,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;,,,,,,,
14,THE HELP;by Kathryn Stockett;4 weeks on the list,PEOPLE OF THE BOOK;by Geraldine Brooks;16 weeks on the list,,"JESUS, INTERRUPTED;by Bart D. Ehrman;7 weeks on the list",THE AUDACITY OF HOPE;by Barack Obama;69 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;,THE BIGGEST LOSER FAMILY COOKBOOK;by Devin Alexander and The Biggest Loser Experts and Cast with Melissa Roberson;,,,,,,,
