,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;61 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;16 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;185 weeks on the list",THE POWER;by Rhonda Byrne;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;160 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;2 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;24 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;New this week",CATCHING FIRE;by Suzanne Collins;51 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;8 weeks on the list,LEGO STAR WARS;by Simon Beecroft;35 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;24 weeks on the list
2,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;13 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;22 weeks on the list,,COMMITTED;by Elizabeth Gilbert;11 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;186 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;23 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;474 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;24 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;5 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 2;by Akihisa Ikeda;3 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;16 weeks on the list",BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;11 weeks on the list,STAR WARS;by Rufus Butler Seder;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;163 weeks on the list
3,THE HELP;by Kathryn Stockett;73 weeks on the list,LITTLE BEE;by Chris Cleave;27 weeks on the list,,OUTLIERS;by Malcolm Gladwell;91 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;4 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;11 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;34 weeks on the list","DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;New this week",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;20 weeks on the list,"BLACK BIRD, VOL. 5;by Kanoko Sakurakoji;3 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;102 weeks on the list,THE BOOK THIEF;by Markus Zusak;154 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;2 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;159 weeks on the list
4,THE COBRA;by Frederick Forsyth;New this week,CUTTING FOR STONE;by Abraham Verghese;30 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;9 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;95 weeks on the list,THE SECRET;by Rhonda Byrne;171 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;31 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;6 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;12 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;12 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;11 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;82 weeks on the list,HOW ROCKET LEARNED TO READ;written and illustrated by Tad Hills;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;84 weeks on the list
5,STAR ISLAND;by Carl Hiaasen;4 weeks on the list,FORD COUNTY;by John Grisham;New this week,,THE OBAMA DIARIES;by Laura Ingraham;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;181 weeks on the list,THROUGH A DOG'S EYES;by Jennifer Arnold;2 weeks on the list,RADICAL;by David Platt;11 weeks on the list,"BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1;by various;5 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;16 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 27;by Ken Akamatsu;4 weeks on the list",LINGER;by Maggie Stiefvater;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;70 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;14 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;113 weeks on the list
6,TOUGH CUSTOMER;by Sandra Brown;2 weeks on the list,THE LACUNA;by Barbara Kingsolver;5 weeks on the list,,THE BIG SHORT;by Michael Lewis;23 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;34 weeks on the list",THE MENTOR LEADER;by Tony Dungy;3 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;92 weeks on the list,TWILIGHT;by Mark Cotta Vaz;23 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;18 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 23;by Hiromu Arakawa;4 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;20 weeks on the list,THE FALLEN AND LEVIATHAN;by Thomas E. Sniegoski;5 weeks on the list,BATS AT THE BALLGAME;written and illustrated by Brian Lies;New this week,THE 39 CLUES;by various authors;59 weeks on the list
7,THREE STATIONS;by Martin Cruz Smith;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;63 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;24 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;19 weeks on the list,SWITCH;by Chip Heath and Dan Heath;25 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;97 weeks on the list,SIEGE;by Brian Michael Bendis and Olivier Coipel;4 weeks on the list,"THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;3 weeks on the list","BAKUMAN, VOL. 1;by Tsugumi Ohba and Takeshi Obata;3 weeks on the list",HOT X;by Danica McKellar;3 weeks on the list,"AERIE AND RECKONING (THE FALLEN, BOOK 2);by Thomas E. Sniegoski;5 weeks on the list","CITY DOG, COUNTRY FROG;by Mo Willems. Illustrated by Jon J Muth;11 weeks on the list",HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;103 weeks on the list
8,THE RED QUEEN;by Philippa Gregory;3 weeks on the list,"UNDER THE DOME, PART 1;by Stephen King;7 weeks on the list",,PACKING FOR MARS;by Mary Roach;3 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;52 weeks on the list,THE KIND DIET;by Alicia Silverstone;17 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;29 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;73 weeks on the list,"THE UNWRITTEN, VOL. 2;by Mike Carey and Peter Gross;New this week","D. GRAY-MAN, VOL. 18;by Katsura Hoshino;3 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;3 weeks on the list,"THE FORBIDDEN GAME (THE HUNTER, THE CHASE, THE KILL);by L. J. Smith;8 weeks on the list",THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;14 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;52 weeks on the list
9,LAST NIGHT AT CHATEAU MARMONT;by Lauren Weisberger;New this week,THE ALCHEMIST;by Paulo Coelho;142 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;26 weeks on the list,TIPPING POINT;by Malcolm Gladwell;307 weeks on the list,THE CARB LOVERS DIET;by Ellen Kunes and Frances Largeman-Roth;3 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;13 weeks on the list",BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;6 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;40 weeks on the list","VAMPIRE KNIGHT, VOL. 10;by Matsuri Hino;11 weeks on the list",SCUMBLE;by Ingrid Law;New this week,SHIVER;by Maggie Stiefvater;12 weeks on the list,THE JUNKYARD WONDERS;written and illustrated by Patricia Polacco;3 weeks on the list,WARRIORS;by Erin Hunter;93 weeks on the list
10,THE REMBRANDT AFFAIR;by Daniel Silva;5 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;16 weeks on the list,,ANGELINA;by Andrew Morton;3 weeks on the list,ZEITOUN;by Dave Eggers;10 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;100 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;73 weeks on the list,BLACKEST NIGHT: RISE OF THE BLACK LANTERNS;by Geoff Johns and others;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;75 weeks on the list,"BLACK BUTLER, VOL. 2;by Yana Toboso;12 weeks on the list",FALLEN;by Lauren Kate;36 weeks on the list,SCAT;by Carl Hiaasen;13 weeks on the list,OOH LA LA! IT'S BEAUTY DAY;by Jane O’Connor. Illustrated by Robin Preiss Glasser;9 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;34 weeks on the list
