,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE FOUR WINDS;by Kristin Hannah;6 weeks on the list,LIFE AFTER DEATH;by Sister Souljah;2 weeks on the list,LATER;by Stephen King;2 weeks on the list,THE CODE BREAKER;by Walter Isaacson;New this week,THE CODE BREAKER;by Walter Isaacson;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;125 weeks on the list,HOW TO DO THE WORK;by Nicole LePera;New this week,BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;2 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;22 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;626 weeks on the list,CHAIN OF IRON;by Cassandra Clare;2 weeks on the list,THE FOUR WINDS;by Kristin Hannah;,GREENLIGHTS;by Matthew McConaughey;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,CAT KID COMIC CLUB;by Dav Pilkey;,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,LIFE AFTER DEATH;by Sister Souljah;2 weeks on the list,THE FOUR WINDS;by Kristin Hannah;6 weeks on the list,THE ROSE CODE;by Kate Quinn;New this week,THE SUM OF US;by Heather McGhee;4 weeks on the list,THE SUM OF US;by Heather McGhee;4 weeks on the list,BECOMING;by Michelle Obama;2 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;67 weeks on the list",THE ICKABOG;by J.K. Rowling;18 weeks on the list,PETE THE CAT: THE GREAT LEPRECHAUN CHASE;by James Dean;8 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;105 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;163 weeks on the list,FIREFLY LANE;by Kristin Hannah;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CLAUDIA AND THE NEW GIRL;by Ann M. Martin. Illustrated by Gabriela Epstein;,THE DUKE AND I;by Julia Quinn;,A LONG WALK TO WATER;by Linda Sue Park;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,LATER;by Stephen King;2 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;15 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;21 weeks on the list,GREENLIGHTS;by Matthew McConaughey;21 weeks on the list,GREENLIGHTS;by Matthew McConaughey;21 weeks on the list,NOMADLAND;by Jessica Bruder;4 weeks on the list,EVERYTHING WILL BE OKAY;by Dana Perino;New this week,WOW IN THE WORLD;by Mindy Thomas and Guy Raz. Illustrated by Jack Teagle;2 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;25 weeks on the list,HARRY POTTER;by J.K. Rowling;625 weeks on the list,CONCRETE ROSE;by Angie Thomas;9 weeks on the list,FAITHLESS IN DEATH;by J.D. Robb;,THINK AGAIN;by Adam Grant;,BELIEVE IT;by Jamie Kern Lima;,GRIME AND PUNISHMENT;by Dav Pilkey;,THE NUMBERS GAME;by Danielle Steel;,CITY SPIES;by James Ponti;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
4,FAST ICE;by Clive Cussler and Graham Brown;New this week,KLARA AND THE SUN;by Kazuo Ishiguro;2 weeks on the list,THE DUKE AND I;by Julia Quinn;11 weeks on the list,CASTE;by Isabel Wilkerson;32 weeks on the list,CASTE;by Isabel Wilkerson;32 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;48 weeks on the list,BEYOND ORDER;by Jordan B. Peterson;2 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;45 weeks on the list,WE ARE WATER PROTECTORS;by Carole Lindstrom. Illustrated by Michaela Goade;6 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;258 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;51 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,CASTE;by Isabel Wilkerson;,NOMADLAND;by Jessica Bruder;,IN LOVE & PAJAMAS;by Catana Chetwynd;,RECKLESS ROAD;by Christine Feehan;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
5,THE ROSE CODE;by Kate Quinn;New this week,DARK SKY;by C.J. Box;2 weeks on the list,FIREFLY LANE;by Kristin Hannah;39 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;4 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;7 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;132 weeks on the list,ATOMIC HABITS;by James Clear;68 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;32 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;11 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;564 weeks on the list,COSMIC QUERIES;by Neil DeGrasse Tyson with James Trefil;New this week,A COURT OF SILVER FLAMES;by Sarah J. Maas;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,DARE TO LEAD;by Brené Brown;,THE DARK SECRET;by Tui T. Sutherland. Illustrated by Mike Holmes;,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOOK THIEF;by Markus Zusak;
6,2034;by Elliot Ackerman and Adm. James Stavridis;New this week,2034;by Elliot Ackerman and Adm. James Stavridis;New this week,HOME BODY;by Rupi Kaur;17 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;29 weeks on the list,UNTAMED;by Glennon Doyle;53 weeks on the list,THE BODY;by Bill Bryson;7 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;10 weeks on the list,GOLDEN GATE;by James Ponti;New this week,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;7 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;113 weeks on the list,LORE;by Alexandra Bracken;10 weeks on the list,READY PLAYER TWO;by Ernest Cline;,JUST AS I AM;by Cicely Tyson with Michelle Burford;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FETCH-22;by Dav Pilkey;,REVENGE;by James Patterson and Andrew Holmes;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,ALL THE STARS AND TEETH;by Adalyn Grace;
7,THE MIDNIGHT LIBRARY;by Matt Haig;15 weeks on the list,FAST ICE;by Clive Cussler and Graham Brown;New this week,IN FIVE YEARS;by Rebecca Serle;2 weeks on the list,BECOMING;by Michelle Obama;100 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;4 weeks on the list,BORN A CRIME;by Trevor Noah;109 weeks on the list,JEW-ISH: A COOKBOOK;by Jake Cohen;New this week,WONDER;by R.J. Palacio;287 weeks on the list,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!;by Jory John. Illustrated by Pete Oswald;7 weeks on the list,SHADOW AND BONE TRILOGY;by Leigh Bardugo;2 weeks on the list,"GOOD GIRL, BAD BLOOD;by Holly Jackson;2 weeks on the list",THE VISCOUNT WHO LOVED ME;by Julia Quinn;,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,NEW KID;by Jerry Craft;,A MINUTE TO MIDNIGHT;by David Baldacci;,BLACK HEROES;by Arlisha Norwood. Illustrated by Anastasia Magloire Williams;,SERPENT AND DOVE;by Shelby Mahurin;
8,DARK SKY;by C.J. Box;2 weeks on the list,THE AFFAIR;by Danielle Steel;2 weeks on the list,CAMINO WINDS;by John Grisham;3 weeks on the list,UNTAMED;by Glennon Doyle;53 weeks on the list,THINK AGAIN;by Adam Grant;6 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;263 weeks on the list","DUSK, NIGHT, DAWN;by Anne Lamott;2 weeks on the list",LITTLE LEADERS;by Vashti Harrison;59 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;35 weeks on the list,CRAVE;by Tracy Wolff;2 weeks on the list,THE COUSINS;by Karen M. McManus;15 weeks on the list,THE SANATORIUM;by Sarah Pearse;,UNTAMED;by Glennon Doyle;,RADICAL CANDOR;by Kim Scott;,FOR WHOM THE BALL ROLLS;by Dav Pilkey;,THE LOST AND FOUND BOOKSHOP;by Susan Wiggs;,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,KLARA AND THE SUN;by Kazuo Ishiguro;2 weeks on the list,WE BEGIN AT THE END;by Chris Whitaker;2 weeks on the list,CIRCE;by Madeline Miller;40 weeks on the list,THINK AGAIN;by Adam Grant;6 weeks on the list,A PROMISED LAND;by Barack Obama;17 weeks on the list,HOOD FEMINISM;by Mikki Kendall;3 weeks on the list,UNWINDING ANXIETY;by Judson Brewer;New this week,AMARI AND THE NIGHT BROTHERS;by B.B. Alston;6 weeks on the list,SULWE;by Lupita Nyong'o. Illustrated by Vashti Harrison;17 weeks on the list,FIVE NIGHTS AT FREDDY'S: FAZBEAR FRIGHTS;by Scott Cawthon;4 weeks on the list,THE HATE U GIVE;by Angie Thomas;211 weeks on the list,THE VANISHING HALF;by Brit Bennett;,BECOMING;by Michelle Obama;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",BRAWL OF THE WILD;by Dav Pilkey;,ROMANCING MISTER BRIDGERTON;by Julia Quinn;,OUT OF MY MIND;by Sharon M. Draper;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
10,THE DUKE AND I;by Julia Quinn;11 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;20 weeks on the list,MILK AND HONEY;by Rupi Kaur;181 weeks on the list,A PROMISED LAND;by Barack Obama;17 weeks on the list,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;5 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;63 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;335 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;98 weeks on the list,PETE THE CAT: FIVE LITTLE BUNNIES;by James Dean and Kimberly Dean;2 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;240 weeks on the list,THESE VIOLENT DELIGHTS;by Chloe Gong;8 weeks on the list,THE DUKE AND I;by Julia Quinn;,THE SUM OF US;by Heather McGhee;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;","TO SIR PHILLIP, WITH LOVE;by Julia Quinn;",THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,CROOKED KINGDOM;by Leigh Bardugo;
