,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE FOUR WINDS;by Kristin Hannah;4 weeks on the list,THE FOUR WINDS;by Kristin Hannah;4 weeks on the list,FIREFLY LANE;by Kristin Hannah;37 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;2 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;123 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;65 weeks on the list","LIVING THE CONFIDENCE CODE;by Katty Kay, Claire Shipman and JillEllyn Riley;New this week",HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;20 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;112 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;49 weeks on the list,THE FOUR WINDS;by Kristin Hannah;,GREENLIGHTS;by Matthew McConaughey;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,CAT KID COMIC CLUB;by Dav Pilkey;,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,FIREFLY LANE;by Kristin Hannah;6 weeks on the list,A COURT OF SILVER FLAMES;by Sarah J. Maas;2 weeks on the list,THE DUKE AND I;by Julia Quinn;9 weeks on the list,THINK AGAIN;by Adam Grant;4 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;5 weeks on the list,NOMADLAND;by Jessica Bruder;2 weeks on the list,BELIEVE IT;by Jamie Kern Lima;New this week,THE ICKABOG;by J.K. Rowling;16 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;33 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;624 weeks on the list,CONCRETE ROSE;by Angie Thomas;7 weeks on the list,FIREFLY LANE;by Kristin Hannah;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CLAUDIA AND THE NEW GIRL;by Ann M. Martin. Illustrated by Gabriela Epstein;,THE DUKE AND I;by Julia Quinn;,A LONG WALK TO WATER;by Linda Sue Park;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,THE KAISER'S WEB;by Steve Berry;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;13 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;19 weeks on the list,GREENLIGHTS;by Matthew McConaughey;19 weeks on the list,THINK AGAIN;by Adam Grant;4 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;261 weeks on the list",THE PEGAN DIET;by Mark Hyman;New this week,LITTLE LEADERS;by Vashti Harrison;57 weeks on the list,PETE THE CAT: THE GREAT LEPRECHAUN CHASE;by James Dean;6 weeks on the list,HARRY POTTER;by J.K. Rowling;623 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;161 weeks on the list,FAITHLESS IN DEATH;by J.D. Robb;,THINK AGAIN;by Adam Grant;,BELIEVE IT;by Jamie Kern Lima;,GRIME AND PUNISHMENT;by Dav Pilkey;,THE NUMBERS GAME;by Danielle Steel;,CITY SPIES;by James Ponti;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
4,A COURT OF SILVER FLAMES;by Sarah J. Maas;2 weeks on the list,THE SANATORIUM;by Sarah Pearse;4 weeks on the list,FAIR WARNING;by Michael Connelly;4 weeks on the list,CASTE;by Isabel Wilkerson;30 weeks on the list,GREENLIGHTS;by Matthew McConaughey;19 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;130 weeks on the list,ATOMIC HABITS;by James Clear;66 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;30 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;28 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;111 weeks on the list,THE HATE U GIVE;by Angie Thomas;209 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,CASTE;by Isabel Wilkerson;,NOMADLAND;by Jessica Bruder;,IN LOVE & PAJAMAS;by Catana Chetwynd;,RECKLESS ROAD;by Christine Feehan;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
5,THE DUKE AND I;by Julia Quinn;9 weeks on the list,THE VANISHING HALF;by Brit Bennett;39 weeks on the list,HOME BODY;by Rupi Kaur;15 weeks on the list,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;3 weeks on the list,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;3 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;46 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;8 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;43 weeks on the list,SULWE;by Lupita Nyong'o. Illustrated by Vashti Harrison;15 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;256 weeks on the list,LORE;by Alexandra Bracken;8 weeks on the list,A COURT OF SILVER FLAMES;by Sarah J. Maas;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,DARE TO LEAD;by Brené Brown;,THE DARK SECRET;by Tui T. Sutherland. Illustrated by Mike Holmes;,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOOK THIEF;by Markus Zusak;
6,THE MIDNIGHT LIBRARY;by Matt Haig;13 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;18 weeks on the list,THE 20TH VICTIM;by James Patterson and Maxine Paetro;2 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;5 weeks on the list,CASTE;by Isabel Wilkerson;30 weeks on the list,THE BODY;by Bill Bryson;5 weeks on the list,INTUITIVE FASTING;by Will Cole;New this week,WONDER;by R.J. Palacio;285 weeks on the list,AMBITIOUS GIRL;by Meena Harris. Illustrated by Marissa Valdez;6 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;562 weeks on the list,THE COUSINS;by Karen M. McManus;13 weeks on the list,READY PLAYER TWO;by Ernest Cline;,JUST AS I AM;by Cicely Tyson with Michelle Burford;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FETCH-22;by Dav Pilkey;,REVENGE;by James Patterson and Andrew Holmes;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,ALL THE STARS AND TEETH;by Adalyn Grace;
7,KINGDOM OF SHADOW AND LIGHT;by Karen Marie Moning;New this week,WHERE THE CRAWDADS SING;by Delia Owens;130 weeks on the list,28 SUMMERS;by Elin Hilderbrand;3 weeks on the list,THE SUM OF US;by Heather McGhee;2 weeks on the list,A PROMISED LAND;by Barack Obama;15 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;61 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;333 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;23 weeks on the list,MILO IMAGINES THE WORLD;by Matt de la Peña. Illustrated by Christian Robinson;2 weeks on the list,GRISHA TRILOGY;by Leigh Bardugo;3 weeks on the list,STAR WARS: INTO THE DARK;by Claudia Gray;4 weeks on the list,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,NEW KID;by Jerry Craft;,A MINUTE TO MIDNIGHT;by David Baldacci;,BLACK HEROES;by Arlisha Norwood. Illustrated by Anastasia Magloire Williams;,SERPENT AND DOVE;by Shelby Mahurin;
8,THE VISCOUNT WHO LOVED ME;by Julia Quinn;9 weeks on the list,THE KAISER'S WEB;by Steve Berry;New this week,THE GIRL FROM THE CHANNEL ISLANDS;by Jenny Lecoat;4 weeks on the list,A PROMISED LAND;by Barack Obama;15 weeks on the list,THE SUM OF US;by Heather McGhee;2 weeks on the list,BORN A CRIME;by Trevor Noah;107 weeks on the list,CAN'T HURT ME;by David Goggins;20 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;96 weeks on the list,WE ARE WATER PROTECTORS;by Carole Lindstrom. Illustrated by Michaela Goade;4 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;103 weeks on the list,THE GILDED ONES;by Namina Forna;3 weeks on the list,THE SANATORIUM;by Sarah Pearse;,UNTAMED;by Glennon Doyle;,RADICAL CANDOR;by Kim Scott;,FOR WHOM THE BALL ROLLS;by Dav Pilkey;,THE LOST AND FOUND BOOKSHOP;by Susan Wiggs;,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,THE VANISHING HALF;by Brit Bennett;39 weeks on the list,FAITHLESS IN DEATH;by J.D. Robb;3 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;75 weeks on the list,UNTAMED;by Glennon Doyle;51 weeks on the list,UNTAMED;by Glennon Doyle;51 weeks on the list,WE DO THIS 'TIL WE FREE US;by Mariame Kaba;New this week,YOU ARE A BADASS;by Jen Sincero;228 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;92 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;313 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;301 weeks on the list,LEGENDBORN;by Tracy Deonn;6 weeks on the list,THE VANISHING HALF;by Brit Bennett;,BECOMING;by Michelle Obama;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",BRAWL OF THE WILD;by Dav Pilkey;,ROMANCING MISTER BRIDGERTON;by Julia Quinn;,OUT OF MY MIND;by Sharon M. Draper;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
10,THE SANATORIUM;by Sarah Pearse;4 weeks on the list,THE RUSSIAN;by James Patterson and James O. Born;5 weeks on the list,CAMINO WINDS;by John Grisham;New this week,NOMADLAND;by Jessica Bruder;New this week,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;4 weeks on the list,ALL ABOUT LOVE;by bell hooks;New this week,DARE TO LEAD;by Brené Brown;46 weeks on the list,AMARI AND THE NIGHT BROTHERS;by B.B. Alston;5 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;40 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;61 weeks on the list,THESE VIOLENT DELIGHTS;by Chloe Gong;6 weeks on the list,THE DUKE AND I;by Julia Quinn;,THE SUM OF US;by Heather McGhee;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;","TO SIR PHILLIP, WITH LOVE;by Julia Quinn;",THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,CROOKED KINGDOM;by Leigh Bardugo;
11,TRIPLE CHOCOLATE CHEESECAKE MURDER;by Joanne Fluke;New this week,TRIPLE CHOCOLATE CHEESECAKE MURDER;by Joanne Fluke;New this week,THEN SHE WAS GONE;by Lisa Jewell;85 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;27 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;43 weeks on the list,SAPIENS;by Yuval Noah Harari;133 weeks on the list,,,,,,ROMANCING MISTER BRIDGERTON;by Julia Quinn;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,,THE TWISTED ONES;by Scott Cawthon and Kira Breed-Wrisley;,LONG RANGE;by C.J. Box;,,
12,AN OFFER FROM A GENTLEMAN;by Julia Quinn;3 weeks on the list,KINGDOM OF SHADOW AND LIGHT;by Karen Marie Moning;New this week,CIRCE;by Madeline Miller;38 weeks on the list,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;4 weeks on the list,BETWEEN TWO KINGDOMS;by Suleika Jaouad;3 weeks on the list,JUST MERCY;by Bryan Stevenson;243 weeks on the list,,,,,,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,TALKING TO STRANGERS;by Malcolm Gladwell;,,LORD OF THE FLEAS;by Dav Pilkey;,HIGHLAND TREASURE;by Lynsay Sands;,,
13,FAITHLESS IN DEATH;by J.D. Robb;3 weeks on the list,THE PARIS LIBRARY;by Janet Skeslien Charles;3 weeks on the list,FLY AWAY;by Kristin Hannah;3 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;22 weeks on the list",THE DAUGHTERS OF KOBANI;by Gayle Tzemach Lemmon;2 weeks on the list,HOOD FEMINISM;by Mikki Kendall;New this week,,,,,,THE GUEST LIST;by Lucy Foley;,BORN A CRIME;by Trevor Noah;,,LOGAN LIKES MARY ANNE!;by Ann M. Martin. Illustrated by Gale Galligan;,THE SEA GLASS COTTAGE;by RaeAnne Thayne;,,
14,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;16 weeks on the list,THE RETURN;by Nicholas Sparks;22 weeks on the list,PARABLE OF THE SOWER;by Octavia E. Butler;2 weeks on the list,BETWEEN TWO KINGDOMS;by Suleika Jaouad;3 weeks on the list,BECOMING;by Michelle Obama;107 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;42 weeks on the list,,,,,,RELENTLESS;by Mark Greaney;,UNMASKED;by Andy Ngo;,,GINA — THE GIRL WHO BROKE THE WORLD;by Judd Winick;,SHADOWS IN DEATH;by J.D. Robb;,,
15,WHERE THE CRAWDADS SING;by Delia Owens;123 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;24 weeks on the list,EIGHT PERFECT MURDERS;by Peter Swanson;4 weeks on the list,THE DAUGHTERS OF KOBANI;by Gayle Tzemach Lemmon;2 weeks on the list,A SWIM IN A POND IN THE RAIN;by George Saunders;5 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;223 weeks on the list,,,,,,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,SAPIENS;by Yuval Noah Harari;,,"THE PROMISED NEVERLAND, VOL. 1;by Kaiu Shirai. Illustrated by Posuka Demizu;",WHEN HE WAS WICKED;by Julia Quinn;,,
