,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE DROP;by Michael Connelly;New this week,THE DROP;by Michael Connelly;New this week,THE HELP;by Kathryn Stockett;35 weeks on the list,,,THE DROP;by Michael Connelly;,STEVE JOBS;by Walter Isaacson;6 weeks on the list,STEVE JOBS;by Walter Isaacson;6 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;55 weeks on the list,STEVE JOBS;by Walter Isaacson;6 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;12 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;227 weeks on the list,STEVE JOBS;by Walter Isaacson;,BATMAN: THE BLACK MIRROR;by Scott Snyder and Jock;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;26 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, VOL. 32;by Ken Akamatsu;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;9 weeks on the list,WAR HORSE;by Michael Morpurgo;4 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;9 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;151 weeks on the list,,,
2,11/22/63;by Stephen King;4 weeks on the list,11/22/63;by Stephen King;4 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;128 weeks on the list,,,11/22/63;by Stephen King;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;10 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;10 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;39 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;45 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;26 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;540 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;8 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;98 weeks on the list","SAILOR MOON, VOL. 2;by Naoko Takeuchi;3 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;5 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;16 weeks on the list",HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;67 weeks on the list,,,
3,EXPLOSIVE EIGHTEEN;by Janet Evanovich;2 weeks on the list,EXPLOSIVE EIGHTEEN;by Janet Evanovich;2 weeks on the list,THE NEXT ALWAYS;by Nora Roberts;5 weeks on the list,,,EXPLOSIVE EIGHTEEN;by Janet Evanovich;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;45 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;2 weeks on the list,DON'T LOOK BEHIND YOU;by Ann Rule;New this week,CATHERINE THE GREAT;by Robert K. Massie;4 weeks on the list,HARRY POTTER PAGE TO SCREEN-THE COMPLETE FILMMAKING JOURNEY;by Bob McCabe;5 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;39 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: NOEL;by Lee Bermejo;4 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;32 weeks on the list,"THE WALLFLOWER, VOL. 27;by Tomoko Hayakawa;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;92 weeks on the list,THE BOOK THIEF;by Markus Zusak;221 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;33 weeks on the list,INHERITANCE;by Christopher Paolini;25 weeks on the list,,,
4,THE LITIGATORS;by John Grisham;6 weeks on the list,THE LITIGATORS;by John Grisham;6 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;5 weeks on the list,,,THE LITIGATORS;by John Grisham;,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;55 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;22 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;10 weeks on the list,NEARING HOME;by Billy Graham;7 weeks on the list,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;7 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;40 weeks on the list","THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;17 weeks on the list","CODENAME: SAILOR, VOL. 2;by Naoko Takeuchi;3 weeks on the list",EVERY THING ON IT;by Shel Silverstein;11 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;25 weeks on the list,PRESS HERE;by Hervé Tullet;32 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;197 weeks on the list,,,
5,KILL ALEX CROSS;by James Patterson;3 weeks on the list,KILL ALEX CROSS;by James Patterson;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;130 weeks on the list,,,KILL ALEX CROSS;by James Patterson;,UNBROKEN;by Laura Hillenbrand;45 weeks on the list,JACK KENNEDY;by Chris Matthews;5 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;36 weeks on the list,UNBROKEN;by Laura Hillenbrand;45 weeks on the list,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;8 weeks on the list,EAT TO LIVE;by Joel Fuhrman;24 weeks on the list,UNBROKEN;by Laura Hillenbrand;,HARK! A VAGRANT;by Kate Beaton;10 weeks on the list,"BATMAN AND ROBIN, VOL.2;by Grant Morrison and others;2 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;9 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;10 weeks on the list,MATCHED;by Ally Condie;11 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;17 weeks on the list,HARRY POTTER;by J.K. Rowling;278 weeks on the list,,,
6,THE HELP;by Kathryn Stockett;42 weeks on the list,THE BEST OF ME;by Nicholas Sparks;8 weeks on the list,SING YOU HOME;by Jodi Picoult;7 weeks on the list,,,THE HELP;by Kathryn Stockett;,CATHERINE THE GREAT;by Robert K. Massie;4 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;26 weeks on the list,DON'T LOOK BEHIND YOU;by Ann Rule;New this week,EVERY DAY A FRIDAY;by Joel Osteen;12 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;59 weeks on the list,JACK KENNEDY;by Chris Matthews;,"THE ADVENTURES OF TINTIN, VOL. 1;by Hergé;New this week",THE ODYSSEY;by Gareth Hinds;6 weeks on the list,"VAMPIRE KNIGHT, VOL. 13;by Matsuri Hino;4 weeks on the list",WONDERSTRUCK;by Brian Selznick;12 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;9 weeks on the list,A BAD KITTY CHRISTMAS;by Nick Bruel;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;229 weeks on the list,,,
7,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;16 weeks on the list,V IS FOR VENGEANCE;by Sue Grafton;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;144 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,"THINKING, FAST AND SLOW;by Daniel Kahneman;4 weeks on the list","THINKING, FAST AND SLOW;by Daniel Kahneman;6 weeks on the list",BORN TO RUN;by Christopher McDougall;36 weeks on the list,"COOL, CALM AND CONTENTIOUS;by Merrill Markoe;New this week",GOOD EATS 3;by Alton Brown;5 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;12 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;,"THE WALKING DEAD, BOOK 2;by Robert Kirkman and Charlie Adlard;2 weeks on the list","SCALPED, VOL. 8;by Jason Aaron and others;2 weeks on the list","BLACK BIRD, VOL. 11;by Kanoko Sakurakoji;5 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;26 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;15 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;9 weeks on the list",DORK DIARIES;by Rachel Renée Russell;25 weeks on the list,,,
8,THE SCOTTISH PRISONER;by Diana Gabaldon;New this week,THE SCOTTISH PRISONER;by Diana Gabaldon;New this week,CUTTING FOR STONE;by Abraham Verghese;97 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,JACK KENNEDY;by Chris Matthews;5 weeks on the list,BACK TO WORK;by Bill Clinton;4 weeks on the list,MONEYBALL;by Michael Lewis;32 weeks on the list,THE RIGHT FIGHTS BACK;by Evan Thomas and Mike Allen;New this week,GOODNIGHT IPAD;by Ann Droyd;2 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;16 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",VALVE PRESENTS THE SACRIFICE;by various;New this week,"THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;19 weeks on the list","WARRIORS: BEYOND THE CODE, VOL. 2;by Erin Hunter;2 weeks on the list",THE LOST HERO;by Rick Riordan;57 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;30 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;9 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;137 weeks on the list,,,
9,V IS FOR VENGEANCE;by Sue Grafton;3 weeks on the list,MICRO;by Michael Crichton and Richard Preston;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;78 weeks on the list,,,V IS FOR VENGEANCE;by Sue Grafton;,DON'T LOOK BEHIND YOU;by Ann Rule;New this week,BOOMERANG;by Michael Lewis;9 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;248 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;2 weeks on the list,COOK LIKE A ROCK STAR;by Anne Burrell with Suzanne Lenzer;New this week,F IN EXAMS;by Richard Benson;4 weeks on the list,BACK TO WORK;by Bill Clinton;,GREEN LANTERN: WAR OF THE GREEN LANTERNS;by various;2 weeks on the list,SMILE;by Raina Telgemeier;10 weeks on the list,"CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;7 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;24 weeks on the list,THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;2 weeks on the list,HOME FOR CHRISTMAS;by Jan Brett;5 weeks on the list,WARRIORS;by Erin Hunter;108 weeks on the list,,,
10,THE BEST OF ME;by Nicholas Sparks;8 weeks on the list,ZERO DAY;by David Baldacci;5 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;148 weeks on the list,,,THE SCOTTISH PRISONER;by Diana Gabaldon;,BOOMERANG;by Michael Lewis;9 weeks on the list,THEN AGAIN;by Diane Keaton;3 weeks on the list,____ FINISH FIRST;by Tucker Max;7 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;6 weeks on the list",SPONTANEOUS HAPPINESS;by Andrew Weil;3 weeks on the list,AWKWARD FAMILY PET PHOTOS;by Mike Bender and Doug Chernack;5 weeks on the list,BOOMERANG;by Michael Lewis;,HABIBI;by Craig Thompson;10 weeks on the list,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;13 weeks on the list","BLACK BUTLER, VOL. 7;by Yana Toboso;4 weeks on the list",CROSSED;by Ally Condie;5 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;25 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;2 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;39 weeks on the list,,,
