,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;24 weeks on the list,GHOST STORY;by Jim Butcher;New this week,THE HELP;by Kathryn Stockett;17 weeks on the list,,,THE HELP;by Kathryn Stockett;,A STOLEN LIFE;by Jaycee Dugard;3 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;37 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;3 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;9 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;209 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;8 weeks on the list,"THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;6 weeks on the list","BLACK BUTLER, VOL. 6;by Yana Toboso;2 weeks on the list","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;5 weeks on the list",THE BOOK THIEF;by Markus Zusak;203 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;3 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;49 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,GHOST STORY;by Jim Butcher;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;3 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;131 weeks on the list,,,GHOST STORY;by Jim Butcher;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;27 weeks on the list,UNBROKEN;by Laura Hillenbrand;37 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;21 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;27 weeks on the list,THE 17 DAY DIET;by Mike Moreno;20 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;522 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;25 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;3 weeks on the list,"NARUTO, VOL. 51;by Masashi Kishimoto;8 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;13 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;7 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;New this week,HARRY POTTER;by J.K. Rowling;263 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,FULL BLACK;by Brad Thor;New this week,FULL BLACK;by Brad Thor;New this week,SARAH’S KEY;by Tatiana de Rosnay;126 weeks on the list,,,THE CONFESSION;by John Grisham;,UNBROKEN;by Laura Hillenbrand;27 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;12 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;27 weeks on the list,THE DUKAN DIET;by Pierre Dukan;15 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;41 weeks on the list,UNBROKEN;by Laura Hillenbrand;,CAPTAIN AMERICA: MAN OUT OF TIME;by Mark Waid and Jorge Molina;3 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;73 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30;by Ken Akamatsu;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;8 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;13 weeks on the list,LEGO HARRY POTTER;by the DK staff;11 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;50 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,THE BLACK ECHO;by Michael Connelly;5 weeks on the list,PORTRAIT OF A SPY;by Daniel Silva;2 weeks on the list,ROOM;by Emma Donoghue;13 weeks on the list,,,A DANCE WITH DRAGONS;by George R. R. Martin;,IN THE GARDEN OF BEASTS;by Erik Larson;12 weeks on the list,BOSSYPANTS;by Tina Fey;17 weeks on the list,OUTLIERS;by Malcolm Gladwell;8 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;12 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;33 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;22 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;34 weeks on the list",THE GRIFF;by Christopher Moore and Ian Corson;2 weeks on the list,"BLACK BIRD, VOL. 9;by Kanoko Sakurakoji;4 weeks on the list",SUPER DIAPER BABY 2;written and illustrated by Dav Pilkey;5 weeks on the list,PINKALICIOUS;by Victoria Kann and Elizabeth Kann. Illustrated by Victoria Kann;New this week,PRESS HERE;by Hervé Tullet;15 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;133 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
5,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;5 weeks on the list,HAPPY BIRTHDAY;by Danielle Steel;2 weeks on the list,ONE DAY;by David Nicholls;22 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,BOSSYPANTS;by Tina Fey;17 weeks on the list,THE GREATER JOURNEY;by David McCullough;10 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;7 weeks on the list,BOSSYPANTS;by Tina Fey;17 weeks on the list,SWING YOUR SWORD;by Mike Leach;2 weeks on the list,RADICAL;by David Platt;58 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"DEADPOOL, VOL. 1;by Daniel Way and Paco Medina;2 weeks on the list","BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1;by Peter Tomasi and James Robinson;New this week","VAMPIRE KNIGHT, VOL. 12;by Matsuri Hino;8 weeks on the list",WOLFSBANE;by Andrea Cremer;New this week,ALONG FOR THE RIDE;by Sarah Dessen;17 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;29 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;212 weeks on the list,TOMATOLAND;by Barry Estabrook;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
6,A DANCE WITH DRAGONS;by George R. R. Martin;3 weeks on the list,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;5 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;79 weeks on the list,,,FULL BLACK;by Brad Thor;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;27 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;12 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;12 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;27 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;109 weeks on the list,ERASING HELL;by Francis Chan and Preston Sprinkle;4 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;,BATMAN: BRUCE WAYNE — THE ROAD HOME;by various;2 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;89 weeks on the list","YU-GI-OH! 5D'S, VOL. 1;by Masahiro Hikokubo;4 weeks on the list",THEODORE BOONE: THE ABDUCTION;by John Grisham;8 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;105 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;4 weeks on the list,SHIVER;by Maggie Stiefvater;3 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE BIG SHORT;by Michael Lewis;,MIRACLE OF FREEDOM;by Chris Stewart and Ted Stewart;
7,THE CONFESSION;by John Grisham;6 weeks on the list,SMOKIN’ SEVENTEEN;by Janet Evanovich;6 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;19 weeks on the list,,,PORTRAIT OF A SPY;by Daniel Silva;,THE GREATER JOURNEY;by David McCullough;10 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;12 weeks on the list,TIPPING POINT;by Malcolm Gladwell;355 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;14 weeks on the list,"20 YEARS YOUNGER;by Bob Greene with Howard Lancer, Ronald L. Kotler and Diane L. McKay;7 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;126 weeks on the list,BOSSYPANTS;by Tina Fey;,"BRIGHTEST DAY, VOL. 2;by Geoff Johns and Peter J. Tomasi;11 weeks on the list",KICK-ASS;by Mark Millar and John Romita Jr.;New this week,"PANDORA HEARTS, VOL. 6;by Jun Mochizuki;2 weeks on the list",THE LOST HERO;by Rick Riordan;42 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;13 weeks on the list,PINKALICIOUS;by Victoria Kann and Elizabeth Kann. Illustrated by Victoria Kann;7 weeks on the list,DORK DIARIES;by Rachel Renée Russell;8 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DEMONIC;by Ann Coulter;
8,A GAME OF THRONES;by George R.R. Martin;16 weeks on the list,STATE OF WONDER;by Ann Patchett;8 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;112 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,OUTLIERS;by Malcolm Gladwell;8 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;230 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;12 weeks on the list,THE SECRET;by Rhonda Byrne;186 weeks on the list,NOW EAT THIS! DIET;by Rocco DiSpirito;12 weeks on the list,OUTLIERS;by Malcolm Gladwell;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;30 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;56 weeks on the list,"SHUGO CHARA!, VOL. 11;by Peach-Pit;3 weeks on the list",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;12 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;7 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;25 weeks on the list,FALLEN;by Lauren Kate;7 weeks on the list,MOST IMPORTANT THING;by Howard Marks;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,PORTRAIT OF A SPY;by Daniel Silva;2 weeks on the list,SPLIT SECOND;by Catherine Coulter;2 weeks on the list,A GAME OF THRONES;by George R.R. Martin;11 weeks on the list,,,SARAH’S KEY;by Tatiana de Rosnay;,UNLIKELY FRIENDSHIPS;by Jennifer Holland;New this week,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;9 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;175 weeks on the list,STOLEN INNOCENCE;by Elissa Wall with Lisa Pulitzer;New this week,TOTAL MONEY MAKEOVER;by Dave Ramsey;32 weeks on the list,EAT TO LIVE;by Joel Fuhrman;6 weeks on the list,THE GREATER JOURNEY;by David McCullough;,BLOOD WORK;by Kim Harrison and Pedro Maia;3 weeks on the list,"COWBOYS AND ALIENS;by Scott M. Rosenberg, Fred Van Lente and others;3 weeks on the list","BLUE EXORCIST, VOL. 1;by Kazue Kato;12 weeks on the list",SUPERNATURALLY;by Kiersten White;New this week,THE SMURFS MOVIE NOVELIZATION;by Stacia Deutsch and Rhody Cohon;New this week,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;31 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;129 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;,UNFAIR ADVANTAGE;by Robert T. Kiyosaki;,THE HEART AND THE FIST;by Eric Greitens;
10,SARAH’S KEY;by Tatiana de Rosnay;2 weeks on the list,THEN CAME YOU;by Jennifer Weiner;3 weeks on the list,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;3 weeks on the list,,,A CLASH OF KINGS;by George R.R. Martin;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;12 weeks on the list,INCOGNITO;by David Eagleman;3 weeks on the list,LIFE;by Keith Richards with James Fox;13 weeks on the list,THE GREATER JOURNEY;by David McCullough;10 weeks on the list,LOVE WINS;by Rob Bell;20 weeks on the list,FORGOTTEN GOD;by Francis Chan with Danae Yankoski;7 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;,DARK TOWER: THE GUNSLINGER - THE LITTLE SISTER OF ELURIA;by Robin Furth and Richard Isanove;5 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;68 weeks on the list,"I AM HERE!, VOL. 2;by Ema Toyama;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;65 weeks on the list",THE MAZE RUNNER;by James Dashner;19 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;14 weeks on the list,JUDY MOODY;by Megan McDonald. Illustrated by Peter H. Reynolds;7 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;,LIAR'S POKER;by Michael Lewis;,A WORLD ON FIRE;by Amanda Foreman;
