,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,ALONE;by Lisa Gardner;2 weeks on the list,TICK TOCK;by James Patterson and Michael Ledwidge;4 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;108 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,UNBROKEN;by Laura Hillenbrand;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;14 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;14 weeks on the list,UNBROKEN;by Laura Hillenbrand;4 weeks on the list,TRUE YOU;by Janet Jackson with David Ritz;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;186 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;2 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;50 weeks on the list,"NARUTO, VOL. 50;by Masashi Kishimoto;3 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;11 weeks on the list,BEASTLY;by Alex Flinn;2 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;3 weeks on the list,MAXIMUM RIDE;by James Patterson;66 weeks on the list
2,TICK TOCK;by James Patterson and Michael Ledwidge;4 weeks on the list,A DISCOVERY OF WITCHES;by Deborah Harkness;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;56 weeks on the list,,,TICK TOCK;by James Patterson and Michael Ledwidge;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;4 weeks on the list,KNOWN AND UNKNOWN;by Donald Rumsfeld;2 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;20 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;4 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;10 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;499 weeks on the list,UNBROKEN;by Laura Hillenbrand;,FLASH: THE DASTARDLY DEATH OF THE ROGUES!;by Geoff Johns and Francis Manapul;New this week,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;66 weeks on the list","BLACK BUTLER, VOL. 4;by Yana Toboso;4 weeks on the list",THE LOST HERO;by Rick Riordan;19 weeks on the list,RED RIDING HOOD;by Sarah Blakley-Cartwright;4 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;14 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;110 weeks on the list
3,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;4 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;39 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;87 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,KNOWN AND UNKNOWN;by Donald Rumsfeld;2 weeks on the list,I BEAT THE ODDS;by Michael Oher with Don Yaeger;2 weeks on the list,THE BIG SHORT;by Michael Lewis;3 weeks on the list,DECISION POINTS;by George W. Bush;4 weeks on the list,VEGANIST;by Kathy Freston;3 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;18 weeks on the list,KNOWN AND UNKNOWN;by Donald Rumsfeld;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;17 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;46 weeks on the list,"BLACK BIRD, VOL. 7;by Kanoko Sakurakoji;3 weeks on the list","JUSTIN BIEBER, FIRST STEP 2 FOREVER;by Justin Bieber;12 weeks on the list",THE BOOK THIEF;by Markus Zusak;180 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;26 weeks on the list
4,WATER FOR ELEPHANTS;by Sara Gruen;4 weeks on the list,THE HELP;by Kathryn Stockett;99 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;48 weeks on the list,,,A DISCOVERY OF WITCHES;by Deborah Harkness;,DECISION POINTS;by George W. Bush;4 weeks on the list,DECISION POINTS;by George W. Bush;15 weeks on the list,COMMITTED;by Elizabeth Gilbert;3 weeks on the list,_____ MY DAD SAYS;by Justin Halpern;4 weeks on the list,THE INVESTMENT ANSWER;by Daniel C. Goldie and Gordon S. Murray;5 weeks on the list,THE BOOK OF AWAKENING;by Mark Nepo;7 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,BUFFY THE VAMPIRE SLAYER: TALES;by Joss Whedon and others;4 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;42 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 24;by Hiromu Arakawa;5 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;42 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;16 weeks on the list,LEGO STAR WARS;by Simon Beecroft;61 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;189 weeks on the list
5,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;4 weeks on the list,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;11 weeks on the list,THE POSTMISTRESS;by Sarah Blake;3 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,CLEOPATRA;by Stacy Schiff;4 weeks on the list,CLEOPATRA;by Stacy Schiff;16 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;207 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;4 weeks on the list,"STRAIGHT TALK, NO CHASER;by Steve Harvey with Denene Millner;9 weeks on the list",RADICAL;by David Platt;37 weeks on the list,THE BIG SHORT;by Michael Lewis;,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;11 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;31 weeks on the list,"BAKUMAN, VOL. 3;by Tsugumi Ohba and Takeshi Obata;3 weeks on the list",THE GIFT;by James Patterson and Ned Rust;10 weeks on the list,FALLEN;by Lauren Kate;21 weeks on the list,WHEN I GROW UP;by Al Yankovic. Illustrated by Wes Hargis;3 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;116 weeks on the list
6,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;4 weeks on the list,THE CONFESSION;by John Grisham;17 weeks on the list,LITTLE BEE;by Chris Cleave;53 weeks on the list,,,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;,THE BIG SHORT;by Michael Lewis;4 weeks on the list,HOW THE WEST WAS LOST;by Dambisa Moyo;New this week,WHAT THE DOG SAW;by Malcolm Gladwell;10 weeks on the list,CLEOPATRA;by Stacy Schiff;4 weeks on the list,WEIGHT WATCHERS NEW COMPLETE COOKBOOK;by the Weight Watchers staff;2 weeks on the list,MADE TO CRAVE;by Lysa TerKeurst;6 weeks on the list,I BEAT THE ODDS;by Michael Oher with Don Yaeger;,TRUE BLOOD: ALL TOGETHER NOW;by Alan Ball and others;New this week,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;38 weeks on the list,"HETALIA AXIS POWERS, VOL. 2;by Hidekaz Himaruya;8 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;30 weeks on the list,INCARCERON;by Catherine Fisher;2 weeks on the list,INTERRUPTING CHICKEN;written and illustrated by David Ezra Stein;5 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;239 weeks on the list
7,A DISCOVERY OF WITCHES;by Deborah Harkness;2 weeks on the list,THE INNER CIRCLE;by Brad Meltzer;6 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;89 weeks on the list,,,DREAMS OF A DARK WARRIOR;by Kresley Cole;,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;4 weeks on the list,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;6 weeks on the list,JUST KIDS;by Patti Smith;16 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;4 weeks on the list,BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;15 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;18 weeks on the list",DECISION POINTS;by George W. Bush;,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;24 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;44 weeks on the list,"D. GRAY-MAN, VOL. 20;by Katsura Hoshino;3 weeks on the list",MOON OVER MANIFEST;by Clare Vanderpool;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;88 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;15 weeks on the list",THE TWILIGHT SAGA;by Stephenie Meyer;185 weeks on the list
8,DREAMS OF A DARK WARRIOR;by Kresley Cole;New this week,ROOM;by Emma Donoghue;15 weeks on the list,TRUE GRIT;by Charles Portis;10 weeks on the list,,,CUTTING FOR STONE;by Abraham Verghese;,I BEAT THE ODDS;by Michael Oher with Don Yaeger;2 weeks on the list,IN THE BLINK OF AN EYE;by Michael Waltrip and Ellis Henican;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;211 weeks on the list",BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;4 weeks on the list,SEXY FOREVER;by Suzanne Somers;7 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;115 weeks on the list,CLEOPATRA;by Stacy Schiff;,"MOUSE GUARD: LEGENDS OF THE GUARD, VOL. 1;by David Petersen, Jeremy Bastian and Alex Sheikman;6 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;12 weeks on the list","PANDORA HEARTS, VOL. 4;by Jun Mochizuki;New this week",TIGER’S CURSE;by Colleen Houck;4 weeks on the list,WHEN YOU REACH ME;by Rebecca Stead;8 weeks on the list,MADELINE AT THE WHITE HOUSE;written and illustrated by John Bemelmans Marciano;3 weeks on the list,THE CLIQUE;by Lisi Harrison;22 weeks on the list
9,CUTTING FOR STONE;by Abraham Verghese;4 weeks on the list,THE SECRET SOLDIER;by Alex Berenson;2 weeks on the list,WINTER GARDEN;by Kristin Hannah;7 weeks on the list,,,THE POSTMISTRESS;by Sarah Blake;,INSIDE OF A DOG;by Alexandra Horowitz;4 weeks on the list,THE PIONEER WOMAN;by Ree Drummond;3 weeks on the list,THE KING’S SPEECH;by Mark Logue and Peter Conradi;5 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;4 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;81 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;23 weeks on the list",HOW THE WEST WAS LOST;by Dambisa Moyo;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;22 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;18 weeks on the list","NARUTO, VOL. 49;by Masashi Kishimoto;20 weeks on the list",DELIRIUM;by Lauren Oliver;3 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;21 weeks on the list",I BROKE MY TRUNK!;by Mo Willems;2 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;38 weeks on the list
10,THE HELP;by Kathryn Stockett;4 weeks on the list,A HEARTBEAT AWAY;by Michael Palmer;New this week,MAJOR PETTIGREW’S LAST STAND;by Helen Simonson;12 weeks on the list,,,SWIMSUIT;by James Patterson and Maxine Paetro;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;4 weeks on the list,LIFE;by Keith Richards with James Fox;17 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;212 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;4 weeks on the list,SUPER RICH;by Russell Simmons with Chris Morrow;New this week,"COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;14 weeks on the list",BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;,DARK TOWER: TREACHERY;by Robin Furth and Peter David;2 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;81 weeks on the list,"VAMPIRE KNIGHT, VOL. 11;by Matsuri Hino;11 weeks on the list",MATCHED;by Ally Condie;12 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;18 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;4 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;14 weeks on the list
