,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,THE TARGET;by David Baldacci;New this week,THE TARGET;by David Baldacci;New this week,GONE GIRL;by Gillian Flynn;New this week,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;113 weeks on the list,FLASH BOYS;by Michael Lewis;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;180 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;135 weeks on the list,SMART MONEY SMART KIDS;by Dave Ramsey and Rachel Cruze;New this week,OVER EASY;by Mimi Pond;New this week,"SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;5 weeks on the list","NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 3;by Nico Tanigawa;New this week",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;44 weeks on the list,DIVERGENT;by Veronica Roth;27 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,FLASH BOYS;by Michael Lewis;,THE DOCTOR'S DIET;by Travis Stork;,TWELVE YEARS A SLAVE;by Solomon Northup;,QUIET;by Susan Cain;,PLAYERS FIRST;by John Calipari and Michael Sokolove;
2,THE GOLDFINCH;by Donna Tartt;27 weeks on the list,THE GOLDFINCH;by Donna Tartt;27 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;36 weeks on the list,,,FLASH BOYS;by Michael Lewis;4 weeks on the list,A FIGHTING CHANCE;by Elizabeth Warren;New this week,PROOF OF HEAVEN;by Eben Alexander;79 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;2 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;31 weeks on the list,"SPIDER-MAN: FAMILY BUSINESS;by Mark Waid, James Robinson and Gabriele Dell’Otto;3 weeks on the list","THE WALKING DEAD, VOL. 20;by Robert Kirkman and Charlie Adlard;7 weeks on the list",SWORD ART ONLINE: AINCRAD;by Reki Kawahara and Tamako Nakamura;4 weeks on the list,WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE PIGEON NEEDS A BATH!;by Mo Willems;4 weeks on the list,THE MAZE RUNNER;by James Dashner;81 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THRIVE;by Arianna Huffington;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,UNBROKEN;by Laura Hillenbrand;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",A NICE LITTLE PLACE ON THE NORTH SIDE;by George Will;
3,THE COLLECTOR;by Nora Roberts;2 weeks on the list,CHESTNUT STREET;by Maeve Binchy;New this week,THE ALCHEMIST;by Paulo Coelho;301 weeks on the list,,,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;New this week,EVERYBODY'S GOT SOMETHING;by Robin Roberts with Veronica Chambers;New this week,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;3 weeks on the list,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;55 weeks on the list,"BATMAN ’66, VOL. 1;by Jeff Parker and Richard Case;3 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;129 weeks on the list","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;46 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;134 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;137 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,SMART MONEY SMART KIDS;by Dave Ramsey and Rachel Cruze;,THE HUNGRY GIRL DIET;by Lisa Lillien;,THE DIVIDE;by Matt Taibbi;,DAVID AND GOLIATH;by Malcolm Gladwell;,WHY SOCCER MATTERS;by  Pele with Brian Winter;
4,CHESTNUT STREET;by Maeve Binchy;New this week,THE COLLECTOR;by Nora Roberts;2 weeks on the list,SHADOW SPELL;by Nora Roberts;5 weeks on the list,,,EVERYBODY'S GOT SOMETHING;by Robin Roberts with Veronica Chambers;New this week,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;3 weeks on the list,QUIET;by Susan Cain;65 weeks on the list,EVERYBODY'S GOT SOMETHING;by Robin Roberts with Veronica Chambers;New this week,OPTIMAL LIVING 360;by Sanjay Jain;New this week,"JUSTICE LEAGUE, VOL. 4;by Geoff Johns and Ivan Reis;3 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;64 weeks on the list","NARUTO, VOL. 65;by Masashi Kishimoto;4 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,LOCOMOTIVE;by Brian Floca;13 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;275 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
5,GONE GIRL;by Gillian Flynn;74 weeks on the list,THE SERPENT OF VENICE;by Christopher Moore;New this week,KING AND MAXWELL;by David Baldacci;5 weeks on the list,,,A FIGHTING CHANCE;by Elizabeth Warren;New this week,THRIVE;by Arianna Huffington;5 weeks on the list,BRAIN ON FIRE;by Susannah Cahalan;34 weeks on the list,FLASH BOYS;by Michael Lewis;4 weeks on the list,SKINNY MEALS;by Bob Harper;2 weeks on the list,FAIRY TALE COMICS: CLASSIC TALES TOLD BY EXTRAORDINARY CARTOONISTS;by Chris Duffy and others;8 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;60 weeks on the list","INU X BOKU SS, VOL. 3;by Cocoa Fujiwara;New this week",THE ICKABOG;by J.K. Rowling;26 weeks on the list,JOURNEY;by Aaron Becker;24 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;192 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,LEAN IN;by Sheryl Sandberg with Nell Scovell;,SKINNY MEALS;by Bob Harper;,CALL TO ACTION;by Jimmy Carter;,THE FUTURE OF THE MIND;by Michio Kaku;,BEYOND TRAINING;by Ben Greenfield;
6,OTHERWISE ENGAGED;by Amanda Quick;New this week,OTHERWISE ENGAGED;by Amanda Quick;New this week,FIFTY SHADES OF GREY;by E. L. James;111 weeks on the list,,,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;4 weeks on the list,10% HAPPIER;by Dan Harris;7 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;106 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;6 weeks on the list,THE DOCTOR'S DIET;by Travis Stork;13 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;119 weeks on the list,THE HARLEM HELLFIGHTERS;by Max Brooks and Caanan White;4 weeks on the list,"FAIRY TAIL, VOL. 37;by Hiro Mashima;2 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,FANCY NANCY AND THE WEDDING OF THE CENTURY;by Jane O'Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,GIVER QUARTET;by Lois Lowry;36 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;,DON'T HURT PEOPLE AND DON'T TAKE THEIR STUFF;by Matt Kibbe;,A SHORT GUIDE TO A LONG LIFE;by David B. Agus with Kristin Loberg;,THAT'S WHY I'M HERE;by Chris Spielman with Bruce Hooley;
7,THE FIXED TRILOGY;by Laurelin Paige;6 weeks on the list,I'VE GOT YOU UNDER MY SKIN;by Mary Higgins Clark;4 weeks on the list,AMERICANAH;by Chimamanda Ngozi Adichie;8 weeks on the list,,,KILLING JESUS;by Bill O'Reilly and Martin Dugard;31 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;31 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;16 weeks on the list,PRIDE OVER PITY;by Kailyn Lowry with Adrienne Wenner;New this week,FOUR BLOOD MOONS;by John Hagee;14 weeks on the list,THE JOKER: DEATH OF THE FAMILY;by Scott Snyder and various;22 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;29 weeks on the list,WOLF CHILDREN: AME AND YUKI;by Mamoru Hosoda and Yu;4 weeks on the list,REFUGEE;by Alan Gratz;129 weeks on the list,PRESS HERE;by Hervé Tullet;138 weeks on the list,SEA BREEZE;by Abbi Glines;7 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,"CREATIVITY, INC;by Ed Catmull with Amy Wallace;",WHEAT BELLY;by William Davis;,A FIGHTING CHANCE;by Elizabeth Warren;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,WHERE NOBODY KNOWS YOUR NAME;by John Feinstein;
8,ORPHAN TRAIN;by Christina Baker Kline;14 weeks on the list,THE INVENTION OF WINGS;by Sue Monk Kidd;16 weeks on the list,A GAME OF THRONES;by George R.R. Martin;58 weeks on the list,,,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;6 weeks on the list,THE DIVIDE;by Matt Taibbi;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;151 weeks on the list,TWELVE YEARS A SLAVE;by Solomon Northup;29 weeks on the list,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;9 weeks on the list,JUSTICE LEAGUE: TRINITY WAR;by Geoff Johns and others;4 weeks on the list,SMILE;by Raina Telgemeier;100 weeks on the list,"A CERTAIN SCIENTIFIC RAILGUN, VOL. 9;by Kazuma Kamachi and Motoi Fuyukawa;New this week",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;24 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;93 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,CONFIDENCE CODE;by Katty Kay and Claire Shipman;,THE END OF DIETING;by Joel Fuhrman;,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;,GULP;by Mary Roach;,WHEN PRIDE STILL MATTERED;by David Maraniss;
9,NYPD RED 2;by James Patterson and Marshall Karp;5 weeks on the list,NYPD RED 2;by James Patterson and Marshall Karp;5 weeks on the list,WHISKEY BEACH;by Nora Roberts;4 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;150 weeks on the list,THE OPPOSITE OF LONELINESS;by Marina Keegan;3 weeks on the list,EMPTY MANSIONS;by Bill Dedman and Paul Clark Newell Jr.;New this week,UNBROKEN;by Laura Hillenbrand;169 weeks on the list,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;8 weeks on the list,"INJUSTICE: GODS AMONG US, VOL. 1;by Tom Taylor and Jheremy Raapack;11 weeks on the list",EAST OF WEST VOL. 2;by Jonathan Hickman and Nick Dragotta;2 weeks on the list,"DEVILS AND REALIST, VOL. 1;by Madoka Takadono and Utako Yukihiro;New this week",GROUND ZERO;by Alan Gratz;10 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;20 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;69 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;,"THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;,THE SIXTH EXTINCTION;by Elizabeth Kolbert;,FRANCONA;by Terry Francona and Dan Shaughnessy;
10,I'VE GOT YOU UNDER MY SKIN;by Mary Higgins Clark;4 weeks on the list,MISSING YOU;by Harlan Coben;6 weeks on the list,ME BEFORE YOU;by Jojo Moyes;39 weeks on the list,,,PRIDE OVER PITY;by Kailyn Lowry with Adrienne Wenner;New this week,CONFIDENCE CODE;by Katty Kay and Claire Shipman;2 weeks on the list,WILD;by Cheryl Strayed;57 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;31 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;51 weeks on the list,"BATMAN, VOL. 3;by Scott Snyder and Greg Capullo;20 weeks on the list","SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;27 weeks on the list","ATTACK ON TITAN, VOL. 3;by Hajime Isayama;19 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;2 weeks on the list,THEODORE BOONE;by John Grisham;14 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,PRACTICAL PALEO;by Diane Sanfilippo;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FORGOTTEN SUNDAYS;by Gerry Sandusky;
