,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DEAD AND GONE;by Charlaine Harris;New this week,VISION IN WHITE;by Nora Roberts;2 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;7 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;119 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;15 weeks on the list",COOK YOURSELF THIN;by the staff of Lifetime Television;New this week,DARK TOWER: TREACHERY;by Peter David and Robin Furth;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;11 weeks on the list,"NARUTO, VOL. 44;by Masashi Kishimoto;6 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;16 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;16 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;92 weeks on the list
2,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;2 weeks on the list,THE SHACK;by William P. Young;51 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;6 weeks on the list,AUDITION;by Barbara Walters;New this week,THE G-FREE DIET;by Elisabeth Hasselbeck;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;33 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;11 weeks on the list,"COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;4 weeks on the list","NARUTO, VOL. 43;by Masashi Kishimoto;8 weeks on the list",THE AWAKENING;by Kelley Armstrong;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;87 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;96 weeks on the list
3,PYGMY;by Chuck Palahniuk;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;New this week,,RESILIENCE;by Elizabeth Edwards;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;27 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;5 weeks on the list,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;9 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;9 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;8 weeks on the list,"NARUTO, VOL. 42;by Masashi Kishimoto;7 weeks on the list",AIRHEAD: BEING NIKKI;by Meg Cabot;New this week,EVERMORE;by Alyson Noël;14 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;78 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;17 weeks on the list
4,FIRST FAMILY;by David Baldacci;3 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;6 weeks on the list,,OUTLIERS;by Malcolm Gladwell;25 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;2 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;57 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;4 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;9 weeks on the list,THE LEAGUE OF EXTRAORDINARY GENTLEMEN 3;by Alan Moore and Kevin O'Neill;New this week,D. GRAY-MAN 13;by Katsura Hoshino;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;32 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;27 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;2 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;37 weeks on the list
5,TEA TIME FOR THE TRADITIONALLY BUILT;by Alexander McCall Smith;3 weeks on the list,CITY OF THIEVES;by David Benioff;6 weeks on the list,,THE GIRLS FROM AMES;by Jeffrey Zaslow;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;120 weeks on the list",10-10-10;by Suzy Welch;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;410 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;3 weeks on the list,WOLVERINE (WEAPON X);by Barry Windsor-Smith;4 weeks on the list,"Naruto, Vol. 41;by Masashi Kishimoto;10 weeks on the list",MILES TO GO;by Miley Cyrus;10 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;7 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;4 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;7 weeks on the list
6,JUST TAKE MY HEART;by Mary Higgins Clark;5 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;3 weeks on the list,,LOSING MUM AND PUP;by Christopher Buckley;2 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;84 weeks on the list,THE SECRET;by Rhonda Byrne;122 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;93 weeks on the list,"UNCANNY X-MEN (MANIFEST DESTINY);by Mike Carey, Michael Ryan, Ed Brubaker, C. B. Cebulski and Andrea Coelho;New this week","THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;New this week","BLACK CAT, VOLUME 20;by Kentaro Yabuki;New this week",WINGS;by Aprilynne Pike;New this week,GLASS;by Ellen Hopkins;5 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;8 weeks on the list,NIGHT WORLD;by L. J. Smith;22 weeks on the list
7,SUMMER ON BLOSSOM STREET;by Debbie Macomber;2 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;5 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;2 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;20 weeks on the list,IN PRAISE OF STAY-AT-HOME MOMS;by Laura Schlessinger;4 weeks on the list,SKINNY BITCH;by Kim Barnouin;96 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;11 weeks on the list,TERMINATOR SALVATION MOVIE PREQUEL;by Dara Naraghi and Alan Robinson;New this week,"Naruto, Vol. 40;by Masashi Kishimoto;11 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;29 weeks on the list,TWEAK;by Nic Sheff;15 weeks on the list,DUCK! RABBIT!;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;New this week,WARRIORS;by Erin Hunter;71 weeks on the list
8,THE HOST;by Stephenie Meyer;52 weeks on the list,7TH HEAVEN;by James Patterson and Maxine Paetro;5 weeks on the list,,PRETTY IN PLAID;by Jen Lancaster;New this week,AMERICAN LION;by Jon Meacham;New this week,MARTHA STEWART’S ENCYCLOPEDIA OF CRAFTS;by Martha Stewart and editors of Martha Stewart Living;3 weeks on the list,EMERIL AT THE GRILL;by Emeril Lagasse;New this week,THE BEATS: A GRAPHIC HISTORY;by Harvey Pekar and others;3 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;9 weeks on the list,"SKIP BEAT!, VOLUME 18;by Yoshiki Nakamura;New this week",THE HUNGER GAMES;by Suzanne Collins;35 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;38 weeks on the list,THE HOUSE IN THE NIGHT;by Susan Marie Swanson. Illustrated by Beth Krommes.;11 weeks on the list,MAXIMUM RIDE;by James Patterson;53 weeks on the list
9,LOVER AVENGED;by J.R. Ward;2 weeks on the list,ANGELS AND DEMONS;by Dan Brown;5 weeks on the list,,A-ROD;by Selena Roberts;New this week,TIPPING POINT;by Malcolm Gladwell;240 weeks on the list,THE DEEN FAMILY COOKBOOK;by Paula Deen with Melissa Clark;5 weeks on the list,TWILIGHT;by Mark Cotta Vaz;30 weeks on the list,DARK TOWER: THE GUNSLINGER BORN;by Peter David and Robin Furth;2 weeks on the list,"Y - THE LAST MAN 3(ONE SMALL STEP);by Brian K. Vaughan, Pia Guerra and Jose Marzan;New this week","FRUIT BASKETS, Vol. 22;by Natsuki Takaya;9 weeks on the list",BLOODHOUND;by Tamora Pierce;4 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;2 weeks on the list,FRECKLEFACE STRAWBERRY AND THE DODGEBALL BULLY;by Julianne Moore and LeUyen Pham;New this week,THE 39 CLUES;by various authors;9 weeks on the list
10,THE LEGEND OF SIGURD AND GUDRUN;by J. R. R. Tolkien. Edited by Christopher Tolkien;New this week,MY SISTER’S KEEPER;by Jodi Picoult;33 weeks on the list,,COLUMBINE;by Dave Cullen;5 weeks on the list,BLINK;by Malcolm Gladwell;82 weeks on the list,BAREFOOT CONTESSA BACK TO BASICS;by Ina Garten;18 weeks on the list,THE BIGGEST LOSER FAMILY COOKBOOK;by Devin Alexander and The Biggest Loser Experts and Cast with Melissa Roberson;9 weeks on the list,BATMAN (THE RETURN OF HUSH);by Paul Dini and Dustin Nguyen;5 weeks on the list,"THE Y LAST MAN BK. 2 (CYCLES);by Brian K. Vaughan, Pia Guerra and Jose Marzan;2 weeks on the list",OTOMEN 2;by Aya Kanno;New this week,SCAT;by Carl Hiaasen;13 weeks on the list,THE SUMMONING;by Kelley Armstrong;5 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;30 weeks on the list,FABLEHAVEN;by Brandon Mull;8 weeks on the list
