,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;New this week,WHERE THE CRAWDADS SING;by Delia Owens;35 weeks on the list,THE MISTER;by E L James;3 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;2 weeks on the list,BECOMING;by Michelle Obama;25 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;2 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;9 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;4 weeks on the list,HIGH FIVE;by Adam Rubin. Illustrated by Daniel Salmieri;New this week,DOG MAN;by Dav Pilkey;88 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;22 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,WHERE THE CRAWDADS SING;by Delia Owens;34 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;35 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;2 weeks on the list,EDUCATED;by Tara Westover;63 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;125 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;New this week,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;183 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;529 weeks on the list,THE HATE U GIVE;by Angie Thomas;114 weeks on the list,REDEMPTION;by David Baldacci;,EDUCATED;by Tara Westover;,WOLFPACK;by Abby Wambach;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,K;by Tyler Kepner;
3,THE MISTER;by E L James;3 weeks on the list,REDEMPTION;by David Baldacci;3 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;9 weeks on the list,EDUCATED;by Tara Westover;63 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;3 weeks on the list,BORN A CRIME;by Trevor Noah;12 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;56 weeks on the list",WONDER;by R.J. Palacio;195 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;270 weeks on the list,SPY SCHOOL;by Stuart Gibbs;7 weeks on the list,ON THE COME UP;by Angie Thomas;13 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,DARE TO LEAD;by Brené Brown;,AMERICA BEFORE;by Graham Hancock;,THE COST OF THESE DREAMS;by Wright Thompson;
4,REDEMPTION;by David Baldacci;3 weeks on the list,NEON PREY;by John Sandford;2 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;6 weeks on the list,BECOMING;by Michelle Obama;25 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;2 weeks on the list,SAPIENS;by Yuval Noah Harari;51 weeks on the list,DARING GREATLY;by Brené Brown;72 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;5 weeks on the list,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;6 weeks on the list,HARRY POTTER;by J.K. Rowling;528 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;4 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,FLY GIRLS;by Keith O'Brien;
5,NEON PREY;by John Sandford;2 weeks on the list,LOST ROSES;by Martha Hall Kelly;4 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;14 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;2 weeks on the list,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;43 weeks on the list,DARE TO LEAD;by Brené Brown;15 weeks on the list,RUMPLE BUTTERCUP;by Matthew Gray Gubler;5 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;44 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;75 weeks on the list,THE POET X;by Elizabeth Acevedo;12 weeks on the list,THE NIGHT TIGER;by Yangsze Choo;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,108 STITCHES;by Ron Darling with Daniel Paisner;
6,PAST TENSE;by Lee Child;9 weeks on the list,NORMAL PEOPLE;by Sally Rooney;3 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;48 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;3 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;5 weeks on the list,TELL ME MORE;by Kelly Corrigan;New this week,YOU ARE A BADASS;by Jen Sincero;170 weeks on the list,REFUGEE;by Alan Gratz;54 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;23 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;169 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;61 weeks on the list,STAR WARS: MASTER & APPRENTICE;by Claudia Gray;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",WHY WE SLEEP;by Matthew Walker;,SHOE DOG;by Phil Knight;
7,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;34 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;13 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;New this week,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;5 weeks on the list,THE MATRIARCH;by Susan Page;5 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;28 weeks on the list,THE PATH MADE CLEAR;by Oprah Winfrey;6 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;91 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;269 weeks on the list,THE BAD GUYS;by Aaron Blabey;29 weeks on the list,THE FALL OF CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;4 weeks on the list,NEON PREY;by John Sandford;,BAD BLOOD;by John Carreyrou;,BEST SELF;by Mike Bayer;,FALTER;by Bill McKibben;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,A GAME OF THRONES;by George R.R. Martin;54 weeks on the list,A WOMAN IS NO MAN;by Etaf Rum;New this week,THE OVERSTORY;by Richard Powers;4 weeks on the list,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;4 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;7 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;New this week,THE GIFTS OF IMPERFECTION;by Brené Brown;73 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;16 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;158 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;149 weeks on the list,WICKED SAINTS;by Emily A. Duncan;3 weeks on the list,RENEGADES;by Craig Alanson;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,INFINITE POWERS;by Steven Strogatz;,INSIDE THE EMPIRE;by Bob Klapisch and Paul Solotaroff;
9,THE WOMAN IN THE WINDOW;by A.J. Finn;25 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;19 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;New this week,BAD BLOOD;by John Carreyrou;39 weeks on the list,NANAVILLE;by Anna Quindlen;2 weeks on the list,JUST MERCY;by Bryan Stevenson;151 weeks on the list,NEXT LEVEL BASIC;by Stassi Schroeder;3 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;18 weeks on the list,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;7 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;42 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;18 weeks on the list",THE MISTER;by E L James;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
10,SPYMASTER;by Brad Thor;4 weeks on the list,SOMEONE KNOWS;by Lisa Scottoline;4 weeks on the list,ALL WE EVER WANTED;by Emily Giffin;New this week,SAPIENS;by Yuval Noah Harari;70 weeks on the list,BAD BLOOD;by John Carreyrou;29 weeks on the list,WHY WE SLEEP;by Matthew Walker;14 weeks on the list,CRUSHING;by T.D. Jakes;3 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;7 weeks on the list,DEAR BOY;by Paris Rosenthal and Jason Rosenthal. Illustrated by Holly Hatam;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;288 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;15 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,SHORTEST WAY HOME;by Pete Buttigieg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,"LEBRON, INC.;by Brian Windhorst;"
