,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;24 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;25 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;25 weeks on the list,THE THREAT;by Andrew G. McCabe;New this week,THE THREAT;by Andrew G. McCabe;New this week,SAPIENS;by Yuval Noah Harari;41 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;46 weeks on the list",WONDER;by R.J. Palacio;185 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;2 weeks on the list,DOG MAN;by Dav Pilkey;78 weeks on the list,THE HATE U GIVE;by Angie Thomas;104 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,THE CHEF;by James Patterson and Max DiLallo;New this week,THE CHEF;by James Patterson and Max DiLallo;New this week,THE LOST GIRLS OF PARIS;by Pam Jenoff;4 weeks on the list,BECOMING;by Michelle Obama;15 weeks on the list,BECOMING;by Michelle Obama;15 weeks on the list,BORN A CRIME;by Trevor Noah;2 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;154 weeks on the list,LITTLE LEADERS;by Vashti Harrison;23 weeks on the list,THE BAD SEED;by Jory John. Illustrated by Pete Oswald;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;519 weeks on the list,ON THE COME UP;by Angie Thomas;3 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,TB12 METHOD;by Tom Brady;
3,NEVER TELL;by Lisa Gardner;New this week,NEVER TELL;by Lisa Gardner;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;38 weeks on the list,EDUCATED;by Tara Westover;53 weeks on the list,EDUCATED;by Tara Westover;53 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;33 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;115 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;7 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;260 weeks on the list,HARRY POTTER;by J.K. Rowling;518 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;12 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;,THE THREAT;by Andrew G. McCabe;,MAID;by Stephanie Land;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
4,DEVIL'S DAUGHTER;by Lisa Kleypas;New this week,THE SILENT PATIENT;by Alex Michaelides;3 weeks on the list,THE IMMORTALISTS;by Chloe Benjamin;3 weeks on the list,SPEARHEAD;by Adam Makos;New this week,SPEARHEAD;by Adam Makos;New this week,KILLERS OF THE FLOWER MOON;by David Grann;47 weeks on the list,DREYER'S ENGLISH;by Benjamin Dreyer;4 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;11 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;173 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;159 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;8 weeks on the list",CONNECTIONS IN DEATH;by J.D. Robb;,BAD BLOOD;by John Carreyrou;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
5,MISSION CRITICAL;by Mark Greaney;New this week,"BLACK LEOPARD, RED WOLF;by Marlon James;3 weeks on the list",AN AMERICAN MARRIAGE;by Tayari Jones;3 weeks on the list,BAD BLOOD;by John Carreyrou;29 weeks on the list,GRATEFUL AMERICAN;by Gary Sinise with Marcus Brotherton;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;18 weeks on the list,YOU ARE A BADASS;by Jen Sincero;160 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;63 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;10 weeks on the list,DORK DIARIES;by Rachel Renée Russell;280 weeks on the list,KING OF SCARS;by Leigh Bardugo;4 weeks on the list,A KILLER'S MIND;by Mike Omer;,SAPIENS;by Yuval Noah Harari;,GRIT;by Angela Duckworth;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,GOOD TO GO;by Christie Aschwanden;
6,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;24 weeks on the list,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;7 weeks on the list,MILK AND HONEY;by Rupi Kaur;150 weeks on the list,GRATEFUL AMERICAN;by Gary Sinise with Marcus Brotherton;2 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;New this week,THE COLLECTED SCHIZOPHRENIAS;by Esmé Weijun Wang;3 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;19 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;86 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;264 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;65 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;7 weeks on the list,MISSION CRITICAL;by Mark Greaney;,BORN A CRIME;by Trevor Noah;,FROM THE GROUND UP;by Howard Schultz with Joanne Gordon;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BIG FELLA;by Jane Leavy;
7,THE LOST GIRLS OF PARIS;by Pam Jenoff;4 weeks on the list,MISSION CRITICAL;by Mark Greaney;New this week,JUROR #3;by James Patterson and Nancy Allen;2 weeks on the list,SAPIENS;by Yuval Noah Harari;61 weeks on the list,BAD BLOOD;by John Carreyrou;19 weeks on the list,GRIT;by Angela Duckworth;26 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;269 weeks on the list,REFUGEE;by Alan Gratz;46 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;12 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;32 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;42 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
8,THE SILENT PATIENT;by Alex Michaelides;3 weeks on the list,CONNECTIONS IN DEATH;by J.D. Robb;3 weeks on the list,LESS;by Andrew Sean Greer;40 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;New this week,MAID;by Stephanie Land;5 weeks on the list,THE INNOCENT MAN;by John Grisham;50 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;10 weeks on the list,BLENDED;by Sharon M. Draper;6 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;156 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;41 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;20 weeks on the list",ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
9,CONNECTIONS IN DEATH;by J.D. Robb;3 weeks on the list,THE RECKONING;by John Grisham;18 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;16 weeks on the list,BORN A CRIME;by Trevor Noah;35 weeks on the list,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;7 weeks on the list,JUST MERCY;by Bryan Stevenson;141 weeks on the list,DARE TO LEAD;by Brené Brown;7 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;23 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;152 weeks on the list",I SURVIVED;by Lauren Tarshis;50 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;77 weeks on the list,THE FIRST FIFTEEN LIVES OF HARRY AUGUST;by Claire North;,THE GOOD NURSE;by Charles Graeber;,LEADERSHIP;by Doris Kearns Goodwin;,NEVER ENOUGH;by Judith Grisel;,THE BOYS IN THE BOAT;by Daniel James Brown;
10,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;27 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;14 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;8 weeks on the list,MAID;by Stephanie Land;5 weeks on the list,WOMEN ROWING NORTH;by Mary Pipher;6 weeks on the list,SHOE DOG;by Phil Knight;32 weeks on the list,CAN'T HURT ME;by David Goggins;8 weeks on the list,THE WILD ROBOT;by Peter Brown;49 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;21 weeks on the list,THE BAD GUYS;by Aaron Blabey;27 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;51 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,CRASHES AND CRISES;by Connel Fullenkamp;,ZUCKED;by Roger McNamee;,THE POWER OF HABIT;by Charles Duhigg;,THE MAMBA MENTALITY;by Kobe Bryant;
