,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,HEARTBREAK HOTEL;by Jonathan Kellerman;New this week,LINCOLN IN THE BARDO;by George Saunders;New this week,A MAN CALLED OVE;by Fredrik Backman;60 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;30 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;30 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;11 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;188 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;8 weeks on the list,"MIGHTY, MIGHTY CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;New this week",HARRY POTTER;by J.K. Rowling;413 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;35 weeks on the list",THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,HIDDEN FIGURES;by Margot Lee Shetterly;,SHOE DOG;by Phil Knight;
2,LINCOLN IN THE BARDO;by George Saunders;New this week,NORSE MYTHOLOGY;by Neil Gaiman;2 weeks on the list,A DOG'S PURPOSE;by W. Bruce Cameron;28 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;10 weeks on the list,THIS LIFE I LIVE;by Rory Feek;New this week,THE ZOOKEEPER’S WIFE;by Diane Ackerman;29 weeks on the list,YOU ARE A BADASS;by Jen Sincero;58 weeks on the list,WONDER;by R.J. Palacio;80 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;414 weeks on the list,CARVE THE MARK;by Veronica Roth;5 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;
3,BURN;by Helen Hardt;New this week,ECHOES IN DEATH;by J. D. Robb;2 weeks on the list,THE SHACK;by William P. Young;141 weeks on the list,THIS LIFE I LIVE;by Rory Feek;New this week,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;23 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;71 weeks on the list,THE LOSE YOUR BELLY DIET;by Travis Stork;7 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;7 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;229 weeks on the list",RED QUEEN;by Victoria Aveyard;2 weeks on the list,CARAVAL;by Stephanie Garber;3 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,SHAKEN;by Tim Tebow;
4,THE SHACK;by William P. Young;4 weeks on the list,HEARTBREAK HOTEL;by Jonathan Kellerman;New this week,MILK AND HONEY;by Rupi Kaur;45 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;23 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;18 weeks on the list,I AM NOT YOUR NEGRO;from texts by James Baldwin; edited by Raoul Peck;2 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;10 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;3 weeks on the list,PETE THE CAT: VALENTINE'S DAY IS COOL;by James Dean and Kimberly Dean;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;195 weeks on the list,THE LAST OF AUGUST;by Brittany Cavallaro;New this week,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,THE UNDOING PROJECT;by Michael Lewis;,I GOT THIS;by Laurie Hernandez;
5,A DOG'S PURPOSE;by W. Bruce Cameron;11 weeks on the list,NEVER NEVER;by James Patterson and Candice Fox;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;2 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;18 weeks on the list,BIG AGENDA;by David Horowitz;2 weeks on the list,LION;by Saroo Brierley;2 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;72 weeks on the list,DOG MAN;by Dav Pilkey;25 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;157 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;74 weeks on the list,COURAGE TO SOAR;by Simone Biles with Michelle Burford;14 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",YOU ARE THE UNIVERSE;by Deepak Chopra and Menas Kafatos;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;
6,A MAN CALLED OVE;by Fredrik Backman;39 weeks on the list,TWO BY TWO;by Nicholas Sparks;20 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;44 weeks on the list,BIG AGENDA;by David Horowitz;2 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;18 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;124 weeks on the list",TOOLS OF TITANS;by Tim Ferriss;11 weeks on the list,WORD OF MOUSE;by James Patterson and Chris Grabenstein. Illustrated by Joe Sutphin;10 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;24 weeks on the list",HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;5 weeks on the list,HEARTLESS;by Marissa Meyer;15 weeks on the list,BLACK EDGE;by Sheelah Kolhatkar;,SAPIENS;by Yuval Noah Harari;,BARBARIAN DAYS;by William Finnegan;
7,ECHOES IN DEATH;by J. D. Robb;2 weeks on the list,THE WHISTLER;by John Grisham;17 weeks on the list,BULLSEYE;by James Patterson and Michael Ledwidge;New this week,THE ZOOKEEPER’S WIFE;by Diane Ackerman;2 weeks on the list,THREE DAYS IN JANUARY;by Bret Baier with Catherine Whitney;6 weeks on the list,JUST MERCY;by Bryan Stevenson;63 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;115 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;30 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;124 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;36 weeks on the list,SCYTHE;by Neal Shusterman;10 weeks on the list,SHOE DOG;by Phil Knight;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",A LIFE WELL PLAYED;by Arnold Palmer;
8,BIG LITTLE LIES;by Liane Moriarty;27 weeks on the list,THE GIRL BEFORE;by J P Delaney;4 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;16 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;60 weeks on the list,BORN A CRIME;by Trevor Noah;14 weeks on the list,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;18 weeks on the list,THE WHOLE30 COOKBOOK;by Melissa Hartwig;9 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;52 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;73 weeks on the list,A SERIES OF UNFORTUNATE EVENTS;by Lemony Snicket;145 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;16 weeks on the list,ORIGINALS;by Adam Grant;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,BELICHICK AND BRADY;by Michael Holley;
9,NORSE MYTHOLOGY;by Neil Gaiman;2 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;28 weeks on the list,STING;by Sandra Brown;2 weeks on the list,BORN A CRIME;by Trevor Noah;12 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;7 weeks on the list,ORIGINALS;by Adam Grant;2 weeks on the list,THE LITTLE BOOK OF HYGGE;by Meik Wiking;4 weeks on the list,THE PLAYBOOK;by Kwame Alexander. Photographs by Thai Neave;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;191 weeks on the list,THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;32 weeks on the list,FROSTBLOOD;by Elly Blake;New this week,GRIT;by Angela Duckworth;,THE POWER OF HABIT;by Charles Duhigg;,WHAT DOESN’T KILL US;by Scott Carney;
10,GUNMETAL GRAY;by Mark Greaney;New this week,RIGHT BEHIND YOU;by Lisa Gardner;3 weeks on the list,FIFTY SHADES DARKER;by E. L. James;116 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;13 weeks on the list,YOU ARE THE UNIVERSE;by Deepak Chopra and Menas Kafatos;2 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;148 weeks on the list,UNINVITED;by Lysa TerKeurst;22 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;20 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;88 weeks on the list",THRONE OF GLASS;by Sarah J. Maas;15 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;39 weeks on the list,MAKE YOUR KID A MONEY GENIUS (EVEN IF YOU'RE NOT);by Beth Kobliner;,QUIET;by Susan Cain;,STRING THEORY;by David Foster Wallace;
