,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE SHACK;by William P. Young;5 weeks on the list,LINCOLN IN THE BARDO;by George Saunders;2 weeks on the list,THE SHACK;by William P. Young;142 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;11 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;31 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;12 weeks on the list,YOU ARE A BADASS;by Jen Sincero;59 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;9 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;230 weeks on the list",HARRY POTTER;by J.K. Rowling;414 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;36 weeks on the list",THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,HIDDEN FIGURES;by Margot Lee Shetterly;,SHOE DOG;by Phil Knight;
2,DEVIL IN SPRING;by Lisa Kleypas;New this week,NORSE MYTHOLOGY;by Neil Gaiman;3 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;61 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;31 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;24 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;30 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;189 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;8 weeks on the list,"MIGHTY, MIGHTY CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;2 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;415 weeks on the list,CARVE THE MARK;by Veronica Roth;6 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;
3,BIG LITTLE LIES;by Liane Moriarty;28 weeks on the list,AFTERMATH:: EMPIRE'S END;by Chuck Wendig;New this week,BIG LITTLE LIES;by Liane Moriarty;17 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;24 weeks on the list,HOMO DEUS;by Yuval Noah Harari;New this week,ALEXANDER HAMILTON;by Ron Chernow;72 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;11 weeks on the list,WONDER;by R.J. Palacio;81 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;158 weeks on the list,RED QUEEN;by Victoria Aveyard;3 weeks on the list,CARAVAL;by Stephanie Garber;4 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,SHAKEN;by Tim Tebow;
4,A MAN CALLED OVE;by Fredrik Backman;40 weeks on the list,ECHOES IN DEATH;by J. D. Robb;3 weeks on the list,MILK AND HONEY;by Rupi Kaur;46 weeks on the list,HOMO DEUS;by Yuval Noah Harari;New this week,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;19 weeks on the list,ORIGINALS;by Adam Grant;3 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;73 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;4 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;25 weeks on the list",DORK DIARIES;by Rachel Renée Russell;196 weeks on the list,HEARTLESS;by Marissa Meyer;16 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,THE UNDOING PROJECT;by Michael Lewis;,I GOT THIS;by Laurie Hernandez;
5,A DOG'S PURPOSE;by W. Bruce Cameron;12 weeks on the list,HEARTBREAK HOTEL;by Jonathan Kellerman;2 weeks on the list,A DOG'S PURPOSE;by W. Bruce Cameron;29 weeks on the list,DERELICTION OF DUTY;by H. R. McMaster;New this week,BIG AGENDA;by David Horowitz;3 weeks on the list,I AM NOT YOUR NEGRO;from texts by James Baldwin; edited by Raoul Peck;3 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;12 weeks on the list,DOG MAN;by Dav Pilkey;26 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;192 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;75 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;17 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",YOU ARE THE UNIVERSE;by Deepak Chopra and Menas Kafatos;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;
6,AFTERMATH:: EMPIRE'S END;by Chuck Wendig;New this week,A CONJURING OF LIGHT;by V. E. Schwab;New this week,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;45 weeks on the list,SAPIENS;by Yuval Noah Harari;4 weeks on the list,THIS LIFE I LIVE;by Rory Feek;2 weeks on the list,LION;by Saroo Brierley;3 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;116 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;31 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;74 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;6 weeks on the list,SCYTHE;by Neal Shusterman;11 weeks on the list,BLACK EDGE;by Sheelah Kolhatkar;,SAPIENS;by Yuval Noah Harari;,BARBARIAN DAYS;by William Finnegan;
7,ECHOES IN DEATH;by J. D. Robb;3 weeks on the list,A PIECE OF THE WORLD;by Christina Baker Kline;New this week,ALL THE MISSING GIRLS;by Megan Miranda;New this week,THE ZOOKEEPER’S WIFE;by Diane Ackerman;3 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;19 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;125 weeks on the list",THE WHOLE30 COOKBOOK;by Melissa Hartwig;10 weeks on the list,WORD OF MOUSE;by James Patterson and Chris Grabenstein. Illustrated by Joe Sutphin;11 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;125 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;37 weeks on the list,MOON CHOSEN;by P. C. Cast;17 weeks on the list,SHOE DOG;by Phil Knight;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",A LIFE WELL PLAYED;by Arnold Palmer;
8,HEARTBREAK HOTEL;by Jonathan Kellerman;2 weeks on the list,"HUMANS, BOW DOWN;by James Patterson and Emily Raymond with Jill Dembowski;New this week",BULLSEYE;by James Patterson and Michael Ledwidge;2 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;19 weeks on the list,BORN A CRIME;by Trevor Noah;15 weeks on the list,DARK MONEY;by Jane Mayer;4 weeks on the list,THE LITTLE BOOK OF HYGGE;by Meik Wiking;5 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;53 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;89 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;6 weeks on the list,FROSTBLOOD;by Elly Blake;2 weeks on the list,ORIGINALS;by Adam Grant;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,BELICHICK AND BRADY;by Michael Holley;
9,LINCOLN IN THE BARDO;by George Saunders;2 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;29 weeks on the list,THE ORPHAN'S TALE;by Pam Jenoff;New this week,BIG AGENDA;by David Horowitz;3 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;52 weeks on the list,WHY I MARCH;by the staff of Abrams Books;New this week,UNINVITED;by Lysa TerKeurst;23 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;21 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;46 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;421 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;40 weeks on the list,GRIT;by Angela Duckworth;,THE POWER OF HABIT;by Charles Duhigg;,WHAT DOESN’T KILL US;by Scott Carney;
10,NORSE MYTHOLOGY;by Neil Gaiman;3 weeks on the list,THE GIRL BEFORE;by J P Delaney;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;3 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;14 weeks on the list,SAPIENS;by Yuval Noah Harari;7 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;149 weeks on the list,THE LOSE YOUR BELLY DIET;by Travis Stork;8 weeks on the list,THE PLAYBOOK;by Kwame Alexander. Photographs by Thai Neave;2 weeks on the list,I DISSENT;by Debbie Levy. Illustrated by Elizabeth Baddeley;4 weeks on the list,A SERIES OF UNFORTUNATE EVENTS;by Lemony Snicket;146 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;40 weeks on the list,MAKE YOUR KID A MONEY GENIUS (EVEN IF YOU'RE NOT);by Beth Kobliner;,QUIET;by Susan Cain;,STRING THEORY;by David Foster Wallace;
