,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,TICK TOCK;by James Patterson and Michael Ledwidge;2 weeks on the list,TICK TOCK;by James Patterson and Michael Ledwidge;2 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;106 weeks on the list,,,TICK TOCK;by James Patterson and Michael Ledwidge;,UNBROKEN;by Laura Hillenbrand;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;12 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;12 weeks on the list,UNBROKEN;by Laura Hillenbrand;2 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;8 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;41 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"SAGA OF THE SWAMP THING, BOOK 4*;by Alan Moore and Steve Bissette;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;48 weeks on the list,"NARUTO, VOL. 50;by Masashi Kishimoto;New this week",I AM NUMBER FOUR;by Pittacus Lore;9 weeks on the list,THE BOOK THIEF;by Markus Zusak;178 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;New this week,THE HUNGER GAMES;by Suzanne Collins;24 weeks on the list
2,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;2 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;37 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;54 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;2 weeks on the list,THE PIONEER WOMAN;by Ree Drummond;New this week,INSIDE OF A DOG;by Alexandra Horowitz;18 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;2 weeks on the list,THE INVESTMENT ANSWER;by Daniel C. Goldie and Gordon S. Murray;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;184 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,SCENES FROM AN IMPENDING MARRIAGE;by Adrian Tomine;New this week,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;44 weeks on the list,"BLACK BIRD, VOL. 7;by Kanoko Sakurakoji;New this week",THE LOST HERO;by Rick Riordan;17 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;14 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;187 weeks on the list
3,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;2 weeks on the list,THE HELP;by Kathryn Stockett;97 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;85 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,THE PIONEER WOMAN;by Ree Drummond;New this week,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;4 weeks on the list,THE BIG SHORT;by Michael Lewis;New this week,DECISION POINTS;by George W. Bush;2 weeks on the list,VEGANIST;by Kathy Freston;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;16 weeks on the list,THE PIONEER WOMAN;by Ree Drummond;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;15 weeks on the list","THE JACK OF FABLES, VOL. 8;by Bill Willingham and Matthew Sturges;New this week","BAKUMAN, VOL. 3;by Tsugumi Ohba and Takeshi Obata;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;40 weeks on the list",FALLEN;by Lauren Kate;19 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;108 weeks on the list
4,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;2 weeks on the list,THE INNER CIRCLE;by Brad Meltzer;4 weeks on the list,TRUE GRIT;by Charles Portis;8 weeks on the list,,,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;2 weeks on the list,DECISION POINTS;by George W. Bush;13 weeks on the list,COMMITTED;by Elizabeth Gilbert;New this week,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;2 weeks on the list,AS ONE;by Merhdad Baghai and James Quigley;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;497 weeks on the list,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;,BUFFY THE VAMPIRE SLAYER: TALES;by Joss Whedon and others;2 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;36 weeks on the list,"HETALIA AXIS POWERS, VOL. 2;by Hidekaz Himaruya;6 weeks on the list",MOON OVER MANIFEST;by Clare Vanderpool;4 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;86 weeks on the list,WHEN I GROW UP;by Al Yankovic. Illustrated by Wes Hargis;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;114 weeks on the list
5,WATER FOR ELEPHANTS;by Sara Gruen;2 weeks on the list,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;9 weeks on the list,LITTLE BEE;by Chris Cleave;51 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,DECISION POINTS;by George W. Bush;2 weeks on the list,CLEOPATRA;by Stacy Schiff;14 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;205 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;2 weeks on the list,SEXY FOREVER;by Suzanne Somers;5 weeks on the list,RADICAL;by David Platt;35 weeks on the list,THE BIG SHORT;by Michael Lewis;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;20 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;64 weeks on the list","BLACK BUTLER, VOL. 4;by Yana Toboso;2 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;8 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;19 weeks on the list",LEGO STAR WARS;by Simon Beecroft;59 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;237 weeks on the list
6,CUTTING FOR STONE;by Abraham Verghese;2 weeks on the list,FATAL ERROR;by J.A. Jance;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;46 weeks on the list,,,CUTTING FOR STONE;by Abraham Verghese;,THE BIG SHORT;by Michael Lewis;2 weeks on the list,THE HIDDEN REALITY;by Brian Greene;2 weeks on the list,JUST KIDS;by Patti Smith;14 weeks on the list,_____ MY DAD SAYS;by Justin Halpern;2 weeks on the list,THE LEAN BELLY PRESCRIPTION;by Travis Stork and Peter Moore;New this week,THE BOOK OF AWAKENING;by Mark Nepo;5 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;22 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;40 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 24;by Hiromu Arakawa;3 weeks on the list",MATCHED;by Ally Condie;10 weeks on the list,RED RIDING HOOD;by Sarah Blakley-Cartwright;2 weeks on the list,INTERRUPTING CHICKEN;written and illustrated by David Ezra Stein;3 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;36 weeks on the list
7,THE HELP;by Kathryn Stockett;2 weeks on the list,STRATEGIC MOVES;by Stuart Woods;3 weeks on the list,THE POSTMISTRESS;by Sarah Blake;New this week,,,SWIMSUIT;by James Patterson and Maxine Paetro;,CLEOPATRA;by Stacy Schiff;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;40 weeks on the list,WHAT THE DOG SAW;by Malcolm Gladwell;8 weeks on the list,CLEOPATRA;by Stacy Schiff;2 weeks on the list,CRAZY SEXY DIET;by Kris Carr;3 weeks on the list,MADE TO CRAVE;by Lysa TerKeurst;4 weeks on the list,DECISION POINTS;by George W. Bush;,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;9 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;42 weeks on the list,"NARUTO, VOL. 49;by Masashi Kishimoto;19 weeks on the list",TIGER’S CURSE;by Colleen Houck;2 weeks on the list,THE IRON QUEEN;by Julie Kagawa;2 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;13 weeks on the list",THE TWILIGHT SAGA;by Stephenie Meyer;183 weeks on the list
8,THE CONFESSION;by John Grisham;2 weeks on the list,SHADOWFEVER;by Karen Marie Moning;3 weeks on the list,WINTER GARDEN;by Kristin Hannah;5 weeks on the list,,,MARRYING DAISY BELLAMY;by Susan Wiggs;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;2 weeks on the list,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;16 weeks on the list","EAT, PRAY, LOVE;by Elizabeth Gilbert;209 weeks on the list",THE PIONEER WOMAN;by Ree Drummond;New this week,THE 7;by Glenn Beck and Keith Ablow;5 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;16 weeks on the list",CLEOPATRA;by Stacy Schiff;,"THE WALKING DEAD, BOOK 3;by Robert Kirkman and Charlie Adlard;2 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;29 weeks on the list,"VAMPIRE KNIGHT, VOL. 11;by Matsuri Hino;9 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;29 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;99 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;24 weeks on the list,HARRY POTTER;by J.K. Rowling;245 weeks on the list
9,MARRYING DAISY BELLAMY;by Susan Wiggs;2 weeks on the list,THE CONFESSION;by John Grisham;15 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;87 weeks on the list,,,TRUE GRIT;by Charles Portis;,INSIDE OF A DOG;by Alexandra Horowitz;2 weeks on the list,LIFE;by Keith Richards with James Fox;15 weeks on the list,TIPPING POINT;by Malcolm Gladwell;331 weeks on the list,THE BIG SHORT;by Michael Lewis;2 weeks on the list,BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;14 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;114 weeks on the list,THE HIDDEN REALITY;by Brian Greene;,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;8 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;10 weeks on the list","HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;19 weeks on the list",TORMENT;by Lauren Kate;15 weeks on the list,WHEN YOU REACH ME;by Rebecca Stead;6 weeks on the list,MADELINE AT THE WHITE HOUSE;written and illustrated by John Bemelmans Marciano;2 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;43 weeks on the list
10,THE INNER CIRCLE;by Brad Meltzer;2 weeks on the list,ROOM;by Emma Donoghue;13 weeks on the list,THE IMPERFECTIONISTS;by Tom Rachman;5 weeks on the list,,,LITTLE BEE;by Chris Cleave;,THE HIDDEN REALITY;by Brian Greene;2 weeks on the list,DECODED;by Jay-Z;12 weeks on the list,THE FINANCIAL CRISIS INQUIRY REPORT;by the Financial Crisis Inquiry Commission;New this week,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;2 weeks on the list,THE CARB LOVERS DIET;by Ellen Kunes and Frances Largeman-Roth;8 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;49 weeks on the list",COMMITTED;by Elizabeth Gilbert;,BATMAN: THE WIDENING GYRE;by Kevin Smith and Walter Flanagan;5 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;16 weeks on the list","D. GRAY-MAN, VOL. 20;by Katsura Hoshino;New this week",DELIRIUM;by Lauren Oliver;New this week,THE EVOLUTION OF CALPURNIA TATE;by Jacqueline Kelly;3 weeks on the list,LITTLE WHITE RABBIT;written and illustrated by Kevin Henkes;2 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;13 weeks on the list
